NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:12 PM,,,,,
Jul 1997,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0107901 AL FSP LAWRENCE CO FS OFF,1134,,1756,,2890,,355,,799,,1154,,181449
0108101 AL FSP LEE CO FOOD STAMP OFF,2460,,4038,,6498,,760,,1768,,2528,,452681
0108302 AL FSP LIMESTONE CO. FS OFF,1520,,3366,,4886,,805,,1338,,2143,,320157
0108501 AL FSP LOWNDES CO FS OFF,1662,,2027,,3689,,388,,967,,1355,,243423
0108701 AL FSP MACON CO FS OFF,2651,,3554,,6205,,738,,1724,,2462,,474584
0108902 AL FSP MADISON CO. FS OFF,6036,,12413,,18449,,2427,,5214,,7641,,1347147
0109101 AL FSP MARENGO CO FS OFC,2179,,2085,,4264,,583,,1005,,1588,,267674
0109301 AL FSP MARION CO FS OFF,1167,,1031,,2198,,409,,605,,1014,,129043
0109501 AL FSP MARSHALL CO FS OFF,2442,,3543,,5985,,810,,1689,,2499,,404935
0109701 AL FSP MOBILE CO FS OFF,22660,,35127,,57787,,5946,,15429,,21375,,4278085
0109901 AL FSP MONROE CO FS OFF,1278,,3099,,4377,,328,,1224,,1552,,308457
0110301 AL FSP MORGAN CO FS OFF,2122,,3325,,5447,,669,,1449,,2118,,383275
0110501 AL FSP PERRY CO FS OFF,2121,,2402,,4523,,565,,1207,,1772,,304185
0110701 AL FSP PICKENS CO FS OFF,1729,,2275,,4004,,452,,1024,,1476,,254042
0110901 AL FSP PIKE CO FOOD STAMP OFC,2013,,2825,,4838,,605,,1397,,2002,,318259
0111101 AL FSP RANDOLPH CO FSO,848,,1347,,2195,,249,,603,,852,,143163
0111301 AL FSP RUSSELL CO FS OFF,0,,0,,0,,0,,0,,0,,0
0111501 AL FSP ST CLAIR CO FS OFF,1487,,3224,,4711,,422,,1339,,1761,,310061
0111701 AL FSP SHELBY CO FS OFF,1330,,2390,,3720,,415,,1084,,1499,,250500
0111901 AL FSP SUMTER CO FS OFF,2325,,2175,,4500,,657,,1164,,1821,,299033
0112101 AL FSP TALLADEGA CO FS OFF,4455,,5593,,10048,,1275,,2824,,4099,,680268
0112301 AL FSP TALLAPOOSA CO FS OFF,1601,,2606,,4207,,477,,1203,,1680,,271789
0112501 AL FSP TUSCALOOSA CO FS OFF,6245,,9603,,15848,,1760,,4447,,6207,,1104313
0112701 AL FSP WALKER CO FS OFF,2102,,2352,,4454,,624,,1165,,1789,,312562
0112901 AL FSP WASHINGTON CO F S OFC,1031,,1252,,2283,,292,,625,,917,,150926
0113101 AL FSP WILCOX CO FS OFF,2637,,2182,,4819,,640,,1211,,1851,,150926
0113301 AL FSP WINSTON CO FS OFF,774,,814,,1588,,270,,425,,695,,94111
0211005 AK FSP ALASKA,23857,,21422,,45279,,7945,,7169,,15114,,4147151
0400101 AZ FSP APACHE,10051,,13776,,23827,,2289,,3914,,6203,,1593453
0400301 AZ FSP COCHISE,5541,,7511,,13052,,1736,,3147,,4883,,914014
0400501 AZ FSP COCONINO,4282,,7087,,11369,,1088,,2253,,3341,,766605
0400701 AZ FSP GILA,3128,,3673,,6801,,832,,1508,,2340,,471258
0400901 AZ FSP GRAHAM,1653,,2243,,3896,,465,,901,,1366,,261054
0401101 AZ FSP GREENLEE,182,,306,,488,,60,,143,,203,,33950
0401301 AZ FSP MARICOPA,68461,,77001,,145462,,21878,,33928,,55806,,10467294
0401501 AZ FSP MOHAVE,4855,,8699,,13554,,1508,,3589,,5097,,995733
0401701 AZ FSP NAVAJO,8551,,10722,,19273,,2115,,3319,,5434,,1303023
0401901 AZ FSP PIMA,23560,,34225,,57785,,7432,,15276,,22708,,4153327
0402101 AZ FSP PINAL,7653,,8047,,15700,,2198,,3165,,5363,,1087569
0402301 AZ FSP SANTA CRUZ,1291,,2997,,4288,,377,,990,,1367,,287342
0402501 AZ FSP YAVAPAI,2503,,5012,,7515,,806,,2353,,3159,,527754
0402701 AZ FSP YUMA,5670,,11457,,17127,,1724,,3936,,5660,,1184287
0402901 AZ FSP LA PAZ CO DES,776,,1047,,1823,,228,,488,,716,,135206
0500101 AR FSP ARKANSAS COUNTY,376,,2271,,2647,,123,,968,,1091,,177823
0500301 AR FSP ASHLEY COUNTY,476,,2853,,3329,,152,,1161,,1313,,215006
0500501 AR FSP BAXTER COUNTY,312,,1968,,2280,,108,,790,,898,,144923
0500701 AR FSP BENTON COUNTY,486,,4881,,5367,,162,,1858,,2020,,366934
0500901 AR FSP BOONE COUNTY,374,,2490,,2864,,120,,1028,,1148,,189814
0501101 AR FSP BRADLEY COUNTY,246,,1357,,1603,,86,,640,,726,,110217
0501301 AR FSP CALHOUN COUNTY,69,,398,,467,,22,,175,,197,,28456
0501501 AR FSP CARROLL COUNTY,154,,1474,,1628,,50,,571,,621,,106693
0501701 AR FSP CHICOT COUNTY,738,,2892,,3630,,220,,1241,,1461,,231382
0501901 AR FSP CLARK COUNTY,119,,1671,,1790,,42,,780,,822,,117972
0502101 AR FSP CLAY COUNTY,228,,1290,,1518,,72,,594,,666,,84016
0502301 AR FSP CLEBURNE COUNTY,178,,1472,,1650,,58,,623,,681,,110320
0502501 AR FSP CLEVELAND COUNTY,150,,813,,963,,55,,338,,393,,66875
0502701 AR FSP COLUMBIA COUNTY,658,,3422,,4080,,197,,1529,,1726,,276744
0502901 AR FSP CONWAY COUNTY,225,,1962,,2187,,72,,886,,958,,132158
0503101 AR FSP CRAIGHEAD COUNTY,1468,,5389,,6857,,481,,2228,,2709,,470966
0503301 AR FSP CRAWFORD COUNTY,727,,3653,,4380,,224,,1334,,1558,,288913
0503501 AR FSP CRITTENDEN COUNTY,1569,,7439,,9008,,451,,2649,,3100,,609399
0503701 AR FSP CROSS COUNTY,532,,2349,,2881,,291,,784,,1075,,175877
0503901 AR FSP DALLAS COUNTY,138,,1047,,1185,,44,,459,,503,,72938
0504101 AR FSP DESHA COUNTY,525,,2779,,3304,,167,,1071,,1238,,216426
0504301 AR FSP DREW COUNTY,312,,1902,,2214,,103,,785,,888,,149009
0504501 AR FSP FAULKNER COUNTY,427,,3280,,3707,,139,,1287,,1426,,263096
0504701 AR FSP FRANKLIN COUNTY,119,,1491,,1610,,45,,586,,631,,102897
0504901 AR FSP FULTON COUNTY,191,,1421,,1612,,59,,621,,680,,97201
0505101 AR FSP GARLAND COUNTY,1072,,5620,,6692,,357,,2445,,2802,,470576
0505301 AR FSP GRANT COUNTY,106,,722,,828,,37,,323,,360,,52199
0505501 AR FSP GREENE COUNTY,266,,2724,,2990,,89,,1142,,1231,,184866
0505701 AR FSP HEMPSTEAD COUNTY,338,,2587,,2925,,104,,1127,,1231,,194373
0505901 AR FSP HOT SPRING COUNTY,410,,2530,,2940,,146,,1030,,1176,,201930
0506101 AR FSP HOWARD COUNTY,66,,1415,,1481,,23,,555,,578,,99052
0506301 AR FSP INDEPENDENCE COUNTY,305,,2917,,3222,,95,,1224,,1319,,197834
0506501 AR FSP IZARD COUNTY,181,,1449,,1630,,53,,584,,637,,102423
0506701 AR FSP JACKSON COUNTY,518,,2169,,2687,,163,,903,,1066,,168749
0506901 AR FSP JEFFERSON COUNTY,2552,,12220,,14772,,772,,5010,,5782,,1058457
0507101 AR FSP JOHNSON COUNTY,206,,1762,,1968,,74,,689,,763,,126482
0507301 AR FSP LAFAYETTE COUNTY,213,,1291,,1504,,70,,578,,648,,92256
0507501 AR FSP LAWRENCE COUNTY,319,,2101,,2420,,103,,928,,1031,,139312
0507701 AR FSP LEE COUNTY,876,,2775,,3651,,244,,1227,,1471,,229533
0507901 AR FSP LINCOLN COUNTY,268,,1646,,1914,,91,,641,,732,,118576
0508101 AR FSP LITTLE RIVER COUNTY,100,,1182,,1282,,34,,499,,533,,84326
0508301 AR FSP LOGAN COUNTY,263,,1862,,2125,,96,,764,,860,,141116
0508501 AR FSP LONOKE COUNTY,394,,2649,,3043,,135,,992,,1127,,201668
0508701 AR FSP MADISON COUNTY,76,,1142,,1218,,23,,434,,457,,72455
0508901 AR FSP MARION COUNTY,134,,1407,,1541,,54,,542,,596,,91513
0509101 AR FSP MILLER COUNTY,1113,,4629,,5742,,367,,1980,,2347,,431512
0509301 AR FSP MISSISSIPPI COUNTY,1599,,6597,,8196,,489,,2538,,3027,,521974
0509501 AR FSP MONROE COUNTY,430,,1774,,2204,,121,,739,,860,,134326
0509701 AR FSP MONTGOMERY COUNTY,93,,772,,865,,29,,333,,362,,54540
0509901 AR FSP NEVADA COUNTY,70,,993,,1063,,24,,454,,478,,63909
0510101 AR FSP NEWTON COUNTY,98,,1075,,1173,,42,,452,,494,,73278
0510301 AR FSP OUACHITA COUNTY,873,,3452,,4325,,280,,1617,,1897,,293710
0510501 AR FSP PERRY COUNTY,47,,657,,704,,17,,307,,324,,43569
0510701 AR FSP PHILLIPS COUNTY,2234,,6855,,9089,,640,,2618,,3258,,596257
0510901 AR FSP PIKE COUNTY,117,,760,,877,,39,,332,,371,,57271
0511101 AR FSP POINSETT COUNTY,564,,3162,,3726,,182,,1423,,1605,,234137
0511301 AR FSP POLK COUNTY,265,,1913,,2178,,90,,729,,819,,146699
0511501 AR FSP POPE COUNTY,465,,3779,,4244,,155,,1507,,1662,,283042
0511701 AR FSP PRAIRIE COUNTY,100,,706,,806,,32,,300,,332,,47861
0511901 AR FSP PULASKI COUNTY,4972,,23487,,28459,,1569,,9297,,10866,,2076561
0512101 AR FSP RANDOLPH COUNTY,281,,1966,,2247,,90,,825,,915,,139611
0512301 AR FSP SAINT FRANCIS COUNTY,1659,,5389,,7048,,502,,2261,,2763,,471852
0512501 AR FSP SALINE COUNTY,340,,2528,,2868,,114,,1019,,1133,,191957
0512701 AR FSP SCOTT COUNTY,108,,1347,,1455,,37,,529,,566,,89411
0512901 AR FSP SEARCY COUNTY,103,,902,,1005,,33,,404,,437,,55653
0513101 AR FSP SEBASTIAN COUNTY,1160,,7202,,8362,,365,,2817,,3182,,585977
0513301 AR FSP SEVIER COUNTY,88,,1130,,1218,,33,,443,,476,,79329
0513501 AR FSP SHARP COUNTY,216,,1532,,1748,,71,,652,,723,,107529
0513701 AR FSP STONE COUNTY,166,,1140,,1306,,52,,491,,543,,74226
0513901 AR FSP UNION COUNTY,1020,,3861,,4881,,319,,1662,,1981,,324361
0514101 AR FSP VAN BUREN COUNTY,149,,1473,,1622,,47,,605,,652,,107691
0514301 AR FSP WASHINGTON COUNTY,813,,6753,,7566,,286,,2690,,2976,,543172
0514501 AR FSP WHITE COUNTY,520,,4740,,5260,,181,,1909,,2090,,355317
0514701 AR FSP WOODRUFF COUNTY,316,,1692,,2008,,91,,769,,860,,128657
0514901 AR FSP YELL COUNTY,156,,1275,,1431,,52,,547,,599,,81429
0600105 CA FSP ALAMEDA COUNTY DSS,63145,,38375,,101520,,24245,,14734,,38979,,7173782
0600302 CA FSP ALPINE COUNTY DSS,52,,60,,112,,15,,25,,40,,7224
0600501 CA FSP AMADOR COUNTY DSS,857,,572,,1429,,309,,293,,602,,96970
0600702 CA FSP BUTTE COUNTY DSS,17297,,8042,,25339,,5205,,3733,,8938,,1859665
0600901 CA FSP CALAVERAS CO DSW,1805,,1295,,3100,,593,,650,,1243,,230627
0601101 CA FSP COLUSA COUNTY DSW,697,,806,,1503,,230,,307,,537,,86455
0601302 CA FSP CONTRA COSTA COUNTY DSS,33007,,12645,,45652,,11026,,6933,,17959,,3132261
0601501 CA FSP DEL NORTE CO DSW,2749,,1354,,4103,,822,,642,,1464,,278363
0601704 CA FSP EL DORADO COUNTY DSS,4142,,1730,,5872,,1398,,955,,2353,,412007
0601904 CA FSP FRESNO COUNTY DSW,87498,,31800,,119298,,25005,,11651,,36656,,7712529
0602102 CA FSP GLENN CO WELFARE DEPT,1750,,1106,,2856,,479,,403,,882,,179711
0602303 CA FSP HUMBOLDT CO DSW,8533,,4688,,13221,,2840,,2704,,5544,,983345
0602501 CA FSP IMPERIAL CO DSW,13699,,7447,,21146,,4135,,2641,,6776,,1337732
0602701 CA FSP INYO COUNTY WELF DEPT,779,,678,,1457,,279,,343,,622,,108834
0602902 CA FSP KERN,46463,,27965,,74428,,14499,,11120,,25619,,5436788
0603101 CA FSP KINGS COUNTY DPW,8299,,5775,,14074,,2571,,2301,,4872,,890156
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,5710,,2142,,7852,,1878,,1113,,2991,,567854
0603501 CA FSP LASSEN CO DSW,1886,,964,,2850,,599,,466,,1065,,201581
0603720 CA FSP LOS ANGELES COUNTY DPSS,665796,,252912,,918708,,229229,,138833,,368062,,67258020
0603902 CA FSP MADERA CO DSW,8625,,6587,,15212,,2780,,2621,,5401,,976374
0604102 CA FSP MARIN COUNTY DSW,2947,,2101,,5048,,1177,,1406,,2583,,372059
0604301 CA FSP MARIPOSA CO DSW,770,,648,,1418,,251,,275,,526,,96723
0604501 CA FSP MENDOCINO CO WELF DEPT,5602,,3692,,9294,,1903,,1974,,3877,,648880
0604701 CA FSP MERCED CO DPW,23804,,11821,,35625,,6915,,4127,,11042,,2264285
0604901 CA FSP MODOC COUNTY DSS,942,,253,,1195,,290,,146,,436,,72229
0605101 CA FSP MONO CO WELFARE DEPT,192,,178,,370,,56,,103,,159,,26297
0605302 CA FSP MONTEREY CO DSW,15006,,6131,,21137,,4895,,2538,,7433,,1322140
0605502 CA FSP NAPA CO WELFARE DEPT,2196,,1584,,3780,,795,,813,,1608,,267114
0605701 CA FSP NEVADA CO DPSS,1829,,1418,,3247,,634,,713,,1347,,212972
0605903 CA FSP ORANGE CO DSW,74707,,35441,,110148,,23535,,15163,,38698,,6860145
0606101 CA FSP PLACER CO WELFARE DEPT,5553,,2236,,7789,,1907,,1214,,3121,,575605
0606301 CA FSP PLUMAS COUNTY DSS,704,,593,,1297,,244,,262,,506,,84615
0606503 CA FSP RIVERSIDE COUNTY DSS,74331,,26060,,100391,,23637,,10010,,33647,,7165824
0606703 CA FSP SACRAMENTO CO DSW,122544,,30860,,153404,,34788,,15769,,50557,,10660959
0606902 CA FSP SAN BENITO COUNTY DSS,1830,,802,,2632,,591,,303,,894,,168112
0607105 CA FSP SAN BRNDINO CO DPSS AU,137774,,49783,,187557,,42261,,20120,,62381,,13476947
0607301 CA PCO SAN DIEGO CO DSS,127525,,36584,,164109,,41568,,15801,,57369,,11069007
0607502 CA FSP SAN FRANCISCO COUNTY DSS,24133,,20730,,44863,,8334,,16335,,24669,,3354339
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,46383,,17691,,64074,,13856,,6560,,20416,,4721317
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,6864,,3221,,10085,,2370,,1547,,3917,,668345
0608103 CA FSP SAN MATEO COUNTY DSS,8692,,3746,,12438,,3207,,1919,,5126,,810503
0608304 CA FSP SANTA BARBARA CO DSW,12964,,7227,,20191,,4242,,3266,,7508,,1257924
0608502 CA FSP SANTA CLARA COUNTY DSS,52137,,19026,,71163,,17064,,9647,,26711,,4837378
0608702 CA FSP SANTA CRUZ CO DSW,7645,,4572,,12217,,2682,,2583,,5265,,793143
0608901 CA FSP SHASTA CO DSW,14061,,7466,,21527,,4540,,3817,,8357,,1441239
0609101 CA FSP SIERRA CO HUMAN SVCS,98,,79,,177,,28,,47,,75,,11987
0609301 CA FSP SISKIYOU CO DSW,3407,,1594,,5001,,1150,,706,,1856,,328658
0609502 CA FSP SOLANO CO DSW,22097,,5062,,27159,,7331,,2917,,10248,,1777715
0609701 CA FSP SONOMA CO DSW,12178,,5170,,17348,,4390,,2694,,7084,,1154875
0609902 CA FSP STANISLAUS CO. DSS,33393,,14390,,47783,,10595,,5419,,16014,,3290203
0610101 CA FSP SUTTER CO WELF DEPT,3597,,2788,,6385,,1156,,1047,,2203,,400674
0610301 CA FSP TEHAMA CO DSW,3462,,2822,,6284,,1249,,1222,,2471,,457230
0610501 CA FSP TRINITY CO DSW,612,,713,,1325,,197,,295,,492,,89950
0610704 CA FSP TULARE COUNTY DSS,40372,,19988,,60360,,12306,,7419,,19725,,3611277
0610901 CA FSP TUOLUMNE CO WELF DEPT,2676,,1458,,4134,,860,,716,,1576,,276274
0611101 CA FSP VENTURA CO.,19423,,12109,,31532,,6409,,5111,,11520,,2049755
0611301 CA FSP YOLO CO DSW,10166,,3244,,13410,,3129,,1644,,4773,,617672
0611501 CA FSP YUBA CO WELFARE DEPT,7021,,4824,,11845,,1872,,1957,,3829,,808015
0800301 CO EBT ALAMOSA CO DSS,916,,1186,,2102,,435,,445,,880,,140228
0800701 CO EBT ARCHULETA CO DSS,130,,277,,407,,58,,116,,174,,24115
0800901 CO EBT BACA CO DSS,101,,205,,306,,58,,82,,140,,18796
0801101 CO EBT BENT CO DSS,205,,622,,827,,87,,109,,196,,46726
0801301 CO FSP BOULDER CO DSS,3311,,3661,,6972,,1527,,1858,,3385,,474885
0801501 CO FSP CHAFFEE CO DSS,185,,500,,685,,104,,227,,331,,43836
0801701 CO FSP CHEYENNE CO DSS,31,,34,,65,,20,,13,,33,,2537
0802101 CO EBT CONEJOS CO DSS,495,,1113,,1608,,260,,364,,624,,94168
0802301 CO EBT COSTILLA CO DSS,431,,704,,1135,,234,,284,,518,,61569
0802501 CO EBT CROWLEY CO DSS,204,,474,,678,,99,,177,,276,,38894
0802701 CO EBT CUSTER CO DSS,66,,142,,208,,22,,59,,81,,13603
0802901 CO FSP DELTA CO DSS,501,,1443,,1944,,250,,542,,792,,123048
0803102 CO FSP DENVER,20900,,28159,,49059,,9387,,12267,,21654,,3840472
0803301 CO EBT DOLORES CO DSS,30,,47,,77,,17,,23,,40,,4975
0803701 CO FSP EAGLE CO DSS,71,,165,,236,,38,,87,,125,,22440
0803901 CO FSP ELBERT CO DSS,91,,181,,272,,38,,68,,106,,18869
0804101 CO FSP EL PASO CO DSS,9036,,12731,,21767,,3667,,6244,,9911,,1821266
0804301 CO EBT FREMONT CO DSS,937,,2132,,3069,,409,,851,,1260,,205369
0804501 CO FSP GARFIELD CO DSS,734,,468,,1202,,336,,211,,547,,89247
0805101 CO FSP GUNN HINSDALE CO DSS,88,,223,,311,,42,,106,,148,,22830
0805501 CO EBT HUERFANO CO DSS,343,,568,,911,,174,,232,,406,,54556
0805901 CO FSP JEFFERSON CO DSS,4229,,5331,,9560,,1818,,2352,,4170,,724364
0806101 CO EBT KIOWA CO DSS,18,,58,,76,,6,,18,,24,,3811
0806301 CO FSP KIT CARSON CO DSS,70,,205,,275,,41,,80,,121,,13868
0806501 CO FSP LAKE CO DSS,36,,89,,125,,15,,38,,53,,9073
0806701 CO EBT LA PLATA CO DSS,207,,1214,,1421,,118,,506,,624,,96201
0806901 CO FSP LARIMER CO DSS,2681,,4348,,7029,,1108,,1799,,2907,,492998
0807101 CO EBT LAS ANIMAS CO DSS,676,,1324,,2000,,325,,657,,982,,121297
0807301 CO FSP LINCOLN CO DSS,83,,148,,231,,39,,51,,90,,11778
0807501 CO FSP LOGAN CO DSS,361,,745,,1106,,160,,319,,479,,66135
0807701 CO FSP MESA CO DSS,2601,,4405,,7006,,1211,,1939,,3150,,482145
0808101 CO FSP MOFFAT CO DSS,579,,178,,757,,253,,83,,336,,49957
0808301 CO EBT MONTEZUMA CO DSS,515,,1684,,2199,,207,,595,,802,,116280
0808501 CO FSP MONTROSE CO DSS,467,,1130,,1597,,200,,443,,643,,105121
0808701 CO FSP MORGAN CO DSS,496,,1143,,1639,,202,,395,,597,,105340
0808901 CO EBT OTERO CO DSS,1168,,2243,,3411,,544,,617,,1161,,196496
0809101 CO FSP OURAY CO DSS,19,,20,,39,,11,,9,,20,,2477
0809301 CO FSP PARK CO DSS,113,,151,,264,,47,,57,,104,,19972
0809501 CO FSP PHILLIPS CO DSS,46,,66,,112,,26,,24,,50,,4912
0809901 CO EBT PROWERS CO DSS,344,,1384,,1728,,172,,510,,682,,98944
0810101 CO EBT PUEBLO CO DSS,9229,,9163,,18392,,3883,,3927,,7810,,1264645
0810301 CO FSP RIO BLANCO CO DSS,46,,99,,145,,18,,33,,51,,9126
0810501 CO EBT RIO GRANDE CO DSS,679,,1827,,2506,,303,,582,,885,,153640
0810701 CO FSP ROUTT CO DSS,81,,190,,271,,33,,90,,123,,19145
0810901 CO EBT SAGUACHE CO DSS,322,,1055,,1377,,133,,504,,637,,94482
0811101 CO EBT SAN JUAN CO DSS,8,,38,,46,,6,,12,,18,,3151
0811301 CO FSP SAN MIGUEL CO DSS,30,,76,,106,,14,,39,,53,,9195
0811501 CO FSP SEDGWICK CO DSS,38,,104,,142,,20,,44,,64,,8910
0811701 CO FSP SUMMIT CO DSS,28,,68,,96,,12,,37,,49,,7244
0811901 CO FSP TELLER CO DSS,130,,547,,677,,62,,202,,264,,49268
0812101 CO FSP WASHINGTON CO DSS,31,,78,,109,,12,,31,,43,,6846
0812301 CO FSP WELD CO DSS,1966,,6940,,8906,,801,,2061,,2862,,532117
0812501 CO FSP YUMA CO DSS,101,,209,,310,,51,,85,,136,,17486
0812701 CO FSP ADAMS CO DSS,6245,,10913,,17158,,2577,,3974,,6551,,1236197
0812901 CO FSP ARAPAHO CO. DSS,5636,,8103,,13739,,2404,,3211,,5615,,1046302
0990112 CT FSP BRIDGEPORT DIST THREE,203,,110,,313,,136,,97,,233,,105852
0990317 CT FSP HARTFORD DIST ONE,36541,,5728,,42269,,15321,,3555,,18876,,2805894
0990517 CT FSP MIDDLETOWN (WD),9529,,2422,,11951,,4016,,1405,,5421,,783419
0990709 CT FSP NEW HAVEN DIST TWO,31941,,7263,,39204,,13530,,4124,,17654,,2599745
0990909 CT FSP NORWICH DIST FOUR,14210,,3596,,17806,,6174,,1936,,8110,,1040269
0991109 CT FSP STAMFORD DIST EIGHT,41,,19,,60,,33,,17,,50,,2141
0991315 CT FSP TORRINGTON DIST FIVE,1083,,361,,1444,,628,,348,,976,,248108
0991508 CT FSP WATERBURY DIST SIX,231,,52,,283,,125,,50,,175,,39904
1000112 DE FSP KENT,4250,,4200,,8450,,2515,,1610,,4125,,672390
1000235 DE FSP NEW CASTLE,18159,,10210,,28369,,7351,,2560,,9911,,1795265
1000316 DE FSP SUSSEX CO.,7200,,6181,,13381,,2489,,2068,,4557,,679400
1100161 DC FSP D.C. Treasury,46157,,42921,,89078,,17460,,21887,,39347,,6987067
1200101 FL FSP ALACHUA CO DFS,7497,,10643,,18140,,2395,,4885,,7280,,1315697
1200301 FL FSP BAKER CO SERVICE CENTE,527,,1421,,1948,,160,,563,,723,,123779
1200501 FL FSP BAY CO DFS,2762,,10715,,13477,,886,,4704,,5590,,902536
1200701 FL FSP BRADFORD CO DFS,937,,2061,,2998,,304,,851,,1155,,206272
1200901 FL FSP BREVARD CO DFS,7843,,18595,,26438,,2531,,8667,,11198,,1865145
1201101 FL FSP BROWARD CO SES,25560,,50400,,75960,,7874,,24326,,32200,,5762793
1201301 FL FSP CALHOUN CO DFS,491,,1157,,1648,,151,,564,,715,,103873
1201501 FL FSP CHARLOTTE CO DFS,1098,,3487,,4585,,361,,1702,,2063,,319373
1201701 FL FSP CITRUS CO DFS,1893,,5952,,7845,,609,,2648,,3257,,527222
