NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,04/10/2017,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,, , ,,,,,
Jan 2014,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0606902 CA EBT SAN BENITO COUNTY DSS,1043,,5303,,6346,,395,,2351,,2746,,894307
0607105 CA EBT SAN BRNDINO CO DPSS AU,76319,,304469,,380788,,28376,,137079,,165455,,53145908
0607301 CA EBT SAN DIEGO CO DSS,47751,,222108,,269859,,17553,,109719,,127272,,37631075
0607502 CA EBT SAN FRANCISCO COUNTY DSS,6208,,42539,,48747,,2763,,28649,,31412,,7257332
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,24506,,89419,,113925,,9502,,38298,,47800,,15936190
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,2786,,15144,,17930,,1145,,8232,,9377,,2478683
0608103 CA EBT SAN MATEO COUNTY DSS,3683,,27665,,31348,,1483,,13996,,15479,,4291460
0608304 CA EBT SANTA BARBARA CO DSW,6821,,27874,,34695,,2740,,12789,,15529,,4852464
0608502 CA EBT SANTA CLARA COUNTY DSS,16176,,93790,,109966,,6764,,45642,,52406,,15420802
0608702 CA EBT SANTA CRUZ CO DSW,3450,,20130,,23580,,1419,,10611,,12030,,3320003
0608901 CA EBT SHASTA CO DSW,4002,,19866,,23868,,1589,,10386,,11975,,3287619
0609101 CA EBT SIERRA CO HUMAN SVCS,27,,272,,299,,12,,154,,166,,42441
0609301 CA EBT SISKIYOU CO DSW,1344,,5578,,6922,,485,,2653,,3138,,938553
0609502 CA EBT SOLANO CO DSW,8341,,33924,,42265,,3480,,17919,,21399,,6069962
0609701 CA EBT SONOMA CO DSW,4894,,29542,,34436,,2046,,16655,,18701,,4913099
0609902 CA EBT STANISLAUS CO. DSS,18173,,73699,,91872,,6868,,35257,,42125,,12841498
0610101 CA EBT SUTTER CO WELF DEPT,2211,,10447,,12658,,835,,4560,,5395,,1747469
0610301 CA EBT TEHAMA CO DSW,1933,,8450,,10383,,713,,3923,,4636,,1414551
0610501 CA EBT TRINITY CO DSW,188,,1418,,1606,,80,,768,,848,,230814
0610704 CA EBT TULARE COUNTY DSS,25671,,93512,,119183,,9367,,39472,,48839,,16511745
0610901 CA EBT TUOLUMNE CO WELF DEPT,1001,,4401,,5402,,388,,2552,,2940,,748283
0611101 CA EBT VENTURA CO.,8961,,60285,,69246,,3614,,29919,,33533,,9701674
0611301 CA EBT YOLO CO DSW,2547,,15100,,17647,,980,,7371,,8351,,2466045
0611501 CA EBT YUBA CO WELFARE DEPT,2682,,10304,,12986,,992,,4871,,5863,,1837067
0800301 CO EBT ALAMOSA CO DSS,819,,3055,,3874,,399,,1585,,1984,,493732
0800701 CO EBT ARCHULETA CO DSS,99,,978,,1077,,52,,455,,507,,123483
0800901 CO EBT BACA CO DSS,47,,393,,440,,26,,157,,183,,45892
0801101 CO EBT BENT CO DSS,167,,741,,908,,90,,384,,474,,102757
0801301 CO EBT BOULDER CO DSS,1979,,14142,,16121,,1248,,6870,,8118,,1987061
0801501 CO EBT CHAFFEE CO DSS,204,,1204,,1408,,122,,611,,733,,165986
0801701 CO EBT CHEYENNE CO DSS,19,,138,,157,,11,,59,,70,,17397
0801901 CO EBT CLEAR CREEK,90,,491,,581,,52,,276,,328,,73703
0802101 CO EBT CONEJOS CO DSS,254,,1594,,1848,,153,,704,,857,,220933
0802301 CO EBT COSTILLA CO DSS,239,,806,,1045,,138,,434,,572,,120159
0802501 CO EBT CROWLEY CO DSS,170,,679,,849,,81,,300,,381,,96629
0802701 CO EBT CUSTER CO DSS,40,,332,,372,,24,,160,,184,,47269
0802901 CO EBT DELTA CO DSS,388,,3645,,4033,,235,,1653,,1888,,491245
0803102 CO EBT DENVER,13831,,75986,,89817,,8102,,36038,,44140,,11068206
0803301 CO EBT DOLORES CO DSS,26,,121,,147,,12,,58,,70,,20300
0803501 CO EBT DOUGLAS,385,,5698,,6083,,255,,2375,,2630,,739768
0803701 CO EBT EAGLE CO DSS,109,,1566,,1675,,55,,716,,771,,214371
0803901 CO EBT ELBERT CO DSS,109,,910,,1019,,48,,375,,423,,121932
0804101 CO EBT EL PASO CO DSS,6242,,65982,,72224,,3156,,29573,,32729,,9120542
0804301 CO EBT FREMONT CO DSS,1121,,4692,,5813,,535,,2182,,2717,,682318
0804501 CO EBT GARFIELD CO DSS,487,,4211,,4698,,266,,1954,,2220,,607344
0804701 CO EBT GILPIN,35,,399,,434,,21,,213,,234,,57732
0804901 CO EBT GRAND,55,,527,,582,,28,,248,,276,,68860
0805101 CO EBT GUNN HINSDALE CO DSS,154,,838,,992,,69,,441,,510,,131086
0805301 CO EBT HINSDALE,1,,24,,25,,1,,14,,15,,2891
0805501 CO EBT HUERFANO CO DSS,239,,1375,,1614,,158,,698,,856,,201164
0805701 CO EBT JACKSON,12,,128,,140,,5,,49,,54,,14520
0805901 CO EBT JEFFERSON CO DSS,3278,,29908,,33186,,1916,,13796,,15712,,4176795
0806101 CO EBT KIOWA CO DSS,16,,112,,128,,8,,54,,62,,16052
0806301 CO EBT KIT CARSON CO DSS,103,,527,,630,,47,,228,,275,,64930
0806501 CO EBT LAKE CO DSS,60,,629,,689,,28,,278,,306,,88047
0806701 CO EBT LA PLATA CO DSS,382,,3429,,3811,,257,,1608,,1865,,480774
0806901 CO EBT LARIMER CO DSS,3238,,20375,,23613,,1655,,9607,,11262,,2961374
0807101 CO EBT LAS ANIMAS CO DSS,464,,2207,,2671,,277,,1180,,1457,,321942
0807301 CO EBT LINCOLN CO DSS,36,,479,,515,,15,,203,,218,,64686
0807501 CO EBT LOGAN CO DSS,271,,1742,,2013,,139,,821,,960,,227272
0807701 CO EBT MESA CO DSS,1793,,15107,,16900,,937,,6973,,7910,,2089980
0807901 CO EBT MINERAL,1,,31,,32,,1,,12,,13,,1905
0808101 CO EBT MOFFAT CO DSS,99,,1313,,1412,,53,,611,,664,,176411
0808301 CO EBT MONTEZUMA CO DSS,273,,3295,,3568,,156,,1333,,1489,,413517
0808501 CO EBT MONTROSE CO DSS,525,,4903,,5428,,304,,2339,,2643,,643134
0808701 CO EBT MORGAN CO DSS,415,,2439,,2854,,183,,996,,1179,,328767
0808901 CO EBT OTERO CO DSS,430,,3512,,3942,,287,,1531,,1818,,436280
0809101 CO EBT OURAY CO DSS,44,,229,,273,,22,,120,,142,,31301
0809301 CO EBT PARK CO DSS,80,,1158,,1238,,60,,564,,624,,160688
0809501 CO EBT PHILLIPS CO DSS,38,,389,,427,,24,,164,,188,,43210
0809701 CO EBT PITKIN,20,,221,,241,,15,,150,,165,,32244
0809901 CO EBT PROWERS CO DSS,543,,2088,,2631,,233,,963,,1196,,316228
0810101 CO EBT PUEBLO CO DSS,5251,,29629,,34880,,2828,,13953,,16781,,4449011
0810301 CO EBT RIO BLANCO CO DSS,25,,487,,512,,14,,210,,224,,64651
0810501 CO EBT RIO GRANDE CO DSS,323,,2037,,2360,,196,,912,,1108,,273348
0810701 CO EBT ROUTT CO DSS,90,,899,,989,,41,,524,,565,,134273
0810901 CO EBT SAGUACHE CO DSS,195,,1205,,1400,,112,,558,,670,,166443
0811101 CO EBT SAN JUAN CO DSS,6,,63,,69,,3,,35,,38,,9978
0811301 CO EBT SAN MIGUEL CO DSS,23,,374,,397,,15,,188,,203,,49049
0811501 CO EBT SEDGWICK CO DSS,35,,235,,270,,22,,99,,121,,31406
0811701 CO EBT SUMMIT CO DSS,58,,994,,1052,,33,,566,,599,,144113
0811901 CO EBT TELLER CO DSS,277,,1918,,2195,,137,,919,,1056,,275013
0812101 CO EBT WASHINGTON CO DSS,15,,256,,271,,13,,118,,131,,24091
0812301 CO EBT WELD CO DSS,2444,,22103,,24547,,1177,,8795,,9972,,2949421
0812501 CO EBT YUMA CO DSS,103,,884,,987,,65,,375,,440,,107840
0812701 CO EBT ADAMS CO DSS,3871,,50610,,54481,,1984,,20428,,22412,,6942829
0812901 CO EBT ARAPAHO CO. DSS,6019,,46721,,52740,,3253,,19955,,23208,,6670976
0813101 CO EBT BROOMFIELD,174,,1721,,1895,,121,,770,,891,,224471
0900002 CT EBT DEPT. OF SOCIAL SERVICES,70333,,368515,,438848,,50146,,191731,,241877,,56989662
1000112 DE EBT KENT,35634,,31,,35665,,16903,,9,,16912,,4253379
1000235 DE EBT NEW CASTLE,79699,,34,,79733,,38520,,14,,38534,,9870897
1000316 DE EBT SUSSEX CO.,34570,,50,,34620,,15636,,20,,15656,,4123583
1100161 DC EBT D.C. Treasury,38809,,103160,,141969,,19974,,60001,,79975,,18235306
1200101 FL EBT ALACHUA CO DFS,3836,,35297,,39133,,2999,,18828,,21827,,5121886
