NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:26 PM,,,,,
Jul 1993,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0112901 AL FSP WASHINGTON CO F S OFC,1788,,1404,,3192,,484,,719,,1203,,206715
0113101 AL FSP WILCOX CO FS OFF,3745,,1915,,5660,,820,,1236,,2056,,342768
0113301 AL FSP WINSTON CO FS OFF,1053,,976,,2029,,339,,496,,835,,113160
0211005 AK FSP ALASKA,25878,,19489,,45367,,8249,,6803,,15052,,3761004
0400101 AZ FSP APACHE,10553,,14400,,24953,,2441,,3984,,6425,,1568485
0400301 AZ FSP COCHISE,7023,,8984,,16007,,2204,,3719,,5923,,1086685
0400501 AZ FSP COCONINO,6101,,9055,,15156,,1595,,2934,,4529,,999847
0400701 AZ FSP GILA,3709,,5020,,8729,,1028,,1970,,2998,,576836
0400901 AZ FSP GRAHAM,2294,,2989,,5283,,648,,1141,,1789,,339194
0401101 AZ FSP GREENLEE,521,,635,,1156,,163,,282,,445,,76600
0401301 AZ FSP MARICOPA,122831,,117633,,240464,,38690,,53110,,91800,,17034396
0401501 AZ FSP MOHAVE,5211,,9015,,14226,,1623,,3863,,5486,,1027356
0401701 AZ FSP NAVAJO,9117,,12201,,21318,,2229,,3669,,5898,,1382870
0401901 AZ FSP PIMA,37883,,43799,,81682,,11801,,19494,,31295,,5748475
0402101 AZ FSP PINAL,12270,,11601,,23871,,3404,,4630,,8034,,1615341
0402301 AZ FSP SANTA CRUZ,1662,,3502,,5164,,503,,1169,,1672,,342343
0402501 AZ FSP YAVAPAI,3597,,6447,,10044,,1135,,2921,,4056,,689402
0402701 AZ FSP YUMA,7750,,14416,,22166,,2356,,5024,,7380,,1456501
0402901 AZ FSP LA PAZ CO DES,1120,,1587,,2707,,325,,710,,1035,,193123
0500101 AR FSP ARKANSAS COUNTY,517,,2201,,2718,,163,,882,,1045,,166203
0500301 AR FSP ASHLEY COUNTY,860,,3126,,3986,,270,,1208,,1478,,244167
0500501 AR FSP BAXTER COUNTY,358,,2087,,2445,,113,,793,,906,,140691
0500701 AR FSP BENTON COUNTY,593,,3941,,4534,,207,,1435,,1642,,264878
0500901 AR FSP BOONE COUNTY,340,,1928,,2268,,111,,796,,907,,129870
0501101 AR FSP BRADLEY COUNTY,409,,1567,,1976,,139,,659,,798,,122157
0501301 AR FSP CALHOUN COUNTY,92,,634,,726,,32,,252,,284,,41193
0501501 AR FSP CARROLL COUNTY,193,,988,,1181,,56,,395,,451,,68326
0501701 AR FSP CHICOT COUNTY,1288,,3260,,4548,,365,,1200,,1565,,272737
0501901 AR FSP CLARK COUNTY,353,,2009,,2362,,116,,873,,989,,146314
0502101 AR FSP CLAY COUNTY,339,,1454,,1793,,106,,660,,766,,91245
0502301 AR FSP CLEBURNE COUNTY,316,,1478,,1794,,99,,598,,697,,107404
0502501 AR FSP CLEVELAND COUNTY,190,,783,,973,,59,,323,,382,,56886
0502701 AR FSP COLUMBIA COUNTY,1304,,3179,,4483,,399,,1461,,1860,,283586
0502901 AR FSP CONWAY COUNTY,495,,2011,,2506,,151,,967,,1118,,144146
0503101 AR FSP CRAIGHEAD COUNTY,1347,,5490,,6837,,456,,2246,,2702,,415134
0503301 AR FSP CRAWFORD COUNTY,958,,3843,,4801,,297,,1374,,1671,,295371
0503501 AR FSP CRITTENDEN COUNTY,2004,,7818,,9822,,548,,2560,,3108,,583881
0503701 AR FSP CROSS COUNTY,872,,2603,,3475,,354,,800,,1154,,199008
0503901 AR FSP DALLAS COUNTY,177,,1172,,1349,,62,,467,,529,,74873
0504101 AR FSP DESHA COUNTY,1112,,2734,,3846,,329,,1005,,1334,,221754
0504301 AR FSP DREW COUNTY,521,,1763,,2284,,166,,713,,879,,140807
0504501 AR FSP FAULKNER COUNTY,511,,2967,,3478,,164,,1146,,1310,,210760
0504701 AR FSP FRANKLIN COUNTY,181,,1196,,1377,,61,,486,,547,,83419
0504901 AR FSP FULTON COUNTY,230,,1436,,1666,,70,,601,,671,,93349
0505101 AR FSP GARLAND COUNTY,1522,,5582,,7104,,498,,2364,,2862,,463595
0505301 AR FSP GRANT COUNTY,145,,980,,1125,,47,,385,,432,,63545
0505501 AR FSP GREENE COUNTY,462,,2584,,3046,,146,,1085,,1231,,168769
0505701 AR FSP HEMPSTEAD COUNTY,632,,2977,,3609,,192,,1261,,1453,,220222
0505901 AR FSP HOT SPRING COUNTY,517,,2688,,3205,,173,,1078,,1251,,198618
0506101 AR FSP HOWARD COUNTY,47,,1323,,1370,,13,,514,,527,,81916
0506301 AR FSP INDEPENDENCE COUNTY,494,,2554,,3048,,152,,1091,,1243,,162843
0506501 AR FSP IZARD COUNTY,199,,1313,,1512,,61,,527,,588,,84260
0506701 AR FSP JACKSON COUNTY,540,,2284,,2824,,167,,929,,1096,,158834
0506901 AR FSP JEFFERSON COUNTY,4527,,12309,,16836,,1374,,4990,,6364,,1116761
0507101 AR FSP JOHNSON COUNTY,235,,1662,,1897,,80,,660,,740,,105382
0507301 AR FSP LAFAYETTE COUNTY,439,,1472,,1911,,122,,599,,721,,111985
0507501 AR FSP LAWRENCE COUNTY,53,,2812,,2865,,30,,1130,,1160,,153694
0507701 AR FSP LEE COUNTY,1059,,3480,,4539,,300,,1332,,1632,,271958
0507901 AR FSP LINCOLN COUNTY,449,,1747,,2196,,129,,643,,772,,128695
0508101 AR FSP LITTLE RIVER COUNTY,216,,1443,,1659,,67,,560,,627,,98359
0508301 AR FSP LOGAN COUNTY,412,,1718,,2130,,136,,676,,812,,126807
0508501 AR FSP LONOKE COUNTY,599,,2851,,3450,,195,,1035,,1230,,201580
0508701 AR FSP MADISON COUNTY,84,,976,,1060,,27,,352,,379,,57984
0508901 AR FSP MARION COUNTY,219,,1389,,1608,,75,,530,,605,,97967
0509101 AR FSP MILLER COUNTY,1945,,4414,,6359,,617,,1768,,2385,,440078
0509301 AR FSP MISSISSIPPI COUNTY,2144,,7033,,9177,,613,,2589,,3202,,514761
0509501 AR FSP MONROE COUNTY,625,,2006,,2631,,175,,801,,976,,153616
0509701 AR FSP MONTGOMERY COUNTY,98,,865,,963,,30,,358,,388,,58351
0509901 AR FSP NEVADA COUNTY,171,,1043,,1214,,55,,442,,497,,68762
0510101 AR FSP NEWTON COUNTY,196,,1127,,1323,,74,,443,,517,,72861
0510301 AR FSP OUACHITA COUNTY,1393,,3450,,4843,,437,,1535,,1972,,303807
0510501 AR FSP PERRY COUNTY,53,,724,,777,,15,,299,,314,,40216
0510701 AR FSP PHILLIPS COUNTY,3374,,7528,,10902,,929,,2748,,3677,,655983
0510901 AR FSP PIKE COUNTY,59,,851,,910,,21,,366,,387,,52039
0511101 AR FSP POINSETT COUNTY,1065,,4146,,5211,,320,,1736,,2056,,305880
0511301 AR FSP POLK COUNTY,368,,1872,,2240,,109,,678,,787,,132649
0511501 AR FSP POPE COUNTY,703,,3547,,4250,,231,,1358,,1589,,255054
0511701 AR FSP PRAIRIE COUNTY,109,,861,,970,,41,,353,,394,,52991
0511901 AR FSP PULASKI COUNTY,6374,,27577,,33951,,1907,,10319,,12226,,2229030
0512101 AR FSP RANDOLPH COUNTY,318,,2145,,2463,,106,,837,,943,,136909
0512301 AR FSP SAINT FRANCIS COUNTY,2183,,6274,,8457,,650,,2435,,3085,,518002
0512501 AR FSP SALINE COUNTY,712,,2771,,3483,,239,,1047,,1286,,210534
0512701 AR FSP SCOTT COUNTY,93,,1219,,1312,,27,,469,,496,,72716
0512901 AR FSP SEARCY COUNTY,76,,1022,,1098,,25,,441,,466,,59185
0513101 AR FSP SEBASTIAN COUNTY,1264,,6935,,8199,,417,,2591,,3008,,536873
0513301 AR FSP SEVIER COUNTY,149,,1295,,1444,,52,,471,,523,,83584
0513501 AR FSP SHARP COUNTY,332,,1475,,1807,,95,,622,,717,,101977
0513701 AR FSP STONE COUNTY,137,,1265,,1402,,43,,521,,564,,76684
0513901 AR FSP UNION COUNTY,1321,,3727,,5048,,409,,1524,,1933,,303202
0514101 AR FSP VAN BUREN COUNTY,287,,1624,,1911,,87,,660,,747,,112203
0514301 AR FSP WASHINGTON COUNTY,1237,,5825,,7062,,409,,2260,,2669,,447160
0514501 AR FSP WHITE COUNTY,537,,4615,,5152,,173,,1844,,2017,,311334
0514701 AR FSP WOODRUFF COUNTY,556,,1926,,2482,,162,,801,,963,,148640
0514901 AR FSP YELL COUNTY,243,,1495,,1738,,79,,617,,696,,92894
0600105 CA FSP ALAMEDA COUNTY DSS,75668,,45067,,120735,,29359,,17486,,46845,,7141248
0600302 CA FSP ALPINE COUNTY DSS,80,,50,,130,,21,,22,,43,,6001
0600501 CA FSP AMADOR COUNTY DSS,724,,574,,1298,,242,,251,,493,,72930
0600702 CA FSP BUTTE COUNTY DSS,19266,,6176,,25442,,5836,,3055,,8891,,1470871
0600901 CA FSP CALAVERAS CO DSW,2000,,1226,,3226,,622,,520,,1142,,182809
0601101 CA FSP COLUSA COUNTY DSW,858,,815,,1673,,261,,288,,549,,83125
0601302 CA FSP CONTRA COSTA COUNTY DSS,39420,,14828,,54248,,13266,,8852,,22118,,3268373
0601501 CA FSP DEL NORTE CO DSW,2811,,1414,,4225,,848,,644,,1492,,235879
0601704 CA FSP EL DORADO COUNTY DSS,4622,,2343,,6965,,1515,,1100,,2615,,410833
0601904 CA FSP FRESNO COUNTY DSW,120474,,43606,,164080,,28963,,15338,,44301,,8413358
0602102 CA FSP GLENN CO WELFARE DEPT,2319,,1284,,3603,,624,,419,,1043,,187648
0602303 CA FSP HUMBOLDT CO DSW,10800,,4698,,15498,,3482,,2738,,6220,,861748
0602501 CA FSP IMPERIAL CO DSW,14456,,8194,,22650,,3995,,2631,,6626,,1228510
0602701 CA FSP INYO COUNTY WELF DEPT,1112,,631,,1743,,355,,331,,686,,95508
0602902 CA FSP KERN,56577,,35432,,92009,,14840,,10897,,25737,,4380393
0603101 CA FSP KINGS COUNTY DPW,9239,,6328,,15567,,2779,,2265,,5044,,815271
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,6533,,2526,,9059,,2098,,1279,,3377,,518631
0603501 CA FSP LASSEN CO DSW,2033,,809,,2842,,651,,397,,1048,,159433
0603720 CA FSP LOS ANGELES COUNTY DPSS,664209,,293402,,957611,,233457,,168293,,401750,,61404085
0603902 CA FSP MADERA CO DSW,7333,,5981,,13314,,2283,,2123,,4406,,689446
0604102 CA FSP MARIN COUNTY DSW,3381,,2783,,6164,,1257,,1821,,3078,,388191
0604301 CA FSP MARIPOSA CO DSW,930,,601,,1531,,303,,251,,554,,80771
0604501 CA FSP MENDOCINO CO WELF DEPT,6129,,3327,,9456,,2023,,1604,,3627,,586615
0604701 CA FSP MERCED CO DPW,27089,,13216,,40305,,7967,,5507,,13474,,2296596
0604901 CA FSP MODOC COUNTY DSS,921,,553,,1474,,274,,214,,488,,72391
0605101 CA FSP MONO CO WELFARE DEPT,265,,169,,434,,79,,73,,152,,25748
0605302 CA FSP MONTEREY CO DSW,16719,,9532,,26251,,5350,,3280,,8630,,1485341
0605502 CA FSP NAPA CO WELFARE DEPT,3214,,2027,,5241,,1135,,944,,2079,,318222
0605701 CA FSP NEVADA CO DPSS,2925,,1459,,4384,,978,,782,,1760,,254754
0605903 CA FSP ORANGE CO DSW,86964,,58118,,145082,,28962,,24141,,53103,,8391036
0606101 CA FSP PLACER CO WELFARE DEPT,7150,,3183,,10333,,2440,,1606,,4046,,634180
0606301 CA FSP PLUMAS COUNTY DSS,808,,475,,1283,,255,,181,,436,,65690
0606503 CA FSP RIVERSIDE COUNTY DSS,84121,,28676,,112797,,26520,,10416,,36936,,6582216
0606703 CA FSP SACRAMENTO CO DSW,122674,,30330,,153004,,37375,,15635,,53010,,8954339
0606902 CA FSP SAN BENITO COUNTY DSS,2112,,1171,,3283,,663,,415,,1078,,192154
0607105 CA FSP SAN BRNDINO CO DPSS AU,161020,,47824,,208844,,49674,,21883,,71557,,12753075
0607301 CA PCO SAN DIEGO CO DSS,153431,,40493,,193924,,51307,,17833,,69140,,11587991
0607502 CA FSP SAN FRANCISCO COUNTY DSS,32134,,22176,,54310,,11130,,16880,,28010,,3467185
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,57808,,16193,,74001,,16567,,6358,,22925,,4126499
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,6352,,4146,,10498,,2189,,1829,,4018,,655632
0608103 CA FSP SAN MATEO COUNTY DSS,12898,,4743,,17641,,4581,,2369,,6950,,1059458
0608304 CA FSP SANTA BARBARA CO DSW,14575,,8611,,23186,,4725,,3695,,8420,,1285364
0608502 CA FSP SANTA CLARA COUNTY DSS,76816,,27356,,104172,,24932,,12998,,37930,,6211720
0608702 CA FSP SANTA CRUZ CO DSW,8655,,6123,,14778,,3095,,3300,,6395,,886285
0608901 CA FSP SHASTA CO DSW,15064,,5602,,20666,,4840,,2516,,7356,,1147847
0609101 CA FSP SIERRA CO HUMAN SVCS,120,,122,,242,,39,,64,,103,,13495
0609301 CA FSP SISKIYOU CO DSW,3882,,1739,,5621,,1193,,771,,1964,,299475
0609502 CA FSP SOLANO CO DSW,21243,,4459,,25702,,7132,,2367,,9499,,1551978
0609701 CA FSP SONOMA CO DSW,14138,,6225,,20363,,4946,,3102,,8048,,1215234
0609902 CA FSP STANISLAUS CO. DSS,37366,,13575,,50941,,11209,,4742,,15951,,2819905
0610101 CA FSP SUTTER CO WELF DEPT,4286,,2518,,6804,,1347,,924,,2271,,370403
0610301 CA FSP TEHAMA CO DSW,4330,,3124,,7454,,1386,,1234,,2620,,419961
0610501 CA FSP TRINITY CO DSW,974,,570,,1544,,282,,248,,530,,86967
0610704 CA FSP TULARE COUNTY DSS,46098,,20131,,66229,,13574,,6733,,20307,,3376203
0610901 CA FSP TUOLUMNE CO WELF DEPT,2723,,1319,,4042,,913,,633,,1546,,233955
0611101 CA FSP VENTURA CO.,22986,,15117,,38103,,7583,,6111,,13694,,2193740
0611301 CA FSP YOLO CO DSW,11380,,3493,,14873,,3625,,1653,,5278,,834300
0611501 CA FSP YUBA CO WELFARE DEPT,8940,,3349,,12289,,2322,,1402,,3724,,680556
0800301 CO FSP ALAMOSA CO DSS,1067,,1531,,2598,,443,,561,,1004,,163574
0800701 CO FSP ARCHULETA CO DSS,114,,522,,636,,39,,183,,222,,39509
0800901 CO FSP BACA CO DSS,96,,243,,339,,47,,86,,133,,16073
0801101 CO FSP BENT CO DSS,328,,496,,824,,134,,178,,312,,49812
0801301 CO FSP BOULDER CO DSS,4172,,4568,,8740,,1741,,2273,,4014,,590653
0801501 CO FSP CHAFFEE CO DSS,326,,623,,949,,159,,262,,421,,57999
0801701 CO FSP CHEYENNE CO DSS,14,,70,,84,,8,,26,,34,,4196
0802101 CO FSP CONEJOS CO DSS,531,,1228,,1759,,269,,407,,676,,103211
0802301 CO FSP COSTILLA CO DSS,376,,670,,1046,,183,,247,,430,,61053
0802501 CO FSP CROWLEY CO DSS,273,,457,,730,,109,,164,,273,,41789
0802701 CO FSP CUSTER CO DSS,46,,177,,223,,19,,72,,91,,14826
0802901 CO FSP DELTA CO DSS,715,,1598,,2313,,290,,576,,866,,143538
0803102 CO FSP DENVER,30917,,37419,,68336,,12382,,16378,,28760,,4964353
0803301 CO FSP DOLORES CO DSS,35,,59,,94,,17,,17,,34,,5548
0803701 CO FSP EAGLE CO DSS,98,,319,,417,,49,,133,,182,,28918
0803901 CO FSP ELBERT CO DSS,135,,247,,382,,47,,78,,125,,24405
0804101 CO FSP EL PASO CO DSS,12718,,24334,,37052,,4736,,9590,,14326,,2548357
0804301 CO FSP FREMONT CO DSS,1176,,2180,,3356,,487,,799,,1286,,217709
0804501 CO FSP GARFIELD CO DSS,1250,,778,,2028,,489,,329,,818,,142609
0805101 CO FSP GUNN HINSDALE CO DSS,72,,393,,465,,36,,180,,216,,30338
0805501 CO FSP HUERFANO CO DSS,506,,742,,1248,,230,,282,,512,,77452
0805901 CO FSP JEFFERSON CO DSS,5551,,7264,,12815,,2179,,2758,,4937,,910775
0806101 CO FSP KIOWA CO DSS,17,,63,,80,,8,,17,,25,,3997
0806301 CO FSP KIT CARSON CO DSS,106,,286,,392,,49,,95,,144,,20124
0806501 CO FSP LAKE CO DSS,40,,107,,147,,18,,36,,54,,8007
0806701 CO FSP LA PLATA CO DSS,467,,1440,,1907,,201,,573,,774,,122111
0806901 CO FSP LARIMER CO DSS,3954,,6900,,10854,,1518,,2789,,4307,,739592
0807101 CO FSP LAS ANIMAS CO DSS,941,,1571,,2512,,404,,587,,991,,149140
0807301 CO FSP LINCOLN CO DSS,93,,222,,315,,42,,77,,119,,15130
0807501 CO FSP LOGAN CO DSS,425,,1393,,1818,,177,,495,,672,,111532
0807701 CO FSP MESA CO DSS,4110,,5572,,9682,,1713,,2315,,4028,,645679
0808101 CO FSP MOFFAT CO DSS,681,,398,,1079,,265,,169,,434,,70068
0808301 CO FSP MONTEZUMA CO DSS,552,,1496,,2048,,203,,474,,677,,125853
0808501 CO FSP MONTROSE CO DSS,439,,1230,,1669,,185,,458,,643,,92755
0808701 CO FSP MORGAN CO DSS,779,,1397,,2176,,263,,437,,700,,133963
0808901 CO FSP OTERO CO DSS,1498,,2555,,4053,,620,,888,,1508,,240918
0809101 CO FSP OURAY CO DSS,12,,62,,74,,5,,26,,31,,5510
0809301 CO FSP PARK CO DSS,67,,253,,320,,29,,76,,105,,21143
0809501 CO FSP PHILLIPS CO DSS,62,,152,,214,,28,,46,,74,,11052
0809901 CO FSP PROWERS CO DSS,756,,1406,,2162,,293,,479,,772,,127763
0810101 CO FSP PUEBLO CO DSS,13321,,8511,,21832,,5112,,3696,,8808,,1511140
0810301 CO FSP RIO BLANCO CO DSS,82,,147,,229,,35,,48,,83,,14263
0810501 CO FSP RIO GRANDE CO DSS,852,,1613,,2465,,324,,545,,869,,149717
0810701 CO FSP ROUTT CO DSS,74,,194,,268,,33,,109,,142,,18413
0810901 CO FSP SAGUACHE CO DSS,339,,1400,,1739,,135,,719,,854,,124067
0811101 CO FSP SAN JUAN CO DSS,15,,26,,41,,5,,14,,19,,2771
0811301 CO FSP SAN MIGUEL CO DSS,44,,107,,151,,17,,59,,76,,11604
0811501 CO FSP SEDGWICK CO DSS,81,,110,,191,,34,,42,,76,,9400
0811701 CO FSP SUMMIT CO DSS,1,,63,,64,,1,,25,,26,,4008
0811901 CO FSP TELLER CO DSS,351,,555,,906,,147,,216,,363,,70539
0812101 CO FSP WASHINGTON CO DSS,70,,179,,249,,24,,58,,82,,13223
0812301 CO FSP WELD CO DSS,4150,,7183,,11333,,1490,,2332,,3822,,734922
0812501 CO FSP YUMA CO DSS,116,,299,,415,,59,,96,,155,,24328
0812701 CO FSP ADAMS CO DSS,12400,,12605,,25005,,4543,,4486,,9029,,1772993
0812901 CO FSP ARAPAHO CO. DSS,7697,,9765,,17462,,2972,,3741,,6713,,1260687
0813301 CO FSP CLEAR CREEK,63,,183,,246,,34,,60,,94,,15562
0813501 CO FSP GRANDE,30,,112,,142,,20,,37,,57,,8676
0813701 CO FSP GILPIN,20,,97,,117,,10,,33,,43,,7637
0813901 CO FSP JACKSON,10,,32,,42,,4,,11,,15,,2830
0990112 CT FSP BRIDGEPORT DIST THREE,31479,,5873,,37352,,13035,,2679,,15714,,2118100
0990317 CT FSP HARTFORD DIST ONE,54481,,8002,,62483,,23640,,3702,,27342,,3461938
0990517 CT FSP MIDDLETOWN (WD),20581,,4707,,25288,,8609,,2256,,10865,,1423142
0990709 CT FSP NEW HAVEN DIST TWO,33479,,6120,,39599,,14133,,3033,,17166,,2084254
0990909 CT FSP NORWICH DIST FOUR,16027,,4423,,20450,,6850,,1992,,8842,,1008100
0991109 CT FSP STAMFORD DIST EIGHT,5098,,1120,,6218,,2302,,514,,2816,,367052
0991315 CT FSP TORRINGTON DIST FIVE,5305,,1796,,7101,,2270,,846,,3116,,374890
0991508 CT FSP WATERBURY DIST SIX,16040,,3097,,19137,,6826,,1383,,8209,,1120679
1000112 DE FSP KENT,5472,,4628,,10100,,2026,,1714,,3740,,673836
1000235 DE FSP NEW CASTLE,22784,,13485,,36269,,8439,,4994,,13433,,2419892
1000316 DE FSP SUSSEX CO.,6406,,5309,,11715,,2373,,1966,,4339,,781620
1100161 DC FSP D.C. Treasury,51179,,34528,,85707,,23649,,15766,,39415,,6923529
1200101 FL FSP ALACHUA CO DFS,9589,,13120,,22709,,3554,,5563,,9117,,1636616
1200301 FL FSP BAKER CO SERVICE CENTE,1202,,2478,,3680,,445,,822,,1267,,249937
1200501 FL FSP BAY CO DFS,5201,,12055,,17256,,2172,,4675,,6847,,1151949
