NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:20 PM,,,,,
Jan 1995,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0103301 AL FSP COLBERT CO FS OFF,1722,,3082,,4804,,509,,1397,,1906,,307051
0103501 AL FSP CONECUH CO FS OFF,1787,,1956,,3743,,508,,1107,,1615,,253260
0103701 AL FSP COOSA CO FSO,548,,636,,1184,,138,,292,,430,,69155
0103901 AL FSP COVINGTON CO FS OFF,2246,,3391,,5637,,712,,1684,,2396,,372505
0104101 AL FSP CRENSHAW CO FSO,1227,,881,,2108,,373,,539,,912,,136960
0104301 AL FSP CULLMAN CO FS OFF,2270,,2707,,4977,,764,,1386,,2150,,315538
0104501 AL FSP DALE CO FS OFF,2847,,4376,,7223,,758,,1969,,2727,,495768
0104701 AL FSP DALLAS CO FS OFF,8414,,5897,,14311,,1994,,3465,,5459,,978356
0104901 AL FSP DEKALB CO FS OFF,2305,,2904,,5209,,750,,1405,,2155,,336130
0105101 AL FSP ELMORE CO FS OFF,2168,,2704,,4872,,529,,1154,,1683,,316762
0105301 AL FSP ESCAMBIA CO FS OFF,2102,,3806,,5908,,587,,1755,,2342,,410268
0105501 AL FSP ETOWQH CO FS OFF,5025,,6864,,11889,,1550,,3500,,5050,,819016
0105701 AL FSP FAYETTE CO FS OFF,1315,,1057,,2372,,445,,688,,1133,,159631
0105901 AL FSP FRANKLIN CO FS OFF,1852,,1550,,3402,,592,,897,,1489,,213615
0106101 AL FSP GENEVA CO FS OFF,1463,,1691,,3154,,466,,834,,1300,,200034
0106301 AL FSP GREENE CO FS OFF,1672,,1666,,3338,,477,,797,,1274,,218358
0106501 AL FSP HALE CO FS OFF,1618,,2549,,4167,,416,,1072,,1488,,265989
0106701 AL FSP HENRY CO FS OFF,1548,,1085,,2633,,513,,694,,1207,,168361
0106901 AL FSP HOUSTON CO FS OFF,4624,,5450,,10074,,1309,,2605,,3914,,672989
0107101 AL FSP JACKSON CO FS OFF,2175,,2808,,4983,,699,,1424,,2123,,314577
0107301 AL FSP JEFFERSON CO FS OFF,38107,,37849,,75956,,10381,,20139,,30520,,5851710
0107501 AL FSP LAMAR CO FS OFF,866,,962,,1828,,310,,535,,845,,114499
0107701 AL FSP LAUDERDALE CO FS OFF,2782,,3943,,6725,,819,,1883,,2702,,458191
0107901 AL FSP LAWRENCE CO FS OFF,1545,,1879,,3424,,447,,874,,1321,,215526
0108101 AL FSP LEE CO FOOD STAMP OFF,3190,,5149,,8339,,887,,2309,,3196,,588812
0108302 AL FSP LIMESTONE CO. FS OFF,1904,,3316,,5220,,925,,1349,,2274,,361330
0108501 AL FSP LOWNDES CO FS OFF,2314,,1823,,4137,,510,,939,,1449,,262821
0108701 AL FSP MACON CO FS OFF,3340,,3754,,7094,,947,,2080,,3027,,553604
0108902 AL FSP MADISON CO. FS OFF,9540,,13150,,22690,,3741,,6219,,9960,,1813385
0109101 AL FSP MARENGO CO FS OFC,2632,,2488,,5120,,715,,1231,,1946,,333933
0109301 AL FSP MARION CO FS OFF,1482,,1432,,2914,,508,,784,,1292,,184256
0109501 AL FSP MARSHALL CO FS OFF,3333,,3382,,6715,,1093,,1707,,2800,,460402
0109701 AL FSP MOBILE CO FS OFF,31167,,41122,,72289,,7767,,20362,,28129,,5630884
0109901 AL FSP MONROE CO FS OFF,1690,,2530,,4220,,418,,1038,,1456,,286347
0110101 AL FSP MONTGOMERY CO FS OFF,17536,,17384,,34920,,4043,,9170,,13213,,2563160
0110301 AL FSP MORGAN CO FS OFF,2825,,4047,,6872,,838,,1774,,2612,,487913
0110501 AL FSP PERRY CO FS OFF,2562,,2350,,4912,,682,,1261,,1943,,328080
0110701 AL FSP PICKENS CO FS OFF,2273,,1946,,4219,,582,,954,,1536,,264206
0110901 AL FSP PIKE CO FOOD STAMP OFC,2845,,2393,,5238,,797,,1338,,2135,,337392
0111101 AL FSP RANDOLPH CO FSO,1187,,1345,,2532,,339,,647,,986,,157363
0111301 AL FSP RUSSELL CO FS OFF,3246,,4881,,8127,,864,,2224,,3088,,587704
0111501 AL FSP ST CLAIR CO FS OFF,2092,,3699,,5791,,547,,1618,,2165,,404703
0111701 AL FSP SHELBY CO FS OFF,1833,,3293,,5126,,538,,1445,,1983,,356861
0111901 AL FSP SUMTER CO FS OFF,2776,,2056,,4832,,755,,1204,,1959,,327633
0112101 AL FSP TALLADEGA CO FS OFF,5783,,5900,,11683,,1598,,3077,,4675,,794588
0112301 AL FSP TALLAPOOSA CO FS OFF,2355,,3149,,5504,,647,,1559,,2206,,382587
0112501 AL FSP TUSCALOOSA CO FS OFF,8437,,10188,,18625,,2232,,5203,,7435,,1330798
0112701 AL FSP WALKER CO FS OFF,2858,,2964,,5822,,805,,1522,,2327,,405303
0112901 AL FSP WASHINGTON CO F S OFC,1624,,1352,,2976,,449,,703,,1152,,204972
0113101 AL FSP WILCOX CO FS OFF,3525,,1683,,5208,,840,,1161,,2001,,324831
0113301 AL FSP WINSTON CO FS OFF,942,,929,,1871,,303,,486,,789,,111162
0211005 AK FSP ALASKA,25620,,20491,,46111,,8338,,7243,,15581,,4387384
0400101 AZ FSP APACHE,10433,,14048,,24481,,2525,,4118,,6643,,1594691
0400301 AZ FSP COCHISE,7355,,9292,,16647,,2345,,3989,,6334,,1165168
0400501 AZ FSP COCONINO,6414,,8842,,15256,,1725,,2982,,4707,,1037730
0400701 AZ FSP GILA,3746,,4406,,8152,,1052,,1870,,2922,,564558
0400901 AZ FSP GRAHAM,2375,,2886,,5261,,662,,1158,,1820,,343005
0401101 AZ FSP GREENLEE,432,,410,,842,,140,,206,,346,,59318
0401301 AZ FSP MARICOPA,122206,,117977,,240183,,38790,,54502,,93292,,17317167
0401501 AZ FSP MOHAVE,6591,,10165,,16756,,2077,,4746,,6823,,1272112
0401701 AZ FSP NAVAJO,9846,,11695,,21541,,2529,,3803,,6332,,1418298
0401901 AZ FSP PIMA,37866,,45316,,83182,,11862,,20858,,32720,,5868517
0402101 AZ FSP PINAL,11848,,11737,,23585,,3308,,4959,,8267,,1627334
0402301 AZ FSP SANTA CRUZ,1947,,3804,,5751,,570,,1289,,1859,,364029
0402501 AZ FSP YAVAPAI,3905,,6345,,10250,,1243,,3019,,4262,,714795
0402701 AZ FSP YUMA,8557,,13944,,22501,,2606,,5190,,7796,,1518156
0402901 AZ FSP LA PAZ CO DES,1230,,1646,,2876,,365,,795,,1160,,211074
0500101 AR FSP ARKANSAS COUNTY,513,,2393,,2906,,163,,1007,,1170,,188736
0500301 AR FSP ASHLEY COUNTY,725,,3233,,3958,,233,,1319,,1552,,260308
0500501 AR FSP BAXTER COUNTY,404,,2087,,2491,,135,,785,,920,,161829
0500701 AR FSP BENTON COUNTY,753,,3807,,4560,,241,,1457,,1698,,292993
0500901 AR FSP BOONE COUNTY,375,,2278,,2653,,125,,915,,1040,,165297
0501101 AR FSP BRADLEY COUNTY,339,,1534,,1873,,115,,684,,799,,122215
0501301 AR FSP CALHOUN COUNTY,113,,583,,696,,37,,238,,275,,41002
0501501 AR FSP CARROLL COUNTY,175,,1125,,1300,,58,,458,,516,,82219
0501701 AR FSP CHICOT COUNTY,972,,3099,,4071,,294,,1241,,1535,,250794
0501901 AR FSP CLARK COUNTY,286,,1999,,2285,,100,,895,,995,,143165
0502101 AR FSP CLAY COUNTY,254,,1491,,1745,,79,,651,,730,,99466
0502301 AR FSP CLEBURNE COUNTY,285,,1570,,1855,,95,,626,,721,,118104
0502501 AR FSP CLEVELAND COUNTY,144,,797,,941,,49,,340,,389,,59355
0502701 AR FSP COLUMBIA COUNTY,1361,,3368,,4729,,410,,1613,,2023,,323100
0502901 AR FSP CONWAY COUNTY,388,,2085,,2473,,116,,980,,1096,,150233
0503101 AR FSP CRAIGHEAD COUNTY,1430,,5429,,6859,,486,,2341,,2827,,457105
0503301 AR FSP CRAWFORD COUNTY,826,,3707,,4533,,263,,1386,,1649,,296277
0503501 AR FSP CRITTENDEN COUNTY,1776,,7771,,9547,,514,,2714,,3228,,608808
0503701 AR FSP CROSS COUNTY,866,,2675,,3541,,373,,885,,1258,,220736
0503901 AR FSP DALLAS COUNTY,180,,1194,,1374,,57,,506,,563,,84316
0504101 AR FSP DESHA COUNTY,926,,2664,,3590,,281,,1026,,1307,,221355
0504301 AR FSP DREW COUNTY,495,,1697,,2192,,161,,716,,877,,143270
0504501 AR FSP FAULKNER COUNTY,454,,3283,,3737,,153,,1255,,1408,,249655
0504701 AR FSP FRANKLIN COUNTY,232,,1262,,1494,,71,,516,,587,,94760
0504901 AR FSP FULTON COUNTY,227,,1558,,1785,,73,,658,,731,,106873
0505101 AR FSP GARLAND COUNTY,1423,,5674,,7097,,463,,2498,,2961,,487546
0505301 AR FSP GRANT COUNTY,141,,914,,1055,,49,,376,,425,,65397
0505501 AR FSP GREENE COUNTY,507,,2490,,2997,,168,,1067,,1235,,172849
0505701 AR FSP HEMPSTEAD COUNTY,550,,2785,,3335,,161,,1234,,1395,,210292
0505901 AR FSP HOT SPRING COUNTY,510,,2520,,3030,,185,,1041,,1226,,198206
0506101 AR FSP HOWARD COUNTY,27,,1385,,1412,,9,,548,,557,,89286
0506301 AR FSP INDEPENDENCE COUNTY,513,,2704,,3217,,159,,1170,,1329,,192446
0506501 AR FSP IZARD COUNTY,189,,1429,,1618,,58,,580,,638,,99412
0506701 AR FSP JACKSON COUNTY,582,,2255,,2837,,183,,932,,1115,,173838
0506901 AR FSP JEFFERSON COUNTY,4294,,11936,,16230,,1338,,5122,,6460,,1157726
0507101 AR FSP JOHNSON COUNTY,255,,1761,,2016,,82,,718,,800,,122823
0507301 AR FSP LAFAYETTE COUNTY,379,,1430,,1809,,110,,623,,733,,110981
0507501 AR FSP LAWRENCE COUNTY,173,,2652,,2825,,55,,1120,,1175,,168337
0507701 AR FSP LEE COUNTY,735,,3527,,4262,,205,,1457,,1662,,262565
0507901 AR FSP LINCOLN COUNTY,389,,1763,,2152,,116,,672,,788,,133913
0508101 AR FSP LITTLE RIVER COUNTY,182,,1429,,1611,,62,,573,,635,,99729
0508301 AR FSP LOGAN COUNTY,364,,1945,,2309,,115,,748,,863,,146173
0508501 AR FSP LONOKE COUNTY,657,,2413,,3070,,210,,930,,1140,,194664
0508701 AR FSP MADISON COUNTY,69,,1073,,1142,,24,,403,,427,,59922
0508901 AR FSP MARION COUNTY,172,,1467,,1639,,59,,578,,637,,99829
0509101 AR FSP MILLER COUNTY,1678,,4836,,6514,,558,,2024,,2582,,476947
0509301 AR FSP MISSISSIPPI COUNTY,2070,,7154,,9224,,625,,2693,,3318,,558113
0509501 AR FSP MONROE COUNTY,614,,2109,,2723,,169,,867,,1036,,166130
0509701 AR FSP MONTGOMERY COUNTY,88,,774,,862,,28,,325,,353,,54263
0509901 AR FSP NEVADA COUNTY,116,,1036,,1152,,40,,459,,499,,65840
0510101 AR FSP NEWTON COUNTY,107,,1100,,1207,,45,,455,,500,,70269
0510301 AR FSP OUACHITA COUNTY,1286,,3693,,4979,,422,,1674,,2096,,332320
0510501 AR FSP PERRY COUNTY,36,,727,,763,,12,,311,,323,,41546
0510701 AR FSP PHILLIPS COUNTY,3093,,7312,,10405,,852,,2825,,3677,,671136
0510901 AR FSP PIKE COUNTY,143,,799,,942,,44,,357,,401,,59673
0511101 AR FSP POINSETT COUNTY,952,,3516,,4468,,283,,1595,,1878,,278040
0511301 AR FSP POLK COUNTY,418,,1913,,2331,,129,,712,,841,,153903
0511501 AR FSP POPE COUNTY,662,,3438,,4100,,221,,1394,,1615,,268024
0511701 AR FSP PRAIRIE COUNTY,116,,788,,904,,43,,347,,390,,53415
0511901 AR FSP PULASKI COUNTY,6376,,26512,,32888,,1954,,10429,,12383,,2299187
0512101 AR FSP RANDOLPH COUNTY,309,,2203,,2512,,103,,884,,987,,149824
0512301 AR FSP SAINT FRANCIS COUNTY,2160,,5974,,8134,,649,,2490,,3139,,527607
0512501 AR FSP SALINE COUNTY,744,,2751,,3495,,252,,1082,,1334,,230212
0512701 AR FSP SCOTT COUNTY,125,,1218,,1343,,39,,496,,535,,77418
0512901 AR FSP SEARCY COUNTY,88,,976,,1064,,29,,420,,449,,60275
0513101 AR FSP SEBASTIAN COUNTY,1106,,6564,,7670,,363,,2542,,2905,,525637
0513301 AR FSP SEVIER COUNTY,198,,1336,,1534,,71,,510,,581,,96774
0513501 AR FSP SHARP COUNTY,299,,1548,,1847,,95,,657,,752,,115149
0513701 AR FSP STONE COUNTY,126,,1209,,1335,,40,,507,,547,,78579
0513901 AR FSP UNION COUNTY,1329,,3857,,5186,,416,,1639,,2055,,340453
0514101 AR FSP VAN BUREN COUNTY,266,,1596,,1862,,83,,671,,754,,114112
0514301 AR FSP WASHINGTON COUNTY,953,,6376,,7329,,335,,2581,,2916,,496866
0514501 AR FSP WHITE COUNTY,537,,5130,,5667,,176,,2047,,2223,,375354
0514701 AR FSP WOODRUFF COUNTY,459,,1859,,2318,,137,,824,,961,,145494
0514901 AR FSP YELL COUNTY,195,,1402,,1597,,65,,619,,684,,91358
0600105 CA FSP ALAMEDA COUNTY DSS,50383,,75365,,125748,,30019,,20068,,50087,,8226205
0600302 CA FSP ALPINE COUNTY DSS,81,,87,,168,,23,,34,,57,,8454
0600501 CA FSP AMADOR COUNTY DSS,1036,,585,,1621,,348,,281,,629,,107602
0600702 CA FSP BUTTE COUNTY DSS,20883,,6246,,27129,,6325,,3228,,9553,,1748186
0600901 CA FSP CALAVERAS CO DSW,2248,,1122,,3370,,702,,578,,1280,,223736
0601101 CA FSP COLUSA COUNTY DSW,1153,,1080,,2233,,362,,398,,760,,141463
0601302 CA FSP CONTRA COSTA COUNTY DSS,41319,,14189,,55508,,13866,,8734,,22600,,3614393
0601501 CA FSP DEL NORTE CO DSW,3044,,1290,,4334,,935,,630,,1565,,265052
0601704 CA FSP EL DORADO COUNTY DSS,5331,,2629,,7960,,1769,,1317,,3086,,526289
0601904 CA FSP FRESNO COUNTY DSW,106866,,32069,,138935,,25475,,12799,,38274,,8057255
0602102 CA FSP GLENN CO WELFARE DEPT,2309,,1084,,3393,,630,,379,,1009,,197038
0602303 CA FSP HUMBOLDT CO DSW,10753,,4223,,14976,,3540,,2530,,6070,,958356
0602501 CA FSP IMPERIAL CO DSW,16841,,9524,,26365,,4611,,3171,,7782,,1497834
0602701 CA FSP INYO COUNTY WELF DEPT,1101,,729,,1830,,266,,388,,654,,109431
0602902 CA FSP KERN,62698,,32882,,95580,,18769,,12459,,31228,,5945908
0603101 CA FSP KINGS COUNTY DPW,9716,,6264,,15980,,2964,,2293,,5257,,930680
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,6715,,2318,,9033,,2173,,1274,,3447,,594611
0603501 CA FSP LASSEN CO DSW,2293,,784,,3077,,757,,396,,1153,,203999
0603720 CA FSP LOS ANGELES COUNTY DPSS,725425,,310624,,1036049,,250691,,164910,,415601,,71340808
0603902 CA FSP MADERA CO DSW,8879,,5771,,14650,,2636,,2107,,4743,,861818
0604102 CA FSP MARIN COUNTY DSW,3693,,3137,,6830,,1357,,2137,,3494,,458118
0604301 CA FSP MARIPOSA CO DSW,1080,,749,,1829,,347,,314,,661,,102263
0604501 CA FSP MENDOCINO CO WELF DEPT,6322,,3669,,9991,,2127,,1856,,3983,,688313
0604701 CA FSP MERCED CO DPW,31060,,13919,,44979,,8475,,4941,,13416,,2633068
0604901 CA FSP MODOC COUNTY DSS,1159,,371,,1530,,351,,184,,535,,83018
0605101 CA FSP MONO CO WELFARE DEPT,224,,135,,359,,67,,64,,131,,23496
0605302 CA FSP MONTEREY CO DSW,20161,,10740,,30901,,6839,,4100,,10939,,2017094
0605502 CA FSP NAPA CO WELFARE DEPT,3259,,1902,,5161,,1143,,1023,,2166,,384248
0605701 CA FSP NEVADA CO DPSS,3139,,1577,,4716,,1034,,890,,1924,,297939
0605903 CA FSP ORANGE CO DSW,97871,,55416,,153287,,31952,,23609,,55561,,9565507
0606101 CA FSP PLACER CO WELFARE DEPT,7461,,3034,,10495,,2545,,1550,,4095,,697153
0606301 CA FSP PLUMAS COUNTY DSS,945,,754,,1699,,307,,277,,584,,106282
0606503 CA FSP RIVERSIDE COUNTY DSS,82944,,29750,,112694,,26892,,11068,,37960,,7296521
0606703 CA FSP SACRAMENTO CO DSW,128964,,33785,,162749,,38990,,19398,,58388,,10447484
0606902 CA FSP SAN BENITO COUNTY DSS,2417,,913,,3330,,761,,333,,1094,,203266
0607105 CA FSP SAN BRNDINO CO DPSS AU,170034,,53717,,223751,,52606,,25190,,77796,,14847731
0607301 CA PCO SAN DIEGO CO DSS,163363,,42238,,205601,,53716,,19322,,73038,,13561126
0607502 CA FSP SAN FRANCISCO COUNTY DSS,32029,,24468,,56497,,11075,,18880,,29955,,3977402
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,59276,,14797,,74073,,17285,,6091,,23376,,4703237
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,7949,,4591,,12540,,2745,,2141,,4886,,819352
0608103 CA FSP SAN MATEO COUNTY DSS,14718,,4921,,19639,,5269,,2439,,7708,,1249905
0608304 CA FSP SANTA BARBARA CO DSW,17374,,10033,,27407,,5677,,4177,,9854,,1693771
0608502 CA FSP SANTA CLARA COUNTY DSS,79458,,26103,,105561,,26015,,13380,,39395,,6897930
0608702 CA FSP SANTA CRUZ CO DSW,10392,,7684,,18076,,3668,,4244,,7912,,1205628
0608901 CA FSP SHASTA CO DSW,16173,,6563,,22736,,5329,,3095,,8424,,1396621
0609101 CA FSP SIERRA CO HUMAN SVCS,101,,107,,208,,35,,57,,92,,12543
0609301 CA FSP SISKIYOU CO DSW,4153,,1775,,5928,,1324,,779,,2103,,358893
0609502 CA FSP SOLANO CO DSW,23598,,5570,,29168,,7943,,2949,,10892,,1850091
0609701 CA FSP SONOMA CO DSW,16165,,8498,,24663,,5703,,4044,,9747,,1576831
0609902 CA FSP STANISLAUS CO. DSS,41263,,14456,,55719,,12613,,5268,,17881,,3428514
0610101 CA FSP SUTTER CO WELF DEPT,4958,,3369,,8327,,1564,,1232,,2796,,504169
0610301 CA FSP TEHAMA CO DSW,4462,,2296,,6758,,1414,,1015,,2429,,471883
0610501 CA FSP TRINITY CO DSW,954,,604,,1558,,296,,250,,546,,97764
0610704 CA FSP TULARE COUNTY DSS,50064,,21205,,71269,,14911,,7247,,22158,,3981797
0610901 CA FSP TUOLUMNE CO WELF DEPT,3084,,1300,,4384,,1035,,679,,1714,,282117
0611101 CA FSP VENTURA CO.,26604,,16442,,43046,,8722,,6556,,15278,,2599801
0611301 CA FSP YOLO CO DSW,11917,,3732,,15649,,3667,,1717,,5384,,967597
0611501 CA FSP YUBA CO WELFARE DEPT,9837,,3647,,13484,,2626,,1568,,4194,,827594
0800001 CO WRI COLORADO SS STORAGE,5251,,881,,6132,,1749,,257,,2006,,505792
0800301 CO FSP ALAMOSA CO DSS,1019,,1448,,2467,,433,,579,,1012,,166650
0800701 CO FSP ARCHULETA CO DSS,112,,444,,556,,47,,162,,209,,35996
0800901 CO FSP BACA CO DSS,100,,204,,304,,57,,84,,141,,15699
0801101 CO FSP BENT CO DSS,269,,611,,880,,125,,233,,358,,58167
0801301 CO FSP BOULDER CO DSS,3651,,4859,,8510,,1679,,2356,,4035,,600826
0801501 CO FSP CHAFFEE CO DSS,275,,784,,1059,,140,,324,,464,,68196
0801701 CO FSP CHEYENNE CO DSS,42,,88,,130,,19,,33,,52,,7945
0802101 CO FSP CONEJOS CO DSS,532,,1239,,1771,,264,,415,,679,,107480
0802301 CO FSP COSTILLA CO DSS,472,,717,,1189,,241,,287,,528,,63755
0802501 CO FSP CROWLEY CO DSS,322,,524,,846,,124,,184,,308,,50075
0802701 CO FSP CUSTER CO DSS,53,,181,,234,,20,,70,,90,,17710
0802901 CO FSP DELTA CO DSS,692,,1668,,2360,,299,,608,,907,,151374
0803102 CO FSP DENVER,29487,,35866,,65353,,12157,,15941,,28098,,4968795
0803301 CO FSP DOLORES CO DSS,35,,26,,61,,16,,11,,27,,3712
0803701 CO FSP EAGLE CO DSS,82,,226,,308,,43,,96,,139,,23120
0803901 CO FSP ELBERT CO DSS,131,,210,,341,,44,,67,,111,,22186
0804101 CO FSP EL PASO CO DSS,10332,,23662,,33994,,4166,,9510,,13676,,2440711
0804301 CO FSP FREMONT CO DSS,1097,,2266,,3363,,455,,865,,1320,,227912
0804501 CO FSP GARFIELD CO DSS,1090,,673,,1763,,456,,263,,719,,129215
0805101 CO FSP GUNN HINSDALE CO DSS,134,,352,,486,,63,,167,,230,,34410
0805501 CO FSP HUERFANO CO DSS,445,,645,,1090,,205,,255,,460,,70178
0805901 CO FSP JEFFERSON CO DSS,4400,,6860,,11260,,1823,,2778,,4601,,817503
0806101 CO FSP KIOWA CO DSS,7,,57,,64,,3,,18,,21,,3831
0806301 CO FSP KIT CARSON CO DSS,98,,346,,444,,44,,122,,166,,24450
0806501 CO FSP LAKE CO DSS,45,,136,,181,,16,,44,,60,,10634
0806701 CO FSP LA PLATA CO DSS,461,,1580,,2041,,210,,663,,873,,140911
0806901 CO FSP LARIMER CO DSS,3471,,5842,,9313,,1421,,2391,,3812,,666401
0807101 CO FSP LAS ANIMAS CO DSS,822,,1444,,2266,,360,,585,,945,,140107
0807301 CO FSP LINCOLN CO DSS,117,,205,,322,,45,,70,,115,,17622
0807501 CO FSP LOGAN CO DSS,342,,1031,,1373,,152,,400,,552,,84054
0807701 CO FSP MESA CO DSS,3436,,5077,,8513,,1486,,2192,,3678,,582465
0808101 CO FSP MOFFAT CO DSS,687,,248,,935,,287,,114,,401,,62321
0808301 CO FSP MONTEZUMA CO DSS,648,,1627,,2275,,235,,560,,795,,159563
0808501 CO FSP MONTROSE CO DSS,428,,1257,,1685,,184,,467,,651,,102546
0808701 CO FSP MORGAN CO DSS,725,,1236,,1961,,262,,412,,674,,120762
0808901 CO FSP OTERO CO DSS,1652,,2391,,4043,,693,,889,,1582,,250031
0809101 CO FSP OURAY CO DSS,20,,46,,66,,14,,25,,39,,4547
0809301 CO FSP PARK CO DSS,72,,214,,286,,32,,74,,106,,19333
0809501 CO FSP PHILLIPS CO DSS,58,,193,,251,,31,,61,,92,,12889
0809901 CO FSP PROWERS CO DSS,615,,1405,,2020,,260,,499,,759,,120001
0810101 CO FSP PUEBLO CO DSS,11747,,8684,,20431,,4654,,3764,,8418,,1438897
0810301 CO FSP RIO BLANCO CO DSS,83,,164,,247,,36,,54,,90,,16518
0810501 CO FSP RIO GRANDE CO DSS,851,,1486,,2337,,341,,521,,862,,152573
0810701 CO FSP ROUTT CO DSS,84,,239,,323,,33,,131,,164,,22407
0810901 CO FSP SAGUACHE CO DSS,328,,842,,1170,,130,,294,,424,,70982
0811101 CO FSP SAN JUAN CO DSS,32,,51,,83,,10,,22,,32,,6121
0811301 CO FSP SAN MIGUEL CO DSS,24,,72,,96,,11,,36,,47,,7392
0811501 CO FSP SEDGWICK CO DSS,63,,131,,194,,30,,48,,78,,10228
0811701 CO FSP SUMMIT CO DSS,5,,45,,50,,3,,22,,25,,3517
0811901 CO FSP TELLER CO DSS,215,,680,,895,,85,,264,,349,,73772
0812101 CO FSP WASHINGTON CO DSS,64,,173,,237,,25,,62,,87,,15495
0812301 CO FSP WELD CO DSS,3666,,6531,,10197,,1370,,2251,,3621,,692735
0812501 CO FSP YUMA CO DSS,153,,315,,468,,69,,101,,170,,26843
0812701 CO FSP ADAMS CO DSS,9464,,11858,,21322,,3674,,4312,,7986,,1581773
0812901 CO FSP ARAPAHO CO. DSS,7419,,9243,,16662,,2960,,3730,,6690,,1283099
0813301 CO FSP CLEAR CREEK,47,,200,,247,,28,,79,,107,,16064
0813501 CO FSP GRANDE,61,,151,,212,,33,,45,,78,,13433
0813701 CO FSP GILPIN,24,,55,,79,,15,,21,,36,,5640
0813901 CO FSP JACKSON,16,,47,,63,,5,,12,,17,,3689
0990112 CT FSP BRIDGEPORT DIST THREE,32969,,6112,,39081,,13591,,3147,,16738,,2700732
0990317 CT FSP HARTFORD DIST ONE,56673,,7352,,64025,,24859,,3917,,28776,,4898946
0990517 CT FSP MIDDLETOWN (WD),22583,,4555,,27138,,9427,,2445,,11872,,1813583
0990709 CT FSP NEW HAVEN DIST TWO,35497,,6485,,41982,,15071,,3278,,18349,,2733382
0990909 CT FSP NORWICH DIST FOUR,16819,,3889,,20708,,7248,,1914,,9162,,1251177
0991109 CT FSP STAMFORD DIST EIGHT,5466,,1012,,6478,,2480,,526,,3006,,504717
0991315 CT FSP TORRINGTON DIST FIVE,6063,,1806,,7869,,2582,,938,,3520,,580017
0991508 CT FSP WATERBURY DIST SIX,17095,,2777,,19872,,7246,,1387,,8633,,1410071
1000112 DE FSP KENT,5547,,4692,,10239,,2055,,1737,,3792,,708098
1000235 DE FSP NEW CASTLE,22679,,13422,,36101,,8400,,4971,,13371,,2496724
1000316 DE FSP SUSSEX CO.,6819,,5652,,12471,,2526,,2093,,4619,,862532
1100161 DC FSP D.C. Treasury,59163,,39872,,99035,,22656,,22157,,44813,,7276690
1200101 FL FSP ALACHUA CO DFS,11721,,10725,,22446,,4338,,4930,,9268,,1730011
1200301 FL FSP BAKER CO SERVICE CENTE,1332,,1728,,3060,,484,,624,,1108,,218939
