NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,11:46 AM,,,,,
Jul 2010,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0108902 AL EBT MADISON CO. FS OFF,4250,,26938,,31188,,1931,,11053,,12984,,4196977
0109101 AL EBT MARENGO CO FS OFC,1060,,4143,,5203,,477,,1819,,2296,,609947
0109301 AL EBT MARION CO FS OFF,846,,5530,,6376,,412,,2214,,2626,,782380
0109501 AL EBT MARSHALL CO FS OFF,1556,,12724,,14280,,701,,4859,,5560,,1803085
0109701 AL EBT MOBILE CO FS OFF,12049,,78345,,90394,,5126,,32565,,37691,,11972419
0109901 AL EBT MONROE CO FS OFF,758,,4667,,5425,,306,,1800,,2106,,678767
0110101 AL EBT MONTGOMERY CO FS OFF,8342,,40607,,48949,,3187,,17990,,21177,,6640838
0110301 AL EBT MORGAN CO FS OFF,1800,,13738,,15538,,829,,5494,,6323,,2003979
0110501 AL EBT PERRY CO FS OFF,919,,3622,,4541,,365,,1729,,2094,,567736
0110701 AL EBT PICKENS CO FS OFF,861,,3298,,4159,,339,,1373,,1712,,498656
0110901 AL EBT PIKE CO FOOD STAMP OFC,1287,,6043,,7330,,573,,2850,,3423,,934282
0111101 AL EBT RANDOLPH CO FSO,818,,5058,,5876,,311,,2015,,2326,,742830
0111301 AL EBT RUSSELL CO FS OFF,1925,,11697,,13622,,751,,4738,,5489,,1841386
0111501 AL EBT ST CLAIR CO FS OFF,1482,,10280,,11762,,578,,4035,,4613,,1491699
0111701 AL EBT SHELBY CO FS OFF,1524,,10794,,12318,,594,,4405,,4999,,1616126
0111901 AL EBT SUMTER CO FS OFF,998,,3579,,4577,,409,,1699,,2108,,553343
0112101 AL EBT TALLADEGA CO FS OFF,2900,,14167,,17067,,1285,,6243,,7528,,2156454
0112301 AL EBT TALLAPOOSA CO FS OFF,1374,,6870,,8244,,528,,2959,,3487,,1038633
0112501 AL EBT TUSCALOOSA CO FS OFF,4861,,21638,,26499,,1912,,9313,,11225,,3357644
0112701 AL EBT WALKER CO FS OFF,1389,,9714,,11103,,554,,3820,,4374,,1419408
0112901 AL EBT WASHINGTON CO F S OFC,484,,2829,,3313,,211,,1204,,1415,,406725
0113101 AL EBT WILCOX CO FS OFF,1217,,3808,,5025,,467,,1777,,2244,,630700
0113301 AL EBT WINSTON CO FS OFF,644,,3343,,3987,,267,,1264,,1531,,468141
0211005 AK EBT ALASKA,13128,,68478,,81606,,5769,,26650,,32419,,14266921
0400101 AZ EBT APACHE,289,,27373,,27662,,82,,9684,,9766,,3461575
0400301 AZ EBT COCHISE,1434,,20410,,21844,,446,,9589,,10035,,2756588
0400301 AZ WRI COCHISE,0,,0,,0,,0,,0,,0,,0
0400501 AZ EBT COCONINO,408,,23360,,23768,,128,,9425,,9553,,3006545
0400701 AZ EBT GILA,1878,,10783,,12661,,482,,5354,,5836,,1687078
0400901 AZ EBT GRAHAM,694,,7033,,7727,,195,,3095,,3290,,1006769
0401101 AZ EBT GREENLEE,76,,1057,,1133,,22,,487,,509,,143632
0401301 AZ EBT MARICOPA,48908,,521185,,570093,,15389,,232472,,247861,,74131515
0401501 AZ EBT MOHAVE,2559,,39816,,42375,,825,,19098,,19923,,5425736
0401701 AZ EBT NAVAJO,4210,,29463,,33673,,1102,,11598,,12700,,4263281
0401901 AZ EBT PIMA,12159,,154437,,166596,,3821,,74086,,77907,,21921689
0402101 AZ EBT PINAL,3807,,47802,,51609,,1091,,19787,,20878,,6713746
0402301 AZ EBT SANTA CRUZ,427,,10830,,11257,,131,,4058,,4189,,1366115
0402501 AZ EBT YAVAPAI,1170,,27796,,28966,,382,,13866,,14248,,3655405
0402701 AZ EBT YUMA,2196,,39396,,41592,,628,,15113,,15741,,5076753
0402901 AZ EBT LA PAZ CO DES,362,,3622,,3984,,103,,1819,,1922,,515988
0500101 AR EBT ARKANSAS COUNTY,166,,3502,,3668,,58,,1686,,1744,,453511
0500301 AR EBT ASHLEY COUNTY,212,,4734,,4946,,62,,2182,,2244,,605811
0500501 AR EBT BAXTER COUNTY,163,,5218,,5381,,50,,2295,,2345,,628455
0500701 AR EBT BENTON COUNTY,227,,20234,,20461,,74,,7449,,7523,,2553887
0500901 AR EBT BOONE COUNTY,347,,5391,,5738,,103,,2162,,2265,,665550
0501101 AR EBT BRADLEY COUNTY,163,,2446,,2609,,52,,1226,,1278,,314847
0501301 AR EBT CALHOUN COUNTY,30,,639,,669,,10,,316,,326,,77333
0501501 AR EBT CARROLL COUNTY,53,,3383,,3436,,12,,1367,,1379,,405171
0501701 AR EBT CHICOT COUNTY,293,,3310,,3603,,86,,1687,,1773,,432149
0501901 AR EBT CLARK COUNTY,102,,3103,,3205,,30,,1455,,1485,,385967
0502101 AR EBT CLAY COUNTY,156,,2213,,2369,,47,,795,,842,,264663
0502301 AR EBT CLEBURNE COUNTY,115,,3101,,3216,,37,,1334,,1371,,376331
0502501 AR EBT CLEVELAND COUNTY,93,,1264,,1357,,30,,570,,600,,167283
0502701 AR EBT COLUMBIA COUNTY,348,,5290,,5638,,99,,2575,,2674,,688677
0502901 AR EBT CONWAY COUNTY,143,,3946,,4089,,43,,1781,,1824,,485606
0503101 AR EBT CRAIGHEAD COUNTY,1311,,13485,,14796,,367,,5037,,5404,,1873358
0503301 AR EBT CRAWFORD COUNTY,262,,9555,,9817,,81,,3518,,3599,,1163929
0503501 AR EBT CRITTENDEN COUNTY,1218,,13569,,14787,,339,,5412,,5751,,1882998
0503701 AR EBT CROSS COUNTY,200,,2891,,3091,,53,,1138,,1191,,363272
0503901 AR EBT DALLAS COUNTY,115,,1494,,1609,,36,,746,,782,,191115
0504101 AR EBT DESHA COUNTY,220,,3441,,3661,,71,,1583,,1654,,454044
0504301 AR EBT DREW COUNTY,162,,3711,,3873,,51,,1750,,1801,,482096
0504501 AR EBT FAULKNER COUNTY,496,,11544,,12040,,155,,4847,,5002,,1509901
0504701 AR EBT FRANKLIN COUNTY,87,,3148,,3235,,29,,1292,,1321,,384499
0504901 AR EBT FULTON COUNTY,90,,1957,,2047,,30,,792,,822,,244406
0505101 AR EBT GARLAND COUNTY,530,,14808,,15338,,163,,6556,,6719,,1898289
0505301 AR EBT GRANT COUNTY,60,,2082,,2142,,18,,854,,872,,258152
0505501 AR EBT GREENE COUNTY,316,,6781,,7097,,95,,2629,,2724,,864806
0505701 AR EBT HEMPSTEAD COUNTY,275,,4166,,4441,,83,,1793,,1876,,535928
0505901 AR EBT HOT SPRING COUNTY,129,,5082,,5211,,40,,2209,,2249,,620875
0506101 AR EBT HOWARD COUNTY,87,,2398,,2485,,24,,1013,,1037,,290593
0506301 AR EBT INDEPENDENCE COUNTY,282,,4786,,5068,,87,,1791,,1878,,593258
0506501 AR EBT IZARD COUNTY,57,,1784,,1841,,21,,689,,710,,208916
0506701 AR EBT JACKSON COUNTY,237,,3342,,3579,,70,,1399,,1469,,442585
0506901 AR EBT JEFFERSON COUNTY,1502,,17683,,19185,,463,,8647,,9110,,2517210
0507101 AR EBT JOHNSON COUNTY,121,,4154,,4275,,30,,1702,,1732,,502749
0507301 AR EBT LAFAYETTE COUNTY,118,,1768,,1886,,34,,849,,883,,219486
0507501 AR EBT LAWRENCE COUNTY,139,,2823,,2962,,43,,1101,,1144,,347749
0507701 AR EBT LEE COUNTY,326,,2530,,2856,,104,,1365,,1469,,350423
0507901 AR EBT LINCOLN COUNTY,180,,2367,,2547,,57,,1090,,1147,,314530
0508101 AR EBT LITTLE RIVER COUNTY,151,,2183,,2334,,45,,913,,958,,271565
0508301 AR EBT LOGAN COUNTY,234,,4375,,4609,,69,,1809,,1878,,553249
0508501 AR EBT LONOKE COUNTY,481,,7547,,8028,,150,,2981,,3131,,982199
0508701 AR EBT MADISON COUNTY,44,,2308,,2352,,14,,852,,866,,264603
0508901 AR EBT MARION COUNTY,87,,2929,,3016,,30,,1258,,1288,,360003
0509101 AR EBT MILLER COUNTY,598,,7480,,8078,,174,,3218,,3392,,992659
0509301 AR EBT MISSISSIPPI COUNTY,806,,10771,,11577,,236,,4170,,4406,,1400400
0509501 AR EBT MONROE COUNTY,149,,1980,,2129,,47,,995,,1042,,250856
0509701 AR EBT MONTGOMERY COUNTY,51,,1415,,1466,,15,,604,,619,,172072
0509901 AR EBT NEVADA COUNTY,100,,1732,,1832,,28,,755,,783,,214148
0510101 AR EBT NEWTON COUNTY,40,,1564,,1604,,11,,675,,686,,174799
0510301 AR EBT OUACHITA COUNTY,453,,5274,,5727,,132,,2510,,2642,,716157
0510501 AR EBT PERRY COUNTY,100,,1536,,1636,,28,,643,,671,,202829
0510701 AR EBT PHILLIPS COUNTY,1004,,7380,,8384,,300,,3468,,3768,,1038859
0510901 AR EBT PIKE COUNTY,15,,1786,,1801,,6,,711,,717,,210169
0511101 AR EBT POINSETT COUNTY,439,,5568,,6007,,134,,2179,,2313,,722543
0511301 AR EBT POLK COUNTY,122,,3798,,3920,,33,,1510,,1543,,472180
0511501 AR EBT POPE COUNTY,274,,7840,,8114,,85,,3223,,3308,,942592
0511701 AR EBT PRAIRIE COUNTY,43,,1310,,1353,,12,,563,,575,,161814
0511901 AR EBT PULASKI COUNTY,4866,,54169,,59035,,1512,,24985,,26497,,7860283
0512101 AR EBT RANDOLPH COUNTY,141,,3033,,3174,,48,,1210,,1258,,365046
0512301 AR EBT SAINT FRANCIS COUNTY,159,,10330,,10489,,48,,4174,,4222,,1290956
0512501 AR EBT SALINE COUNTY,69,,2447,,2516,,20,,928,,948,,280686
0512701 AR EBT SCOTT COUNTY,37,,1573,,1610,,9,,661,,670,,175981
0512901 AR EBT SEARCY COUNTY,338,,19162,,19500,,102,,7920,,8022,,2384024
0513101 AR EBT SEBASTIAN COUNTY,90,,2938,,3028,,35,,1179,,1214,,364740
0513301 AR EBT SEVIER COUNTY,192,,2842,,3034,,58,,1107,,1165,,357491
0513501 AR EBT SHARP COUNTY,894,,6880,,7774,,260,,3211,,3471,,981344
0513701 AR EBT STONE COUNTY,44,,2069,,2113,,15,,911,,926,,228583
0513901 AR EBT UNION COUNTY,395,,8169,,8564,,115,,3760,,3875,,1070964
0514101 AR EBT VAN BUREN COUNTY,81,,2810,,2891,,23,,1199,,1222,,339812
0514301 AR EBT WASHINGTON COUNTY,758,,24822,,25580,,239,,9884,,10123,,3288664
0514501 AR EBT WHITE COUNTY,313,,9940,,10253,,99,,4015,,4114,,1239390
0514701 AR EBT WOODRUFF COUNTY,154,,1754,,1908,,46,,880,,926,,223579
0514901 AR EBT YELL COUNTY,37,,3190,,3227,,12,,1241,,1253,,368033
0515992 AR EBT 92-1 Field Operations,2,,5354,,5356,,1,,4906,,4907,,410968
0515996 AR EBT 96-1 Field Operations,0,,752,,752,,0,,706,,706,,63181
0600105 CA EBT ALAMEDA COUNTY DSS,28527,,72201,,100728,,12087,,35917,,48004,,15349919
0600302 CA EBT ALPINE COUNTY DSS,10,,133,,143,,4,,67,,71,,19128
0600501 CA EBT AMADOR COUNTY DSS,702,,1856,,2558,,263,,980,,1243,,379665
0600702 CA EBT BUTTE COUNTY DSS,4953,,20057,,25010,,1924,,9669,,11593,,3651218
0600901 CA EBT CALAVERAS CO DSW,1092,,3071,,4163,,387,,1576,,1963,,602853
0601101 CA EBT COLUSA COUNTY DSW,306,,1233,,1539,,109,,467,,576,,212166
0601302 CA EBT CONTRA COSTA COUNTY DSS,16038,,41347,,57385,,6621,,19839,,26460,,8636540
0601501 CA EBT DEL NORTE CO DSW,1505,,3556,,5061,,539,,1872,,2411,,729984
0601704 CA EBT EL DORADO COUNTY DSS,1933,,7681,,9614,,737,,3970,,4707,,1404846
0601904 CA EBT FRESNO COUNTY DSW,48056,,145144,,193200,,17867,,59644,,77511,,27983918
0602102 CA EBT GLENN CO WELFARE DEPT,879,,2221,,3100,,325,,854,,1179,,423249
0602303 CA EBT HUMBOLDT CO DSW,2674,,11138,,13812,,1131,,5924,,7055,,1972615
0602501 CA EBT IMPERIAL CO DSW,7695,,24136,,31831,,2617,,9215,,11832,,4313187
0602701 CA EBT INYO COUNTY WELF DEPT,442,,1177,,1619,,150,,638,,788,,218945
0602902 CA EBT KERN,33893,,91474,,125367,,12446,,36287,,48733,,17666005
0603101 CA EBT KINGS COUNTY DPW,4795,,15847,,20642,,1775,,6549,,8324,,2830328
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,2060,,6325,,8385,,772,,3170,,3942,,1227813
0603501 CA EBT LASSEN CO DSW,801,,2204,,3005,,293,,1056,,1349,,452140
0603720 CA EBT LOS ANGELES COUNTY DPSS,217550,,699721,,917271,,92976,,328940,,421916,,140420038
0603902 CA EBT MADERA CO DSW,5500,,17474,,22974,,2102,,6639,,8741,,3227512
0604102 CA EBT MARIN COUNTY DSW,1195,,5947,,7142,,507,,3699,,4206,,1198543
0604301 CA EBT MARIPOSA CO DSW,386,,1056,,1442,,137,,505,,642,,207400
0604501 CA EBT MENDOCINO CO WELF DEPT,2501,,9528,,12029,,990,,4916,,5906,,1705981
0604701 CA EBT MERCED CO DPW,14345,,32597,,46942,,5177,,12834,,18011,,6614052
0604901 CA EBT MODOC COUNTY DSS,206,,882,,1088,,75,,366,,441,,143865
0605101 CA EBT MONO CO WELFARE DEPT,79,,471,,550,,32,,321,,353,,85472
0605302 CA EBT MONTEREY CO DSW,9454,,24580,,34034,,3716,,10691,,14407,,4720351
0605502 CA EBT NAPA CO WELFARE DEPT,1370,,4510,,5880,,545,,2146,,2691,,824779
0605701 CA EBT NEVADA CO DPSS,1244,,4001,,5245,,452,,2074,,2526,,805760
0605903 CA EBT ORANGE CO DSW,36726,,124388,,161114,,14315,,53766,,68081,,22631233
0606101 CA EBT PLACER CO WELFARE DEPT,2929,,11056,,13985,,1111,,4874,,5985,,2018132
0606301 CA EBT PLUMAS COUNTY DSS,274,,921,,1195,,103,,407,,510,,165253
0606503 CA EBT RIVERSIDE COUNTY DSS,52213,,155746,,207959,,18898,,60113,,79011,,28834954
0606703 CA EBT SACRAMENTO CO DSW,52875,,126484,,179359,,20374,,56354,,76728,,27036164
0606902 CA EBT SAN BENITO COUNTY DSS,1659,,4026,,5685,,601,,1792,,2393,,797201
0607105 CA EBT SAN BRNDINO CO DPSS AU,76852,,218514,,295366,,27956,,87384,,115340,,42033565
0607301 CA EBT SAN DIEGO CO DSS,54232,,128631,,182863,,19604,,57383,,76987,,26982517
0607502 CA EBT SAN FRANCISCO COUNTY DSS,7248,,34358,,41606,,3256,,23487,,26743,,6457577
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,26736,,60252,,86988,,10123,,22990,,33113,,12533897
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,3432,,11167,,14599,,1376,,5858,,7234,,2102122
0608103 CA EBT SAN MATEO COUNTY DSS,5337,,13877,,19214,,2149,,6863,,9012,,2785445
0608304 CA EBT SANTA BARBARA CO DSW,8165,,19814,,27979,,3222,,8862,,12084,,3888517
0608502 CA EBT SANTA CLARA COUNTY DSS,24873,,66123,,90996,,10080,,30843,,40923,,13065319
0608702 CA EBT SANTA CRUZ CO DSW,3594,,15168,,18762,,1496,,7567,,9063,,2700689
0608901 CA EBT SHASTA CO DSW,4545,,16474,,21019,,1781,,8011,,9792,,3006318
0609101 CA EBT SIERRA CO HUMAN SVCS,49,,203,,252,,15,,91,,106,,34746
0609301 CA EBT SISKIYOU CO DSW,1251,,4096,,5347,,645,,1673,,2318,,775555
0609502 CA EBT SOLANO CO DSW,10409,,24337,,34746,,4212,,12371,,16583,,5301102
0609701 CA EBT SONOMA CO DSW,6390,,19723,,26113,,2686,,10592,,13278,,3882362
0609902 CA EBT STANISLAUS CO. DSS,20463,,53869,,74332,,7623,,23902,,31525,,10530151
0610101 CA EBT SUTTER CO WELF DEPT,2547,,7730,,10277,,896,,3122,,4018,,1414970
0610301 CA EBT TEHAMA CO DSW,2176,,6504,,8680,,789,,2830,,3619,,1243275
0610501 CA EBT TRINITY CO DSW,235,,1103,,1338,,93,,511,,604,,207188
0610704 CA EBT TULARE COUNTY DSS,26934,,71198,,98132,,9779,,28947,,38726,,13855294
0610901 CA EBT TUOLUMNE CO WELF DEPT,1170,,3687,,4857,,461,,2000,,2461,,699446
0611101 CA EBT VENTURA CO.,11011,,44530,,55541,,4292,,21759,,26051,,7978643
0611301 CA EBT YOLO CO DSW,3595,,10898,,14493,,1357,,4948,,6305,,2111380
0611501 CA EBT YUBA CO WELFARE DEPT,3062,,9364,,12426,,1098,,4223,,5321,,1816521
0800301 CO EBT ALAMOSA CO DSS,732,,2604,,3336,,374,,1243,,1617,,460920
0800701 CO EBT ARCHULETA CO DSS,91,,886,,977,,49,,369,,418,,131940
0800901 CO EBT BACA CO DSS,52,,351,,403,,27,,129,,156,,46058
0801101 CO EBT BENT CO DSS,178,,704,,882,,91,,345,,436,,113454
0801301 CO EBT BOULDER CO DSS,2287,,11818,,14105,,1293,,5583,,6876,,2034600
0801501 CO EBT CHAFFEE CO DSS,132,,905,,1037,,84,,425,,509,,135085
0801701 CO EBT CHEYENNE CO DSS,11,,104,,115,,7,,41,,48,,13652
0801901 CO EBT CLEAR CREEK,72,,505,,577,,53,,234,,287,,80987
0802101 CO EBT CONEJOS CO DSS,230,,1429,,1659,,145,,571,,716,,208108
0802301 CO EBT COSTILLA CO DSS,193,,656,,849,,118,,321,,439,,111675
0802501 CO EBT CROWLEY CO DSS,118,,606,,724,,74,,253,,327,,93853
0802701 CO EBT CUSTER CO DSS,50,,353,,403,,22,,147,,169,,56227
0802901 CO EBT DELTA CO DSS,355,,2706,,3061,,203,,1200,,1403,,409645
0803102 CO EBT DENVER,11199,,63704,,74903,,6556,,29095,,35651,,10989533
0803301 CO EBT DOLORES CO DSS,12,,132,,144,,7,,54,,61,,17596
0803501 CO EBT DOUGLAS,365,,4792,,5157,,235,,1802,,2037,,730415
0803701 CO EBT EAGLE CO DSS,82,,1087,,1169,,44,,484,,528,,182087
0803901 CO EBT ELBERT CO DSS,65,,894,,959,,33,,323,,356,,129825
0804101 CO EBT EL PASO CO DSS,6283,,52692,,58975,,2812,,22268,,25080,,8357722
0804301 CO EBT FREMONT CO DSS,1008,,3493,,4501,,450,,1480,,1930,,602556
0804501 CO EBT GARFIELD CO DSS,510,,3468,,3978,,232,,1549,,1781,,573177
0804701 CO EBT GILPIN,61,,319,,380,,28,,161,,189,,56216
0804901 CO EBT GRAND,41,,497,,538,,23,,193,,216,,78083
0805101 CO EBT GUNN HINSDALE CO DSS,74,,626,,700,,37,,304,,341,,100512
0805301 CO EBT HINSDALE,1,,23,,24,,1,,9,,10,,3271
0805501 CO EBT HUERFANO CO DSS,149,,1203,,1352,,113,,560,,673,,193135
0805701 CO EBT JACKSON,6,,129,,135,,3,,49,,52,,16357
0805901 CO EBT JEFFERSON CO DSS,2732,,24765,,27497,,1457,,10388,,11845,,3822790
0806101 CO EBT KIOWA CO DSS,13,,79,,92,,8,,35,,43,,12187
0806301 CO EBT KIT CARSON CO DSS,58,,461,,519,,26,,188,,214,,62965
0806501 CO EBT LAKE CO DSS,72,,573,,645,,28,,221,,249,,92408
0806701 CO EBT LA PLATA CO DSS,263,,2961,,3224,,196,,1275,,1471,,445493
0806901 CO EBT LARIMER CO DSS,3167,,17000,,20167,,1475,,7365,,8840,,2886479
0807101 CO EBT LAS ANIMAS CO DSS,315,,2048,,2363,,217,,976,,1193,,332017
0807301 CO EBT LINCOLN CO DSS,38,,351,,389,,18,,145,,163,,50188
0807501 CO EBT LOGAN CO DSS,302,,1720,,2022,,139,,768,,907,,263648
0807701 CO EBT MESA CO DSS,1435,,12608,,14043,,794,,5315,,6109,,1952101
0807901 CO EBT MINERAL,0,,23,,23,,0,,8,,8,,2245
0808101 CO EBT MOFFAT CO DSS,110,,1380,,1490,,56,,602,,658,,205160
0808301 CO EBT MONTEZUMA CO DSS,337,,2548,,2885,,171,,950,,1121,,379033
0808501 CO EBT MONTROSE CO DSS,592,,4828,,5420,,316,,2030,,2346,,722266
0808701 CO EBT MORGAN CO DSS,436,,2254,,2690,,190,,848,,1038,,359105
0808901 CO EBT OTERO CO DSS,393,,3029,,3422,,290,,1221,,1511,,427657
0809101 CO EBT OURAY CO DSS,13,,198,,211,,8,,98,,106,,28751
0809301 CO EBT PARK CO DSS,66,,906,,972,,42,,404,,446,,149211
0809501 CO EBT PHILLIPS CO DSS,21,,283,,304,,16,,117,,133,,36565
0809701 CO EBT PITKIN,19,,155,,174,,15,,95,,110,,25201
0809901 CO EBT PROWERS CO DSS,421,,1843,,2264,,184,,762,,946,,312131
0810101 CO EBT PUEBLO CO DSS,4209,,25520,,29729,,2409,,11076,,13485,,4183086
0810301 CO EBT RIO BLANCO CO DSS,27,,422,,449,,14,,177,,191,,65518
0810501 CO EBT RIO GRANDE CO DSS,337,,1970,,2307,,190,,917,,1107,,306397
0810701 CO EBT ROUTT CO DSS,42,,663,,705,,23,,310,,333,,95945
0810901 CO EBT SAGUACHE CO DSS,171,,930,,1101,,97,,397,,494,,148793
0811101 CO EBT SAN JUAN CO DSS,2,,71,,73,,2,,37,,39,,11733
0811301 CO EBT SAN MIGUEL CO DSS,27,,239,,266,,17,,133,,150,,40334
0811501 CO EBT SEDGWICK CO DSS,16,,173,,189,,11,,74,,85,,23857
0811701 CO EBT SUMMIT CO DSS,37,,810,,847,,26,,467,,493,,134809
0811901 CO EBT TELLER CO DSS,292,,1584,,1876,,133,,699,,832,,265667
0812101 CO EBT WASHINGTON CO DSS,37,,296,,333,,19,,107,,126,,38455
0812301 CO EBT WELD CO DSS,2017,,18087,,20104,,981,,6640,,7621,,2827566
0812501 CO EBT YUMA CO DSS,113,,747,,860,,72,,314,,386,,110480
0812701 CO EBT ADAMS CO DSS,3575,,40933,,44508,,1663,,15859,,17522,,6395172
0812901 CO EBT ARAPAHO CO. DSS,4550,,38178,,42728,,2529,,15526,,18055,,6165818
0813101 CO EBT BROOMFIELD,196,,1607,,1803,,112,,646,,758,,241101
0900002 CT EBT DEPT. OF SOCIAL SERVICES,67127,,285977,,353104,,45948,,144258,,190206,,49860466
1000112 DE EBT KENT,28020,,31,,28051,,12499,,10,,12509,,3513908
1000235 DE EBT NEW CASTLE,61188,,28,,61216,,28431,,8,,28439,,7954120
1000316 DE EBT SUSSEX CO.,29587,,29,,29616,,12714,,7,,12721,,3736010
1100161 DC EBT D.C. Treasury,32126,,92155,,124281,,16548,,53218,,69766,,17191442
1200101 FL EBT ALACHUA CO DFS,2791,,28694,,31485,,2295,,14835,,17130,,4477797
