NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,01/22/2015,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,02:08 PM,,,,,
Jan 2012,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0105301 AL EBT ESCAMBIA CO FS OFF,1044,,8721,,9765,,464,,3526,,3990,,1265684
0105501 AL EBT ETOWQH CO FS OFF,2427,,16059,,18486,,1225,,6888,,8113,,2230619
0105701 AL EBT FAYETTE CO FS OFF,588,,3277,,3865,,311,,1500,,1811,,476107
0105901 AL EBT FRANKLIN CO FS OFF,818,,5936,,6754,,364,,2407,,2771,,846366
0106101 AL EBT GENEVA CO FS OFF,681,,5254,,5935,,294,,2057,,2351,,766121
0106301 AL EBT GREENE CO FS OFF,602,,2844,,3446,,262,,1297,,1559,,422745
0106501 AL EBT HALE CO FS OFF,900,,3524,,4424,,302,,1519,,1821,,506558
0106701 AL EBT HENRY CO FS OFF,477,,3001,,3478,,217,,1316,,1533,,423890
0106901 AL EBT HOUSTON CO FS OFF,3171,,16629,,19800,,1286,,7248,,8534,,2504506
0107101 AL EBT JACKSON CO FS OFF,990,,8557,,9547,,465,,3382,,3847,,1173023
0107301 AL EBT JEFFERSON CO FS OFF,21320,,99160,,120480,,8938,,47749,,56687,,15864141
0107501 AL EBT LAMAR CO FS OFF,490,,2553,,3043,,236,,1120,,1356,,363791
0107701 AL EBT LAUDERDALE CO FS OFF,1777,,12138,,13915,,839,,5175,,6014,,1686790
0107901 AL EBT LAWRENCE CO FS OFF,858,,5751,,6609,,421,,2405,,2826,,815068
0108101 AL EBT LEE CO FOOD STAMP OFF,1972,,15996,,17968,,828,,6771,,7599,,2288837
0108302 AL EBT LIMESTONE CO. FS OFF,1270,,10552,,11822,,577,,4406,,4983,,1524913
0108501 AL EBT LOWNDES CO FS OFF,836,,3432,,4268,,339,,1628,,1967,,553145
0108701 AL EBT MACON CO FS OFF,1240,,6285,,7525,,543,,3459,,4002,,1066072
0108902 AL EBT MADISON CO. FS OFF,3881,,33276,,37157,,1604,,14500,,16104,,4871723
0109101 AL EBT MARENGO CO FS OFC,1091,,4392,,5483,,515,,2027,,2542,,640107
0109301 AL EBT MARION CO FS OFF,862,,5708,,6570,,426,,2343,,2769,,786714
0109501 AL EBT MARSHALL CO FS OFF,1578,,15335,,16913,,738,,6011,,6749,,2114421
0109701 AL EBT MOBILE CO FS OFF,12956,,82921,,95877,,5623,,35908,,41531,,12849647
0109901 AL EBT MONROE CO FS OFF,795,,4728,,5523,,321,,1875,,2196,,684864
0110101 AL EBT MONTGOMERY CO FS OFF,9187,,44336,,53523,,3616,,20609,,24225,,7268892
0110301 AL EBT MORGAN CO FS OFF,1814,,15745,,17559,,903,,6486,,7389,,2227895
0110501 AL EBT PERRY CO FS OFF,962,,3713,,4675,,417,,1811,,2228,,584908
0110701 AL EBT PICKENS CO FS OFF,768,,3650,,4418,,329,,1570,,1899,,517441
0110901 AL EBT PIKE CO FOOD STAMP OFC,1355,,6419,,7774,,623,,3192,,3815,,1010035
0111101 AL EBT RANDOLPH CO FSO,802,,5115,,5917,,301,,2129,,2430,,748600
0111301 AL EBT RUSSELL CO FS OFF,1782,,13222,,15004,,703,,5637,,6340,,2045583
0111501 AL EBT ST CLAIR CO FS OFF,1496,,11382,,12878,,616,,4593,,5209,,1628725
0111701 AL EBT SHELBY CO FS OFF,1407,,13017,,14424,,586,,5494,,6080,,1894585
0111901 AL EBT SUMTER CO FS OFF,1011,,3670,,4681,,442,,1867,,2309,,576784
0112101 AL EBT TALLADEGA CO FS OFF,3062,,15037,,18099,,1390,,6890,,8280,,2257932
0112301 AL EBT TALLAPOOSA CO FS OFF,1424,,7549,,8973,,597,,3345,,3942,,1124065
0112501 AL EBT TUSCALOOSA CO FS OFF,4862,,23747,,28609,,1961,,10529,,12490,,3619375
0112701 AL EBT WALKER CO FS OFF,1704,,11036,,12740,,721,,4598,,5319,,1607697
0112901 AL EBT WASHINGTON CO F S OFC,518,,2951,,3469,,237,,1307,,1544,,427780
0113101 AL EBT WILCOX CO FS OFF,1181,,3866,,5047,,491,,1870,,2361,,626009
0113301 AL EBT WINSTON CO FS OFF,641,,3519,,4160,,265,,1397,,1662,,483319
0211005 AK EBT ALASKA,14673,,77547,,92220,,6841,,31329,,38170,,15535514
0400101 AZ EBT APACHE,145,,28806,,28951,,43,,10704,,10747,,3157232
0400301 AZ EBT COCHISE,1117,,23232,,24349,,344,,10862,,11206,,3292134
0400501 AZ EBT COCONINO,292,,25259,,25551,,84,,10420,,10504,,3085847
0400701 AZ EBT GILA,1474,,12409,,13883,,383,,5945,,6328,,1858909
0400901 AZ EBT GRAHAM,587,,7519,,8106,,175,,3353,,3528,,1036386
0401101 AZ EBT GREENLEE,50,,1145,,1195,,14,,531,,545,,159959
0401301 AZ EBT MARICOPA,31307,,583981,,615288,,9670,,253212,,262882,,77230096
0401501 AZ EBT MOHAVE,1770,,44381,,46151,,569,,21111,,21680,,6369240
0401701 AZ EBT NAVAJO,1014,,35639,,36653,,283,,13872,,14155,,4158362
0401901 AZ EBT PIMA,8201,,171373,,179574,,2533,,81414,,83947,,24662013
0402101 AZ EBT PINAL,2576,,56451,,59027,,724,,22874,,23598,,6932740
0402301 AZ EBT SANTA CRUZ,415,,12193,,12608,,118,,4590,,4708,,1383110
0402501 AZ EBT YAVAPAI,880,,31537,,32417,,282,,15757,,16039,,4711956
0402701 AZ EBT YUMA,1306,,42361,,43667,,385,,16190,,16575,,4869293
0402901 AZ EBT LA PAZ CO DES,181,,4092,,4273,,56,,2030,,2086,,612741
0500101 AR EBT ARKANSAS COUNTY,160,,3713,,3873,,58,,1809,,1867,,470051
0500301 AR EBT ASHLEY COUNTY,177,,4803,,4980,,56,,2240,,2296,,597957
0500501 AR EBT BAXTER COUNTY,153,,5985,,6138,,51,,2698,,2749,,701085
0500701 AR EBT BENTON COUNTY,408,,20713,,21121,,129,,7602,,7731,,2600495
0500901 AR EBT BOONE COUNTY,299,,6108,,6407,,95,,2515,,2610,,744963
0501101 AR EBT BRADLEY COUNTY,197,,2551,,2748,,61,,1318,,1379,,327747
0501301 AR EBT CALHOUN COUNTY,22,,756,,778,,10,,370,,380,,86087
0501501 AR EBT CARROLL COUNTY,73,,3720,,3793,,19,,1518,,1537,,442318
0501701 AR EBT CHICOT COUNTY,184,,3360,,3544,,61,,1695,,1756,,418484
0501901 AR EBT CLARK COUNTY,72,,3368,,3440,,24,,1627,,1651,,395213
0502101 AR EBT CLAY COUNTY,174,,2324,,2498,,56,,896,,952,,276490
0502301 AR EBT CLEBURNE COUNTY,87,,3199,,3286,,31,,1453,,1484,,372696
0502501 AR EBT CLEVELAND COUNTY,78,,1518,,1596,,21,,690,,711,,197611
0502701 AR EBT COLUMBIA COUNTY,282,,5113,,5395,,84,,2589,,2673,,657028
0502901 AR EBT CONWAY COUNTY,134,,4058,,4192,,39,,1885,,1924,,495245
0503101 AR EBT CRAIGHEAD COUNTY,1191,,14541,,15732,,359,,5673,,6032,,1908705
0503301 AR EBT CRAWFORD COUNTY,355,,10621,,10976,,101,,4141,,4242,,1292733
0503501 AR EBT CRITTENDEN COUNTY,1212,,13626,,14838,,335,,5701,,6036,,1865624
0503701 AR EBT CROSS COUNTY,214,,3031,,3245,,67,,1281,,1348,,363053
0503901 AR EBT DALLAS COUNTY,100,,1503,,1603,,29,,790,,819,,192221
0504101 AR EBT DESHA COUNTY,168,,3625,,3793,,50,,1705,,1755,,466767
0504301 AR EBT DREW COUNTY,160,,3908,,4068,,50,,1911,,1961,,502984
0504501 AR EBT FAULKNER COUNTY,474,,12998,,13472,,144,,5596,,5740,,1668660
0504701 AR EBT FRANKLIN COUNTY,43,,3122,,3165,,14,,1315,,1329,,367771
0504901 AR EBT FULTON COUNTY,81,,2051,,2132,,24,,862,,886,,237541
0505101 AR EBT GARLAND COUNTY,495,,15888,,16383,,155,,7181,,7336,,1997358
0505301 AR EBT GRANT COUNTY,71,,2277,,2348,,20,,940,,960,,284221
0505501 AR EBT GREENE COUNTY,291,,7469,,7760,,88,,3022,,3110,,942677
0505701 AR EBT HEMPSTEAD COUNTY,225,,4366,,4591,,75,,1954,,2029,,548187
0505901 AR EBT HOT SPRING COUNTY,121,,5580,,5701,,39,,2469,,2508,,663140
0506101 AR EBT HOWARD COUNTY,113,,2480,,2593,,32,,1070,,1102,,303173
0506301 AR EBT INDEPENDENCE COUNTY,316,,5574,,5890,,91,,2160,,2251,,684707
0506501 AR EBT IZARD COUNTY,81,,2107,,2188,,22,,850,,872,,239063
0506701 AR EBT JACKSON COUNTY,200,,3510,,3710,,57,,1534,,1591,,447923
0506901 AR EBT JEFFERSON COUNTY,1384,,18377,,19761,,441,,9248,,9689,,2575399
0507101 AR EBT JOHNSON COUNTY,159,,4487,,4646,,49,,1861,,1910,,543544
0507301 AR EBT LAFAYETTE COUNTY,103,,1599,,1702,,28,,805,,833,,189126
0507501 AR EBT LAWRENCE COUNTY,148,,3071,,3219,,45,,1271,,1316,,363092
0507701 AR EBT LEE COUNTY,303,,2757,,3060,,101,,1510,,1611,,378072
0507901 AR EBT LINCOLN COUNTY,174,,2467,,2641,,56,,1174,,1230,,326405
0508101 AR EBT LITTLE RIVER COUNTY,124,,2284,,2408,,40,,1010,,1050,,281027
0508301 AR EBT LOGAN COUNTY,235,,4699,,4934,,71,,2029,,2100,,584367
0508501 AR EBT LONOKE COUNTY,533,,8581,,9114,,153,,3519,,3672,,1086200
0508701 AR EBT MADISON COUNTY,55,,2438,,2493,,16,,919,,935,,282112
0508901 AR EBT MARION COUNTY,103,,2909,,3012,,33,,1291,,1324,,348179
0509101 AR EBT MILLER COUNTY,626,,7913,,8539,,181,,3484,,3665,,1037876
0509301 AR EBT MISSISSIPPI COUNTY,714,,10414,,11128,,211,,4322,,4533,,1291818
0509501 AR EBT MONROE COUNTY,164,,2100,,2264,,53,,1082,,1135,,261883
0509701 AR EBT MONTGOMERY COUNTY,57,,1564,,1621,,17,,662,,679,,184438
0509901 AR EBT NEVADA COUNTY,111,,1805,,1916,,31,,793,,824,,223874
0510101 AR EBT NEWTON COUNTY,41,,1414,,1455,,11,,643,,654,,154669
0510301 AR EBT OUACHITA COUNTY,355,,5711,,6066,,107,,2788,,2895,,727650
0510501 AR EBT PERRY COUNTY,55,,1694,,1749,,15,,726,,741,,211992
0510701 AR EBT PHILLIPS COUNTY,982,,7416,,8398,,282,,3639,,3921,,1034001
0510901 AR EBT PIKE COUNTY,56,,2000,,2056,,14,,799,,813,,233226
0511101 AR EBT POINSETT COUNTY,463,,5768,,6231,,140,,2424,,2564,,734479
0511301 AR EBT POLK COUNTY,92,,4299,,4391,,28,,1770,,1798,,519871
0511501 AR EBT POPE COUNTY,188,,8584,,8772,,58,,3550,,3608,,995729
0511701 AR EBT PRAIRIE COUNTY,27,,1347,,1374,,9,,613,,622,,161261
0511901 AR EBT PULASKI COUNTY,4846,,60762,,65608,,1521,,29395,,30916,,8582851
0512101 AR EBT RANDOLPH COUNTY,115,,3240,,3355,,36,,1396,,1432,,384664
0512301 AR EBT SAINT FRANCIS COUNTY,784,,7238,,8022,,230,,3427,,3657,,999055
0512501 AR EBT SALINE COUNTY,165,,11267,,11432,,51,,4730,,4781,,1402869
0512701 AR EBT SCOTT COUNTY,43,,2518,,2561,,12,,986,,998,,295203
0512901 AR EBT SEARCY COUNTY,12,,1586,,1598,,4,,672,,676,,168640
0513101 AR EBT SEBASTIAN COUNTY,431,,21575,,22006,,121,,9150,,9271,,2663376
0513301 AR EBT SEVIER COUNTY,154,,3244,,3398,,51,,1342,,1393,,410763
0513501 AR EBT SHARP COUNTY,192,,3234,,3426,,56,,1359,,1415,,399096
0513701 AR EBT STONE COUNTY,76,,2291,,2367,,21,,1027,,1048,,252663
0513901 AR EBT UNION COUNTY,295,,8398,,8693,,90,,3937,,4027,,1073780
0514101 AR EBT VAN BUREN COUNTY,71,,2856,,2927,,20,,1255,,1275,,345397
0514301 AR EBT WASHINGTON COUNTY,916,,27092,,28008,,277,,10984,,11261,,3487080
0514501 AR EBT WHITE COUNTY,406,,11172,,11578,,130,,4647,,4777,,1405336
0514701 AR EBT WOODRUFF COUNTY,125,,1874,,1999,,39,,965,,1004,,229332
0514901 AR EBT YELL COUNTY,50,,3680,,3730,,16,,1442,,1458,,428723
0515992 AR EBT 92-1 Field Operations,0,,4175,,4175,,0,,3845,,3845,,296786
0515996 AR EBT 96-1 Field Operations,0,,2,,2,,0,,1,,1,,195
0600105 CA EBT ALAMEDA COUNTY DSS,26165,,93784,,119949,,11100,,48044,,59144,,18331639
0600302 CA EBT ALPINE COUNTY DSS,12,,140,,152,,5,,77,,82,,20187
0600501 CA EBT AMADOR COUNTY DSS,571,,2504,,3075,,230,,1373,,1603,,463729
0600702 CA EBT BUTTE COUNTY DSS,5543,,22618,,28161,,2205,,11210,,13415,,4135474
0600901 CA EBT CALAVERAS CO DSW,943,,3928,,4871,,360,,2057,,2417,,732919
0601101 CA EBT COLUSA COUNTY DSW,316,,1385,,1701,,120,,571,,691,,247843
0601302 CA EBT CONTRA COSTA COUNTY DSS,14973,,51522,,66495,,6235,,25160,,31395,,10064075
0601501 CA EBT DEL NORTE CO DSW,1332,,4018,,5350,,495,,2071,,2566,,786195
0601704 CA EBT EL DORADO COUNTY DSS,1739,,9552,,11291,,682,,5134,,5816,,1678007
0601904 CA EBT FRESNO COUNTY DSW,43232,,167538,,210770,,16337,,70405,,86742,,31211167
0602102 CA EBT GLENN CO WELFARE DEPT,686,,2686,,3372,,262,,1079,,1341,,463017
0602303 CA EBT HUMBOLDT CO DSW,2682,,12399,,15081,,1070,,6827,,7897,,2236266
0602501 CA EBT IMPERIAL CO DSW,6908,,28050,,34958,,2427,,11144,,13571,,4785120
0602701 CA EBT INYO COUNTY WELF DEPT,370,,1576,,1946,,133,,815,,948,,259994
0602902 CA EBT KERN,33495,,102319,,135814,,12363,,42624,,54987,,19818893
0603101 CA EBT KINGS COUNTY DPW,4680,,17950,,22630,,1765,,7631,,9396,,3155643
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1922,,7984,,9906,,753,,4120,,4873,,1477105
0603501 CA EBT LASSEN CO DSW,668,,2258,,2926,,259,,1112,,1371,,435293
0603720 CA EBT LOS ANGELES COUNTY DPSS,219264,,827686,,1046950,,95076,,394882,,489958,,161444247
0603902 CA EBT MADERA CO DSW,5638,,20462,,26100,,2119,,8145,,10264,,3769219
0604102 CA EBT MARIN COUNTY DSW,1839,,6940,,8779,,853,,4395,,5248,,1371805
0604301 CA EBT MARIPOSA CO DSW,343,,1386,,1729,,130,,696,,826,,255621
0604501 CA EBT MENDOCINO CO WELF DEPT,2227,,11179,,13406,,879,,5976,,6855,,1946214
0604701 CA EBT MERCED CO DPW,13781,,38870,,52651,,5022,,16193,,21215,,7644676
0604901 CA EBT MODOC COUNTY DSS,205,,816,,1021,,78,,347,,425,,137501
0605101 CA EBT MONO CO WELFARE DEPT,52,,644,,696,,22,,404,,426,,102820
0605302 CA EBT MONTEREY CO DSW,11400,,33229,,44629,,4691,,14543,,19234,,6584582
0605502 CA EBT NAPA CO WELFARE DEPT,1277,,5737,,7014,,519,,2746,,3265,,1022662
0605701 CA EBT NEVADA CO DPSS,1186,,5309,,6495,,463,,2858,,3321,,988671
0605903 CA EBT ORANGE CO DSW,36199,,170360,,206559,,14269,,77284,,91553,,29548074
0606101 CA EBT PLACER CO WELFARE DEPT,2803,,14987,,17790,,1061,,6882,,7943,,2509520
0606301 CA EBT PLUMAS COUNTY DSS,304,,1260,,1564,,119,,569,,688,,227160
0606503 CA EBT RIVERSIDE COUNTY DSS,56368,,201409,,257777,,20476,,83303,,103779,,36632192
0606703 CA EBT SACRAMENTO CO DSW,45814,,151813,,197627,,18077,,68661,,86738,,30294122
0606902 CA EBT SAN BENITO COUNTY DSS,1327,,4829,,6156,,498,,2129,,2627,,880022
0607105 CA EBT SAN BRNDINO CO DPSS AU,78104,,266980,,345084,,28879,,113519,,142398,,50311317
0607301 CA EBT SAN DIEGO CO DSS,51209,,186113,,237322,,18809,,87889,,106698,,35120163
0607502 CA EBT SAN FRANCISCO COUNTY DSS,6858,,42129,,48987,,3132,,28693,,31825,,7435480
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,25573,,78327,,103900,,9949,,31702,,41651,,15355939
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,3283,,14315,,17598,,1312,,7658,,8970,,2561076
0608103 CA EBT SAN MATEO COUNTY DSS,5384,,20313,,25697,,2119,,10207,,12326,,3761872
0608304 CA EBT SANTA BARBARA CO DSW,7592,,23413,,31005,,3101,,10533,,13634,,4524134
0608502 CA EBT SANTA CLARA COUNTY DSS,20021,,78848,,98869,,8166,,37315,,45481,,14990428
0608702 CA EBT SANTA CRUZ CO DSW,3683,,16814,,20497,,1537,,8535,,10072,,3164053
0608901 CA EBT SHASTA CO DSW,4859,,19513,,24372,,1911,,10058,,11969,,3504753
0609101 CA EBT SIERRA CO HUMAN SVCS,61,,201,,262,,21,,103,,124,,38329
0609301 CA EBT SISKIYOU CO DSW,1273,,4698,,5971,,485,,2128,,2613,,870847
0609502 CA EBT SOLANO CO DSW,8621,,30131,,38752,,3507,,15529,,19036,,5898021
0609701 CA EBT SONOMA CO DSW,5945,,25591,,31536,,2471,,14066,,16537,,4760614
0609902 CA EBT STANISLAUS CO. DSS,19698,,65634,,85332,,7401,,30534,,37935,,12429123
0610101 CA EBT SUTTER CO WELF DEPT,2603,,8999,,11602,,947,,3805,,4752,,1674374
0610301 CA EBT TEHAMA CO DSW,2147,,7239,,9386,,782,,3202,,3984,,1354402
0610501 CA EBT TRINITY CO DSW,219,,1305,,1524,,89,,638,,727,,220561
0610704 CA EBT TULARE COUNTY DSS,25351,,82138,,107489,,9279,,32763,,42042,,15679570
0610901 CA EBT TUOLUMNE CO WELF DEPT,958,,4246,,5204,,379,,2353,,2732,,757102
0611101 CA EBT VENTURA CO.,10176,,52891,,63067,,4003,,26341,,30344,,9142224
0611301 CA EBT YOLO CO DSW,3003,,13172,,16175,,1137,,6210,,7347,,2393075
0611501 CA EBT YUBA CO WELFARE DEPT,2773,,10009,,12782,,1043,,4580,,5623,,1885429
0800301 CO EBT ALAMOSA CO DSS,744,,3037,,3781,,392,,1559,,1951,,528037
0800701 CO EBT ARCHULETA CO DSS,105,,1014,,1119,,55,,440,,495,,144951
0800901 CO EBT BACA CO DSS,47,,343,,390,,28,,139,,167,,45547
0801101 CO EBT BENT CO DSS,204,,675,,879,,116,,344,,460,,104486
0801301 CO EBT BOULDER CO DSS,2561,,14382,,16943,,1443,,6899,,8342,,2413859
0801501 CO EBT CHAFFEE CO DSS,176,,1186,,1362,,98,,603,,701,,196139
0801701 CO EBT CHEYENNE CO DSS,18,,106,,124,,9,,43,,52,,15531
0801901 CO EBT CLEAR CREEK,67,,555,,622,,43,,298,,341,,89377
0802101 CO EBT CONEJOS CO DSS,234,,1619,,1853,,145,,684,,829,,234437
0802301 CO EBT COSTILLA CO DSS,292,,767,,1059,,150,,389,,539,,136330
0802501 CO EBT CROWLEY CO DSS,102,,697,,799,,68,,291,,359,,100783
0802701 CO EBT CUSTER CO DSS,29,,322,,351,,16,,160,,176,,47608
0802901 CO EBT DELTA CO DSS,452,,3272,,3724,,236,,1462,,1698,,497633
0803102 CO EBT DENVER,12993,,74377,,87370,,7487,,34855,,42342,,12476970
0803301 CO EBT DOLORES CO DSS,20,,133,,153,,11,,62,,73,,22284
0803501 CO EBT DOUGLAS,318,,6241,,6559,,225,,2386,,2611,,884962
0803701 CO EBT EAGLE CO DSS,149,,1546,,1695,,75,,690,,765,,254274
0803901 CO EBT ELBERT CO DSS,63,,1034,,1097,,36,,378,,414,,142893
0804101 CO EBT EL PASO CO DSS,6611,,59582,,66193,,2959,,25915,,28874,,9260615
0804301 CO EBT FREMONT CO DSS,1127,,4328,,5455,,512,,1923,,2435,,712146
0804501 CO EBT GARFIELD CO DSS,519,,4283,,4802,,247,,1976,,2223,,691093
0804701 CO EBT GILPIN,47,,397,,444,,25,,202,,227,,64724
0804901 CO EBT GRAND,33,,568,,601,,22,,241,,263,,76789
0805101 CO EBT GUNN HINSDALE CO DSS,103,,763,,866,,52,,392,,444,,126158
0805301 CO EBT HINSDALE,2,,26,,28,,1,,10,,11,,3125
0805501 CO EBT HUERFANO CO DSS,190,,1333,,1523,,126,,640,,766,,208915
0805701 CO EBT JACKSON,7,,106,,113,,4,,48,,52,,15547
0805901 CO EBT JEFFERSON CO DSS,2995,,30137,,33132,,1690,,13159,,14849,,4577150
0806101 CO EBT KIOWA CO DSS,14,,113,,127,,8,,52,,60,,15234
0806301 CO EBT KIT CARSON CO DSS,102,,541,,643,,45,,228,,273,,77453
0806501 CO EBT LAKE CO DSS,69,,556,,625,,26,,224,,250,,84982
0806701 CO EBT LA PLATA CO DSS,288,,3520,,3808,,194,,1573,,1767,,509938
0806901 CO EBT LARIMER CO DSS,3535,,19292,,22827,,1658,,8770,,10428,,3177235
0807101 CO EBT LAS ANIMAS CO DSS,351,,2290,,2641,,229,,1155,,1384,,364147
0807301 CO EBT LINCOLN CO DSS,60,,428,,488,,22,,180,,202,,62472
0807501 CO EBT LOGAN CO DSS,334,,1766,,2100,,149,,843,,992,,268563
0807701 CO EBT MESA CO DSS,1719,,14907,,16626,,926,,6634,,7560,,2284706
0807901 CO EBT MINERAL,4,,16,,20,,1,,7,,8,,2425
0808101 CO EBT MOFFAT CO DSS,80,,1468,,1548,,47,,667,,714,,211527
0808301 CO EBT MONTEZUMA CO DSS,336,,3086,,3422,,186,,1238,,1424,,445272
0808501 CO EBT MONTROSE CO DSS,736,,5114,,5850,,377,,2322,,2699,,766806
0808701 CO EBT MORGAN CO DSS,445,,2549,,2994,,193,,972,,1165,,381983
0808901 CO EBT OTERO CO DSS,440,,3322,,3762,,295,,1396,,1691,,462754
0809101 CO EBT OURAY CO DSS,19,,276,,295,,13,,128,,141,,39214
0809301 CO EBT PARK CO DSS,86,,1101,,1187,,47,,492,,539,,171445
0809501 CO EBT PHILLIPS CO DSS,30,,395,,425,,16,,175,,191,,53846
0809701 CO EBT PITKIN,22,,257,,279,,17,,164,,181,,40957
0809901 CO EBT PROWERS CO DSS,461,,2052,,2513,,188,,880,,1068,,328808
0810101 CO EBT PUEBLO CO DSS,4704,,28746,,33450,,2613,,12994,,15607,,4661248
0810301 CO EBT RIO BLANCO CO DSS,36,,473,,509,,19,,200,,219,,71638
0810501 CO EBT RIO GRANDE CO DSS,313,,2370,,2683,,172,,1072,,1244,,350097
0810701 CO EBT ROUTT CO DSS,55,,879,,934,,27,,447,,474,,136050
0810901 CO EBT SAGUACHE CO DSS,153,,1191,,1344,,95,,531,,626,,168495
0811101 CO EBT SAN JUAN CO DSS,1,,75,,76,,1,,42,,43,,12067
0811301 CO EBT SAN MIGUEL CO DSS,27,,330,,357,,17,,173,,190,,52431
0811501 CO EBT SEDGWICK CO DSS,31,,204,,235,,15,,96,,111,,26126
0811701 CO EBT SUMMIT CO DSS,55,,1084,,1139,,34,,609,,643,,172850
0811901 CO EBT TELLER CO DSS,271,,1769,,2040,,130,,829,,959,,277457
0812101 CO EBT WASHINGTON CO DSS,24,,318,,342,,14,,121,,135,,37468
0812301 CO EBT WELD CO DSS,2695,,22532,,25227,,1231,,8706,,9937,,3330799
0812501 CO EBT YUMA CO DSS,117,,880,,997,,70,,392,,462,,121791
0812701 CO EBT ADAMS CO DSS,4254,,50155,,54409,,1944,,19801,,21745,,7692751
0812901 CO EBT ARAPAHO CO. DSS,5032,,45387,,50419,,2820,,18878,,21698,,7127619
0813101 CO EBT BROOMFIELD,187,,1918,,2105,,120,,810,,930,,279934
0900002 CT EBT DEPT. OF SOCIAL SERVICES,67064,,338715,,405779,,46785,,173474,,220259,,55077316
1000112 DE EBT KENT,35794,,32,,35826,,16649,,12,,16661,,4432084
1000235 DE EBT NEW CASTLE,77302,,8,,77310,,36974,,4,,36978,,9873422
1000316 DE EBT SUSSEX CO.,35695,,23,,35718,,16084,,7,,16091,,4473909
1100161 DC EBT D.C. Treasury,34861,,105654,,140515,,17240,,62142,,79382,,19209653
