NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,11:48 AM,,,,,
Jul 2009,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0507901 AR EBT LINCOLN COUNTY,215,,2221,,2436,,67,,995,,1062,,303221
0508101 AR EBT LITTLE RIVER COUNTY,79,,1938,,2017,,24,,823,,847,,241052
0508301 AR EBT LOGAN COUNTY,230,,4177,,4407,,65,,1659,,1724,,515648
0508501 AR EBT LONOKE COUNTY,369,,6637,,7006,,106,,2543,,2649,,845870
0508701 AR EBT MADISON COUNTY,35,,2231,,2266,,11,,822,,833,,269278
0508901 AR EBT MARION COUNTY,88,,2492,,2580,,28,,1059,,1087,,310742
0509101 AR EBT MILLER COUNTY,538,,6855,,7393,,162,,2977,,3139,,935449
0509301 AR EBT MISSISSIPPI COUNTY,795,,10101,,10896,,215,,3775,,3990,,1301893
0509501 AR EBT MONROE COUNTY,145,,1885,,2030,,44,,939,,983,,241368
0509701 AR EBT MONTGOMERY COUNTY,35,,1319,,1354,,12,,544,,556,,154916
0509901 AR EBT NEVADA COUNTY,100,,1607,,1707,,31,,686,,717,,198970
0510101 AR EBT NEWTON COUNTY,59,,1437,,1496,,19,,635,,654,,163776
0510301 AR EBT OUACHITA COUNTY,442,,4970,,5412,,137,,2316,,2453,,683101
0510501 AR EBT PERRY COUNTY,71,,1481,,1552,,21,,600,,621,,193175
0510701 AR EBT PHILLIPS COUNTY,1077,,7294,,8371,,306,,3329,,3635,,1036404
0510901 AR EBT PIKE COUNTY,6,,1544,,1550,,2,,598,,600,,179409
0511101 AR EBT POINSETT COUNTY,378,,5311,,5689,,118,,1990,,2108,,685523
0511301 AR EBT POLK COUNTY,104,,3378,,3482,,33,,1312,,1345,,408178
0511501 AR EBT POPE COUNTY,188,,7258,,7446,,63,,2901,,2964,,880474
0511701 AR EBT PRAIRIE COUNTY,22,,1210,,1232,,7,,523,,530,,145457
0511901 AR EBT PULASKI COUNTY,5171,,47378,,52549,,1592,,21287,,22879,,7038192
0512101 AR EBT RANDOLPH COUNTY,169,,2772,,2941,,50,,1099,,1149,,333005
0512301 AR EBT SAINT FRANCIS COUNTY,1121,,6525,,7646,,314,,3012,,3326,,967885
0512501 AR EBT SALINE COUNTY,178,,9014,,9192,,51,,3558,,3609,,1162102
0512701 AR EBT SCOTT COUNTY,89,,2132,,2221,,25,,821,,846,,258646
0512901 AR EBT SEARCY COUNTY,32,,1372,,1404,,8,,583,,591,,151100
0513101 AR EBT SEBASTIAN COUNTY,412,,17026,,17438,,122,,6979,,7101,,2167936
0513301 AR EBT SEVIER COUNTY,81,,2709,,2790,,29,,1093,,1122,,343915
0513501 AR EBT SHARP COUNTY,195,,2570,,2765,,55,,973,,1028,,321157
0513701 AR EBT STONE COUNTY,49,,1831,,1880,,14,,790,,804,,200876
0513901 AR EBT UNION COUNTY,481,,7932,,8413,,152,,3585,,3737,,1057591
0514101 AR EBT VAN BUREN COUNTY,45,,2645,,2690,,14,,1102,,1116,,306822
0514301 AR EBT WASHINGTON COUNTY,722,,18777,,19499,,229,,7304,,7533,,2515776
0514501 AR EBT WHITE COUNTY,353,,9153,,9506,,112,,3666,,3778,,1157361
0514701 AR EBT WOODRUFF COUNTY,146,,1632,,1778,,48,,840,,888,,211334
0514901 AR EBT YELL COUNTY,41,,3010,,3051,,11,,1133,,1144,,343663
0515992 AR EBT 92-1 Field Operations,8,,5138,,5146,,3,,4683,,4686,,372640
0515996 AR EBT 96-1 Field Operations,4,,1022,,1026,,2,,967,,969,,85343
0600105 CA EBT ALAMEDA COUNTY DSS,27045,,60246,,87291,,11469,,30411,,41880,,13312077
0600302 CA EBT ALPINE COUNTY DSS,10,,95,,105,,5,,42,,47,,13394
0600501 CA EBT AMADOR COUNTY DSS,461,,1597,,2058,,172,,828,,1000,,316110
0600702 CA EBT BUTTE COUNTY DSS,4410,,18220,,22630,,1757,,8520,,10277,,3320447
0600901 CA EBT CALAVERAS CO DSW,852,,2433,,3285,,305,,1202,,1507,,483346
0601101 CA EBT COLUSA COUNTY DSW,176,,1387,,1563,,62,,477,,539,,197888
0601302 CA EBT CONTRA COSTA COUNTY DSS,15296,,32740,,48036,,6270,,15519,,21789,,7268747
0601501 CA EBT DEL NORTE CO DSW,1227,,3394,,4621,,439,,1680,,2119,,668276
0601704 CA EBT EL DORADO COUNTY DSS,1256,,5872,,7128,,477,,2940,,3417,,1059790
0601904 CA EBT FRESNO COUNTY DSW,48522,,122533,,171055,,17804,,48877,,66681,,24748465
0602102 CA EBT GLENN CO WELFARE DEPT,637,,2170,,2807,,237,,848,,1085,,383004
0602303 CA EBT HUMBOLDT CO DSW,2636,,9183,,11819,,1045,,4905,,5950,,1759882
0602501 CA EBT IMPERIAL CO DSW,5272,,20450,,25722,,1761,,7763,,9524,,3746764
0602701 CA EBT INYO COUNTY WELF DEPT,344,,1077,,1421,,107,,561,,668,,189126
0602902 CA EBT KERN,19385,,90073,,109458,,6983,,34281,,41264,,15421780
0603101 CA EBT KINGS COUNTY DPW,3158,,14078,,17236,,1143,,5786,,6929,,2370570
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1566,,5989,,7555,,970,,2470,,3440,,1114861
0603501 CA EBT LASSEN CO DSW,702,,1904,,2606,,249,,869,,1118,,382084
0603720 CA EBT LOS ANGELES COUNTY DPSS,191558,,595641,,787199,,83324,,273080,,356404,,121059076
0603902 CA EBT MADERA CO DSW,2891,,16312,,19203,,1028,,6266,,7294,,2697617
0604102 CA EBT MARIN COUNTY DSW,1235,,5242,,6477,,535,,3289,,3824,,1003372
0604301 CA EBT MARIPOSA CO DSW,290,,838,,1128,,100,,423,,523,,171436
0604501 CA EBT MENDOCINO CO WELF DEPT,1806,,8317,,10123,,695,,4549,,5244,,1504205
0604701 CA EBT MERCED CO DPW,13567,,27741,,41308,,5007,,10542,,15549,,5802562
0604901 CA EBT MODOC COUNTY DSS,201,,765,,966,,75,,312,,387,,124241
0605101 CA EBT MONO CO WELFARE DEPT,49,,415,,464,,18,,254,,272,,71414
0605302 CA EBT MONTEREY CO DSW,5359,,21933,,27292,,1954,,9342,,11296,,3745939
0605502 CA EBT NAPA CO WELFARE DEPT,658,,3901,,4559,,263,,1793,,2056,,656263
0605701 CA EBT NEVADA CO DPSS,970,,3476,,4446,,359,,1731,,2090,,687924
0605903 CA EBT ORANGE CO DSW,31249,,93847,,125096,,12297,,38893,,51190,,17731336
0606101 CA EBT PLACER CO WELFARE DEPT,3080,,9269,,12349,,1136,,4071,,5207,,1722517
0606301 CA EBT PLUMAS COUNTY DSS,258,,689,,947,,96,,301,,397,,137272
0606503 CA EBT RIVERSIDE COUNTY DSS,47611,,119618,,167229,,17302,,44037,,61339,,23120870
0606703 CA EBT SACRAMENTO CO DSW,50557,,106714,,157271,,19400,,46727,,66127,,23706920
0606902 CA EBT SAN BENITO COUNTY DSS,1083,,3785,,4868,,370,,1670,,2040,,707406
0607105 CA EBT SAN BRNDINO CO DPSS AU,69295,,171352,,240647,,25404,,64649,,90053,,34215818
0607301 CA EBT SAN DIEGO CO DSS,48731,,92125,,140856,,17812,,38039,,55851,,20544338
0607502 CA EBT SAN FRANCISCO COUNTY DSS,7474,,28811,,36285,,3288,,19904,,23192,,5533966
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,16414,,57627,,74041,,6059,,21880,,27939,,10803396
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,3162,,8791,,11953,,1285,,4528,,5813,,1721411
0608103 CA EBT SAN MATEO COUNTY DSS,4186,,9990,,14176,,1721,,4926,,6647,,2142795
0608304 CA EBT SANTA BARBARA CO DSW,7728,,16539,,24267,,3993,,6447,,10440,,3366768
0608502 CA EBT SANTA CLARA COUNTY DSS,23234,,54078,,77312,,9523,,24653,,34176,,11143389
0608702 CA EBT SANTA CRUZ CO DSW,3554,,12638,,16192,,1518,,6249,,7767,,2313239
0608901 CA EBT SHASTA CO DSW,4085,,14539,,18624,,1636,,6956,,8592,,2674573
0609101 CA EBT SIERRA CO HUMAN SVCS,47,,131,,178,,15,,63,,78,,26127
0609301 CA EBT SISKIYOU CO DSW,1233,,3500,,4733,,449,,1527,,1976,,676081
0609502 CA EBT SOLANO CO DSW,10286,,20105,,30391,,4067,,10284,,14351,,4611575
0609701 CA EBT SONOMA CO DSW,5893,,15394,,21287,,2487,,8250,,10737,,3143463
0609902 CA EBT STANISLAUS CO. DSS,18983,,42897,,61880,,7332,,18254,,25586,,8833477
0610101 CA EBT SUTTER CO WELF DEPT,2013,,6995,,9008,,687,,2759,,3446,,1266149
0610301 CA EBT TEHAMA CO DSW,1704,,5771,,7475,,634,,2425,,3059,,1078897
0610501 CA EBT TRINITY CO DSW,223,,1070,,1293,,90,,498,,588,,190227
0610704 CA EBT TULARE COUNTY DSS,26104,,59735,,85839,,9497,,23858,,33355,,12207712
0610901 CA EBT TUOLUMNE CO WELF DEPT,1516,,3117,,4633,,552,,1606,,2158,,629198
0611101 CA EBT VENTURA CO.,10645,,36349,,46994,,4203,,17185,,21388,,6758643
0611301 CA EBT YOLO CO DSW,3697,,8920,,12617,,1393,,3999,,5392,,1842199
0611501 CA EBT YUBA CO WELFARE DEPT,2288,,8843,,11131,,825,,3849,,4674,,1596002
0800301 CO EBT ALAMOSA CO DSS,665,,2373,,3038,,353,,1100,,1453,,405843
0800701 CO EBT ARCHULETA CO DSS,70,,665,,735,,36,,258,,294,,91405
0800901 CO EBT BACA CO DSS,47,,219,,266,,23,,95,,118,,36691
0801101 CO EBT BENT CO DSS,174,,649,,823,,93,,298,,391,,99154
0801301 CO EBT BOULDER CO DSS,1963,,9567,,11530,,1085,,4560,,5645,,1613220
0801501 CO EBT CHAFFEE CO DSS,102,,703,,805,,75,,331,,406,,96631
0801701 CO EBT CHEYENNE CO DSS,14,,80,,94,,9,,34,,43,,10215
0801901 CO EBT CLEAR CREEK,57,,412,,469,,45,,206,,251,,65509
0802101 CO EBT CONEJOS CO DSS,265,,1139,,1404,,151,,481,,632,,169223
0802301 CO EBT COSTILLA CO DSS,176,,612,,788,,115,,287,,402,,97357
0802501 CO EBT CROWLEY CO DSS,141,,536,,677,,85,,228,,313,,82036
0802701 CO EBT CUSTER CO DSS,30,,279,,309,,14,,114,,128,,40698
0802901 CO EBT DELTA CO DSS,298,,2391,,2689,,183,,1016,,1199,,349105
0803102 CO EBT DENVER,9793,,55960,,65753,,5920,,25269,,31189,,9581642
0803301 CO EBT DOLORES CO DSS,9,,85,,94,,5,,38,,43,,12439
0803501 CO EBT DOUGLAS,331,,3548,,3879,,200,,1332,,1532,,533287
0803701 CO EBT EAGLE CO DSS,59,,912,,971,,34,,415,,449,,143783
0803901 CO EBT ELBERT CO DSS,74,,844,,918,,34,,293,,327,,125701
0804101 CO EBT EL PASO CO DSS,5921,,43457,,49378,,2707,,18063,,20770,,6968339
0804301 CO EBT FREMONT CO DSS,740,,2858,,3598,,355,,1204,,1559,,462257
0804501 CO EBT GARFIELD CO DSS,403,,2456,,2859,,188,,1114,,1302,,410477
0804701 CO EBT GILPIN,53,,238,,291,,22,,113,,135,,42740
0804901 CO EBT GRAND,40,,357,,397,,25,,136,,161,,53521
0805101 CO EBT GUNN HINSDALE CO DSS,65,,492,,557,,31,,252,,283,,81293
0805301 CO EBT HINSDALE,0,,21,,21,,0,,9,,9,,2899
0805501 CO EBT HUERFANO CO DSS,127,,1049,,1176,,105,,462,,567,,153271
0805701 CO EBT JACKSON,6,,94,,100,,4,,31,,35,,11712
0805901 CO EBT JEFFERSON CO DSS,2501,,18959,,21460,,1304,,7876,,9180,,3015678
0806101 CO EBT KIOWA CO DSS,24,,95,,119,,7,,36,,43,,14211
0806301 CO EBT KIT CARSON CO DSS,52,,403,,455,,24,,165,,189,,54036
0806501 CO EBT LAKE CO DSS,44,,423,,467,,21,,156,,177,,62841
0806701 CO EBT LA PLATA CO DSS,187,,2614,,2801,,140,,1118,,1258,,381588
0806901 CO EBT LARIMER CO DSS,2760,,14593,,17353,,1322,,6158,,7480,,2463186
0807101 CO EBT LAS ANIMAS CO DSS,234,,1886,,2120,,185,,841,,1026,,281142
0807301 CO EBT LINCOLN CO DSS,40,,336,,376,,23,,139,,162,,47775
0807501 CO EBT LOGAN CO DSS,341,,1406,,1747,,144,,663,,807,,224518
0807701 CO EBT MESA CO DSS,1072,,10255,,11327,,629,,4264,,4893,,1618810
0807901 CO EBT MINERAL,0,,12,,12,,0,,4,,4,,1627
0808101 CO EBT MOFFAT CO DSS,125,,1036,,1161,,60,,467,,527,,164128
0808301 CO EBT MONTEZUMA CO DSS,330,,2255,,2585,,157,,838,,995,,328420
0808501 CO EBT MONTROSE CO DSS,544,,3925,,4469,,280,,1636,,1916,,583468
0808701 CO EBT MORGAN CO DSS,432,,1806,,2238,,178,,698,,876,,295631
0808901 CO EBT OTERO CO DSS,401,,2634,,3035,,276,,1064,,1340,,373398
0809101 CO EBT OURAY CO DSS,16,,166,,182,,10,,79,,89,,22711
0809301 CO EBT PARK CO DSS,66,,773,,839,,40,,328,,368,,118775
0809501 CO EBT PHILLIPS CO DSS,25,,235,,260,,19,,98,,117,,30947
0809701 CO EBT PITKIN,4,,96,,100,,4,,71,,75,,16188
0809901 CO EBT PROWERS CO DSS,327,,1690,,2017,,157,,698,,855,,252283
0810101 CO EBT PUEBLO CO DSS,3303,,23548,,26851,,2066,,9918,,11984,,3680533
0810301 CO EBT RIO BLANCO CO DSS,33,,335,,368,,14,,130,,144,,50150
0810501 CO EBT RIO GRANDE CO DSS,339,,1887,,2226,,186,,841,,1027,,280929
0810701 CO EBT ROUTT CO DSS,34,,363,,397,,18,,210,,228,,55947
0810901 CO EBT SAGUACHE CO DSS,154,,777,,931,,87,,345,,432,,115515
0811101 CO EBT SAN JUAN CO DSS,1,,54,,55,,1,,24,,25,,7930
0811301 CO EBT SAN MIGUEL CO DSS,20,,135,,155,,11,,72,,83,,19401
0811501 CO EBT SEDGWICK CO DSS,18,,123,,141,,12,,59,,71,,15707
0811701 CO EBT SUMMIT CO DSS,29,,627,,656,,21,,344,,365,,101266
0811901 CO EBT TELLER CO DSS,254,,1339,,1593,,117,,550,,667,,221718
0812101 CO EBT WASHINGTON CO DSS,35,,199,,234,,17,,75,,92,,26400
0812301 CO EBT WELD CO DSS,1734,,15858,,17592,,829,,5698,,6527,,2442361
0812501 CO EBT YUMA CO DSS,111,,572,,683,,62,,244,,306,,82933
0812701 CO EBT ADAMS CO DSS,2571,,32225,,34796,,1295,,12181,,13476,,4964880
0812901 CO EBT ARAPAHO CO. DSS,3715,,28792,,32507,,2145,,11355,,13500,,4649365
0813101 CO EBT BROOMFIELD,195,,1492,,1687,,110,,571,,681,,2200803
0900002 CT EBT DEPT. OF SOCIAL SERVICES,63375,,210170,,273545,,43169,,104637,,147806,,40657082
1000112 DE EBT KENT,24213,,12,,24225,,10670,,5,,10675,,3014454
1000235 DE EBT NEW CASTLE,50018,,55,,50073,,22982,,17,,22999,,6480448
1000316 DE EBT SUSSEX CO.,24026,,22,,24048,,10034,,9,,10043,,3004943
1100161 DC EBT D.C. Treasury,29264,,77912,,107176,,15404,,43755,,59159,,14816738
1200101 FL EBT ALACHUA CO DFS,2476,,23148,,25624,,2018,,10946,,12964,,3467522
