NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,11:51 AM,,,,,
Jan 2007,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0112101 AL EBT TALLADEGA CO FS OFF,3233,,8085,,11318,,971,,3731,,4702,,1023702
0112301 AL EBT TALLAPOOSA CO FS OFF,1379,,4061,,5440,,399,,1744,,2143,,487415
0112501 AL EBT TUSCALOOSA CO FS OFF,5081,,11011,,16092,,1501,,5146,,6647,,1394924
0112701 AL EBT WALKER CO FS OFF,1706,,5452,,7158,,486,,2247,,2733,,668464
0112901 AL EBT WASHINGTON CO F S OFC,649,,2217,,2866,,173,,936,,1109,,254960
0113101 AL EBT WILCOX CO FS OFF,1624,,3005,,4629,,433,,1478,,1911,,413193
0113301 AL EBT WINSTON CO FS OFF,799,,1976,,2775,,243,,850,,1093,,230982
0211005 AK EBT ALASKA,11077,,45117,,56194,,4517,,16901,,21418,,7208295
0400101 AZ EBT APACHE,483,,20789,,21272,,133,,6746,,6879,,1965812
0400301 AZ EBT COCHISE,2593,,12204,,14797,,823,,5677,,6500,,1410899
0400301 AZ WRI COCHISE,0,,0,,0,,0,,0,,0,,0
0400501 AZ EBT COCONINO,586,,13650,,14236,,186,,4895,,5081,,1340448
0400701 AZ EBT GILA,2313,,5793,,8106,,633,,2778,,3411,,812058
0400901 AZ EBT GRAHAM,1024,,3879,,4903,,316,,1721,,2037,,453869
0401101 AZ EBT GREENLEE,128,,474,,602,,39,,239,,278,,56526
0401301 AZ EBT MARICOPA,54784,,208412,,263196,,16731,,90848,,107579,,26632867
0401501 AZ EBT MOHAVE,3202,,19196,,22398,,1043,,8885,,9928,,2218899
0401701 AZ EBT NAVAJO,3861,,18400,,22261,,1073,,6849,,7922,,2096339
0401901 AZ EBT PIMA,17884,,72547,,90431,,5689,,33443,,39132,,8938845
0402101 AZ EBT PINAL,5041,,20915,,25956,,1410,,8869,,10279,,2590826
0402301 AZ EBT SANTA CRUZ,725,,5740,,6465,,225,,2194,,2419,,560663
0402501 AZ EBT YAVAPAI,1249,,10928,,12177,,424,,5637,,6061,,1188372
0402701 AZ EBT YUMA,3206,,21307,,24513,,961,,8091,,9052,,2215571
0402901 AZ EBT LA PAZ CO DES,702,,2166,,2868,,207,,1080,,1287,,291995
0500101 AR EBT ARKANSAS COUNTY,222,,3412,,3634,,68,,1576,,1644,,338095
0500301 AR EBT ASHLEY COUNTY,277,,4345,,4622,,90,,2017,,2107,,425918
0500501 AR EBT BAXTER COUNTY,227,,4087,,4314,,80,,1775,,1855,,359933
0500701 AR EBT BENTON COUNTY,213,,11641,,11854,,66,,4162,,4228,,1114437
0500901 AR EBT BOONE COUNTY,283,,3928,,4211,,89,,1543,,1632,,350587
0501101 AR EBT BRADLEY COUNTY,200,,2062,,2262,,62,,1058,,1120,,203544
0501301 AR EBT CALHOUN COUNTY,96,,543,,639,,28,,257,,285,,49801
0501501 AR EBT CARROLL COUNTY,54,,2396,,2450,,16,,991,,1007,,200321
0501701 AR EBT CHICOT COUNTY,267,,3386,,3653,,84,,1613,,1697,,322847
0501901 AR EBT CLARK COUNTY,99,,2775,,2874,,33,,1327,,1360,,264108
0502101 AR EBT CLAY COUNTY,168,,1759,,1927,,49,,641,,690,,155391
0502301 AR EBT CLEBURNE COUNTY,88,,2560,,2648,,27,,1042,,1069,,214312
0502501 AR EBT CLEVELAND COUNTY,126,,1436,,1562,,37,,602,,639,,144954
0502701 AR EBT COLUMBIA COUNTY,293,,5003,,5296,,82,,2427,,2509,,490971
0502901 AR EBT CONWAY COUNTY,52,,3253,,3305,,15,,1434,,1449,,288748
0503101 AR EBT CRAIGHEAD COUNTY,788,,11213,,12001,,220,,4168,,4388,,1146579
0503301 AR EBT CRAWFORD COUNTY,318,,7236,,7554,,98,,2652,,2750,,649881
0503501 AR EBT CRITTENDEN COUNTY,987,,11240,,12227,,262,,4116,,4378,,1162374
0503701 AR EBT CROSS COUNTY,162,,2752,,2914,,46,,1046,,1092,,254131
0503901 AR EBT DALLAS COUNTY,191,,1291,,1482,,54,,655,,709,,122509
0504101 AR EBT DESHA COUNTY,290,,3373,,3663,,87,,1528,,1615,,343096
0504301 AR EBT DREW COUNTY,210,,3431,,3641,,69,,1615,,1684,,350149
0504501 AR EBT FAULKNER COUNTY,428,,8173,,8601,,126,,3339,,3465,,790668
0504701 AR EBT FRANKLIN COUNTY,101,,2608,,2709,,26,,1078,,1104,,241876
0504901 AR EBT FULTON COUNTY,133,,1613,,1746,,39,,621,,660,,142271
0505101 AR EBT GARLAND COUNTY,541,,10089,,10630,,169,,4342,,4511,,962503
0505301 AR EBT GRANT COUNTY,59,,1548,,1607,,18,,649,,667,,145029
0505501 AR EBT GREENE COUNTY,266,,4919,,5185,,79,,1823,,1902,,454895
0505701 AR EBT HEMPSTEAD COUNTY,304,,3785,,4089,,93,,1608,,1701,,356942
0505901 AR EBT HOT SPRING COUNTY,80,,4111,,4191,,26,,1711,,1737,,372705
0506101 AR EBT HOWARD COUNTY,53,,1600,,1653,,15,,721,,736,,142570
0506301 AR EBT INDEPENDENCE COUNTY,241,,4274,,4515,,68,,1590,,1658,,398201
0506501 AR EBT IZARD COUNTY,61,,1522,,1583,,17,,578,,595,,140996
0506701 AR EBT JACKSON COUNTY,275,,2993,,3268,,79,,1194,,1273,,297361
0506901 AR EBT JEFFERSON COUNTY,1858,,16398,,18256,,568,,7784,,8352,,1819148
0507101 AR EBT JOHNSON COUNTY,43,,3095,,3138,,13,,1219,,1232,,254653
0507301 AR EBT LAFAYETTE COUNTY,149,,1592,,1741,,43,,737,,780,,143755
0507501 AR EBT LAWRENCE COUNTY,113,,2689,,2802,,35,,979,,1014,,236702
0507701 AR EBT LEE COUNTY,342,,2848,,3190,,107,,1404,,1511,,288642
0507901 AR EBT LINCOLN COUNTY,253,,2104,,2357,,76,,911,,987,,213926
0508101 AR EBT LITTLE RIVER COUNTY,94,,1855,,1949,,27,,825,,852,,166554
0508301 AR EBT LOGAN COUNTY,277,,3385,,3662,,76,,1397,,1473,,316257
0508501 AR EBT LONOKE COUNTY,156,,5456,,5612,,48,,2069,,2117,,491929
0508701 AR EBT MADISON COUNTY,36,,1814,,1850,,11,,655,,666,,152694
0508901 AR EBT MARION COUNTY,127,,2031,,2158,,36,,886,,922,,185459
0509101 AR EBT MILLER COUNTY,626,,6069,,6695,,198,,2626,,2824,,623845
0509301 AR EBT MISSISSIPPI COUNTY,833,,9067,,9900,,232,,3326,,3558,,866164
0509501 AR EBT MONROE COUNTY,136,,2053,,2189,,38,,975,,1013,,194278
0509701 AR EBT MONTGOMERY COUNTY,46,,1051,,1097,,15,,420,,435,,94270
0509901 AR EBT NEVADA COUNTY,67,,1477,,1544,,21,,648,,669,,129373
0510101 AR EBT NEWTON COUNTY,63,,1404,,1467,,20,,620,,640,,116783
0510301 AR EBT OUACHITA COUNTY,383,,4771,,5154,,113,,2206,,2319,,459627
0510501 AR EBT PERRY COUNTY,69,,1252,,1321,,20,,482,,502,,115921
0510701 AR EBT PHILLIPS COUNTY,1196,,7717,,8913,,329,,3340,,3669,,826562
0510901 AR EBT PIKE COUNTY,26,,1291,,1317,,9,,504,,513,,111373
0511101 AR EBT POINSETT COUNTY,422,,4933,,5355,,125,,1921,,2046,,488017
0511301 AR EBT POLK COUNTY,100,,2980,,3080,,29,,1122,,1151,,257160
0511501 AR EBT POPE COUNTY,132,,6179,,6311,,47,,2464,,2511,,548175
0511701 AR EBT PRAIRIE COUNTY,26,,1170,,1196,,7,,533,,540,,105368
0511901 AR EBT PULASKI COUNTY,6057,,41699,,47756,,1876,,17793,,19669,,4736771
0512101 AR EBT RANDOLPH COUNTY,165,,2890,,3055,,50,,1126,,1176,,253830
0512301 AR EBT SAINT FRANCIS COUNTY,951,,6573,,7524,,279,,2958,,3237,,714045
0512501 AR EBT SALINE COUNTY,204,,7307,,7511,,62,,2899,,2961,,703084
0512701 AR EBT SCOTT COUNTY,141,,2133,,2274,,39,,800,,839,,193578
0512901 AR EBT SEARCY COUNTY,47,,1256,,1303,,11,,549,,560,,104486
0513101 AR EBT SEBASTIAN COUNTY,429,,14773,,15202,,135,,6083,,6218,,1392866
0513301 AR EBT SEVIER COUNTY,110,,2528,,2638,,36,,1063,,1099,,233734
0513501 AR EBT SHARP COUNTY,134,,2319,,2453,,42,,901,,943,,206440
0513701 AR EBT STONE COUNTY,56,,1740,,1796,,17,,719,,736,,135422
0513901 AR EBT UNION COUNTY,737,,6918,,7655,,225,,3138,,3363,,711805
0514101 AR EBT VAN BUREN COUNTY,53,,2514,,2567,,17,,1048,,1065,,219290
0514301 AR EBT WASHINGTON COUNTY,511,,14217,,14728,,162,,5583,,5745,,1385475
0514501 AR EBT WHITE COUNTY,309,,8173,,8482,,95,,3253,,3348,,767629
0514701 AR EBT WOODRUFF COUNTY,168,,1611,,1779,,46,,831,,877,,156615
0514901 AR EBT YELL COUNTY,30,,2222,,2252,,11,,889,,900,,173092
0515992 AR EBT 92-1 Field Operations,4,,4569,,4573,,2,,4210,,4212,,197055
0515996 AR EBT 96-1 Field Operations,0,,1229,,1229,,0,,1162,,1162,,69056
0600105 CA EBT ALAMEDA COUNTY DSS,59669,,24473,,84142,,23271,,9498,,32769,,7371519
0600302 CA EBT ALPINE COUNTY DSS,14,,88,,102,,6,,37,,43,,9393
0600501 CA EBT AMADOR COUNTY DSS,334,,855,,1189,,133,,402,,535,,128856
0600702 CA EBT BUTTE COUNTY DSS,4954,,13405,,18359,,1883,,5845,,7728,,1887982
0600901 CA EBT CALAVERAS CO DSW,542,,1258,,1800,,202,,613,,815,,191988
0601101 CA EBT COLUSA COUNTY DSW,241,,1116,,1357,,75,,423,,498,,118394
0601302 CA EBT CONTRA COSTA COUNTY DSS,12475,,19814,,32289,,5164,,8646,,13810,,3479280
0601501 CA EBT DEL NORTE CO DSW,1308,,2662,,3970,,448,,1295,,1743,,413095
0601704 CA EBT EL DORADO COUNTY DSS,1407,,2989,,4396,,540,,1432,,1972,,474195
0601904 CA EBT FRESNO COUNTY DSW,43055,,84422,,127477,,15239,,28520,,43759,,12831334
0602102 CA EBT GLENN CO WELFARE DEPT,593,,1709,,2302,,208,,648,,856,,218070
0602303 CA EBT HUMBOLDT CO DSW,2914,,7445,,10359,,1113,,3707,,4820,,1101668
0602501 CA EBT IMPERIAL CO DSW,4483,,13486,,17969,,1498,,4925,,6423,,1830560
0602701 CA EBT INYO COUNTY WELF DEPT,214,,735,,949,,78,,363,,441,,91505
0602902 CA EBT KERN,17091,,61829,,78920,,6094,,22256,,28350,,7962704
0603101 CA EBT KINGS COUNTY DPW,2948,,10738,,13686,,1047,,4311,,5358,,1336295
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1597,,3637,,5234,,851,,1396,,2247,,546777
0603501 CA EBT LASSEN CO DSW,768,,1428,,2196,,267,,632,,899,,233733
0603720 CA EBT LOS ANGELES COUNTY DPSS,171740,,450128,,621868,,75757,,194779,,270536,,62645586
0603902 CA EBT MADERA CO DSW,2815,,11717,,14532,,972,,4461,,5433,,1473841
0604102 CA EBT MARIN COUNTY DSW,1048,,3328,,4376,,449,,2027,,2476,,479779
0604301 CA EBT MARIPOSA CO DSW,212,,641,,853,,77,,307,,384,,90857
0604501 CA EBT MENDOCINO CO WELF DEPT,1750,,5320,,7070,,673,,2915,,3588,,842379
0604701 CA EBT MERCED CO DPW,12113,,18298,,30411,,4337,,6517,,10854,,3013154
0604901 CA EBT MODOC COUNTY DSS,263,,483,,746,,92,,213,,305,,73571
0605101 CA EBT MONO CO WELFARE DEPT,29,,201,,230,,12,,121,,133,,26377
0605302 CA EBT MONTEREY CO DSW,4638,,13591,,18229,,1752,,5650,,7402,,1947172
0605502 CA EBT NAPA CO WELFARE DEPT,562,,2098,,2660,,229,,928,,1157,,279185
0605701 CA EBT NEVADA CO DPSS,758,,1698,,2456,,290,,842,,1132,,259344
0605903 CA EBT ORANGE CO DSW,22875,,56123,,78998,,8706,,21586,,30292,,7755414
0606101 CA EBT PLACER CO WELFARE DEPT,2512,,4466,,6978,,937,,1908,,2845,,696952
0606301 CA EBT PLUMAS COUNTY DSS,218,,463,,681,,86,,199,,285,,68018
0606503 CA EBT RIVERSIDE COUNTY DSS,32016,,52527,,84543,,11562,,17863,,29425,,8249797
0606703 CA EBT SACRAMENTO CO DSW,43805,,72798,,116603,,16525,,28269,,44794,,12627242
0606902 CA EBT SAN BENITO COUNTY DSS,965,,2174,,3139,,332,,985,,1317,,322987
0607105 CA EBT SAN BRNDINO CO DPSS AU,49710,,88683,,138393,,18009,,30228,,48237,,14034841
0607301 CA EBT SAN DIEGO CO DSS,38643,,50494,,89137,,14400,,19009,,33409,,8946603
0607502 CA EBT SAN FRANCISCO COUNTY DSS,7379,,22701,,30080,,3210,,15890,,19100,,3284716
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,15740,,39385,,55125,,5704,,14467,,20171,,5695004
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,2615,,5235,,7850,,1088,,2505,,3593,,793087
0608103 CA EBT SAN MATEO COUNTY DSS,3399,,5078,,8477,,1427,,2321,,3748,,859508
0608304 CA EBT SANTA BARBARA CO DSW,6464,,11788,,18252,,3387,,4285,,7672,,1878157
0608502 CA EBT SANTA CLARA COUNTY DSS,21989,,37125,,59114,,8981,,16514,,25495,,6111357
0608702 CA EBT SANTA CRUZ CO DSW,3478,,7960,,11438,,1490,,3826,,5316,,1238584
0608901 CA EBT SHASTA CO DSW,3750,,9683,,13433,,1514,,4322,,5836,,1384488
0609101 CA EBT SIERRA CO HUMAN SVCS,48,,100,,148,,19,,53,,72,,16801
0609301 CA EBT SISKIYOU CO DSW,1199,,2627,,3826,,460,,1165,,1625,,393828
0609502 CA EBT SOLANO CO DSW,8663,,11691,,20354,,3441,,5226,,8667,,2161210
0609701 CA EBT SONOMA CO DSW,4292,,8930,,13222,,1848,,4521,,6369,,1382840
0609902 CA EBT STANISLAUS CO. DSS,14655,,25409,,40064,,5717,,9871,,15588,,4138037
0610101 CA EBT SUTTER CO WELF DEPT,1454,,4724,,6178,,521,,1850,,2371,,616835
0610301 CA EBT TEHAMA CO DSW,1610,,3730,,5340,,586,,1540,,2126,,545518
0610501 CA EBT TRINITY CO DSW,271,,767,,1038,,104,,329,,433,,107533
0610704 CA EBT TULARE COUNTY DSS,21357,,39540,,60897,,7899,,15319,,23218,,6324869
0610901 CA EBT TUOLUMNE CO WELF DEPT,1242,,1771,,3013,,460,,827,,1287,,284924
0611101 CA EBT VENTURA CO.,9358,,19997,,29355,,3680,,8708,,12388,,3063801
0611301 CA EBT YOLO CO DSW,3102,,5853,,8955,,1206,,2531,,3737,,963983
0611501 CA EBT YUBA CO WELFARE DEPT,2256,,6116,,8372,,774,,2435,,3209,,864753
0800301 CO EBT ALAMOSA CO DSS,617,,1925,,2542,,322,,871,,1193,,243214
0800701 CO EBT ARCHULETA CO DSS,56,,450,,506,,36,,183,,219,,49684
0800901 CO EBT BACA CO DSS,49,,293,,342,,26,,114,,140,,29373
0801101 CO EBT BENT CO DSS,159,,623,,782,,82,,284,,366,,74497
0801301 CO EBT BOULDER CO DSS,1386,,6814,,8200,,744,,3124,,3868,,849180
0801501 CO EBT CHAFFEE CO DSS,110,,653,,763,,82,,304,,386,,69105
0801701 CO EBT CHEYENNE CO DSS,10,,77,,87,,7,,34,,41,,9270
0801901 CO EBT CLEAR CREEK,93,,226,,319,,48,,121,,169,,35650
0802101 CO EBT CONEJOS CO DSS,232,,1225,,1457,,146,,472,,618,,125810
0802301 CO EBT COSTILLA CO DSS,178,,554,,732,,110,,254,,364,,73615
0802501 CO EBT CROWLEY CO DSS,124,,484,,608,,74,,195,,269,,50522
0802701 CO EBT CUSTER CO DSS,19,,145,,164,,15,,66,,81,,20012
0802901 CO EBT DELTA CO DSS,276,,1924,,2200,,170,,797,,967,,222514
0803102 CO EBT DENVER,7309,,39185,,46494,,4469,,16825,,21294,,5196020
0803301 CO EBT DOLORES CO DSS,8,,68,,76,,6,,32,,38,,7880
0803501 CO EBT DOUGLAS,195,,1800,,1995,,128,,692,,820,,203494
0803701 CO EBT EAGLE CO DSS,60,,295,,355,,28,,129,,157,,35941
0803901 CO EBT ELBERT CO DSS,63,,464,,527,,25,,157,,182,,54185
0804101 CO EBT EL PASO CO DSS,5281,,29696,,34977,,2523,,11700,,14223,,3899444
0804301 CO EBT FREMONT CO DSS,611,,2286,,2897,,314,,962,,1276,,269490
0804501 CO EBT GARFIELD CO DSS,202,,1019,,1221,,112,,411,,523,,124272
0804701 CO EBT GILPIN,18,,110,,128,,8,,53,,61,,12806
0804901 CO EBT GRAND,14,,208,,222,,10,,81,,91,,22466
0805101 CO EBT GUNN HINSDALE CO DSS,43,,317,,360,,24,,148,,172,,35762
0805301 CO EBT HINSDALE,1,,11,,12,,1,,6,,7,,1404
0805501 CO EBT HUERFANO CO DSS,172,,827,,999,,104,,379,,483,,97321
0805701 CO EBT JACKSON,4,,76,,80,,2,,25,,27,,7332
0805901 CO EBT JEFFERSON CO DSS,2603,,12280,,14883,,1237,,4881,,6118,,1597643
0806101 CO EBT KIOWA CO DSS,21,,86,,107,,8,,34,,42,,9446
0806301 CO EBT KIT CARSON CO DSS,27,,385,,412,,16,,161,,177,,32704
0806501 CO EBT LAKE CO DSS,30,,201,,231,,17,,82,,99,,25071
0806701 CO EBT LA PLATA CO DSS,202,,1797,,1999,,140,,746,,886,,190833
0806901 CO EBT LARIMER CO DSS,2531,,9942,,12473,,1149,,4132,,5281,,1325628
0807101 CO EBT LAS ANIMAS CO DSS,261,,1251,,1512,,181,,551,,732,,132997
0807301 CO EBT LINCOLN CO DSS,84,,301,,385,,32,,119,,151,,39880
0807501 CO EBT LOGAN CO DSS,279,,1218,,1497,,127,,567,,694,,133422
0807701 CO EBT MESA CO DSS,1256,,7994,,9250,,666,,3326,,3992,,928257
0807901 CO EBT MINERAL,4,,17,,21,,2,,9,,11,,1861
0808101 CO EBT MOFFAT CO DSS,113,,691,,804,,61,,324,,385,,79829
0808301 CO EBT MONTEZUMA CO DSS,201,,1770,,1971,,108,,649,,757,,184026
0808501 CO EBT MONTROSE CO DSS,375,,2170,,2545,,206,,919,,1125,,243911
0808701 CO EBT MORGAN CO DSS,433,,1322,,1755,,182,,508,,690,,161901
0808901 CO EBT OTERO CO DSS,459,,2525,,2984,,304,,963,,1267,,270426
0809101 CO EBT OURAY CO DSS,11,,91,,102,,11,,43,,54,,10712
0809301 CO EBT PARK CO DSS,79,,519,,598,,42,,202,,244,,65247
0809501 CO EBT PHILLIPS CO DSS,28,,193,,221,,16,,80,,96,,19810
0809701 CO EBT PITKIN,10,,32,,42,,6,,21,,27,,3212
0809901 CO EBT PROWERS CO DSS,322,,1444,,1766,,167,,572,,739,,166058
0810101 CO EBT PUEBLO CO DSS,2677,,20958,,23635,,1810,,8390,,10200,,2460541
0810301 CO EBT RIO BLANCO CO DSS,18,,209,,227,,8,,78,,86,,25929
0810501 CO EBT RIO GRANDE CO DSS,335,,1817,,2152,,189,,706,,895,,210549
0810701 CO EBT ROUTT CO DSS,12,,196,,208,,12,,99,,111,,16970
0810901 CO EBT SAGUACHE CO DSS,155,,837,,992,,87,,329,,416,,81764
0811101 CO EBT SAN JUAN CO DSS,8,,18,,26,,3,,13,,16,,3306
0811301 CO EBT SAN MIGUEL CO DSS,14,,95,,109,,10,,40,,50,,9184
0811501 CO EBT SEDGWICK CO DSS,16,,87,,103,,12,,37,,49,,8416
0811701 CO EBT SUMMIT CO DSS,22,,258,,280,,16,,134,,150,,28101
0811901 CO EBT TELLER CO DSS,133,,827,,960,,81,,366,,447,,100690
0812101 CO EBT WASHINGTON CO DSS,25,,181,,206,,14,,71,,85,,17786
0812301 CO EBT WELD CO DSS,1141,,9293,,10434,,558,,3264,,3822,,1082670
0812501 CO EBT YUMA CO DSS,72,,445,,517,,41,,201,,242,,44871
0812701 CO EBT ADAMS CO DSS,1796,,22724,,24520,,1015,,8322,,9337,,2599981
0812901 CO EBT ARAPAHO CO. DSS,4592,,19189,,23781,,2203,,7477,,9680,,2684854
0813101 CO EBT BROOMFIELD,125,,980,,1105,,81,,406,,487,,110796
0900002 CT EBT DEPT. OF SOCIAL SERVICES,60791,,150669,,211460,,39771,,72508,,112279,,20603008
1000112 DE EBT KENT,15807,,44,,15851,,6924,,18,,6942,,1410902
1000235 DE EBT NEW CASTLE,35849,,74,,35923,,15697,,30,,15727,,3400524
1000316 DE EBT SUSSEX CO.,14678,,44,,14722,,6114,,16,,6130,,1345376
1100161 DC EBT D.C. Treasury,23099,,60936,,84035,,11302,,32441,,43743,,8117102
1200101 FL EBT ALACHUA CO DFS,2590,,17903,,20493,,1736,,8220,,9956,,1997794
1200301 FL EBT BAKER CO SERVICE CENTE,284,,2093,,2377,,185,,845,,1030,,220148
1200501 FL EBT BAY CO DFS,1570,,11563,,13133,,1123,,4921,,6044,,1178368
1200701 FL EBT BRADFORD CO DFS,468,,3772,,4240,,319,,1574,,1893,,384504
