NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:33 PM,,,,,
Jan 1990,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0106101 AL FSP GENEVA CO FS OFF,1593,,1425,,3018,,474,,735,,1209,,166627
0106301 AL FSP GREENE CO FS OFF,2152,,1381,,3533,,539,,667,,1206,,196000
0106501 AL FSP HALE CO FS OFF,1943,,2362,,4305,,442,,900,,1342,,234560
0106701 AL FSP HENRY CO FS OFF,1286,,917,,2203,,412,,525,,937,,117780
0106901 AL FSP HOUSTON CO FS OFF,3933,,4697,,8630,,1083,,2038,,3121,,493420
0107101 AL FSP JACKSON CO FS OFF,2028,,2563,,4591,,642,,1242,,1884,,246858
0107301 AL FSP JEFFERSON CO FS OFF,31637,,30309,,61946,,8684,,14015,,22699,,4009578
0107501 AL FSP LAMAR CO FS OFF,849,,646,,1495,,305,,390,,695,,78334
0107701 AL FSP LAUDERDALE CO FS OFF,2799,,3221,,6020,,841,,1487,,2328,,341241
0107901 AL FSP LAWRENCE CO FS OFF,1822,,1825,,3647,,499,,832,,1331,,198710
0108101 AL FSP LEE CO FOOD STAMP OFF,2743,,3299,,6042,,813,,1464,,2277,,362951
0108301 AL FSP LIMESTONE CO FS OFF,1687,,2202,,3889,,507,,977,,1484,,208391
0108501 AL FSP LOWNDES CO FS OFF,2203,,1806,,4009,,456,,671,,1127,,234045
0108701 AL FSP MACON CO FS OFF,3280,,2853,,6133,,908,,1477,,2385,,389984
0108901 AL FSP MADISON CO FS OFF,7324,,8294,,15618,,2205,,3941,,6146,,983020
0109101 AL FSP MARENGO CO FS OFC,2855,,2357,,5212,,653,,1029,,1682,,286453
0109301 AL FSP MARION CO FS OFF,1764,,1456,,3220,,613,,805,,1418,,169866
0109501 AL FSP MARSHALL CO FS OFF,3559,,2706,,6265,,1151,,1472,,2623,,351919
0109701 AL FSP MOBILE CO FS OFF,25366,,33095,,58461,,6584,,13760,,20344,,3920734
0109901 AL FSP MONROE CO FS OFF,1881,,2184,,4065,,412,,841,,1253,,221512
0110101 AL FSP MONTGOMERY CO FS OFF,14517,,14135,,28652,,3642,,6225,,9867,,1846547
0110301 AL FSP MORGAN CO FS OFF,2989,,3179,,6168,,897,,1429,,2326,,351272
0110501 AL FSP PERRY CO FS OFF,2587,,2278,,4865,,582,,1012,,1594,,283733
0110701 AL FSP PICKENS CO FS OFF,1957,,1676,,3633,,474,,683,,1157,,189493
0110901 AL FSP PIKE CO FOOD STAMP OFC,2882,,2092,,4974,,857,,1100,,1957,,267337
0111101 AL FSP RANDOLPH CO FSO,1153,,1044,,2197,,328,,503,,831,,119988
0111301 AL FSP RUSSELL CO FS OFF,2722,,3116,,5838,,775,,1350,,2125,,345006
0111501 AL FSP ST CLAIR CO FS OFF,1377,,2435,,3812,,353,,976,,1329,,223492
0111701 AL FSP SHELBY CO FS OFF,1589,,2113,,3702,,470,,908,,1378,,213409
0111901 AL FSP SUMTER CO FS OFF,3026,,1846,,4872,,753,,955,,1708,,283826
0112101 AL FSP TALLADEGA CO FS OFF,5155,,5101,,10256,,1359,,2302,,3661,,603447
0112301 AL FSP TALLAPOOSA CO FS OFF,1994,,2030,,4024,,570,,992,,1562,,223436
0112501 AL FSP TUSCALOOSA CO FS OFF,7877,,8448,,16325,,2152,,3891,,6043,,997108
0112701 AL FSP WALKER CO FS OFF,3042,,2991,,6033,,849,,1393,,2242,,359810
0112901 AL FSP WASHINGTON CO F S OFC,1569,,1387,,2956,,420,,673,,1093,,174454
0113101 AL FSP WILCOX CO FS OFF,3426,,2109,,5535,,708,,1068,,1776,,312727
0113301 AL FSP WINSTON CO FS OFF,777,,1124,,1901,,263,,515,,778,,99374
0211005 AK FSP ALASKA,8380,,10458,,18838,,3198,,3498,,6696,,1535592
0400101 AZ FSP APACHE,6574,,11765,,18339,,1568,,3088,,4656,,1096811
0400301 AZ FSP COCHISE,4401,,6612,,11013,,1328,,2498,,3826,,666455
0400501 AZ FSP COCONINO,3447,,6156,,9603,,964,,1889,,2853,,580254
0400701 AZ FSP GILA,2567,,4181,,6748,,685,,1532,,2217,,401652
0400901 AZ FSP GRAHAM,1689,,2831,,4520,,489,,1015,,1504,,261507
0401101 AZ FSP GREENLEE,391,,549,,940,,119,,228,,347,,56412
0401301 AZ FSP MARICOPA,67527,,70829,,138356,,20478,,30481,,50959,,8977958
0401501 AZ FSP MOHAVE,2008,,4509,,6517,,641,,1871,,2512,,428995
0401701 AZ FSP NAVAJO,4867,,8821,,13688,,1228,,2452,,3680,,849446
0401901 AZ FSP PIMA,23018,,32945,,55963,,6975,,13808,,20783,,3557165
0402101 AZ FSP PINAL,8100,,8833,,16933,,2187,,3312,,5499,,1014554
0402301 AZ FSP SANTA CRUZ,867,,2922,,3789,,224,,924,,1148,,208370
0402501 AZ FSP YAVAPAI,2311,,3951,,6262,,727,,1654,,2381,,379094
0402701 AZ FSP YUMA,3695,,7662,,11357,,1084,,2839,,3923,,686270
0402901 AZ FSP LA PAZ CO DES,503,,895,,1398,,140,,391,,531,,92043
0500101 AR FSP ARKANSAS COUNTY,582,,1763,,2345,,176,,711,,887,,128181
0500301 AR FSP ASHLEY COUNTY,607,,2424,,3031,,191,,863,,1054,,173849
0500501 AR FSP BAXTER COUNTY,70,,1656,,1726,,21,,611,,632,,91872
0500701 AR FSP BENTON COUNTY,409,,2921,,3330,,128,,1098,,1226,,177127
0500901 AR FSP BOONE COUNTY,272,,1766,,2038,,90,,709,,799,,103765
0501101 AR FSP BRADLEY COUNTY,435,,1238,,1673,,147,,505,,652,,94130
0501301 AR FSP CALHOUN COUNTY,103,,551,,654,,32,,215,,247,,32546
0501501 AR FSP CARROLL COUNTY,111,,829,,940,,34,,354,,388,,52954
0501701 AR FSP CHICOT COUNTY,1094,,3143,,4237,,293,,1071,,1364,,222212
0501901 AR FSP CLARK COUNTY,460,,1421,,1881,,147,,630,,777,,102459
0502101 AR FSP CLAY COUNTY,267,,1523,,1790,,83,,685,,768,,85705
0502301 AR FSP CLEBURNE COUNTY,150,,1019,,1169,,47,,413,,460,,64115
0502501 AR FSP CLEVELAND COUNTY,119,,730,,849,,37,,288,,325,,41108
0502701 AR FSP COLUMBIA COUNTY,946,,3041,,3987,,273,,1227,,1500,,223574
0502901 AR FSP CONWAY COUNTY,426,,1962,,2388,,131,,910,,1041,,127863
0503101 AR FSP CRAIGHEAD COUNTY,1224,,4210,,5434,,386,,1712,,2098,,302996
0503301 AR FSP CRAWFORD COUNTY,616,,2908,,3524,,199,,972,,1171,,191564
0503501 AR FSP CRITTENDEN COUNTY,1887,,7035,,8922,,496,,2157,,2653,,490771
0503701 AR FSP CROSS COUNTY,731,,2180,,2911,,337,,586,,923,,147345
0503901 AR FSP DALLAS COUNTY,203,,923,,1126,,56,,351,,407,,57992
0504101 AR FSP DESHA COUNTY,956,,2655,,3611,,265,,926,,1191,,196897
0504301 AR FSP DREW COUNTY,531,,1360,,1891,,172,,587,,759,,100892
0504501 AR FSP FAULKNER COUNTY,610,,1986,,2596,,185,,828,,1013,,155383
0504701 AR FSP FRANKLIN COUNTY,121,,1117,,1238,,44,,433,,477,,65246
0504901 AR FSP FULTON COUNTY,95,,1408,,1503,,28,,553,,581,,74557
0505101 AR FSP GARLAND COUNTY,1079,,4252,,5331,,332,,1736,,2068,,329619
0505301 AR FSP GRANT COUNTY,62,,633,,695,,20,,272,,292,,33898
0505501 AR FSP GREENE COUNTY,370,,2461,,2831,,118,,1032,,1150,,144743
0505701 AR FSP HEMPSTEAD COUNTY,633,,2196,,2829,,182,,915,,1097,,152133
0505901 AR FSP HOT SPRING COUNTY,508,,2066,,2574,,166,,838,,1004,,145642
0506101 AR FSP HOWARD COUNTY,35,,922,,957,,11,,365,,376,,48284
0506301 AR FSP INDEPENDENCE COUNTY,350,,2297,,2647,,116,,967,,1083,,124948
0506501 AR FSP IZARD COUNTY,120,,1123,,1243,,39,,486,,525,,62914
0506701 AR FSP JACKSON COUNTY,561,,1890,,2451,,176,,816,,992,,124958
0506901 AR FSP JEFFERSON COUNTY,4700,,10136,,14836,,1410,,4066,,5476,,881755
0507101 AR FSP JOHNSON COUNTY,240,,1427,,1667,,77,,567,,644,,86108
0507301 AR FSP LAFAYETTE COUNTY,448,,1309,,1757,,114,,496,,610,,99007
0507501 AR FSP LAWRENCE COUNTY,98,,2712,,2810,,39,,1104,,1143,,140813
0507701 AR FSP LEE COUNTY,1151,,3648,,4799,,322,,1273,,1595,,261613
0507901 AR FSP LINCOLN COUNTY,413,,1686,,2099,,108,,596,,704,,104605
0508101 AR FSP LITTLE RIVER COUNTY,167,,1018,,1185,,47,,428,,475,,61356
0508301 AR FSP LOGAN COUNTY,247,,1834,,2081,,86,,679,,765,,104164
0508501 AR FSP LONOKE COUNTY,423,,2040,,2463,,130,,764,,894,,125734
0508701 AR FSP MADISON COUNTY,104,,953,,1057,,35,,330,,365,,54349
0508901 AR FSP MARION COUNTY,177,,912,,1089,,58,,346,,404,,60461
0509101 AR FSP MILLER COUNTY,1377,,3129,,4506,,490,,1135,,1625,,274030
0509301 AR FSP MISSISSIPPI COUNTY,2318,,6929,,9247,,644,,2428,,3072,,500701
0509501 AR FSP MONROE COUNTY,639,,1887,,2526,,176,,727,,903,,133798
0509701 AR FSP MONTGOMERY COUNTY,14,,1072,,1086,,4,,401,,405,,62160
0509901 AR FSP NEVADA COUNTY,296,,787,,1083,,149,,275,,424,,56855
0510101 AR FSP NEWTON COUNTY,158,,1074,,1232,,80,,374,,454,,64338
0510301 AR FSP OUACHITA COUNTY,1133,,3001,,4134,,345,,1280,,1625,,223053
0510501 AR FSP PERRY COUNTY,74,,706,,780,,20,,262,,282,,38398
0510701 AR FSP PHILLIPS COUNTY,3459,,6996,,10455,,930,,2475,,3405,,583881
0510901 AR FSP PIKE COUNTY,57,,648,,705,,18,,296,,314,,33829
0511101 AR FSP POINSETT COUNTY,795,,3543,,4338,,235,,1427,,1662,,238937
0511301 AR FSP POLK COUNTY,217,,1352,,1569,,66,,521,,587,,80698
0511501 AR FSP POPE COUNTY,568,,3065,,3633,,187,,1200,,1387,,196694
0511701 AR FSP PRAIRIE COUNTY,63,,878,,941,,20,,329,,349,,44688
0511901 AR FSP PULASKI COUNTY,5477,,19855,,25332,,1559,,7191,,8750,,1513275
0512101 AR FSP RANDOLPH COUNTY,183,,1591,,1774,,61,,658,,719,,92963
0512301 AR FSP SAINT FRANCIS COUNTY,2418,,5900,,8318,,696,,2090,,2786,,462947
0512501 AR FSP SALINE COUNTY,419,,2194,,2613,,131,,860,,991,,138309
0512701 AR FSP SCOTT COUNTY,54,,1331,,1385,,19,,498,,517,,74621
0512901 AR FSP SEARCY COUNTY,33,,922,,955,,13,,394,,407,,45940
0513101 AR FSP SEBASTIAN COUNTY,784,,4481,,5265,,256,,1692,,1948,,311844
0513301 AR FSP SEVIER COUNTY,97,,979,,1076,,31,,389,,420,,56587
0513501 AR FSP SHARP COUNTY,244,,1392,,1636,,79,,570,,649,,85170
0513701 AR FSP STONE COUNTY,53,,1146,,1199,,19,,455,,474,,59399
0513901 AR FSP UNION COUNTY,1488,,3808,,5296,,455,,1571,,2026,,297163
0514101 AR FSP VAN BUREN COUNTY,172,,1600,,1772,,63,,634,,697,,96847
0514301 AR FSP WASHINGTON COUNTY,1200,,4228,,5428,,382,,1666,,2048,,297243
0514501 AR FSP WHITE COUNTY,565,,3601,,4166,,177,,1529,,1706,,223997
0514701 AR FSP WOODRUFF COUNTY,385,,1769,,2154,,109,,692,,801,,110344
0514901 AR FSP YELL COUNTY,208,,1228,,1436,,62,,534,,596,,70844
0600105 CA FSP ALAMEDA COUNTY DSS,60785,,28905,,89690,,22183,,10549,,32732,,3484809
0600302 CA FSP ALPINE COUNTY DSS,113,,66,,179,,33,,29,,62,,7093
0600501 CA FSP AMADOR COUNTY DSS,586,,281,,867,,165,,153,,318,,36665
0600702 CA FSP BUTTE COUNTY DSS,14671,,4319,,18990,,4426,,2293,,6719,,785828
0600901 CA FSP CALAVERAS CO DSW,1279,,890,,2169,,483,,395,,878,,97596
0601101 CA FSP COLUSA COUNTY DSW,621,,625,,1246,,200,,205,,405,,51397
0601302 CA FSP CONTRA COSTA COUNTY DSS,30123,,8034,,38157,,9997,,4536,,14533,,1559191
0601501 CA FSP DEL NORTE CO DSW,2323,,863,,3186,,654,,390,,1044,,128803
0601704 CA FSP EL DORADO COUNTY DSS,4019,,1274,,5293,,1333,,659,,1992,,242161
0601904 CA FSP FRESNO COUNTY DSW,90985,,26113,,117098,,23653,,9916,,33569,,4042358
0602102 CA FSP GLENN CO WELFARE DEPT,1708,,703,,2411,,475,,240,,715,,86750
0602303 CA FSP HUMBOLDT CO DSW,9743,,3118,,12861,,3073,,1775,,4848,,500146
0602501 CA FSP IMPERIAL CO DSW,8953,,4895,,13848,,2463,,1504,,3967,,594515
0602701 CA FSP INYO COUNTY WELF DEPT,879,,386,,1265,,268,,192,,460,,48460
0602902 CA FSP KERN,32005,,16075,,48080,,9791,,5857,,15648,,2002602
0603101 CA FSP KINGS COUNTY DPW,6688,,3820,,10508,,2021,,1294,,3315,,422936
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,4838,,1546,,6384,,1567,,746,,2313,,276510
0603501 CA FSP LASSEN CO DSW,1671,,575,,2246,,546,,265,,811,,99067
0603720 CA FSP LOS ANGELES COUNTY DPSS,431100,,136666,,567766,,142734,,79420,,222154,,25522328
0603902 CA FSP MADERA CO DSW,5308,,2669,,7977,,1642,,963,,2605,,319112
0604102 CA FSP MARIN COUNTY DSW,2801,,1620,,4421,,1044,,1156,,2200,,202956
0604301 CA FSP MARIPOSA CO DSW,696,,419,,1115,,243,,170,,413,,44195
0604501 CA FSP MENDOCINO CO WELF DEPT,5125,,2478,,7603,,1633,,1229,,2862,,317505
0604701 CA FSP MERCED CO DPW,20486,,4909,,25395,,5359,,1722,,7081,,1062075
0604901 CA FSP MODOC COUNTY DSS,816,,484,,1300,,238,,204,,442,,48841
0605101 CA FSP MONO CO WELFARE DEPT,124,,58,,182,,33,,22,,55,,6487
0605302 CA FSP MONTEREY CO DSW,11652,,6946,,18598,,3583,,2401,,5984,,833013
0605502 CA FSP NAPA CO WELFARE DEPT,2781,,945,,3726,,947,,475,,1422,,161852
0605701 CA FSP NEVADA CO DPSS,2054,,736,,2790,,690,,398,,1088,,120757
0605903 CA FSP ORANGE CO DSW,44183,,17753,,61936,,13771,,9493,,23264,,2531258
0606101 CA FSP PLACER CO WELFARE DEPT,4798,,1534,,6332,,1629,,743,,2372,,228143
0606301 CA FSP PLUMAS COUNTY DSS,930,,316,,1246,,288,,116,,404,,43146
0606503 CA FSP RIVERSIDE COUNTY DSS,43583,,8476,,52059,,13667,,3857,,17524,,2156310
0606703 CA FSP SACRAMENTO CO DSW,93533,,16172,,109705,,28584,,8366,,36950,,4340695
0606902 CA FSP SAN BENITO COUNTY DSS,1256,,1003,,2259,,390,,308,,698,,98297
0607105 CA FSP SAN BRNDINO CO DPSS AU,98269,,18850,,117119,,30222,,7432,,37654,,4812296
0607301 CA FSP SAN DIEGO CO DSS,105024,,21589,,126613,,34495,,10423,,44918,,5421172
0607502 CA FSP SAN FRANCISCO COUNTY DSS,27320,,14640,,41960,,8876,,10295,,19171,,1908056
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,49948,,8925,,58873,,13669,,3782,,17451,,2211837
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,4941,,2114,,7055,,1679,,877,,2556,,294989
0608103 CA FSP SAN MATEO COUNTY DSS,8056,,2788,,10844,,2781,,1521,,4302,,471680
0608304 CA FSP SANTA BARBARA CO DSW,9192,,5729,,14921,,2906,,2589,,5495,,687859
0608502 CA FSP SANTA CLARA COUNTY DSS,53342,,10562,,63904,,16643,,5777,,22420,,2525832
0608702 CA FSP SANTA CRUZ CO DSW,6050,,2508,,8558,,2165,,1363,,3528,,404131
0608901 CA FSP SHASTA CO DSW,12430,,4824,,17254,,3869,,2157,,6026,,710947
0609101 CA FSP SIERRA CO HUMAN SVCS,128,,91,,219,,38,,49,,87,,10294
0609301 CA FSP SISKIYOU CO DSW,3128,,1432,,4560,,963,,595,,1558,,176413
0609502 CA FSP SOLANO CO DSW,15181,,2255,,17436,,4988,,1186,,6174,,713448
0609701 CA FSP SONOMA CO DSW,11380,,2891,,14271,,3861,,1432,,5293,,572032
0609902 CA FSP STANISLAUS CO. DSS,28479,,7891,,36370,,8248,,2768,,11016,,1393150
0610101 CA FSP SUTTER CO WELF DEPT,3703,,1941,,5644,,1133,,739,,1872,,237275
0610301 CA FSP TEHAMA CO DSW,3443,,1739,,5182,,1088,,719,,1807,,213035
0610501 CA FSP TRINITY CO DSW,794,,405,,1199,,229,,176,,405,,51405
0610704 CA FSP TULARE COUNTY DSS,34528,,14420,,48948,,9785,,4835,,14620,,1864478
0610901 CA FSP TUOLUMNE CO WELF DEPT,2060,,908,,2968,,719,,450,,1169,,137387
0611101 CA FSP VENTURA CO.,14991,,7643,,22634,,4860,,2841,,7701,,946759
0611301 CA FSP YOLO CO DSW,9633,,1534,,11167,,3121,,845,,3966,,430202
0611501 CA FSP YUBA CO WELFARE DEPT,8286,,2594,,10880,,2121,,1105,,3226,,418195
0800301 CO FSP ALAMOSA CO DSS,951,,1335,,2286,,394,,469,,863,,134199
0800701 CO FSP ARCHULETA CO DSS,63,,645,,708,,29,,215,,244,,44867
0800901 CO FSP BACA CO DSS,92,,255,,347,,49,,83,,132,,16542
0801101 CO FSP BENT CO DSS,273,,489,,762,,122,,158,,280,,41975
0801301 CO FSP BOULDER CO DSS,3195,,4169,,7364,,1467,,1785,,3252,,428730
0801501 CO FSP CHAFFEE CO DSS,286,,536,,822,,154,,216,,370,,43855
0801701 CO FSP CHEYENNE CO DSS,28,,81,,109,,13,,25,,38,,5735
0802101 CO FSP CONEJOS CO DSS,490,,1247,,1737,,275,,370,,645,,90282
0802301 CO FSP COSTILLA CO DSS,301,,587,,888,,148,,199,,347,,47945
0802501 CO FSP CROWLEY CO DSS,192,,369,,561,,92,,121,,213,,28081
0802701 CO FSP CUSTER CO DSS,85,,141,,226,,27,,51,,78,,13055
0802901 CO FSP DELTA CO DSS,680,,1366,,2046,,293,,472,,765,,112072
0803102 CO FSP DENVER,43538,,45407,,88945,,17945,,18254,,36199,,5645813
0803301 CO FSP DOLORES CO DSS,33,,56,,89,,15,,17,,32,,4375
0803701 CO FSP EAGLE CO DSS,88,,123,,211,,39,,45,,84,,11756
0803901 CO FSP ELBERT CO DSS,56,,135,,191,,25,,42,,67,,9808
0804301 CO FSP FREMONT CO DSS,1110,,1934,,3044,,492,,671,,1163,,178823
0804501 CO FSP GARFIELD CO DSS,677,,590,,1267,,280,,218,,498,,72769
0805101 CO FSP GUNN HINSDALE CO DSS,136,,377,,513,,60,,164,,224,,28543
0805501 CO FSP HUERFANO CO DSS,394,,710,,1104,,196,,262,,458,,60366
0805702 CO FSP MOUNTAIN DISTRICT 4,178,,530,,708,,83,,195,,278,,43095
0805901 CO FSP JEFFERSON CO DSS,5379,,4974,,10353,,2074,,1833,,3907,,656549
0806101 CO FSP KIOWA CO DSS,17,,38,,55,,8,,12,,20,,2684
0806301 CO FSP KIT CARSON CO DSS,106,,313,,419,,53,,97,,150,,20445
0806501 CO FSP LAKE CO DSS,26,,102,,128,,15,,40,,55,,5253
0806701 CO FSP LA PLATA CO DSS,500,,1174,,1674,,230,,437,,667,,95760
0806901 CO FSP LARIMER CO DSS,3264,,4480,,7744,,1413,,1682,,3095,,466403
0807101 CO FSP LAS ANIMAS CO DSS,975,,1649,,2624,,443,,571,,1014,,145791
0807301 CO FSP LINCOLN CO DSS,110,,240,,350,,58,,76,,134,,17005
0807501 CO FSP LOGAN CO DSS,310,,509,,819,,137,,177,,314,,67524
0807701 CO FSP MESA CO DSS,3396,,4993,,8389,,1654,,2085,,3739,,542653
0808101 CO FSP MOFFAT CO DSS,265,,354,,619,,122,,136,,258,,35119
0808301 CO FSP MONTEZUMA CO DSS,701,,1587,,2288,,262,,472,,734,,122780
0808501 CO FSP MONTROSE CO DSS,426,,1035,,1461,,191,,372,,563,,80275
0808701 CO FSP MORGAN CO DSS,659,,1259,,1918,,275,,363,,638,,100663
0808901 CO FSP OTERO CO DSS,1507,,2239,,3746,,623,,685,,1308,,201070
0809101 CO FSP OURAY CO DSS,11,,63,,74,,7,,23,,30,,5023
0809301 CO FSP PARK CO DSS,41,,123,,164,,20,,39,,59,,10090
0809501 CO FSP PHILLIPS CO DSS,83,,110,,193,,46,,39,,85,,8082
0809901 CO FSP PROWERS CO DSS,656,,1021,,1677,,300,,342,,642,,80546
0810101 CO FSP PUEBLO CO DSS,10902,,6927,,17829,,4271,,2496,,6767,,1076691
0810301 CO FSP RIO BLANCO CO DSS,68,,91,,159,,31,,32,,63,,8883
0810501 CO FSP RIO GRANDE CO DSS,634,,1214,,1848,,266,,372,,638,,97133
0810701 CO FSP ROUTT CO DSS,43,,203,,246,,19,,87,,106,,13057
0810901 CO FSP SAGUACHE CO DSS,197,,692,,889,,88,,216,,304,,48524
0811101 CO FSP SAN JUAN CO DSS,2,,14,,16,,1,,7,,8,,972
0811301 CO FSP SAN MIGUEL CO DSS,39,,85,,124,,17,,42,,59,,8209
0811501 CO FSP SEDGWICK CO DSS,72,,80,,152,,32,,29,,61,,6928
0811701 CO FSP SUMMIT CO DSS,38,,129,,167,,15,,64,,79,,11692
0811901 CO FSP TELLER CO DSS,195,,562,,757,,80,,212,,292,,48420
0812101 CO FSP WASHINGTON CO DSS,70,,111,,181,,30,,40,,70,,8442
0812301 CO FSP WELD CO DSS,3348,,6917,,10265,,1296,,2183,,3479,,552841
0812501 CO FSP YUMA CO DSS,83,,287,,370,,37,,89,,126,,17838
0990112 CT FSP BRIDGEPORT DIST THREE,18519,,3844,,22363,,6365,,1855,,8220,,930813
0990317 CT FSP HARTFORD DIST ONE,33728,,5377,,39105,,12075,,3162,,15237,,1635320
0990517 CT FSP MIDDLETOWN (WD),11558,,2060,,13618,,4329,,1064,,5393,,600741
0990709 CT FSP NEW HAVEN DIST TWO,21734,,4344,,26078,,7997,,2396,,10393,,1109244
0990909 CT FSP NORWICH DIST FOUR,10074,,2510,,12584,,3809,,1247,,5056,,516947
0991109 CT FSP STAMFORD DIST EIGHT,2498,,645,,3143,,936,,330,,1266,,164255
0991315 CT FSP TORRINGTON DIST FIVE,2549,,764,,3313,,1021,,388,,1409,,126853
0991508 CT FSP WATERBURY DIST SIX,8882,,2309,,11191,,3287,,1206,,4493,,506453
1000112 DE FSP KENT,3476,,3650,,7126,,1287,,1352,,2639,,451676
1000235 DE FSP NEW CASTLE,9694,,9243,,18937,,3590,,3424,,7014,,1200205
1000316 DE FSP SUSSEX CO.,2661,,3740,,6401,,986,,1385,,2371,,405175
1100161 DC FSP D.C. Treasury,37336,,23142,,60478,,14272,,12002,,26274,,3429558
1200101 FL FSP ALACHUA CO DFS,6915,,6353,,13268,,2200,,2745,,4945,,876382
1200301 FL FSP BAKER CO SERVICE CENTE,490,,1214,,1704,,155,,382,,537,,98613
1200501 FL FSP BAY CO DFS,2757,,9231,,11988,,915,,3485,,4400,,737790
1200701 FL FSP BRADFORD CO DFS,938,,1274,,2212,,283,,505,,788,,131296
1200901 FL FSP BREVARD CO DFS,7146,,10348,,17494,,2403,,4170,,6573,,1131570
1201101 FL FSP BROWARD CO SES,14076,,24696,,38772,,4066,,9770,,13836,,2539371
1201301 FL FSP CALHOUN CO DFS,669,,1088,,1757,,217,,464,,681,,101552
1201501 FL FSP CHARLOTTE CO DFS,608,,1834,,2442,,204,,739,,943,,149786
1201701 FL FSP CITRUS CO DFS,1382,,4246,,5628,,475,,1634,,2109,,366180
1201901 FL FSP CLAY CO DFS,944,,2366,,3310,,313,,823,,1136,,209363
1202101 FL FSP COLLIER CO DFS,1339,,6566,,7905,,411,,2417,,2828,,513375
