NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,11:44 AM,,,,,
Jan 2010,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0511301 AR EBT POLK COUNTY,100,,3675,,3775,,30,,1444,,1474,,450743
0511501 AR EBT POPE COUNTY,251,,7621,,7872,,75,,3106,,3181,,921331
0511701 AR EBT PRAIRIE COUNTY,47,,1306,,1353,,13,,566,,579,,157695
0511901 AR EBT PULASKI COUNTY,5156,,50693,,55849,,1596,,23203,,24799,,7383286
0512101 AR EBT RANDOLPH COUNTY,231,,2984,,3215,,69,,1209,,1278,,365927
0512301 AR EBT SAINT FRANCIS COUNTY,1011,,6674,,7685,,295,,3117,,3412,,981475
0512501 AR EBT SALINE COUNTY,209,,9879,,10088,,59,,3935,,3994,,1240998
0512701 AR EBT SCOTT COUNTY,89,,2323,,2412,,24,,888,,912,,273873
0512901 AR EBT SEARCY COUNTY,66,,1443,,1509,,16,,623,,639,,168490
0513101 AR EBT SEBASTIAN COUNTY,415,,18503,,18918,,120,,7620,,7740,,2341858
0513301 AR EBT SEVIER COUNTY,133,,2849,,2982,,41,,1146,,1187,,358041
0513501 AR EBT SHARP COUNTY,190,,2691,,2881,,55,,1049,,1104,,336787
0513701 AR EBT STONE COUNTY,48,,2093,,2141,,16,,901,,917,,228060
0513901 AR EBT UNION COUNTY,530,,7980,,8510,,158,,3626,,3784,,1056551
0514101 AR EBT VAN BUREN COUNTY,56,,2809,,2865,,19,,1180,,1199,,329780
0514301 AR EBT WASHINGTON COUNTY,774,,22431,,23205,,241,,8814,,9055,,2968963
0514501 AR EBT WHITE COUNTY,401,,9659,,10060,,129,,3856,,3985,,1197668
0514701 AR EBT WOODRUFF COUNTY,133,,1760,,1893,,44,,880,,924,,220060
0514901 AR EBT YELL COUNTY,30,,3087,,3117,,9,,1202,,1211,,353694
0515992 AR EBT 92-1 Field Operations,6,,5388,,5394,,2,,4907,,4909,,408454
0515996 AR EBT 96-1 Field Operations,2,,888,,890,,1,,841,,842,,75149
0600105 CA EBT ALAMEDA COUNTY DSS,28056,,66692,,94748,,11887,,33240,,45127,,14405736
0600302 CA EBT ALPINE COUNTY DSS,11,,140,,151,,4,,65,,69,,21372
0600501 CA EBT AMADOR COUNTY DSS,549,,1723,,2272,,206,,895,,1101,,348912
0600702 CA EBT BUTTE COUNTY DSS,4430,,19529,,23959,,1753,,9245,,10998,,3459513
0600901 CA EBT CALAVERAS CO DSW,995,,2866,,3861,,356,,1429,,1785,,561233
0601101 CA EBT COLUSA COUNTY DSW,234,,1487,,1721,,76,,491,,567,,208427
0601302 CA EBT CONTRA COSTA COUNTY DSS,15913,,36180,,52093,,6538,,17224,,23762,,7804166
0601501 CA EBT DEL NORTE CO DSW,1263,,3475,,4738,,449,,1763,,2212,,691948
0601704 CA EBT EL DORADO COUNTY DSS,1522,,6677,,8199,,562,,3404,,3966,,1190819
0601904 CA EBT FRESNO COUNTY DSW,49692,,134232,,183924,,18318,,54567,,72885,,26780746
0602102 CA EBT GLENN CO WELFARE DEPT,661,,2285,,2946,,244,,892,,1136,,399453
0602303 CA EBT HUMBOLDT CO DSW,2686,,10134,,12820,,1065,,5429,,6494,,1860648
0602501 CA EBT IMPERIAL CO DSW,6248,,22189,,28437,,2095,,8469,,10564,,4054086
0602701 CA EBT INYO COUNTY WELF DEPT,392,,1118,,1510,,132,,617,,749,,206059
0602902 CA EBT KERN,21474,,94029,,115503,,7587,,36179,,43766,,16927771
0603101 CA EBT KINGS COUNTY DPW,4532,,14353,,18885,,1666,,5909,,7575,,2657976
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1601,,6313,,7914,,973,,2695,,3668,,1172426
0603501 CA EBT LASSEN CO DSW,684,,2087,,2771,,245,,973,,1218,,406076
0603720 CA EBT LOS ANGELES COUNTY DPSS,204549,,655987,,860536,,88922,,302873,,391795,,131276403
0603902 CA EBT MADERA CO DSW,3128,,17800,,20928,,1117,,6854,,7971,,2989262
0604102 CA EBT MARIN COUNTY DSW,1178,,5843,,7021,,500,,3641,,4141,,1063507
0604301 CA EBT MARIPOSA CO DSW,358,,871,,1229,,126,,436,,562,,181437
0604501 CA EBT MENDOCINO CO WELF DEPT,1946,,8928,,10874,,723,,4752,,5475,,1581868
0604701 CA EBT MERCED CO DPW,14319,,30163,,44482,,5253,,11607,,16860,,6253688
0604901 CA EBT MODOC COUNTY DSS,175,,843,,1018,,63,,351,,414,,131173
0605101 CA EBT MONO CO WELFARE DEPT,94,,445,,539,,37,,280,,317,,83698
0605302 CA EBT MONTEREY CO DSW,9910,,20968,,30878,,4187,,8722,,12909,,4686308
0605502 CA EBT NAPA CO WELFARE DEPT,764,,4571,,5335,,302,,2129,,2431,,777275
0605701 CA EBT NEVADA CO DPSS,988,,3611,,4599,,357,,1801,,2158,,702732
0605903 CA EBT ORANGE CO DSW,34709,,111233,,145942,,13598,,46702,,60300,,20394961
0606101 CA EBT PLACER CO WELFARE DEPT,3178,,10040,,13218,,1170,,4422,,5592,,1890160
0606301 CA EBT PLUMAS COUNTY DSS,238,,873,,1111,,88,,377,,465,,152604
0606503 CA EBT RIVERSIDE COUNTY DSS,50936,,142186,,193122,,18581,,53299,,71880,,26484830
0606703 CA EBT SACRAMENTO CO DSW,51968,,117533,,169501,,19939,,51675,,71614,,25425203
0606902 CA EBT SAN BENITO COUNTY DSS,1292,,3919,,5211,,462,,1722,,2184,,756486
0607105 CA EBT SAN BRNDINO CO DPSS AU,75419,,196367,,271786,,27611,,76706,,104317,,38371844
0607301 CA EBT SAN DIEGO CO DSS,50672,,111323,,161995,,18396,,47517,,65913,,23985777
0607502 CA EBT SAN FRANCISCO COUNTY DSS,7627,,32105,,39732,,3374,,21577,,24951,,5990256
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,17171,,64173,,81344,,6278,,24567,,30845,,11798891
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,3436,,10324,,13760,,1404,,5339,,6743,,1962854
0608103 CA EBT SAN MATEO COUNTY DSS,4783,,11677,,16460,,1912,,5748,,7660,,2465718
0608304 CA EBT SANTA BARBARA CO DSW,8422,,18939,,27361,,4663,,7183,,11846,,3882776
0608502 CA EBT SANTA CLARA COUNTY DSS,24838,,59618,,84456,,10107,,27450,,37557,,12042651
0608702 CA EBT SANTA CRUZ CO DSW,4003,,14034,,18037,,1683,,6907,,8590,,2641927
0608901 CA EBT SHASTA CO DSW,4159,,16075,,20234,,1633,,7731,,9364,,2833657
0609101 CA EBT SIERRA CO HUMAN SVCS,53,,199,,252,,19,,86,,105,,34463
0609301 CA EBT SISKIYOU CO DSW,1288,,3812,,5100,,464,,1655,,2119,,735606
0609502 CA EBT SOLANO CO DSW,10721,,22348,,33069,,4272,,11356,,15628,,4969436
0609701 CA EBT SONOMA CO DSW,6201,,17803,,24004,,2621,,9501,,12122,,3496510
0609902 CA EBT STANISLAUS CO. DSS,20259,,47667,,67926,,7700,,20722,,28422,,9632085
0610101 CA EBT SUTTER CO WELF DEPT,2037,,7799,,9836,,697,,3063,,3760,,1378096
0610301 CA EBT TEHAMA CO DSW,1844,,6334,,8178,,674,,2679,,3353,,1158119
0610501 CA EBT TRINITY CO DSW,202,,1084,,1286,,76,,490,,566,,186381
0610704 CA EBT TULARE COUNTY DSS,27765,,67047,,94812,,10087,,26979,,37066,,13544474
0610901 CA EBT TUOLUMNE CO WELF DEPT,1525,,3468,,4993,,551,,1783,,2334,,673544
0611101 CA EBT VENTURA CO.,11382,,42106,,53488,,4599,,19999,,24598,,7674886
0611301 CA EBT YOLO CO DSW,3688,,9971,,13659,,1398,,4483,,5881,,1999072
0611501 CA EBT YUBA CO WELFARE DEPT,2742,,8867,,11609,,940,,4002,,4942,,1679117
0800301 CO EBT ALAMOSA CO DSS,749,,2598,,3347,,380,,1277,,1657,,464052
0800701 CO EBT ARCHULETA CO DSS,72,,776,,848,,40,,318,,358,,106194
0800901 CO EBT BACA CO DSS,52,,272,,324,,27,,109,,136,,37671
0801101 CO EBT BENT CO DSS,192,,720,,912,,97,,340,,437,,114577
0801301 CO EBT BOULDER CO DSS,2169,,11089,,13258,,1192,,5249,,6441,,1872431
0801501 CO EBT CHAFFEE CO DSS,127,,894,,1021,,89,,416,,505,,135636
0801701 CO EBT CHEYENNE CO DSS,18,,91,,109,,8,,39,,47,,13533
0801901 CO EBT CLEAR CREEK,65,,455,,520,,50,,216,,266,,69492
0802101 CO EBT CONEJOS CO DSS,293,,1247,,1540,,162,,519,,681,,197480
0802301 CO EBT COSTILLA CO DSS,178,,616,,794,,113,,301,,414,,104615
0802501 CO EBT CROWLEY CO DSS,120,,613,,733,,73,,256,,329,,92600
0802701 CO EBT CUSTER CO DSS,35,,338,,373,,17,,137,,154,,52512
0802901 CO EBT DELTA CO DSS,387,,2681,,3068,,216,,1148,,1364,,402480
0803102 CO EBT DENVER,10945,,61015,,71960,,6391,,27766,,34157,,10466221
0803301 CO EBT DOLORES CO DSS,10,,137,,147,,7,,54,,61,,18361
0803501 CO EBT DOUGLAS,328,,4305,,4633,,201,,1624,,1825,,644203
0803701 CO EBT EAGLE CO DSS,67,,970,,1037,,36,,412,,448,,148661
0803901 CO EBT ELBERT CO DSS,58,,894,,952,,32,,305,,337,,126446
0804101 CO EBT EL PASO CO DSS,6057,,49334,,55391,,2736,,20671,,23407,,7812822
0804301 CO EBT FREMONT CO DSS,872,,3224,,4096,,407,,1355,,1762,,544061
0804501 CO EBT GARFIELD CO DSS,436,,2921,,3357,,208,,1290,,1498,,477490
0804701 CO EBT GILPIN,70,,299,,369,,28,,138,,166,,50443
0804901 CO EBT GRAND,22,,458,,480,,17,,186,,203,,71950
0805101 CO EBT GUNN HINSDALE CO DSS,61,,596,,657,,30,,299,,329,,93409
0805301 CO EBT HINSDALE,0,,24,,24,,0,,11,,11,,2921
0805501 CO EBT HUERFANO CO DSS,137,,1187,,1324,,111,,544,,655,,183878
0805701 CO EBT JACKSON,26,,113,,139,,8,,44,,52,,18019
0805901 CO EBT JEFFERSON CO DSS,2740,,22280,,25020,,1432,,9293,,10725,,3458069
0806101 CO EBT KIOWA CO DSS,16,,66,,82,,7,,31,,38,,11450
0806301 CO EBT KIT CARSON CO DSS,68,,447,,515,,31,,187,,218,,61448
0806501 CO EBT LAKE CO DSS,52,,447,,499,,21,,176,,197,,69266
0806701 CO EBT LA PLATA CO DSS,208,,2891,,3099,,157,,1254,,1411,,420245
0806901 CO EBT LARIMER CO DSS,3026,,16565,,19591,,1435,,7074,,8509,,2735315
0807101 CO EBT LAS ANIMAS CO DSS,301,,2024,,2325,,206,,934,,1140,,310625
0807301 CO EBT LINCOLN CO DSS,39,,387,,426,,19,,157,,176,,57745
0807501 CO EBT LOGAN CO DSS,358,,1520,,1878,,152,,701,,853,,238892
0807701 CO EBT MESA CO DSS,1259,,11693,,12952,,694,,4905,,5599,,1807740
0807901 CO EBT MINERAL,9,,22,,31,,3,,8,,11,,4477
0808101 CO EBT MOFFAT CO DSS,105,,1259,,1364,,56,,540,,596,,196894
0808301 CO EBT MONTEZUMA CO DSS,313,,2626,,2939,,154,,977,,1131,,374461
0808501 CO EBT MONTROSE CO DSS,540,,4465,,5005,,278,,1872,,2150,,649104
0808701 CO EBT MORGAN CO DSS,459,,2205,,2664,,189,,835,,1024,,345878
0808901 CO EBT OTERO CO DSS,392,,2954,,3346,,283,,1173,,1456,,417366
0809101 CO EBT OURAY CO DSS,19,,176,,195,,11,,94,,105,,28131
0809301 CO EBT PARK CO DSS,75,,827,,902,,38,,364,,402,,129420
0809501 CO EBT PHILLIPS CO DSS,30,,274,,304,,19,,113,,132,,36411
0809701 CO EBT PITKIN,10,,122,,132,,9,,81,,90,,19411
0809901 CO EBT PROWERS CO DSS,404,,1739,,2143,,177,,723,,900,,286944
0810101 CO EBT PUEBLO CO DSS,4011,,24665,,28676,,2319,,10638,,12957,,3990268
0810301 CO EBT RIO BLANCO CO DSS,30,,362,,392,,12,,149,,161,,54846
0810501 CO EBT RIO GRANDE CO DSS,351,,1907,,2258,,192,,880,,1072,,298016
0810701 CO EBT ROUTT CO DSS,42,,536,,578,,20,,293,,313,,80563
0810901 CO EBT SAGUACHE CO DSS,147,,925,,1072,,86,,384,,470,,135412
0811101 CO EBT SAN JUAN CO DSS,3,,60,,63,,2,,28,,30,,9200
0811301 CO EBT SAN MIGUEL CO DSS,14,,182,,196,,11,,87,,98,,25941
0811501 CO EBT SEDGWICK CO DSS,31,,142,,173,,15,,68,,83,,21249
0811701 CO EBT SUMMIT CO DSS,41,,768,,809,,29,,428,,457,,124681
0811901 CO EBT TELLER CO DSS,288,,1496,,1784,,128,,635,,763,,242677
0812101 CO EBT WASHINGTON CO DSS,37,,259,,296,,22,,96,,118,,34009
0812301 CO EBT WELD CO DSS,2113,,17925,,20038,,992,,6499,,7491,,2765762
0812501 CO EBT YUMA CO DSS,105,,680,,785,,63,,286,,349,,95077
0812701 CO EBT ADAMS CO DSS,3119,,37763,,40882,,1478,,14360,,15838,,5773221
0812901 CO EBT ARAPAHO CO. DSS,4138,,34803,,38941,,2381,,14042,,16423,,5515405
0813101 CO EBT BROOMFIELD,184,,1628,,1812,,111,,636,,747,,235630
0900002 CT EBT DEPT. OF SOCIAL SERVICES,66875,,257420,,324295,,44891,,128382,,173273,,45526279
1000112 DE EBT KENT,25939,,20,,25959,,11563,,6,,11569,,3196395
1000235 DE EBT NEW CASTLE,55432,,34,,55466,,25444,,11,,25455,,7081494
1000316 DE EBT SUSSEX CO.,27773,,17,,27790,,11788,,8,,11796,,3497657
1100161 DC EBT D.C. Treasury,29374,,85444,,114818,,15305,,48361,,63666,,15705606
1200101 FL EBT ALACHUA CO DFS,2649,,26498,,29147,,2135,,13409,,15544,,4161947
