NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,11:52 AM,,,,,
Jul 2007,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0108501 AL EBT LOWNDES CO FS OFF,998,,2397,,3395,,259,,1121,,1380,,316412
0108701 AL EBT MACON CO FS OFF,1473,,4318,,5791,,461,,2226,,2687,,565745
0108902 AL EBT MADISON CO. FS OFF,3651,,15231,,18882,,1909,,5933,,7842,,1776018
0109101 AL EBT MARENGO CO FS OFC,1460,,2605,,4065,,436,,1267,,1703,,327449
0109301 AL EBT MARION CO FS OFF,1114,,3119,,4233,,379,,1400,,1779,,370159
0109501 AL EBT MARSHALL CO FS OFF,2012,,6480,,8492,,646,,2689,,3335,,745582
0109701 AL EBT MOBILE CO FS OFF,14301,,50874,,65175,,4285,,21055,,25340,,6251965
0109901 AL EBT MONROE CO FS OFF,822,,3142,,3964,,229,,1255,,1484,,375812
0110101 AL EBT MONTGOMERY CO FS OFF,10364,,27370,,37734,,2806,,12332,,15138,,3690284
0110301 AL EBT MORGAN CO FS OFF,2017,,6464,,8481,,643,,2708,,3351,,770204
0110501 AL EBT PERRY CO FS OFF,1342,,2739,,4081,,345,,1373,,1718,,365992
0110701 AL EBT PICKENS CO FS OFF,980,,2239,,3219,,273,,1014,,1287,,276537
0110901 AL EBT PIKE CO FOOD STAMP OFC,1761,,4018,,5779,,545,,2002,,2547,,536128
0111101 AL EBT RANDOLPH CO FSO,840,,2977,,3817,,236,,1249,,1485,,347877
0111301 AL EBT RUSSELL CO FS OFF,2070,,8277,,10347,,624,,3341,,3965,,1039824
0111501 AL EBT ST CLAIR CO FS OFF,1487,,4936,,6423,,410,,2075,,2485,,585536
0111701 AL EBT SHELBY CO FS OFF,1283,,4564,,5847,,395,,1908,,2303,,562770
0111901 AL EBT SUMTER CO FS OFF,1382,,2511,,3893,,401,,1338,,1739,,346472
0112101 AL EBT TALLADEGA CO FS OFF,3093,,8004,,11097,,954,,3690,,4644,,1026406
0112301 AL EBT TALLAPOOSA CO FS OFF,1419,,4181,,5600,,405,,1801,,2206,,515012
0112501 AL EBT TUSCALOOSA CO FS OFF,5077,,11574,,16651,,1488,,5248,,6736,,1454429
0112701 AL EBT WALKER CO FS OFF,1586,,5400,,6986,,455,,2221,,2676,,667095
0112901 AL EBT WASHINGTON CO F S OFC,659,,2224,,2883,,176,,965,,1141,,253071
0113101 AL EBT WILCOX CO FS OFF,1592,,2805,,4397,,410,,1404,,1814,,388928
0113301 AL EBT WINSTON CO FS OFF,769,,1869,,2638,,237,,824,,1061,,221241
0211005 AK EBT ALASKA,10824,,46543,,57367,,4454,,17137,,21591,,7432560
0400101 AZ EBT APACHE,396,,20877,,21273,,113,,6691,,6804,,1996077
0400301 AZ EBT COCHISE,2163,,12573,,14736,,697,,5869,,6566,,1393286
0400301 AZ WRI COCHISE,0,,0,,0,,0,,0,,0,,0
0400501 AZ EBT COCONINO,520,,13461,,13981,,171,,4868,,5039,,1315578
0400701 AZ EBT GILA,2187,,6030,,8217,,593,,2897,,3490,,818612
0400901 AZ EBT GRAHAM,959,,3799,,4758,,287,,1718,,2005,,448372
0401101 AZ EBT GREENLEE,114,,439,,553,,36,,234,,270,,53465
0401301 AZ EBT MARICOPA,51419,,223232,,274651,,15638,,96815,,112453,,27785763
0401501 AZ EBT MOHAVE,2959,,20323,,23282,,959,,9367,,10326,,2277153
0401701 AZ EBT NAVAJO,3604,,19282,,22886,,988,,7099,,8087,,2175153
0401901 AZ EBT PIMA,16991,,75858,,92849,,5377,,34877,,40254,,9240706
0402101 AZ EBT PINAL,5091,,23322,,28413,,1405,,9823,,11228,,2815290
0402301 AZ EBT SANTA CRUZ,667,,5924,,6591,,214,,2224,,2438,,585468
0402501 AZ EBT YAVAPAI,1133,,11362,,12495,,389,,5801,,6190,,1217069
0402701 AZ EBT YUMA,3264,,23690,,26954,,991,,8903,,9894,,2445267
0402901 AZ EBT LA PAZ CO DES,627,,2123,,2750,,184,,1041,,1225,,275084
0500101 AR EBT ARKANSAS COUNTY,231,,3212,,3443,,71,,1515,,1586,,323043
0500301 AR EBT ASHLEY COUNTY,280,,4383,,4663,,88,,1997,,2085,,434921
0500501 AR EBT BAXTER COUNTY,146,,3851,,3997,,48,,1685,,1733,,339259
0500701 AR EBT BENTON COUNTY,183,,11316,,11499,,60,,4109,,4169,,356538
0500901 AR EBT BOONE COUNTY,259,,3987,,4246,,78,,1577,,1655,,199741
0501101 AR EBT BRADLEY COUNTY,142,,2068,,2210,,44,,1073,,1117,,53003
0501301 AR EBT CALHOUN COUNTY,68,,534,,602,,21,,262,,283,,210803
0501501 AR EBT CARROLL COUNTY,63,,2377,,2440,,19,,985,,1004,,316218
0501701 AR EBT CHICOT COUNTY,242,,3286,,3528,,77,,1578,,1655,,258408
0501901 AR EBT CLARK COUNTY,80,,2751,,2831,,27,,1298,,1325,,147409
0502101 AR EBT CLAY COUNTY,164,,1606,,1770,,48,,606,,654,,201148
0502301 AR EBT CLEBURNE COUNTY,61,,2401,,2462,,19,,994,,1013,,133891
0502501 AR EBT CLEVELAND COUNTY,137,,1333,,1470,,42,,576,,618,,493553
0502701 AR EBT COLUMBIA COUNTY,304,,4940,,5244,,85,,2409,,2494,,283210
0502901 AR EBT CONWAY COUNTY,73,,3131,,3204,,20,,1373,,1393,,624529
0503101 AR EBT CRAIGHEAD COUNTY,840,,11066,,11906,,240,,4082,,4322,,242691
0503301 AR EBT CRAWFORD COUNTY,281,,6978,,7259,,83,,2574,,2657,,120417
0503501 AR EBT CRITTENDEN COUNTY,980,,11160,,12140,,267,,4141,,4408,,329272
0503701 AR EBT CROSS COUNTY,158,,2631,,2789,,45,,999,,1044,,343944
0503901 AR EBT DALLAS COUNTY,193,,1222,,1415,,53,,622,,675,,790558
0504101 AR EBT DESHA COUNTY,242,,3324,,3566,,74,,1494,,1568,,238596
0504301 AR EBT DREW COUNTY,190,,3399,,3589,,65,,1577,,1642,,136754
0504501 AR EBT FAULKNER COUNTY,457,,8126,,8583,,141,,3265,,3406,,951060
0504701 AR EBT FRANKLIN COUNTY,77,,2543,,2620,,20,,1045,,1065,,143809
0504901 AR EBT FULTON COUNTY,129,,1490,,1619,,38,,581,,619,,462192
0505101 AR EBT GARLAND COUNTY,514,,9830,,10344,,154,,4239,,4393,,345813
0505301 AR EBT GRANT COUNTY,52,,1523,,1575,,17,,643,,660,,370005
0505501 AR EBT GREENE COUNTY,263,,4924,,5187,,81,,1831,,1912,,151280
0505701 AR EBT HEMPSTEAD COUNTY,236,,3727,,3963,,69,,1604,,1673,,385677
0505901 AR EBT HOT SPRING COUNTY,74,,4062,,4136,,22,,1686,,1708,,138012
0506101 AR EBT HOWARD COUNTY,75,,1607,,1682,,25,,713,,738,,279274
0506301 AR EBT INDEPENDENCE COUNTY,206,,4254,,4460,,58,,1556,,1614,,251550
0506501 AR EBT IZARD COUNTY,28,,1552,,1580,,11,,570,,581,,140300
0506701 AR EBT JACKSON COUNTY,200,,2904,,3104,,62,,1147,,1209,,219948
0506901 AR EBT JEFFERSON COUNTY,1850,,15943,,17793,,571,,7589,,8160,,279611
0507101 AR EBT JOHNSON COUNTY,63,,2990,,3053,,20,,1175,,1195,,203945
0507301 AR EBT LAFAYETTE COUNTY,123,,1520,,1643,,36,,711,,747,,165034
0507501 AR EBT LAWRENCE COUNTY,113,,2517,,2630,,36,,935,,971,,152851
0507701 AR EBT LEE COUNTY,354,,2755,,3109,,106,,1362,,1468,,161267
0507901 AR EBT LINCOLN COUNTY,243,,1986,,2229,,75,,875,,950,,490463
0508101 AR EBT LITTLE RIVER COUNTY,95,,1789,,1884,,29,,781,,810,,148591
0508301 AR EBT LOGAN COUNTY,283,,3341,,3624,,80,,1361,,1441,,787608
0508501 AR EBT LONOKE COUNTY,216,,5371,,5587,,69,,2044,,2113,,552579
0508701 AR EBT MADISON COUNTY,15,,1784,,1799,,5,,649,,654,,335608
0508901 AR EBT MARION COUNTY,90,,2107,,2197,,27,,895,,922,,78360
0509101 AR EBT MILLER COUNTY,516,,5923,,6439,,161,,2557,,2718,,96099
0509301 AR EBT MISSISSIPPI COUNTY,798,,9218,,10016,,227,,3367,,3594,,230734
0509501 AR EBT MONROE COUNTY,125,,1854,,1979,,38,,901,,939,,570714
0509701 AR EBT MONTGOMERY COUNTY,45,,1054,,1099,,14,,434,,448,,112852
0509901 AR EBT NEVADA COUNTY,60,,1509,,1569,,18,,641,,659,,801942
0510101 AR EBT NEWTON COUNTY,70,,1357,,1427,,21,,605,,626,,101841
0510301 AR EBT OUACHITA COUNTY,391,,4708,,5099,,117,,2216,,2333,,486650
0510501 AR EBT PERRY COUNTY,65,,1168,,1233,,17,,476,,493,,249004
0510701 AR EBT PHILLIPS COUNTY,1203,,7555,,8758,,338,,3308,,3646,,548576
0510901 AR EBT PIKE COUNTY,16,,1226,,1242,,6,,496,,502,,103432
0511101 AR EBT POINSETT COUNTY,404,,4897,,5301,,119,,1897,,2016,,1061145
0511301 AR EBT POLK COUNTY,115,,2705,,2820,,34,,1088,,1122,,510060
0511501 AR EBT POPE COUNTY,181,,6077,,6258,,55,,2411,,2466,,682962
0511701 AR EBT PRAIRIE COUNTY,26,,1115,,1141,,7,,489,,496,,232241
0511901 AR EBT PULASKI COUNTY,5719,,39826,,45545,,1765,,16801,,18566,,1363308
0512101 AR EBT RANDOLPH COUNTY,157,,2683,,2840,,47,,1054,,1101,,682488
0512301 AR EBT SAINT FRANCIS COUNTY,976,,6313,,7289,,285,,2811,,3096,,192275
0512501 AR EBT SALINE COUNTY,181,,6839,,7020,,56,,2711,,2767,,113889
0512701 AR EBT SCOTT COUNTY,160,,1978,,2138,,46,,773,,819,,709968
0512901 AR EBT SEARCY COUNTY,39,,1189,,1228,,12,,506,,518,,204294
0513101 AR EBT SEBASTIAN COUNTY,444,,14891,,15335,,135,,6083,,6218,,751607
0513301 AR EBT SEVIER COUNTY,120,,2431,,2551,,41,,1014,,1055,,149946
0513501 AR EBT SHARP COUNTY,164,,2264,,2428,,53,,875,,928,,177172
0513701 AR EBT STONE COUNTY,56,,1461,,1517,,16,,620,,636,,96248
0513901 AR EBT UNION COUNTY,656,,6984,,7640,,201,,3152,,3353,,1081720
0514101 AR EBT VAN BUREN COUNTY,36,,2307,,2343,,12,,982,,994,,1137975
0514301 AR EBT WASHINGTON COUNTY,505,,13890,,14395,,148,,5504,,5652,,1155521
0514501 AR EBT WHITE COUNTY,322,,8037,,8359,,92,,3225,,3317,,1784478
0514701 AR EBT WOODRUFF COUNTY,124,,1643,,1767,,38,,813,,851,,1124308
0514901 AR EBT YELL COUNTY,30,,2197,,2227,,10,,852,,862,,1233207
0515992 AR EBT 92-1 Field Operations,0,,4609,,4609,,0,,4259,,4259,,1416279
0515996 AR EBT 96-1 Field Operations,4,,1783,,1787,,2,,1699,,1701,,1381886
0600105 CA EBT ALAMEDA COUNTY DSS,27144,,43077,,70221,,11318,,21095,,32413,,7448749
0600302 CA EBT ALPINE COUNTY DSS,9,,76,,85,,3,,29,,32,,7620
0600501 CA EBT AMADOR COUNTY DSS,317,,895,,1212,,133,,447,,580,,130858
0600702 CA EBT BUTTE COUNTY DSS,4563,,14107,,18670,,1759,,6227,,7986,,1944387
0600901 CA EBT CALAVERAS CO DSW,544,,1368,,1912,,212,,670,,882,,208294
0601101 CA EBT COLUSA COUNTY DSW,227,,1078,,1305,,69,,394,,463,,112476
0601302 CA EBT CONTRA COSTA COUNTY DSS,12061,,21189,,33250,,5021,,9316,,14337,,3609772
0601501 CA EBT DEL NORTE CO DSW,1084,,2815,,3899,,390,,1338,,1728,,405100
0601704 CA EBT EL DORADO COUNTY DSS,1194,,3163,,4357,,468,,1481,,1949,,476134
0601904 CA EBT FRESNO COUNTY DSW,41573,,86585,,128158,,14810,,30087,,44897,,12964591
0602102 CA EBT GLENN CO WELFARE DEPT,569,,1691,,2260,,223,,642,,865,,217371
0602303 CA EBT HUMBOLDT CO DSW,2791,,7432,,10223,,1077,,3730,,4807,,1092636
0602501 CA EBT IMPERIAL CO DSW,4516,,13968,,18484,,1510,,5211,,6721,,1934382
0602701 CA EBT INYO COUNTY WELF DEPT,158,,759,,917,,57,,404,,461,,101745
0602902 CA EBT KERN,16607,,63316,,79923,,5949,,22993,,28942,,8043091
0603101 CA EBT KINGS COUNTY DPW,2835,,10885,,13720,,1004,,4367,,5371,,1346202
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1424,,3934,,5358,,844,,1524,,2368,,549888
0603501 CA EBT LASSEN CO DSW,743,,1418,,2161,,261,,626,,887,,230415
0603720 CA EBT LOS ANGELES COUNTY DPSS,165180,,452469,,617649,,72699,,198292,,270991,,68518604
0603902 CA EBT MADERA CO DSW,2751,,11913,,14664,,955,,4546,,5501,,1484988
0604102 CA EBT MARIN COUNTY DSW,958,,3323,,4281,,415,,2022,,2437,,468795
0604301 CA EBT MARIPOSA CO DSW,212,,594,,806,,80,,275,,355,,86113
0604501 CA EBT MENDOCINO CO WELF DEPT,1849,,5514,,7363,,704,,3066,,3770,,859938
0604701 CA EBT MERCED CO DPW,12011,,19121,,31132,,4297,,6838,,11135,,3093605
0604901 CA EBT MODOC COUNTY DSS,225,,474,,699,,78,,192,,270,,68960
0605101 CA EBT MONO CO WELFARE DEPT,44,,231,,275,,18,,120,,138,,30670
0605302 CA EBT MONTEREY CO DSW,4192,,14026,,18218,,1513,,5876,,7389,,1829548
0605502 CA EBT NAPA CO WELFARE DEPT,618,,2130,,2748,,236,,945,,1181,,278602
0605701 CA EBT NEVADA CO DPSS,756,,1993,,2749,,298,,980,,1278,,295006
0605903 CA EBT ORANGE CO DSW,22232,,57990,,80222,,8520,,22476,,30996,,7883504
0606101 CA EBT PLACER CO WELFARE DEPT,2657,,4923,,7580,,957,,2150,,3107,,786946
0606301 CA EBT PLUMAS COUNTY DSS,253,,452,,705,,96,,188,,284,,65687
0606503 CA EBT RIVERSIDE COUNTY DSS,33407,,57367,,90774,,11997,,19686,,31683,,8941991
0606703 CA EBT SACRAMENTO CO DSW,42829,,75996,,118825,,16323,,30027,,46350,,12955016
0606902 CA EBT SAN BENITO COUNTY DSS,860,,2456,,3316,,295,,1093,,1388,,350357
0607105 CA EBT SAN BRNDINO CO DPSS AU,52382,,95096,,147478,,18923,,32818,,51741,,15071700
0607301 CA EBT SAN DIEGO CO DSS,39816,,52535,,92351,,14785,,20123,,34908,,9641888
0607502 CA EBT SAN FRANCISCO COUNTY DSS,6980,,23233,,30213,,3063,,16110,,19173,,3345078
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,16314,,40663,,56977,,5892,,14954,,20846,,5904307
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,2499,,5680,,8179,,1053,,2751,,3804,,840945
0608103 CA EBT SAN MATEO COUNTY DSS,3061,,5407,,8468,,1317,,2587,,3904,,899707
0608304 CA EBT SANTA BARBARA CO DSW,6236,,11959,,18195,,3331,,4339,,7670,,1804868
0608502 CA EBT SANTA CLARA COUNTY DSS,20559,,39346,,59905,,8409,,16870,,25279,,6141959
0608702 CA EBT SANTA CRUZ CO DSW,3272,,8596,,11868,,1428,,4201,,5629,,1252293
0608901 CA EBT SHASTA CO DSW,3666,,10062,,13728,,1480,,4517,,5997,,1414810
0609101 CA EBT SIERRA CO HUMAN SVCS,50,,116,,166,,19,,60,,79,,16260
0609301 CA EBT SISKIYOU CO DSW,1259,,2578,,3837,,463,,1154,,1617,,396346
0609502 CA EBT SOLANO CO DSW,8321,,12241,,20562,,3334,,5572,,8906,,2184601
0609701 CA EBT SONOMA CO DSW,4325,,9372,,13697,,1867,,4871,,6738,,1460563
0609902 CA EBT STANISLAUS CO. DSS,15125,,27012,,42137,,5874,,10706,,16580,,4396160
0610101 CA EBT SUTTER CO WELF DEPT,1558,,4838,,6396,,545,,1904,,2449,,651283
0610301 CA EBT TEHAMA CO DSW,1539,,4137,,5676,,585,,1719,,2304,,579825
0610501 CA EBT TRINITY CO DSW,240,,801,,1041,,94,,336,,430,,106151
0610704 CA EBT TULARE COUNTY DSS,21210,,42894,,64104,,7895,,16270,,24165,,6483885
0610901 CA EBT TUOLUMNE CO WELF DEPT,1184,,1702,,2886,,447,,815,,1262,,280212
0611101 CA EBT VENTURA CO.,9209,,21539,,30748,,3546,,9471,,13017,,3170546
0611301 CA EBT YOLO CO DSW,3207,,6371,,9578,,1237,,2756,,3993,,1023515
0611501 CA EBT YUBA CO WELFARE DEPT,2195,,6498,,8693,,764,,2616,,3380,,891859
0800301 CO EBT ALAMOSA CO DSS,599,,1933,,2532,,315,,863,,1178,,243958
0800701 CO EBT ARCHULETA CO DSS,62,,428,,490,,34,,167,,201,,45121
0800901 CO EBT BACA CO DSS,42,,259,,301,,26,,102,,128,,28547
0801101 CO EBT BENT CO DSS,123,,626,,749,,68,,291,,359,,67465
0801301 CO EBT BOULDER CO DSS,1184,,6407,,7591,,696,,2999,,3695,,774572
0801501 CO EBT CHAFFEE CO DSS,86,,597,,683,,70,,280,,350,,58658
0801701 CO EBT CHEYENNE CO DSS,8,,90,,98,,6,,38,,44,,8444
0801901 CO EBT CLEAR CREEK,49,,244,,293,,39,,130,,169,,31143
0802101 CO EBT CONEJOS CO DSS,224,,1059,,1283,,140,,424,,564,,111782
0802301 CO EBT COSTILLA CO DSS,138,,493,,631,,100,,216,,316,,58570
0802501 CO EBT CROWLEY CO DSS,81,,484,,565,,65,,194,,259,,46015
0802701 CO EBT CUSTER CO DSS,28,,122,,150,,17,,58,,75,,16756
0802901 CO EBT DELTA CO DSS,267,,1823,,2090,,160,,786,,946,,199691
0803102 CO EBT DENVER,6610,,40061,,46671,,4319,,17226,,21545,,5077505
0803301 CO EBT DOLORES CO DSS,6,,61,,67,,6,,30,,36,,7412
0803501 CO EBT DOUGLAS,192,,1879,,2071,,124,,726,,850,,206221
0803701 CO EBT EAGLE CO DSS,49,,310,,359,,24,,130,,154,,34364
0803901 CO EBT ELBERT CO DSS,56,,430,,486,,26,,160,,186,,49999
0804101 CO EBT EL PASO CO DSS,4930,,30516,,35446,,2359,,11985,,14344,,3779057
0804301 CO EBT FREMONT CO DSS,592,,2168,,2760,,307,,919,,1226,,254159
0804501 CO EBT GARFIELD CO DSS,182,,1022,,1204,,99,,422,,521,,122465
0804701 CO EBT GILPIN,20,,114,,134,,12,,58,,70,,14805
0804901 CO EBT GRAND,11,,195,,206,,10,,78,,88,,20699
0805101 CO EBT GUNN HINSDALE CO DSS,47,,268,,315,,25,,121,,146,,28642
0805301 CO EBT HINSDALE,0,,10,,10,,0,,5,,5,,1012
0805501 CO EBT HUERFANO CO DSS,155,,813,,968,,97,,369,,466,,89395
0805701 CO EBT JACKSON,7,,81,,88,,2,,25,,27,,7222
0805901 CO EBT JEFFERSON CO DSS,1857,,11955,,13812,,993,,4780,,5773,,1440749
0806101 CO EBT KIOWA CO DSS,21,,63,,84,,12,,27,,39,,7359
0806301 CO EBT KIT CARSON CO DSS,33,,317,,350,,18,,136,,154,,27773
0806501 CO EBT LAKE CO DSS,18,,209,,227,,11,,85,,96,,21872
0806701 CO EBT LA PLATA CO DSS,176,,1788,,1964,,128,,763,,891,,176092
0806901 CO EBT LARIMER CO DSS,2469,,9747,,12216,,1142,,4077,,5219,,1246727
0807101 CO EBT LAS ANIMAS CO DSS,210,,1107,,1317,,164,,522,,686,,116350
0807301 CO EBT LINCOLN CO DSS,40,,304,,344,,21,,118,,139,,32989
0807501 CO EBT LOGAN CO DSS,272,,1183,,1455,,123,,557,,680,,130166
0807701 CO EBT MESA CO DSS,970,,7347,,8317,,573,,3148,,3721,,826229
0807901 CO EBT MINERAL,8,,20,,28,,2,,8,,10,,2467
0808101 CO EBT MOFFAT CO DSS,94,,609,,703,,53,,295,,348,,65705
0808301 CO EBT MONTEZUMA CO DSS,204,,1672,,1876,,124,,598,,722,,169630
0808501 CO EBT MONTROSE CO DSS,363,,2195,,2558,,198,,941,,1139,,233315
0808701 CO EBT MORGAN CO DSS,444,,1177,,1621,,177,,466,,643,,144015
0808901 CO EBT OTERO CO DSS,481,,2394,,2875,,312,,950,,1262,,247071
0809101 CO EBT OURAY CO DSS,7,,77,,84,,7,,36,,43,,7201
0809301 CO EBT PARK CO DSS,88,,474,,562,,39,,203,,242,,58745
0809501 CO EBT PHILLIPS CO DSS,23,,170,,193,,14,,77,,91,,15998
0809701 CO EBT PITKIN,9,,40,,49,,5,,28,,33,,5457
0809901 CO EBT PROWERS CO DSS,305,,1453,,1758,,143,,579,,722,,173945
0810101 CO EBT PUEBLO CO DSS,2438,,20849,,23287,,1724,,8301,,10025,,2371103
0810301 CO EBT RIO BLANCO CO DSS,1,,179,,180,,1,,74,,75,,19959
0810501 CO EBT RIO GRANDE CO DSS,288,,1903,,2191,,170,,905,,1075,,223885
0810701 CO EBT ROUTT CO DSS,23,,192,,215,,15,,103,,118,,17779
0810901 CO EBT SAGUACHE CO DSS,128,,778,,906,,82,,299,,381,,76964
0811101 CO EBT SAN JUAN CO DSS,4,,13,,17,,1,,12,,13,,2281
0811301 CO EBT SAN MIGUEL CO DSS,11,,91,,102,,11,,42,,53,,7661
0811501 CO EBT SEDGWICK CO DSS,16,,77,,93,,12,,38,,50,,7718
0811701 CO EBT SUMMIT CO DSS,22,,282,,304,,16,,149,,165,,29409
0811901 CO EBT TELLER CO DSS,126,,716,,842,,72,,335,,407,,80272
0812101 CO EBT WASHINGTON CO DSS,11,,165,,176,,10,,59,,69,,12534
0812301 CO EBT WELD CO DSS,1209,,9459,,10668,,609,,3404,,4013,,1077073
0812501 CO EBT YUMA CO DSS,56,,425,,481,,35,,186,,221,,39208
0812701 CO EBT ADAMS CO DSS,1704,,21831,,23535,,980,,8068,,9048,,2428184
0812901 CO EBT ARAPAHO CO. DSS,3886,,19492,,23378,,2021,,7706,,9727,,2546602
0813101 CO EBT BROOMFIELD,105,,912,,1017,,77,,367,,444,,92055
0900002 CT EBT DEPT. OF SOCIAL SERVICES,60211,,153788,,213999,,40155,,74094,,114249,,20993836
1000112 DE EBT KENT,16415,,53,,16468,,7206,,17,,7223,,1466389
1000235 DE EBT NEW CASTLE,36420,,75,,36495,,16036,,28,,16064,,3440301
1000316 DE EBT SUSSEX CO.,15066,,21,,15087,,6216,,7,,6223,,1349324
1100161 DC EBT D.C. Treasury,25552,,57645,,83197,,12758,,31073,,43831,,8220529
1200101 FL EBT ALACHUA CO DFS,2476,,16234,,18710,,1824,,7298,,9122,,1771556
1200301 FL EBT BAKER CO SERVICE CENTE,246,,2076,,2322,,176,,805,,981,,213492
1200501 FL EBT BAY CO DFS,1616,,11211,,12827,,1231,,4848,,6079,,1140182
1200701 FL EBT BRADFORD CO DFS,378,,2362,,2740,,275,,1008,,1283,,246070
