NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,01/22/2015,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,02:10 PM,,,,,
Jul 2012,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0102901 AL EBT CLEBURNE CO FS OFF,334,,2377,,2711,,165,,962,,1127,,347482
0103101 AL EBT COFFEE CO FS OFF,729,,5915,,6644,,292,,2331,,2623,,822413
0103301 AL EBT COLBERT CO FS OFF,1181,,8508,,9689,,557,,3701,,4258,,1209407
0103501 AL EBT CONECUH CO FS OFF,537,,3451,,3988,,235,,1518,,1753,,505729
0103701 AL EBT COOSA CO FSO,297,,1775,,2072,,119,,791,,910,,255817
0103901 AL EBT COVINGTON CO FS OFF,896,,7161,,8057,,418,,2919,,3337,,1019590
0104101 AL EBT CRENSHAW CO FSO,417,,2523,,2940,,210,,1106,,1316,,380892
0104301 AL EBT CULLMAN CO FS OFF,1436,,10851,,12287,,607,,4343,,4950,,1505905
0104501 AL EBT DALE CO FS OFF,1357,,9176,,10533,,583,,4040,,4623,,1359632
0104701 AL EBT DALLAS CO FS OFF,3321,,13526,,16847,,1278,,6384,,7662,,2227335
0104901 AL EBT DEKALB CO FS OFF,1220,,12841,,14061,,454,,4821,,5275,,1769057
0105101 AL EBT ELMORE CO FS OFF,1341,,10861,,12202,,549,,4427,,4976,,1597857
0105301 AL EBT ESCAMBIA CO FS OFF,967,,8748,,9715,,408,,3538,,3946,,1273802
0105501 AL EBT ETOWQH CO FS OFF,2318,,15677,,17995,,1163,,6721,,7884,,2221633
0105701 AL EBT FAYETTE CO FS OFF,565,,3106,,3671,,272,,1429,,1701,,463015
0105901 AL EBT FRANKLIN CO FS OFF,730,,5927,,6657,,323,,2397,,2720,,844217
0106101 AL EBT GENEVA CO FS OFF,631,,5345,,5976,,264,,2069,,2333,,767785
0106301 AL EBT GREENE CO FS OFF,549,,2798,,3347,,247,,1259,,1506,,424820
0106501 AL EBT HALE CO FS OFF,832,,3533,,4365,,271,,1507,,1778,,512432
0106701 AL EBT HENRY CO FS OFF,444,,2844,,3288,,179,,1241,,1420,,404079
0106901 AL EBT HOUSTON CO FS OFF,2886,,16625,,19511,,1179,,7228,,8407,,2493842
0107101 AL EBT JACKSON CO FS OFF,967,,8425,,9392,,419,,3321,,3740,,1166543
0107301 AL EBT JEFFERSON CO FS OFF,19682,,99476,,119158,,8248,,47495,,55743,,15985903
0107501 AL EBT LAMAR CO FS OFF,412,,2578,,2990,,184,,1118,,1302,,366893
0107701 AL EBT LAUDERDALE CO FS OFF,1698,,11654,,13352,,778,,4980,,5758,,1661025
0107901 AL EBT LAWRENCE CO FS OFF,786,,5705,,6491,,368,,2383,,2751,,814888
0108101 AL EBT LEE CO FOOD STAMP OFF,1940,,15989,,17929,,778,,6770,,7548,,2331287
0108302 AL EBT LIMESTONE CO. FS OFF,1228,,10472,,11700,,591,,4384,,4975,,1527551
0108501 AL EBT LOWNDES CO FS OFF,799,,3441,,4240,,305,,1635,,1940,,555884
0108701 AL EBT MACON CO FS OFF,1091,,6240,,7331,,472,,3366,,3838,,1058678
0108902 AL EBT MADISON CO. FS OFF,3844,,34731,,38575,,1637,,15181,,16818,,5134425
0109101 AL EBT MARENGO CO FS OFC,1007,,4412,,5419,,459,,2069,,2528,,652490
0109301 AL EBT MARION CO FS OFF,726,,5450,,6176,,358,,2222,,2580,,782577
0109501 AL EBT MARSHALL CO FS OFF,1602,,15684,,17286,,719,,6109,,6828,,2196735
0109701 AL EBT MOBILE CO FS OFF,12045,,81638,,93683,,5032,,35242,,40274,,12761165
0109901 AL EBT MONROE CO FS OFF,714,,4568,,5282,,284,,1798,,2082,,665330
0110101 AL EBT MONTGOMERY CO FS OFF,8542,,44442,,52984,,3336,,20543,,23879,,7320561
0110301 AL EBT MORGAN CO FS OFF,1728,,15554,,17282,,851,,6406,,7257,,2263237
0110501 AL EBT PERRY CO FS OFF,846,,3766,,4612,,357,,1827,,2184,,590173
0110701 AL EBT PICKENS CO FS OFF,699,,3601,,4300,,284,,1535,,1819,,517660
0110901 AL EBT PIKE CO FOOD STAMP OFC,1280,,6448,,7728,,552,,3183,,3735,,1003819
0111101 AL EBT RANDOLPH CO FSO,799,,5069,,5868,,277,,2104,,2381,,754889
0111301 AL EBT RUSSELL CO FS OFF,1744,,13179,,14923,,630,,5567,,6197,,2062086
0111501 AL EBT ST CLAIR CO FS OFF,1488,,11248,,12736,,594,,4564,,5158,,1637987
0111701 AL EBT SHELBY CO FS OFF,1310,,12667,,13977,,525,,5326,,5851,,1863775
0111901 AL EBT SUMTER CO FS OFF,953,,3599,,4552,,406,,1848,,2254,,576325
0112101 AL EBT TALLADEGA CO FS OFF,2883,,14653,,17536,,1284,,6688,,7972,,2224007
0112301 AL EBT TALLAPOOSA CO FS OFF,1352,,7450,,8802,,564,,3281,,3845,,1114682
0112501 AL EBT TUSCALOOSA CO FS OFF,4589,,24459,,29048,,1802,,10824,,12626,,3729590
0112701 AL EBT WALKER CO FS OFF,1618,,10781,,12399,,669,,4452,,5121,,1585193
0112901 AL EBT WASHINGTON CO F S OFC,496,,2846,,3342,,215,,1258,,1473,,418335
0113101 AL EBT WILCOX CO FS OFF,1066,,3908,,4974,,440,,1879,,2319,,633013
0113301 AL EBT WINSTON CO FS OFF,572,,3315,,3887,,229,,1307,,1536,,463406
0211005 AK EBT ALASKA,14396,,78635,,93031,,6804,,31925,,38729,,16024828
0400101 AZ EBT APACHE,138,,28905,,29043,,37,,10783,,10820,,3183083
0400301 AZ EBT COCHISE,975,,23067,,24042,,295,,10685,,10980,,3230313
0400501 AZ EBT COCONINO,220,,23903,,24123,,69,,9976,,10045,,2955387
0400701 AZ EBT GILA,1331,,12164,,13495,,334,,5764,,6098,,1793873
0400901 AZ EBT GRAHAM,649,,7214,,7863,,182,,3212,,3394,,998540
0401101 AZ EBT GREENLEE,34,,1041,,1075,,10,,489,,499,,146647
0401301 AZ EBT MARICOPA,32703,,578707,,611410,,10181,,250753,,260934,,76764539
0401501 AZ EBT MOHAVE,1657,,43267,,44924,,531,,20627,,21158,,6224475
0401701 AZ EBT NAVAJO,732,,35227,,35959,,218,,13850,,14068,,4138766
0401901 AZ EBT PIMA,7518,,167337,,174855,,2307,,79200,,81507,,23978660
0402101 AZ EBT PINAL,2706,,56096,,58802,,769,,22709,,23478,,6906981
0402301 AZ EBT SANTA CRUZ,336,,12297,,12633,,94,,4636,,4730,,1391542
0402501 AZ EBT YAVAPAI,803,,30941,,31744,,264,,15500,,15764,,4637598
0402701 AZ EBT YUMA,1356,,44075,,45431,,384,,16597,,16981,,4995615
0402901 AZ EBT LA PAZ CO DES,171,,4037,,4208,,52,,1977,,2029,,596792
0500101 AR EBT ARKANSAS COUNTY,145,,3649,,3794,,52,,1714,,1766,,461809
0500301 AR EBT ASHLEY COUNTY,145,,4596,,4741,,45,,2090,,2135,,569327
0500501 AR EBT BAXTER COUNTY,140,,5804,,5944,,48,,2565,,2613,,697483
0500701 AR EBT BENTON COUNTY,306,,19820,,20126,,91,,7206,,7297,,2446931
0500901 AR EBT BOONE COUNTY,272,,5869,,6141,,80,,2395,,2475,,727922
0501101 AR EBT BRADLEY COUNTY,189,,2494,,2683,,54,,1239,,1293,,322572
0501301 AR EBT CALHOUN COUNTY,26,,700,,726,,9,,342,,351,,84348
0501501 AR EBT CARROLL COUNTY,55,,3359,,3414,,14,,1329,,1343,,401240
0501701 AR EBT CHICOT COUNTY,172,,3264,,3436,,58,,1587,,1645,,410617
0501901 AR EBT CLARK COUNTY,60,,3405,,3465,,21,,1622,,1643,,411071
0502101 AR EBT CLAY COUNTY,124,,1990,,2114,,40,,836,,876,,237713
0502301 AR EBT CLEBURNE COUNTY,77,,3003,,3080,,24,,1325,,1349,,360916
0502501 AR EBT CLEVELAND COUNTY,74,,1466,,1540,,23,,645,,668,,195735
0502701 AR EBT COLUMBIA COUNTY,212,,4863,,5075,,67,,2383,,2450,,625469
0502901 AR EBT CONWAY COUNTY,126,,4013,,4139,,34,,1840,,1874,,505419
0503101 AR EBT CRAIGHEAD COUNTY,1092,,14940,,16032,,315,,5806,,6121,,1966101
0503301 AR EBT CRAWFORD COUNTY,328,,10248,,10576,,92,,3952,,4044,,1266497
0503501 AR EBT CRITTENDEN COUNTY,1074,,13749,,14823,,295,,5768,,6063,,1874611
0503701 AR EBT CROSS COUNTY,174,,3114,,3288,,54,,1286,,1340,,375895
0503901 AR EBT DALLAS COUNTY,79,,1453,,1532,,23,,736,,759,,181754
0504101 AR EBT DESHA COUNTY,180,,3602,,3782,,50,,1651,,1701,,467628
0504301 AR EBT DREW COUNTY,176,,3753,,3929,,57,,1803,,1860,,491046
0504501 AR EBT FAULKNER COUNTY,383,,13154,,13537,,129,,5618,,5747,,1709117
0504701 AR EBT FRANKLIN COUNTY,50,,3128,,3178,,15,,1250,,1265,,375422
0504901 AR EBT FULTON COUNTY,52,,1994,,2046,,16,,843,,859,,231315
0505101 AR EBT GARLAND COUNTY,457,,15513,,15970,,143,,6962,,7105,,1991203
0505301 AR EBT GRANT COUNTY,45,,2219,,2264,,16,,902,,918,,278352
0505501 AR EBT GREENE COUNTY,238,,7403,,7641,,71,,3027,,3098,,932771
0505701 AR EBT HEMPSTEAD COUNTY,204,,4432,,4636,,72,,1906,,1978,,546407
0505901 AR EBT HOT SPRING COUNTY,143,,5124,,5267,,46,,2306,,2352,,626089
0506101 AR EBT HOWARD COUNTY,89,,2464,,2553,,27,,1049,,1076,,305504
0506301 AR EBT INDEPENDENCE COUNTY,244,,5568,,5812,,71,,2200,,2271,,691701
0506501 AR EBT IZARD COUNTY,88,,2148,,2236,,25,,859,,884,,244821
0506701 AR EBT JACKSON COUNTY,194,,3656,,3850,,52,,1622,,1674,,467111
0506901 AR EBT JEFFERSON COUNTY,1321,,17776,,19097,,405,,8836,,9241,,2532597
0507101 AR EBT JOHNSON COUNTY,122,,4496,,4618,,38,,1860,,1898,,552824
0507301 AR EBT LAFAYETTE COUNTY,107,,1632,,1739,,29,,798,,827,,196081
0507501 AR EBT LAWRENCE COUNTY,122,,2956,,3078,,37,,1241,,1278,,348979
0507701 AR EBT LEE COUNTY,319,,2647,,2966,,113,,1443,,1556,,379452
0507901 AR EBT LINCOLN COUNTY,121,,2433,,2554,,42,,1149,,1191,,323142
0508101 AR EBT LITTLE RIVER COUNTY,119,,2155,,2274,,41,,928,,969,,276221
0508301 AR EBT LOGAN COUNTY,200,,4414,,4614,,58,,1881,,1939,,564216
0508501 AR EBT LONOKE COUNTY,433,,8280,,8713,,120,,3336,,3456,,1026239
0508701 AR EBT MADISON COUNTY,67,,2374,,2441,,18,,883,,901,,279654
0508901 AR EBT MARION COUNTY,82,,2840,,2922,,27,,1213,,1240,,341121
0509101 AR EBT MILLER COUNTY,528,,7643,,8171,,155,,3379,,3534,,1021773
0509301 AR EBT MISSISSIPPI COUNTY,669,,10784,,11453,,196,,4499,,4695,,1348624
0509501 AR EBT MONROE COUNTY,101,,1951,,2052,,33,,984,,1017,,242642
0509701 AR EBT MONTGOMERY COUNTY,49,,1536,,1585,,15,,629,,644,,179975
0509901 AR EBT NEVADA COUNTY,69,,1788,,1857,,22,,749,,771,,219916
0510101 AR EBT NEWTON COUNTY,37,,1326,,1363,,10,,576,,586,,143212
0510301 AR EBT OUACHITA COUNTY,345,,5528,,5873,,105,,2661,,2766,,718423
0510501 AR EBT PERRY COUNTY,41,,1607,,1648,,14,,683,,697,,202668
0510701 AR EBT PHILLIPS COUNTY,928,,7223,,8151,,275,,3484,,3759,,1015616
0510901 AR EBT PIKE COUNTY,46,,1913,,1959,,11,,763,,774,,231960
0511101 AR EBT POINSETT COUNTY,373,,5627,,6000,,111,,2385,,2496,,708042
0511301 AR EBT POLK COUNTY,105,,4169,,4274,,34,,1673,,1707,,511626
0511501 AR EBT POPE COUNTY,179,,8114,,8293,,57,,3329,,3386,,973079
0511701 AR EBT PRAIRIE COUNTY,34,,1254,,1288,,11,,567,,578,,151556
0511901 AR EBT PULASKI COUNTY,4384,,60723,,65107,,1384,,28973,,30357,,8656472
0512101 AR EBT RANDOLPH COUNTY,88,,3268,,3356,,24,,1404,,1428,,384800
0512301 AR EBT SAINT FRANCIS COUNTY,744,,7123,,7867,,219,,3346,,3565,,1007366
0512501 AR EBT SALINE COUNTY,169,,11087,,11256,,48,,4611,,4659,,1428027
0512701 AR EBT SCOTT COUNTY,27,,2354,,2381,,10,,904,,914,,275352
0512901 AR EBT SEARCY COUNTY,23,,1438,,1461,,6,,595,,601,,154443
0513101 AR EBT SEBASTIAN COUNTY,335,,21262,,21597,,99,,8921,,9020,,2663471
0513301 AR EBT SEVIER COUNTY,136,,3255,,3391,,40,,1327,,1367,,418683
0513501 AR EBT SHARP COUNTY,184,,3252,,3436,,52,,1357,,1409,,405485
0513701 AR EBT STONE COUNTY,79,,2118,,2197,,25,,938,,963,,235020
0513901 AR EBT UNION COUNTY,285,,8172,,8457,,86,,3778,,3864,,1060239
0514101 AR EBT VAN BUREN COUNTY,52,,2790,,2842,,18,,1189,,1207,,338424
0514301 AR EBT WASHINGTON COUNTY,790,,26632,,27422,,237,,10604,,10841,,3461137
0514501 AR EBT WHITE COUNTY,320,,10884,,11204,,101,,4463,,4564,,1377560
0514701 AR EBT WOODRUFF COUNTY,133,,1707,,1840,,44,,876,,920,,217223
0514901 AR EBT YELL COUNTY,47,,3548,,3595,,15,,1409,,1424,,419398
0515992 AR EBT 92-1 Field Operations,230,,12295,,12525,,76,,10697,,10773,,901470
0515996 AR EBT 96-1 Field Operations,0,,0,,0,,0,,0,,0,,0
0600105 CA EBT ALAMEDA COUNTY DSS,24885,,97485,,122370,,10616,,50483,,61099,,18852147
0600302 CA EBT ALPINE COUNTY DSS,2,,145,,147,,1,,83,,84,,18737
0600501 CA EBT AMADOR COUNTY DSS,554,,2723,,3277,,215,,1498,,1713,,493215
0600702 CA EBT BUTTE COUNTY DSS,5286,,23876,,29162,,2120,,11845,,13965,,4265873
0600901 CA EBT CALAVERAS CO DSW,895,,4098,,4993,,333,,2187,,2520,,738886
0601101 CA EBT COLUSA COUNTY DSW,263,,1459,,1722,,105,,595,,700,,232029
0601302 CA EBT CONTRA COSTA COUNTY DSS,14439,,53807,,68246,,6063,,26717,,32780,,10409555
0601501 CA EBT DEL NORTE CO DSW,1269,,4162,,5431,,460,,2160,,2620,,799799
0601704 CA EBT EL DORADO COUNTY DSS,1671,,9899,,11570,,659,,5401,,6060,,1702421
0601904 CA EBT FRESNO COUNTY DSW,41868,,172319,,214187,,15733,,72825,,88558,,31689350
0602102 CA EBT GLENN CO WELFARE DEPT,670,,2735,,3405,,255,,1130,,1385,,466286
0602303 CA EBT HUMBOLDT CO DSW,2664,,12811,,15475,,1057,,7048,,8105,,2278600
0602501 CA EBT IMPERIAL CO DSW,6371,,29359,,35730,,2276,,11640,,13916,,4912043
0602701 CA EBT INYO COUNTY WELF DEPT,317,,1624,,1941,,121,,834,,955,,273175
0602902 CA EBT KERN,31879,,108068,,139947,,11717,,45893,,57610,,20410745
0603101 CA EBT KINGS COUNTY DPW,4421,,18368,,22789,,1663,,7893,,9556,,3149810
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1762,,8250,,10012,,668,,4358,,5026,,1497313
0603501 CA EBT LASSEN CO DSW,691,,2242,,2933,,266,,1120,,1386,,435651
0603720 CA EBT LOS ANGELES COUNTY DPSS,182917,,897598,,1080515,,78986,,432553,,511539,,166839099
0603902 CA EBT MADERA CO DSW,5408,,21185,,26593,,2016,,8401,,10417,,3791441
0604102 CA EBT MARIN COUNTY DSW,1775,,7399,,9174,,815,,4632,,5447,,1429817
0604301 CA EBT MARIPOSA CO DSW,334,,1470,,1804,,128,,747,,875,,262372
0604501 CA EBT MENDOCINO CO WELF DEPT,2242,,11355,,13597,,889,,6330,,7219,,2029310
0604701 CA EBT MERCED CO DPW,13129,,40676,,53805,,4800,,17165,,21965,,7780763
0604901 CA EBT MODOC COUNTY DSS,196,,801,,997,,76,,362,,438,,131564
0605101 CA EBT MONO CO WELFARE DEPT,53,,655,,708,,23,,424,,447,,109481
0605302 CA EBT MONTEREY CO DSW,8935,,35391,,44326,,3547,,15718,,19265,,6343137
0605502 CA EBT NAPA CO WELFARE DEPT,1122,,6091,,7213,,465,,2961,,3426,,1037973
0605701 CA EBT NEVADA CO DPSS,1179,,5910,,7089,,462,,3198,,3660,,1071008
0605903 CA EBT ORANGE CO DSW,33606,,181642,,215248,,13279,,83221,,96500,,30895331
0606101 CA EBT PLACER CO WELFARE DEPT,2537,,15203,,17740,,994,,7199,,8193,,2549799
0606301 CA EBT PLUMAS COUNTY DSS,283,,1370,,1653,,104,,651,,755,,234952
0606503 CA EBT RIVERSIDE COUNTY DSS,53622,,212476,,266098,,19516,,89067,,108583,,37850525
0606703 CA EBT SACRAMENTO CO DSW,45170,,156587,,201757,,17811,,72173,,89984,,30924277
0606902 CA EBT SAN BENITO COUNTY DSS,1013,,5056,,6069,,392,,2201,,2593,,860161
0607105 CA EBT SAN BRNDINO CO DPSS AU,76349,,283388,,359737,,28167,,122846,,151013,,52635375
0607301 CA EBT SAN DIEGO CO DSS,48059,,195446,,243505,,17600,,93384,,110984,,36242725
0607502 CA EBT SAN FRANCISCO COUNTY DSS,6531,,42487,,49018,,2971,,28988,,31959,,7489763
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,24365,,82377,,106742,,9452,,34076,,43528,,15733793
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,3028,,14162,,17190,,1230,,7640,,8870,,2497093
0608103 CA EBT SAN MATEO COUNTY DSS,4763,,22659,,27422,,1903,,11436,,13339,,4010281
0608304 CA EBT SANTA BARBARA CO DSW,6716,,25206,,31922,,2678,,11485,,14163,,4514091
0608502 CA EBT SANTA CLARA COUNTY DSS,18353,,85069,,103422,,7550,,40446,,47996,,15302692
0608702 CA EBT SANTA CRUZ CO DSW,3182,,19129,,22311,,1300,,9656,,10956,,3292526
0608901 CA EBT SHASTA CO DSW,4478,,20502,,24980,,1774,,10649,,12423,,3570154
0609101 CA EBT SIERRA CO HUMAN SVCS,67,,235,,302,,23,,133,,156,,41551
0609301 CA EBT SISKIYOU CO DSW,1262,,4832,,6094,,453,,2264,,2717,,883787
0609502 CA EBT SOLANO CO DSW,8139,,31785,,39924,,3379,,16489,,19868,,6068910
0609701 CA EBT SONOMA CO DSW,5569,,28524,,34093,,2315,,15942,,18257,,5145754
0609902 CA EBT STANISLAUS CO. DSS,19172,,69468,,88640,,7263,,32697,,39960,,12810402
0610101 CA EBT SUTTER CO WELF DEPT,2346,,9533,,11879,,838,,4102,,4940,,1695534
0610301 CA EBT TEHAMA CO DSW,2105,,7764,,9869,,777,,3431,,4208,,1424565
0610501 CA EBT TRINITY CO DSW,205,,1349,,1554,,81,,694,,775,,231402
0610704 CA EBT TULARE COUNTY DSS,24445,,84761,,109206,,8971,,35284,,44255,,15859476
0610901 CA EBT TUOLUMNE CO WELF DEPT,927,,4167,,5094,,368,,2384,,2752,,743482
0611101 CA EBT VENTURA CO.,9141,,54909,,64050,,3645,,27503,,31148,,9258982
0611301 CA EBT YOLO CO DSW,2685,,13885,,16570,,1039,,6597,,7636,,2443498
0611501 CA EBT YUBA CO WELFARE DEPT,2703,,10310,,13013,,1027,,4734,,5761,,1924189
0800301 CO EBT ALAMOSA CO DSS,748,,2972,,3720,,366,,1483,,1849,,509230
0800701 CO EBT ARCHULETA CO DSS,110,,1013,,1123,,55,,452,,507,,143952
0800901 CO EBT BACA CO DSS,47,,324,,371,,25,,134,,159,,41978
0801101 CO EBT BENT CO DSS,210,,672,,882,,112,,344,,456,,107234
0801301 CO EBT BOULDER CO DSS,2405,,14108,,16513,,1409,,6841,,8250,,2257948
0801501 CO EBT CHAFFEE CO DSS,133,,1245,,1378,,89,,644,,733,,190504
0801701 CO EBT CHEYENNE CO DSS,12,,136,,148,,7,,57,,64,,17359
0801901 CO EBT CLEAR CREEK,57,,566,,623,,43,,296,,339,,91492
0802101 CO EBT CONEJOS CO DSS,236,,1594,,1830,,146,,681,,827,,226223
0802301 CO EBT COSTILLA CO DSS,267,,780,,1047,,142,,403,,545,,135239
0802501 CO EBT CROWLEY CO DSS,126,,683,,809,,62,,290,,352,,97433
0802701 CO EBT CUSTER CO DSS,21,,295,,316,,16,,148,,164,,43615
0802901 CO EBT DELTA CO DSS,410,,3472,,3882,,236,,1550,,1786,,516518
0803102 CO EBT DENVER,13028,,74780,,87808,,7589,,35176,,42765,,12284163
0803301 CO EBT DOLORES CO DSS,11,,144,,155,,9,,63,,72,,22001
0803501 CO EBT DOUGLAS,325,,6055,,6380,,232,,2365,,2597,,849291
0803701 CO EBT EAGLE CO DSS,109,,1703,,1812,,62,,761,,823,,260696
0803901 CO EBT ELBERT CO DSS,75,,1002,,1077,,39,,373,,412,,139056
0804101 CO EBT EL PASO CO DSS,6266,,62126,,68392,,3003,,27019,,30022,,9453799
0804301 CO EBT FREMONT CO DSS,1028,,4387,,5415,,479,,1928,,2407,,693190
0804501 CO EBT GARFIELD CO DSS,501,,4357,,4858,,232,,2022,,2254,,698491
0804701 CO EBT GILPIN,42,,446,,488,,24,,233,,257,,68411
0804901 CO EBT GRAND,56,,520,,576,,32,,237,,269,,74963
0805101 CO EBT GUNN HINSDALE CO DSS,109,,792,,901,,49,,408,,457,,128327
0805301 CO EBT HINSDALE,2,,25,,27,,1,,10,,11,,3135
0805501 CO EBT HUERFANO CO DSS,191,,1359,,1550,,124,,663,,787,,206574
0805701 CO EBT JACKSON,6,,111,,117,,3,,53,,56,,16167
0805901 CO EBT JEFFERSON CO DSS,3168,,29910,,33078,,1767,,13225,,14992,,4538056
0806101 CO EBT KIOWA CO DSS,19,,97,,116,,9,,45,,54,,13576
0806301 CO EBT KIT CARSON CO DSS,62,,539,,601,,35,,216,,251,,69297
0806501 CO EBT LAKE CO DSS,47,,501,,548,,19,,211,,230,,70801
0806701 CO EBT LA PLATA CO DSS,298,,3434,,3732,,196,,1585,,1781,,504600
0806901 CO EBT LARIMER CO DSS,3244,,19465,,22709,,1598,,8809,,10407,,3137781
0807101 CO EBT LAS ANIMAS CO DSS,363,,2289,,2652,,229,,1157,,1386,,345506
0807301 CO EBT LINCOLN CO DSS,72,,385,,457,,27,,157,,184,,60388
0807501 CO EBT LOGAN CO DSS,364,,1724,,2088,,158,,815,,973,,265628
0807701 CO EBT MESA CO DSS,1700,,15233,,16933,,922,,6855,,7777,,2326517
0807901 CO EBT MINERAL,2,,13,,15,,1,,6,,7,,2328
0808101 CO EBT MOFFAT CO DSS,56,,1514,,1570,,40,,683,,723,,216200
0808301 CO EBT MONTEZUMA CO DSS,316,,2951,,3267,,171,,1181,,1352,,418046
0808501 CO EBT MONTROSE CO DSS,656,,4977,,5633,,362,,2257,,2619,,730402
0808701 CO EBT MORGAN CO DSS,411,,2508,,2919,,176,,965,,1141,,374782
0808901 CO EBT OTERO CO DSS,446,,3390,,3836,,292,,1407,,1699,,465343
0809101 CO EBT OURAY CO DSS,28,,226,,254,,17,,109,,126,,32335
0809301 CO EBT PARK CO DSS,82,,1149,,1231,,48,,541,,589,,176001
0809501 CO EBT PHILLIPS CO DSS,36,,398,,434,,18,,173,,191,,51550
0809701 CO EBT PITKIN,24,,232,,256,,18,,157,,175,,41558
0809901 CO EBT PROWERS CO DSS,407,,2163,,2570,,174,,928,,1102,,326622
0810101 CO EBT PUEBLO CO DSS,4645,,29708,,34353,,2532,,13557,,16089,,4740750
0810301 CO EBT RIO BLANCO CO DSS,32,,466,,498,,18,,205,,223,,70443
0810501 CO EBT RIO GRANDE CO DSS,252,,2394,,2646,,159,,1085,,1244,,342821
0810701 CO EBT ROUTT CO DSS,50,,885,,935,,22,,457,,479,,126734
0810901 CO EBT SAGUACHE CO DSS,169,,1145,,1314,,97,,524,,621,,166456
0811101 CO EBT SAN JUAN CO DSS,2,,56,,58,,2,,30,,32,,8565
0811301 CO EBT SAN MIGUEL CO DSS,26,,352,,378,,17,,180,,197,,54672
0811501 CO EBT SEDGWICK CO DSS,24,,219,,243,,14,,97,,111,,27527
0811701 CO EBT SUMMIT CO DSS,60,,1123,,1183,,34,,631,,665,,178938
0811901 CO EBT TELLER CO DSS,276,,1802,,2078,,127,,862,,989,,278505
0812101 CO EBT WASHINGTON CO DSS,28,,300,,328,,16,,118,,134,,33577
0812301 CO EBT WELD CO DSS,2575,,22609,,25184,,1235,,8801,,10036,,3305929
0812501 CO EBT YUMA CO DSS,120,,934,,1054,,74,,390,,464,,131946
0812701 CO EBT ADAMS CO DSS,3661,,52195,,55856,,1793,,20761,,22554,,7760390
0812901 CO EBT ARAPAHO CO. DSS,5042,,46243,,51285,,2842,,19278,,22120,,7124093
0813101 CO EBT BROOMFIELD,190,,1879,,2069,,121,,802,,923,,263112
0900002 CT EBT DEPT. OF SOCIAL SERVICES,66316,,339297,,405613,,46900,,174514,,221414,,55527785
1000112 DE EBT KENT,35595,,20,,35615,,16662,,8,,16670,,4399063
1000235 DE EBT NEW CASTLE,77452,,6,,77458,,37253,,5,,37258,,10039334
1000316 DE EBT SUSSEX CO.,34422,,14,,34436,,15535,,3,,15538,,4322947
1100161 DC EBT D.C. Treasury,37868,,104157,,142025,,19218,,60981,,80199,,20141675
1200101 FL EBT ALACHUA CO DFS,3117,,33580,,36697,,2549,,17929,,20478,,5130981
