NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,03/29/2016,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,09:20 AM,,,,,
Jan 2013,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0103301 AL EBT COLBERT CO FS OFF,1179,,8396,,9575,,534,,3678,,4212,,1213953
0103501 AL EBT CONECUH CO FS OFF,504,,3444,,3948,,209,,1508,,1717,,510938
0103701 AL EBT COOSA CO FSO,298,,1664,,1962,,111,,759,,870,,238350
0103901 AL EBT COVINGTON CO FS OFF,870,,7288,,8158,,363,,2981,,3344,,1030895
0104101 AL EBT CRENSHAW CO FSO,415,,2583,,2998,,190,,1137,,1327,,393983
0104301 AL EBT CULLMAN CO FS OFF,1397,,10766,,12163,,586,,4275,,4861,,1494495
0104501 AL EBT DALE CO FS OFF,1340,,9219,,10559,,549,,4040,,4589,,1363486
0104701 AL EBT DALLAS CO FS OFF,3326,,13079,,16405,,1237,,6257,,7494,,2198161
0104901 AL EBT DEKALB CO FS OFF,1206,,13518,,14724,,429,,5080,,5509,,1844326
0105101 AL EBT ELMORE CO FS OFF,1318,,11016,,12334,,495,,4573,,5068,,1624183
0105301 AL EBT ESCAMBIA CO FS OFF,983,,8927,,9910,,396,,3614,,4010,,1298571
0105501 AL EBT ETOWQH CO FS OFF,2283,,16097,,18380,,1138,,6952,,8090,,2265546
0105701 AL EBT FAYETTE CO FS OFF,539,,3120,,3659,,247,,1440,,1687,,465206
0105901 AL EBT FRANKLIN CO FS OFF,667,,5952,,6619,,295,,2366,,2661,,844713
0106101 AL EBT GENEVA CO FS OFF,646,,5335,,5981,,249,,2098,,2347,,769441
0106301 AL EBT GREENE CO FS OFF,529,,2698,,3227,,226,,1213,,1439,,403443
0106501 AL EBT HALE CO FS OFF,790,,3486,,4276,,242,,1498,,1740,,505280
0106701 AL EBT HENRY CO FS OFF,399,,2800,,3199,,149,,1220,,1369,,403862
0106901 AL EBT HOUSTON CO FS OFF,2847,,16552,,19399,,1139,,7198,,8337,,2480819
0107101 AL EBT JACKSON CO FS OFF,896,,8464,,9360,,370,,3343,,3713,,1184245
0107301 AL EBT JEFFERSON CO FS OFF,19751,,100522,,120273,,8120,,48224,,56344,,16122116
0107501 AL EBT LAMAR CO FS OFF,393,,2617,,3010,,168,,1104,,1272,,373214
0107701 AL EBT LAUDERDALE CO FS OFF,1648,,11370,,13018,,740,,4931,,5671,,1643942
0107901 AL EBT LAWRENCE CO FS OFF,740,,5698,,6438,,321,,2373,,2694,,816110
0108101 AL EBT LEE CO FOOD STAMP OFF,1788,,15912,,17700,,753,,6759,,7512,,2275319
0108302 AL EBT LIMESTONE CO. FS OFF,1274,,10722,,11996,,591,,4469,,5060,,1557835
0108501 AL EBT LOWNDES CO FS OFF,754,,3490,,4244,,274,,1663,,1937,,558468
0108701 AL EBT MACON CO FS OFF,1004,,6001,,7005,,409,,3281,,3690,,1023799
0108902 AL EBT MADISON CO. FS OFF,3943,,34573,,38516,,1670,,15249,,16919,,5133140
0109101 AL EBT MARENGO CO FS OFC,987,,4381,,5368,,432,,2055,,2487,,650973
0109301 AL EBT MARION CO FS OFF,756,,5222,,5978,,332,,2180,,2512,,740354
0109501 AL EBT MARSHALL CO FS OFF,1560,,16113,,17673,,671,,6316,,6987,,2272424
0109701 AL EBT MOBILE CO FS OFF,12006,,81693,,93699,,4836,,35490,,40326,,12703490
0109901 AL EBT MONROE CO FS OFF,717,,4683,,5400,,266,,1882,,2148,,684799
0110101 AL EBT MONTGOMERY CO FS OFF,8321,,44125,,52446,,3130,,20344,,23474,,7267757
0110301 AL EBT MORGAN CO FS OFF,1670,,15388,,17058,,781,,6372,,7153,,2209352
0110501 AL EBT PERRY CO FS OFF,801,,3668,,4469,,323,,1800,,2123,,572237
0110701 AL EBT PICKENS CO FS OFF,679,,3567,,4246,,275,,1529,,1804,,506575
0110901 AL EBT PIKE CO FOOD STAMP OFC,1273,,6381,,7654,,528,,3194,,3722,,1008860
0111101 AL EBT RANDOLPH CO FSO,837,,5040,,5877,,281,,2077,,2358,,755959
0111301 AL EBT RUSSELL CO FS OFF,1686,,13208,,14894,,591,,5643,,6234,,2053665
0111501 AL EBT ST CLAIR CO FS OFF,1394,,11410,,12804,,567,,4576,,5143,,1662276
0111701 AL EBT SHELBY CO FS OFF,1310,,12773,,14083,,500,,5383,,5883,,1872605
0111901 AL EBT SUMTER CO FS OFF,877,,3528,,4405,,356,,1842,,2198,,567459
0112101 AL EBT TALLADEGA CO FS OFF,2778,,14237,,17015,,1202,,6564,,7766,,2174540
0112301 AL EBT TALLAPOOSA CO FS OFF,1262,,7401,,8663,,518,,3282,,3800,,1105276
0112501 AL EBT TUSCALOOSA CO FS OFF,4467,,23699,,28166,,1742,,10560,,12302,,3585577
0112701 AL EBT WALKER CO FS OFF,1641,,10885,,12526,,684,,4554,,5238,,1599195
0112901 AL EBT WASHINGTON CO F S OFC,462,,2764,,3226,,195,,1230,,1425,,407048
0113101 AL EBT WILCOX CO FS OFF,1005,,3839,,4844,,396,,1855,,2251,,623179
0113301 AL EBT WINSTON CO FS OFF,529,,3425,,3954,,211,,1318,,1529,,469753
0211005 AK EBT ALASKA,14639,,77812,,92451,,6941,,31759,,38700,,16093918
0400101 AZ EBT APACHE,139,,27040,,27179,,38,,10374,,10412,,2982463
0400301 AZ EBT COCHISE,981,,23158,,24139,,305,,10745,,11050,,3165393
0400501 AZ EBT COCONINO,201,,23227,,23428,,61,,9765,,9826,,2814893
0400701 AZ EBT GILA,1055,,12604,,13659,,282,,5771,,6053,,1733789
0400901 AZ EBT GRAHAM,524,,7187,,7711,,162,,3161,,3323,,951796
0401101 AZ EBT GREENLEE,28,,878,,906,,8,,414,,422,,120930
0401301 AZ EBT MARICOPA,30023,,581920,,611943,,9373,,251269,,260642,,74661839
0401501 AZ EBT MOHAVE,1494,,43127,,44621,,490,,20583,,21073,,6036423
0401701 AZ EBT NAVAJO,680,,34396,,35076,,200,,13676,,13876,,3974756
0401901 AZ EBT PIMA,7108,,165600,,172708,,2149,,77850,,79999,,22916007
0402101 AZ EBT PINAL,2596,,55776,,58372,,743,,22470,,23213,,6649449
0402301 AZ EBT SANTA CRUZ,360,,12245,,12605,,107,,4633,,4740,,1357874
0402501 AZ EBT YAVAPAI,753,,29246,,29999,,237,,14676,,14913,,4271913
0402701 AZ EBT YUMA,1132,,40985,,42117,,325,,15488,,15813,,4529691
0402901 AZ EBT LA PAZ CO DES,149,,4062,,4211,,46,,2010,,2056,,589008
0500101 AR EBT ARKANSAS COUNTY,156,,3511,,3667,,54,,1640,,1694,,449101
0500301 AR EBT ASHLEY COUNTY,164,,4275,,4439,,48,,1944,,1992,,542568
0500501 AR EBT BAXTER COUNTY,136,,5676,,5812,,48,,2454,,2502,,688848
0500701 AR EBT BENTON COUNTY,382,,20722,,21104,,119,,7236,,7355,,2552616
0500901 AR EBT BOONE COUNTY,302,,5676,,5978,,93,,2268,,2361,,716597
0501101 AR EBT BRADLEY COUNTY,210,,2376,,2586,,63,,1146,,1209,,319574
0501301 AR EBT CALHOUN COUNTY,13,,668,,681,,6,,316,,322,,83802
0501501 AR EBT CARROLL COUNTY,44,,3560,,3604,,13,,1343,,1356,,417576
0501701 AR EBT CHICOT COUNTY,166,,3183,,3349,,50,,1516,,1566,,400068
0501901 AR EBT CLARK COUNTY,71,,3113,,3184,,27,,1467,,1494,,387644
0502101 AR EBT CLAY COUNTY,120,,1950,,2070,,36,,786,,822,,238542
0502301 AR EBT CLEBURNE COUNTY,56,,3068,,3124,,20,,1309,,1329,,360197
0502501 AR EBT CLEVELAND COUNTY,87,,1347,,1434,,27,,597,,624,,178570
0502701 AR EBT COLUMBIA COUNTY,216,,4533,,4749,,65,,2209,,2274,,597294
0502901 AR EBT CONWAY COUNTY,178,,3852,,4030,,53,,1758,,1811,,481112
0503101 AR EBT CRAIGHEAD COUNTY,941,,14587,,15528,,273,,5621,,5894,,1894781
0503301 AR EBT CRAWFORD COUNTY,218,,10084,,10302,,60,,3730,,3790,,1237704
0503501 AR EBT CRITTENDEN COUNTY,1033,,13356,,14389,,288,,5699,,5987,,1830836
0503701 AR EBT CROSS COUNTY,173,,2979,,3152,,51,,1250,,1301,,369006
0503901 AR EBT DALLAS COUNTY,81,,1461,,1542,,24,,716,,740,,185759
0504101 AR EBT DESHA COUNTY,177,,3332,,3509,,58,,1546,,1604,,441745
0504301 AR EBT DREW COUNTY,116,,3726,,3842,,40,,1784,,1824,,488534
0504501 AR EBT FAULKNER COUNTY,459,,13173,,13632,,150,,5659,,5809,,1716004
0504701 AR EBT FRANKLIN COUNTY,36,,3108,,3144,,11,,1213,,1224,,367023
0504901 AR EBT FULTON COUNTY,62,,1912,,1974,,20,,779,,799,,222703
0505101 AR EBT GARLAND COUNTY,456,,15278,,15734,,142,,6590,,6732,,1987395
0505301 AR EBT GRANT COUNTY,54,,2202,,2256,,18,,912,,930,,277472
0505501 AR EBT GREENE COUNTY,220,,7205,,7425,,67,,2902,,2969,,902945
0505701 AR EBT HEMPSTEAD COUNTY,201,,4384,,4585,,68,,1846,,1914,,545826
0505901 AR EBT HOT SPRING COUNTY,191,,5159,,5350,,55,,2237,,2292,,702542
0506101 AR EBT HOWARD COUNTY,128,,2504,,2632,,37,,1060,,1097,,315196
0506301 AR EBT INDEPENDENCE COUNTY,260,,5542,,5802,,85,,2192,,2277,,673461
0506501 AR EBT IZARD COUNTY,78,,2095,,2173,,24,,836,,860,,237495
0506701 AR EBT JACKSON COUNTY,173,,3482,,3655,,48,,1540,,1588,,442162
0506901 AR EBT JEFFERSON COUNTY,1258,,17221,,18479,,382,,8437,,8819,,2446230
0507101 AR EBT JOHNSON COUNTY,123,,4610,,4733,,37,,1828,,1865,,552643
0507301 AR EBT LAFAYETTE COUNTY,121,,1547,,1668,,37,,752,,789,,191785
0507501 AR EBT LAWRENCE COUNTY,101,,2956,,3057,,30,,1183,,1213,,347138
0507701 AR EBT LEE COUNTY,331,,2530,,2861,,109,,1360,,1469,,365854
0507901 AR EBT LINCOLN COUNTY,114,,2361,,2475,,38,,1105,,1143,,307544
0508101 AR EBT LITTLE RIVER COUNTY,125,,2100,,2225,,38,,870,,908,,272701
0508301 AR EBT LOGAN COUNTY,252,,4367,,4619,,69,,1762,,1831,,560479
0508501 AR EBT LONOKE COUNTY,409,,8129,,8538,,122,,3261,,3383,,1019157
0508701 AR EBT MADISON COUNTY,51,,2225,,2276,,15,,813,,828,,257683
0508901 AR EBT MARION COUNTY,125,,2612,,2737,,37,,1091,,1128,,327942
0509101 AR EBT MILLER COUNTY,586,,7620,,8206,,181,,3284,,3465,,1014885
0509301 AR EBT MISSISSIPPI COUNTY,621,,10344,,10965,,180,,4424,,4604,,1310370
0509501 AR EBT MONROE COUNTY,100,,1868,,1968,,34,,935,,969,,237203
0509701 AR EBT MONTGOMERY COUNTY,44,,1507,,1551,,11,,601,,612,,176294
0509901 AR EBT NEVADA COUNTY,40,,1688,,1728,,11,,685,,696,,205307
0510101 AR EBT NEWTON COUNTY,33,,1335,,1368,,9,,542,,551,,147345
0510301 AR EBT OUACHITA COUNTY,391,,5261,,5652,,117,,2466,,2583,,685018
0510501 AR EBT PERRY COUNTY,58,,1603,,1661,,17,,679,,696,,206327
0510701 AR EBT PHILLIPS COUNTY,894,,6992,,7886,,270,,3314,,3584,,994345
0510901 AR EBT PIKE COUNTY,36,,1837,,1873,,8,,726,,734,,216704
0511101 AR EBT POINSETT COUNTY,268,,5556,,5824,,76,,2305,,2381,,688109
0511301 AR EBT POLK COUNTY,91,,3927,,4018,,30,,1544,,1574,,480314
0511501 AR EBT POPE COUNTY,193,,7970,,8163,,59,,3247,,3306,,939350
0511701 AR EBT PRAIRIE COUNTY,41,,1274,,1315,,15,,549,,564,,152264
0511901 AR EBT PULASKI COUNTY,4438,,61182,,65620,,1382,,29080,,30462,,8716318
0512101 AR EBT RANDOLPH COUNTY,66,,3141,,3207,,21,,1306,,1327,,369111
0512301 AR EBT SAINT FRANCIS COUNTY,787,,6757,,7544,,241,,3184,,3425,,963529
0512501 AR EBT SALINE COUNTY,187,,10714,,10901,,55,,4375,,4430,,1380477
0512701 AR EBT SCOTT COUNTY,37,,2206,,2243,,12,,830,,842,,254465
0512901 AR EBT SEARCY COUNTY,25,,1320,,1345,,6,,526,,532,,143074
0513101 AR EBT SEBASTIAN COUNTY,385,,20530,,20915,,115,,8322,,8437,,2548298
0513301 AR EBT SEVIER COUNTY,120,,3288,,3408,,39,,1330,,1369,,420959
0513501 AR EBT SHARP COUNTY,171,,3214,,3385,,51,,1301,,1352,,397780
0513701 AR EBT STONE COUNTY,70,,2176,,2246,,22,,921,,943,,237605
0513901 AR EBT UNION COUNTY,240,,7813,,8053,,73,,3599,,3672,,994524
0514101 AR EBT VAN BUREN COUNTY,37,,2767,,2804,,11,,1157,,1168,,335459
0514301 AR EBT WASHINGTON COUNTY,795,,27023,,27818,,239,,10371,,10610,,3434970
0514501 AR EBT WHITE COUNTY,419,,10895,,11314,,133,,4410,,4543,,1372480
0514701 AR EBT WOODRUFF COUNTY,127,,1682,,1809,,43,,835,,878,,215646
0514901 AR EBT YELL COUNTY,31,,3503,,3534,,9,,1367,,1376,,407990
0515992 AR EBT 92-1 Field Operations,472,,25671,,26143,,166,,22159,,22325,,1849372
0515996 AR EBT 96-1 Field Operations,0,,0,,0,,0,,0,,0,,0
0600105 CA EBT ALAMEDA COUNTY DSS,24348,,99974,,124322,,10394,,51902,,62296,,19652923
0600302 CA EBT ALPINE COUNTY DSS,12,,139,,151,,4,,79,,83,,19878
0600501 CA EBT AMADOR COUNTY DSS,527,,2786,,3313,,201,,1513,,1714,,505084
0600702 CA EBT BUTTE COUNTY DSS,5154,,24583,,29737,,2066,,12186,,14252,,4416970
0600901 CA EBT CALAVERAS CO DSW,868,,4131,,4999,,323,,2245,,2568,,753920
0601101 CA EBT COLUSA COUNTY DSW,263,,1551,,1814,,106,,609,,715,,248448
0601302 CA EBT CONTRA COSTA COUNTY DSS,13824,,54547,,68371,,5797,,27244,,33041,,10667184
0601501 CA EBT DEL NORTE CO DSW,1234,,4007,,5241,,457,,2118,,2575,,775918
0601704 CA EBT EL DORADO COUNTY DSS,1703,,10218,,11921,,660,,5703,,6363,,1798774
0601904 CA EBT FRESNO COUNTY DSW,42591,,176481,,219072,,15955,,75160,,91115,,32914899
0602102 CA EBT GLENN CO WELFARE DEPT,659,,2883,,3542,,245,,1161,,1406,,485387
0602303 CA EBT HUMBOLDT CO DSW,2531,,13128,,15659,,1033,,7257,,8290,,2404514
0602501 CA EBT IMPERIAL CO DSW,5952,,30644,,36596,,2134,,12167,,14301,,5108523
0602701 CA EBT INYO COUNTY WELF DEPT,350,,1630,,1980,,134,,857,,991,,277318
0602902 CA EBT KERN,32798,,110482,,143280,,12051,,46898,,58949,,21301570
0603101 CA EBT KINGS COUNTY DPW,4453,,18748,,23201,,1653,,8119,,9772,,3282390
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1783,,8420,,10203,,689,,4432,,5121,,1556289
0603501 CA EBT LASSEN CO DSW,631,,2266,,2897,,236,,1161,,1397,,451586
0603720 CA EBT LOS ANGELES COUNTY DPSS,208944,,911878,,1120822,,91290,,450110,,541400,,178205670
0603902 CA EBT MADERA CO DSW,5462,,21157,,26619,,2073,,8410,,10483,,3934777
0604102 CA EBT MARIN COUNTY DSW,1707,,7500,,9207,,787,,4690,,5477,,1467134
0604301 CA EBT MARIPOSA CO DSW,335,,1501,,1836,,128,,765,,893,,276870
0604501 CA EBT MENDOCINO CO WELF DEPT,2155,,11270,,13425,,830,,6263,,7093,,2053191
0604701 CA EBT MERCED CO DPW,13504,,41527,,55031,,4957,,17577,,22534,,8086981
0604901 CA EBT MODOC COUNTY DSS,216,,749,,965,,84,,341,,425,,138477
0605101 CA EBT MONO CO WELFARE DEPT,48,,654,,702,,20,,394,,414,,106932
0605302 CA EBT MONTEREY CO DSW,10464,,37422,,47886,,4346,,16480,,20826,,7428013
0605502 CA EBT NAPA CO WELFARE DEPT,1087,,6009,,7096,,442,,2881,,3323,,1054035
0605701 CA EBT NEVADA CO DPSS,1143,,6236,,7379,,456,,3411,,3867,,1122104
0605903 CA EBT ORANGE CO DSW,34552,,189729,,224281,,13635,,87731,,101366,,33275907
0606101 CA EBT PLACER CO WELFARE DEPT,2587,,15034,,17621,,985,,7280,,8265,,2559016
0606301 CA EBT PLUMAS COUNTY DSS,320,,1437,,1757,,115,,698,,813,,250215
0606503 CA EBT RIVERSIDE COUNTY DSS,54481,,220607,,275088,,19965,,93747,,113712,,40095837
0606703 CA EBT SACRAMENTO CO DSW,44838,,163029,,207867,,17751,,75225,,92976,,31983930
0606902 CA EBT SAN BENITO COUNTY DSS,1173,,5173,,6346,,450,,2247,,2697,,943135
0607105 CA EBT SAN BRNDINO CO DPSS AU,76797,,290167,,366964,,28502,,127636,,156138,,54773985
0607301 CA EBT SAN DIEGO CO DSS,48135,,202690,,250825,,17691,,97483,,115174,,37853449
0607502 CA EBT SAN FRANCISCO COUNTY DSS,6199,,42573,,48772,,2812,,28559,,31371,,7740022
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,25006,,85156,,110162,,9697,,35624,,45321,,16541487
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,3017,,14651,,17668,,1229,,7833,,9062,,2598250
0608103 CA EBT SAN MATEO COUNTY DSS,4400,,23390,,27790,,1773,,11736,,13509,,4185616
0608304 CA EBT SANTA BARBARA CO DSW,7019,,26020,,33039,,2868,,11781,,14649,,4962770
0608502 CA EBT SANTA CLARA COUNTY DSS,17806,,88779,,106585,,7327,,42535,,49862,,16201208
0608702 CA EBT SANTA CRUZ CO DSW,3574,,19366,,22940,,1483,,10120,,11603,,3576554
0608901 CA EBT SHASTA CO DSW,4354,,19349,,23703,,1743,,10137,,11880,,3498245
0609101 CA EBT SIERRA CO HUMAN SVCS,25,,289,,314,,10,,155,,165,,46385
0609301 CA EBT SISKIYOU CO DSW,1389,,5030,,6419,,492,,2367,,2859,,949923
0609502 CA EBT SOLANO CO DSW,7822,,33286,,41108,,3280,,17229,,20509,,6367906
0609701 CA EBT SONOMA CO DSW,6034,,33996,,40030,,2863,,21189,,24052,,5329565
0609902 CA EBT STANISLAUS CO. DSS,18760,,71552,,90312,,7156,,33926,,41082,,13372986
0610101 CA EBT SUTTER CO WELF DEPT,2284,,10018,,12302,,843,,4261,,5104,,1792771
0610301 CA EBT TEHAMA CO DSW,2142,,7576,,9718,,775,,3422,,4197,,1415372
0610501 CA EBT TRINITY CO DSW,189,,1422,,1611,,84,,718,,802,,239059
0610704 CA EBT TULARE COUNTY DSS,24851,,88407,,113258,,9125,,36870,,45995,,16743858
0610901 CA EBT TUOLUMNE CO WELF DEPT,1078,,4167,,5245,,420,,2414,,2834,,779595
0611101 CA EBT VENTURA CO.,9438,,57131,,66569,,3774,,28286,,32060,,9967029
0611301 CA EBT YOLO CO DSW,2525,,14159,,16684,,995,,6778,,7773,,2511813
0611501 CA EBT YUBA CO WELFARE DEPT,2577,,10261,,12838,,984,,4684,,5668,,1906333
0800301 CO EBT ALAMOSA CO DSS,724,,3020,,3744,,362,,1562,,1924,,512051
0800701 CO EBT ARCHULETA CO DSS,119,,1110,,1229,,58,,491,,549,,156788
0800901 CO EBT BACA CO DSS,70,,325,,395,,35,,130,,165,,47733
0801101 CO EBT BENT CO DSS,210,,653,,863,,110,,339,,449,,100918
0801301 CO EBT BOULDER CO DSS,2118,,14688,,16806,,1327,,7071,,8398,,2273297
0801501 CO EBT CHAFFEE CO DSS,163,,1215,,1378,,100,,633,,733,,184332
0801701 CO EBT CHEYENNE CO DSS,18,,152,,170,,11,,57,,68,,19670
0801901 CO EBT CLEAR CREEK,64,,578,,642,,38,,314,,352,,93061
0802101 CO EBT CONEJOS CO DSS,265,,1546,,1811,,159,,680,,839,,228031
0802301 CO EBT COSTILLA CO DSS,208,,790,,998,,122,,417,,539,,121413
0802501 CO EBT CROWLEY CO DSS,157,,626,,783,,75,,269,,344,,92717
0802701 CO EBT CUSTER CO DSS,26,,341,,367,,18,,164,,182,,50615
0802901 CO EBT DELTA CO DSS,386,,3650,,4036,,233,,1615,,1848,,530541
0803102 CO EBT DENVER,13227,,76947,,90174,,7819,,36378,,44197,,11893321
0803301 CO EBT DOLORES CO DSS,13,,132,,145,,10,,66,,76,,18179
0803501 CO EBT DOUGLAS,360,,6289,,6649,,256,,2515,,2771,,879822
0803701 CO EBT EAGLE CO DSS,91,,1603,,1694,,56,,708,,764,,242134
0803901 CO EBT ELBERT CO DSS,88,,957,,1045,,37,,378,,415,,135734
0804101 CO EBT EL PASO CO DSS,5883,,65453,,71336,,2985,,28709,,31694,,9695291
0804301 CO EBT FREMONT CO DSS,1086,,4659,,5745,,521,,2063,,2584,,736071
0804501 CO EBT GARFIELD CO DSS,547,,4442,,4989,,262,,2058,,2320,,701094
0804701 CO EBT GILPIN,50,,446,,496,,30,,234,,264,,68307
0804901 CO EBT GRAND,39,,556,,595,,25,,261,,286,,79473
0805101 CO EBT GUNN HINSDALE CO DSS,117,,864,,981,,52,,446,,498,,135913
0805301 CO EBT HINSDALE,3,,26,,29,,1,,13,,14,,4401
0805501 CO EBT HUERFANO CO DSS,223,,1293,,1516,,142,,634,,776,,199962
0805701 CO EBT JACKSON,4,,102,,106,,2,,44,,46,,14623
0805901 CO EBT JEFFERSON CO DSS,3147,,30447,,33594,,1809,,13671,,15480,,4589949
0806101 CO EBT KIOWA CO DSS,13,,125,,138,,8,,55,,63,,16625
0806301 CO EBT KIT CARSON CO DSS,80,,590,,670,,44,,237,,281,,75530
0806501 CO EBT LAKE CO DSS,64,,601,,665,,28,,253,,281,,91919
0806701 CO EBT LA PLATA CO DSS,342,,3534,,3876,,217,,1688,,1905,,524403
0806901 CO EBT LARIMER CO DSS,3204,,20170,,23374,,1640,,9197,,10837,,3195963
0807101 CO EBT LAS ANIMAS CO DSS,436,,2232,,2668,,258,,1154,,1412,,351774
0807301 CO EBT LINCOLN CO DSS,56,,442,,498,,23,,182,,205,,66676
0807501 CO EBT LOGAN CO DSS,270,,1879,,2149,,130,,869,,999,,260109
0807701 CO EBT MESA CO DSS,1752,,15977,,17729,,912,,7261,,8173,,2399835
0807901 CO EBT MINERAL,0,,12,,12,,0,,6,,6,,1576
0808101 CO EBT MOFFAT CO DSS,72,,1543,,1615,,44,,707,,751,,215680
0808301 CO EBT MONTEZUMA CO DSS,314,,3036,,3350,,171,,1250,,1421,,422496
0808501 CO EBT MONTROSE CO DSS,601,,5000,,5601,,330,,2345,,2675,,714671
0808701 CO EBT MORGAN CO DSS,452,,2655,,3107,,193,,1024,,1217,,386498
0808901 CO EBT OTERO CO DSS,432,,3430,,3862,,298,,1455,,1753,,465282
0809101 CO EBT OURAY CO DSS,26,,246,,272,,18,,119,,137,,35969
0809301 CO EBT PARK CO DSS,84,,1196,,1280,,49,,584,,633,,182073
0809501 CO EBT PHILLIPS CO DSS,50,,382,,432,,27,,167,,194,,50482
0809701 CO EBT PITKIN,23,,253,,276,,17,,164,,181,,39798
0809901 CO EBT PROWERS CO DSS,492,,2192,,2684,,203,,957,,1160,,337495
0810101 CO EBT PUEBLO CO DSS,5024,,30738,,35762,,2740,,14239,,16979,,4904247
0810301 CO EBT RIO BLANCO CO DSS,34,,519,,553,,18,,217,,235,,77415
0810501 CO EBT RIO GRANDE CO DSS,246,,2329,,2575,,160,,1062,,1222,,335481
0810701 CO EBT ROUTT CO DSS,55,,863,,918,,22,,464,,486,,126114
0810901 CO EBT SAGUACHE CO DSS,148,,1305,,1453,,92,,592,,684,,184600
0811101 CO EBT SAN JUAN CO DSS,8,,65,,73,,5,,41,,46,,11857
0811301 CO EBT SAN MIGUEL CO DSS,28,,371,,399,,16,,184,,200,,56718
0811501 CO EBT SEDGWICK CO DSS,37,,244,,281,,21,,108,,129,,34983
0811701 CO EBT SUMMIT CO DSS,41,,1091,,1132,,22,,614,,636,,164184
0811901 CO EBT TELLER CO DSS,283,,1870,,2153,,124,,912,,1036,,281286
0812101 CO EBT WASHINGTON CO DSS,17,,306,,323,,12,,131,,143,,32065
0812301 CO EBT WELD CO DSS,2588,,23429,,26017,,1265,,9177,,10442,,3386690
0812501 CO EBT YUMA CO DSS,112,,944,,1056,,75,,398,,473,,130367
0812701 CO EBT ADAMS CO DSS,3514,,54440,,57954,,1815,,21717,,23532,,7998146
0812901 CO EBT ARAPAHO CO. DSS,5323,,47130,,52453,,2983,,19832,,22815,,7219245
0813101 CO EBT BROOMFIELD,187,,1939,,2126,,122,,847,,969,,274834
0900002 CT EBT DEPT. OF SOCIAL SERVICES,68588,,357931,,426519,,48469,,184402,,232871,,57912595
1000112 DE EBT KENT,37634,,27,,37661,,17632,,7,,17639,,4672036
1000235 DE EBT NEW CASTLE,81725,,29,,81754,,39309,,11,,39320,,10629663
1000316 DE EBT SUSSEX CO.,35896,,23,,35919,,16266,,6,,16272,,4579563
1100161 DC EBT D.C. Treasury,39131,,106196,,145327,,19778,,62465,,82243,,19603943
1200101 FL EBT ALACHUA CO DFS,3397,,34089,,37486,,2680,,18301,,20981,,5218032
