NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:25 PM,,,,,
Jan 1993,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0100101 AL FSP AUTAUGA CO FS OFF,1954,,3031,,4985,,539,,1302,,1841,,320023
0100301 AL FSP BALDWIN CO FS OFF,2785,,5656,,8441,,713,,2189,,2902,,536229
0100501 AL FSP BARBOUR CO FS OFF,2960,,2724,,5684,,786,,1334,,2120,,355600
0100701 AL FSP BIBB CO FS OFF,954,,1605,,2559,,262,,666,,928,,152519
0100901 AL FSP BLOUNT CO FS OFF,1576,,2282,,3858,,485,,1021,,1506,,242963
0101101 AL FSP BULLOCK CO FS OFF,1969,,1035,,3004,,497,,545,,1042,,187963
0101301 AL FSP BUTLER CO FSO,2279,,2767,,5046,,561,,1219,,1780,,300104
0101501 AL FSP CALHOUN CO FS OFF,6621,,8150,,14771,,1801,,3952,,5753,,1028228
0101701 AL FSP CHAMBERS CO FS OFF,2280,,2992,,5272,,613,,1354,,1967,,346289
0101901 AL FSP CHEROKEE CO FS OFFICE,860,,1117,,1977,,270,,546,,816,,121796
0102101 AL FSP CHILTON CO FS OFF,1801,,2759,,4560,,531,,1245,,1776,,300274
0102301 AL FSP CHOCTAW CO FS OFF,1702,,1366,,3068,,446,,706,,1152,,189555
0102501 AL WRI CLARKE CO FS OFF,3112,,3153,,6265,,996,,1316,,2312,,422924
0102701 AL FSP CLAY CO FS OFF,608,,521,,1129,,173,,274,,447,,60596
0102901 AL FSP CLEBURNE CO FS OFF,663,,682,,1345,,207,,355,,562,,82464
0103101 AL FSP COFFEE CO FS OFF,1889,,1865,,3754,,590,,883,,1473,,225966
0103301 AL FSP COLBERT CO FS OFF,1745,,3325,,5070,,513,,1373,,1886,,310251
0103501 AL FSP CONECUH CO FS OFF,1810,,2060,,3870,,505,,1086,,1591,,252573
0103701 AL FSP COOSA CO FSO,611,,607,,1218,,156,,305,,461,,68955
0103901 AL FSP COVINGTON CO FS OFF,2388,,3695,,6083,,723,,1755,,2478,,382875
0104101 AL FSP CRENSHAW CO FSO,1327,,1095,,2422,,369,,607,,976,,148598
0104301 AL FSP CULLMAN CO FS OFF,2572,,4371,,6943,,836,,1890,,2726,,420359
0104501 AL FSP DALE CO FS OFF,2422,,4195,,6617,,669,,1700,,2369,,444415
0104701 AL FSP DALLAS CO FS OFF,9280,,6034,,15314,,2245,,3412,,5657,,1023366
0104901 AL FSP DEKALB CO FS OFF,2605,,3311,,5916,,839,,1536,,2375,,363827
0105101 AL FSP ELMORE CO FS OFF,2178,,3107,,5285,,534,,1225,,1759,,321264
0105301 AL FSP ESCAMBIA CO FS OFF,2408,,3888,,6296,,666,,1716,,2382,,421808
0105501 AL FSP ETOWQH CO FS OFF,4911,,7612,,12523,,1513,,3673,,5186,,818837
0105701 AL FSP FAYETTE CO FS OFF,1414,,1187,,2601,,438,,694,,1132,,166735
0105901 AL FSP FRANKLIN CO FS OFF,1957,,1770,,3727,,641,,995,,1636,,223817
0106101 AL FSP GENEVA CO FS OFF,1621,,1937,,3558,,494,,950,,1444,,221263
0106301 AL FSP GREENE CO FS OFF,2013,,1631,,3644,,546,,801,,1347,,232971
0106501 AL FSP HALE CO FS OFF,1623,,2667,,4290,,441,,1031,,1472,,255984
0106701 AL FSP HENRY CO FS OFF,1631,,1170,,2801,,536,,703,,1239,,167370
0106901 AL FSP HOUSTON CO FS OFF,5064,,5771,,10835,,1417,,2650,,4067,,705453
0107101 AL FSP JACKSON CO FS OFF,2153,,3276,,5429,,678,,1541,,2219,,327838
0107301 AL FSP JEFFERSON CO FS OFF,39478,,39999,,79477,,10927,,20268,,31195,,5759613
0107501 AL FSP LAMAR CO FS OFF,880,,1063,,1943,,313,,543,,856,,114250
0107701 AL FSP LAUDERDALE CO FS OFF,3040,,3698,,6738,,924,,1753,,2677,,429615
0107901 AL FSP LAWRENCE CO FS OFF,1723,,2343,,4066,,481,,1053,,1534,,245852
0108101 AL FSP LEE CO FOOD STAMP OFF,3384,,4831,,8215,,957,,2163,,3120,,554216
0108301 AL WRI LIMESTONE CO FS OFF,2189,,3567,,5756,,938,,1400,,2338,,381693
0108501 AL FSP LOWNDES CO FS OFF,2438,,2117,,4555,,518,,934,,1452,,285099
0108701 AL FSP MACON CO FS OFF,3603,,3938,,7541,,993,,2136,,3129,,552830
0108901 AL WRI MADISON CO FS OFF,10773,,14262,,25035,,4064,,6724,,10788,,1898940
0109101 AL FSP MARENGO CO FS OFC,2742,,2795,,5537,,727,,1298,,2025,,349900
0109301 AL FSP MARION CO FS OFF,1727,,1774,,3501,,564,,945,,1509,,202796
0109501 AL FSP MARSHALL CO FS OFF,3679,,3545,,7224,,1196,,1766,,2962,,455226
0109701 AL FSP MOBILE CO FS OFF,31017,,40446,,71463,,7925,,18850,,26775,,5298335
0109901 AL FSP MONROE CO FS OFF,1901,,2513,,4414,,432,,1009,,1441,,280178
0110101 AL FSP MONTGOMERY CO FS OFF,17724,,17847,,35571,,4256,,8890,,13146,,2531070
0110301 AL FSP MORGAN CO FS OFF,3129,,5090,,8219,,916,,2169,,3085,,547626
0110501 AL FSP PERRY CO FS OFF,2757,,2278,,5035,,683,,1187,,1870,,334075
0110701 AL FSP PICKENS CO FS OFF,2066,,2178,,4244,,513,,920,,1433,,252042
0110901 AL FSP PIKE CO FOOD STAMP OFC,3178,,2432,,5610,,903,,1335,,2238,,348349
0111101 AL FSP RANDOLPH CO FSO,1210,,1435,,2645,,350,,640,,990,,159781
0111301 AL FSP RUSSELL CO FS OFF,3507,,4808,,8315,,978,,2061,,3039,,580733
0111501 AL FSP ST CLAIR CO FS OFF,2136,,3996,,6132,,581,,1621,,2202,,405721
0111701 AL FSP SHELBY CO FS OFF,1837,,3654,,5491,,524,,1512,,2036,,357932
0111901 AL FSP SUMTER CO FS OFF,2948,,2092,,5040,,815,,1162,,1977,,332384
0112101 AL FSP TALLADEGA CO FS OFF,5999,,6467,,12466,,1615,,3151,,4766,,822050
0112301 AL FSP TALLAPOOSA CO FS OFF,2276,,3074,,5350,,660,,1457,,2117,,350727
0112501 AL FSP TUSCALOOSA CO FS OFF,8406,,10830,,19236,,2218,,5138,,7356,,1312158
0112701 AL FSP WALKER CO FS OFF,3427,,4131,,7558,,938,,1920,,2858,,502229
0112901 AL FSP WASHINGTON CO F S OFC,1798,,1426,,3224,,496,,718,,1214,,216792
0113101 AL FSP WILCOX CO FS OFF,3712,,2082,,5794,,811,,1270,,2081,,355126
0113301 AL FSP WINSTON CO FS OFF,1077,,1054,,2131,,344,,528,,872,,122600
0211005 AK FSP ALASKA,16027,,11938,,27965,,5345,,4822,,10167,,2293203
0400101 AZ FSP APACHE,10384,,13502,,23886,,2499,,3833,,6332,,1438754
0400301 AZ FSP COCHISE,6483,,8755,,15238,,2088,,3604,,5692,,1022097
