NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,02/27/2018,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,, , ,,,,,
Jan 2017,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0112101 AL EBT TALLADEGA CO FS OFF,2546,,11849,,14395,,1644,,5454,,7098,,1659369
0112301 AL EBT TALLAPOOSA CO FS OFF,1181,,6665,,7846,,740,,3016,,3756,,916680
0112501 AL EBT TUSCALOOSA CO FS OFF,4180,,23327,,27507,,2271,,10273,,12544,,3232156
0112701 AL EBT WALKER CO FS OFF,1790,,10040,,11830,,1036,,4443,,5479,,1389654
0112901 AL EBT WASHINGTON CO F S OFC,461,,2774,,3235,,304,,1339,,1643,,396328
0113101 AL EBT WILCOX CO FS OFF,1048,,3804,,4852,,608,,1944,,2552,,591464
0113301 AL EBT WINSTON CO FS OFF,544,,3056,,3600,,324,,1277,,1601,,384948
0211005 AK EBT ALASKA,13203,,72328,,85531,,6489,,30665,,37154,,15212596
0400101 AZ EBT APACHE,35,,24877,,24912,,11,,10134,,10145,,3105252
0400301 AZ EBT COCHISE,547,,22786,,23333,,169,,11116,,11285,,2655975
0400501 AZ EBT COCONINO,139,,20202,,20341,,43,,9020,,9063,,2518868
0400701 AZ EBT GILA,99,,12124,,12223,,34,,5618,,5652,,1533965
0400901 AZ EBT GRAHAM,93,,6441,,6534,,32,,2959,,2991,,797134
0401101 AZ EBT GREENLEE,30,,888,,918,,9,,421,,430,,117950
0401301 AZ EBT MARICOPA,15144,,479687,,494831,,4429,,212742,,217171,,60664043
0401501 AZ EBT MOHAVE,770,,37665,,38435,,251,,19437,,19688,,4453349
0401701 AZ EBT NAVAJO,325,,30540,,30865,,96,,12601,,12697,,3844767
0401901 AZ EBT PIMA,4983,,143112,,148095,,1423,,69879,,71302,,17977621
0402101 AZ EBT PINAL,1679,,51146,,52825,,464,,21774,,22238,,6373632
0402301 AZ EBT SANTA CRUZ,245,,12352,,12597,,68,,5008,,5076,,1371198
0402501 AZ EBT YAVAPAI,482,,21583,,22065,,148,,11489,,11637,,2495301
0402701 AZ EBT YUMA,612,,39939,,40551,,174,,16319,,16493,,4434258
0402901 AZ EBT LA PAZ CO DES,63,,3503,,3566,,14,,1799,,1813,,428871
0500101 AR EBT ARKANSAS COUNTY,63,,3096,,3159,,21,,1449,,1470,,357898
0500301 AR EBT ASHLEY COUNTY,88,,3430,,3518,,29,,1595,,1624,,395285
0500501 AR EBT BAXTER COUNTY,70,,4728,,4798,,22,,2286,,2308,,499471
0500701 AR EBT BENTON COUNTY,243,,14676,,14919,,72,,5748,,5820,,1589243
0500901 AR EBT BOONE COUNTY,163,,4776,,4939,,48,,2112,,2160,,514699
0501101 AR EBT BRADLEY COUNTY,87,,2168,,2255,,24,,1033,,1057,,241354
0501301 AR EBT CALHOUN COUNTY,2,,551,,553,,1,,275,,276,,57053
0501501 AR EBT CARROLL COUNTY,22,,2810,,2832,,7,,1186,,1193,,302460
0501701 AR EBT CHICOT COUNTY,113,,2748,,2861,,32,,1266,,1298,,300272
0501901 AR EBT CLARK COUNTY,12,,2479,,2491,,5,,1220,,1225,,271081
0502101 AR EBT CLAY COUNTY,38,,1826,,1864,,11,,846,,857,,189907
0502301 AR EBT CLEBURNE COUNTY,43,,2293,,2336,,14,,1086,,1100,,245643
0502501 AR EBT CLEVELAND COUNTY,61,,1245,,1306,,19,,574,,593,,142374
0502701 AR EBT COLUMBIA COUNTY,107,,3935,,4042,,30,,1941,,1971,,434954
0502901 AR EBT CONWAY COUNTY,83,,3239,,3322,,24,,1463,,1487,,347902
0503101 AR EBT CRAIGHEAD COUNTY,375,,12745,,13120,,116,,5111,,5227,,1436422
0503301 AR EBT CRAWFORD COUNTY,135,,7773,,7908,,33,,3152,,3185,,842064
0503501 AR EBT CRITTENDEN COUNTY,439,,12281,,12720,,123,,5311,,5434,,1494423
0503701 AR EBT CROSS COUNTY,63,,2714,,2777,,18,,1186,,1204,,297392
0503901 AR EBT DALLAS COUNTY,42,,1071,,1113,,12,,518,,530,,114080
0504101 AR EBT DESHA COUNTY,73,,2821,,2894,,23,,1316,,1339,,306130
0504301 AR EBT DREW COUNTY,66,,2784,,2850,,20,,1356,,1376,,330580
0504501 AR EBT FAULKNER COUNTY,249,,11599,,11848,,78,,5081,,5159,,1387447
0504701 AR EBT FRANKLIN COUNTY,39,,2378,,2417,,9,,1009,,1018,,251702
0504901 AR EBT FULTON COUNTY,29,,1921,,1950,,8,,921,,929,,195646
0505101 AR EBT GARLAND COUNTY,247,,14098,,14345,,80,,6446,,6526,,1639448
0505301 AR EBT GRANT COUNTY,25,,1771,,1796,,8,,767,,775,,203505
0505501 AR EBT GREENE COUNTY,106,,6269,,6375,,33,,2739,,2772,,703216
0505701 AR EBT HEMPSTEAD COUNTY,56,,3295,,3351,,20,,1509,,1529,,355565
0505901 AR EBT HOT SPRING COUNTY,31,,4615,,4646,,11,,2114,,2125,,515536
0506101 AR EBT HOWARD COUNTY,39,,2259,,2298,,11,,911,,922,,240944
0506301 AR EBT INDEPENDENCE COUNTY,100,,4599,,4699,,34,,1976,,2010,,487767
0506501 AR EBT IZARD COUNTY,31,,1773,,1804,,10,,820,,830,,176898
0506701 AR EBT JACKSON COUNTY,102,,2925,,3027,,30,,1421,,1451,,336898
0506901 AR EBT JEFFERSON COUNTY,511,,14213,,14724,,163,,6653,,6816,,1717995
0507101 AR EBT JOHNSON COUNTY,97,,4073,,4170,,31,,1695,,1726,,436567
0507301 AR EBT LAFAYETTE COUNTY,24,,1282,,1306,,8,,652,,660,,127878
0507501 AR EBT LAWRENCE COUNTY,52,,2495,,2547,,14,,1116,,1130,,254599
0507701 AR EBT LEE COUNTY,113,,2086,,2199,,38,,1124,,1162,,244199
0507901 AR EBT LINCOLN COUNTY,38,,1798,,1836,,13,,848,,861,,197521
0508101 AR EBT LITTLE RIVER COUNTY,56,,1804,,1860,,18,,818,,836,,188624
0508301 AR EBT LOGAN COUNTY,62,,3355,,3417,,18,,1440,,1458,,350297
0508501 AR EBT LONOKE COUNTY,147,,6656,,6803,,49,,2900,,2949,,756962
0508701 AR EBT MADISON COUNTY,36,,1978,,2014,,10,,782,,792,,212379
0508901 AR EBT MARION COUNTY,37,,2184,,2221,,12,,992,,1004,,226116
0509101 AR EBT MILLER COUNTY,287,,6719,,7006,,84,,2997,,3081,,794161
0509301 AR EBT MISSISSIPPI COUNTY,241,,8973,,9214,,74,,3891,,3965,,1021488
0509501 AR EBT MONROE COUNTY,48,,1626,,1674,,17,,816,,833,,172981
0509701 AR EBT MONTGOMERY COUNTY,21,,1233,,1254,,6,,575,,581,,132501
0509901 AR EBT NEVADA COUNTY,33,,1459,,1492,,9,,660,,669,,156721
0510101 AR EBT NEWTON COUNTY,5,,1053,,1058,,2,,480,,482,,98071
0510301 AR EBT OUACHITA COUNTY,150,,4211,,4361,,45,,1993,,2038,,492434
0510501 AR EBT PERRY COUNTY,8,,1276,,1284,,2,,562,,564,,140494
0510701 AR EBT PHILLIPS COUNTY,465,,5808,,6273,,138,,2692,,2830,,695703
0510901 AR EBT PIKE COUNTY,20,,1499,,1519,,6,,647,,653,,162539
0511101 AR EBT POINSETT COUNTY,168,,4801,,4969,,47,,2185,,2232,,523817
0511301 AR EBT POLK COUNTY,76,,3321,,3397,,24,,1425,,1449,,371667
0511501 AR EBT POPE COUNTY,61,,6744,,6805,,18,,2891,,2909,,717125
0511701 AR EBT PRAIRIE COUNTY,14,,989,,1003,,5,,465,,470,,100689
0511901 AR EBT PULASKI COUNTY,1975,,53101,,55076,,602,,23823,,24425,,6539264
0512101 AR EBT RANDOLPH COUNTY,18,,2355,,2373,,6,,1119,,1125,,225815
0512301 AR EBT SAINT FRANCIS COUNTY,257,,5532,,5789,,70,,2562,,2632,,658635
0512501 AR EBT SALINE COUNTY,129,,8433,,8562,,38,,3640,,3678,,1019870
0512701 AR EBT SCOTT COUNTY,45,,1731,,1776,,14,,708,,722,,176938
0512901 AR EBT SEARCY COUNTY,25,,986,,1011,,8,,477,,485,,92211
0513101 AR EBT SEBASTIAN COUNTY,324,,17403,,17727,,93,,7629,,7722,,1954754
0513301 AR EBT SEVIER COUNTY,49,,2697,,2746,,16,,1109,,1125,,292608
0513501 AR EBT SHARP COUNTY,82,,3146,,3228,,24,,1424,,1448,,329116
0513701 AR EBT STONE COUNTY,36,,1942,,1978,,12,,902,,914,,187890
0513901 AR EBT UNION COUNTY,112,,6613,,6725,,32,,3052,,3084,,761475
0514101 AR EBT VAN BUREN COUNTY,30,,2499,,2529,,7,,1122,,1129,,267995
0514301 AR EBT WASHINGTON COUNTY,335,,17474,,17809,,99,,7176,,7275,,2017741
0514501 AR EBT WHITE COUNTY,348,,10273,,10621,,101,,4444,,4545,,1180195
0514701 AR EBT WOODRUFF COUNTY,30,,1322,,1352,,11,,675,,686,,146724
0514901 AR EBT YELL COUNTY,17,,2491,,2508,,3,,1007,,1010,,251156
0515992 AR EBT 92-1 Field Operations,0,,0,,0,,0,,0,,0,,0
0515996 AR EBT 96-1 Field Operations,0,,0,,0,,0,,0,,0,,0
0600105 CA EBT ALAMEDA COUNTY DSS,13285,,95503,,108788,,5742,,51693,,57435,,15297316
0600302 CA EBT ALPINE COUNTY DSS,0,,141,,141,,0,,86,,86,,17382
0600501 CA EBT AMADOR COUNTY DSS,334,,2824,,3158,,132,,1567,,1699,,409116
0600702 CA EBT BUTTE COUNTY DSS,4100,,26911,,31011,,1668,,14870,,16538,,4163674
0600901 CA EBT CALAVERAS CO DSW,505,,4574,,5079,,188,,2635,,2823,,660270
0601101 CA EBT COLUSA COUNTY DSW,209,,1375,,1584,,82,,594,,676,,198307
0601302 CA EBT CONTRA COSTA COUNTY DSS,9252,,53822,,63074,,3972,,27568,,31540,,8812710
0601501 CA EBT DEL NORTE CO DSW,1076,,4120,,5196,,370,,2147,,2517,,678534
0601704 CA EBT EL DORADO COUNTY DSS,1316,,11022,,12338,,536,,6428,,6964,,1620356
0601904 CA EBT FRESNO COUNTY DSW,33850,,176555,,210405,,12384,,77869,,90253,,30488828
0602102 CA EBT GLENN CO WELFARE DEPT,558,,2958,,3516,,211,,1319,,1530,,436164
0602303 CA EBT HUMBOLDT CO DSW,2138,,18696,,20834,,860,,11561,,12421,,2870939
0602501 CA EBT IMPERIAL CO DSW,6495,,35471,,41966,,2299,,15033,,17332,,5264975
0602701 CA EBT INYO COUNTY WELF DEPT,243,,1672,,1915,,91,,916,,1007,,243106
0602902 CA EBT KERN,26632,,135150,,161782,,9964,,59518,,69482,,21359069
0603101 CA EBT KINGS COUNTY DPW,4156,,20225,,24381,,1510,,9237,,10747,,3098667
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1539,,10657,,12196,,590,,5875,,6465,,1636553
0603501 CA EBT LASSEN CO DSW,650,,2495,,3145,,236,,1369,,1605,,429782
0603720 CA EBT LOS ANGELES COUNTY DPSS,211583,,865615,,1077198,,86108,,447786,,533894,,153267088
0603902 CA EBT MADERA CO DSW,7867,,23827,,31694,,1783,,10017,,11800,,3754344
0604102 CA EBT MARIN COUNTY DSW,1192,,8575,,9767,,548,,5416,,5964,,1360115
0604301 CA EBT MARIPOSA CO DSW,239,,1615,,1854,,90,,910,,1000,,251225
0604501 CA EBT MENDOCINO CO WELF DEPT,1396,,10469,,11865,,554,,5767,,6321,,1631962
0604701 CA EBT MERCED CO DPW,9854,,45314,,55168,,3687,,20062,,23749,,7256414
0604901 CA EBT MODOC COUNTY DSS,200,,969,,1169,,75,,475,,550,,157085
0605101 CA EBT MONO CO WELFARE DEPT,28,,743,,771,,12,,451,,463,,108540
0605302 CA EBT MONTEREY CO DSW,7198,,43712,,50910,,2801,,19956,,22757,,7008477
0605502 CA EBT NAPA CO WELFARE DEPT,756,,6058,,6814,,306,,3053,,3359,,838477
0605701 CA EBT NEVADA CO DPSS,598,,6728,,7326,,244,,3969,,4213,,979443
0605903 CA EBT ORANGE CO DSW,26581,,214731,,241312,,10290,,108123,,118413,,32018307
0606101 CA EBT PLACER CO WELFARE DEPT,1718,,14820,,16538,,676,,8155,,8831,,2091618
0606301 CA EBT PLUMAS COUNTY DSS,225,,1918,,2143,,86,,1084,,1170,,296888
0606503 CA EBT RIVERSIDE COUNTY DSS,39943,,237479,,277422,,14828,,110193,,125021,,36243428
0606703 CA EBT SACRAMENTO CO DSW,37182,,167871,,205053,,14239,,84098,,98337,,28752900
0606902 CA EBT SAN BENITO COUNTY DSS,692,,4509,,5201,,257,,2066,,2323,,667704
0607105 CA EBT SAN BRNDINO CO DPSS AU,63161,,309495,,372656,,23963,,146556,,170519,,49890901
0607301 CA EBT SAN DIEGO CO DSS,34597,,239392,,273989,,12519,,122984,,135503,,35799451
0607502 CA EBT SAN FRANCISCO COUNTY DSS,4458,,45212,,49670,,2034,,30677,,32711,,6947907
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,16893,,93719,,110612,,6792,,42591,,49383,,14544537
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,2181,,15137,,17318,,872,,8805,,9677,,2325644
0608103 CA EBT SAN MATEO COUNTY DSS,1839,,25062,,26901,,776,,13189,,13965,,3459656
0608304 CA EBT SANTA BARBARA CO DSW,6147,,32958,,39105,,2381,,16562,,18943,,5287715
0608502 CA EBT SANTA CLARA COUNTY DSS,9980,,86202,,96182,,4095,,44993,,49088,,12732065
0608702 CA EBT SANTA CRUZ CO DSW,2743,,24057,,26800,,1094,,13533,,14627,,3606630
0608901 CA EBT SHASTA CO DSW,2968,,20686,,23654,,1226,,11301,,12527,,3037678
0609101 CA EBT SIERRA CO HUMAN SVCS,44,,251,,295,,16,,151,,167,,38198
0609301 CA EBT SISKIYOU CO DSW,1018,,5573,,6591,,380,,2738,,3118,,869290
0609502 CA EBT SOLANO CO DSW,5826,,34268,,40094,,2449,,18845,,21294,,5513879
0609701 CA EBT SONOMA CO DSW,3375,,27540,,30915,,1395,,16064,,17459,,4026669
0609902 CA EBT STANISLAUS CO. DSS,13858,,70830,,84688,,5348,,35029,,40377,,11219581
0610101 CA EBT SUTTER CO WELF DEPT,1897,,10918,,12815,,709,,4894,,5603,,1695258
0610301 CA EBT TEHAMA CO DSW,1250,,8099,,9349,,475,,3849,,4324,,1183692
0610501 CA EBT TRINITY CO DSW,139,,1571,,1710,,60,,926,,986,,236085
0610704 CA EBT TULARE COUNTY DSS,20286,,99502,,119788,,7421,,44260,,51681,,16155684
0610901 CA EBT TUOLUMNE CO WELF DEPT,681,,4583,,5264,,274,,2742,,3016,,686662
0611101 CA EBT VENTURA CO.,7328,,65332,,72660,,2851,,33490,,36341,,9575150
0611301 CA EBT YOLO CO DSW,2235,,17036,,19271,,851,,9102,,9953,,2586074
0611501 CA EBT YUBA CO WELFARE DEPT,2178,,10678,,12856,,805,,5190,,5995,,1730315
0800301 CO EBT ALAMOSA CO DSS,678,,3405,,4083,,348,,1795,,2143,,524866
0800701 CO EBT ARCHULETA CO DSS,101,,1048,,1149,,61,,465,,526,,134308
0800901 CO EBT BACA CO DSS,82,,452,,534,,40,,180,,220,,63283
0801101 CO EBT BENT CO DSS,134,,802,,936,,82,,375,,457,,105436
0801301 CO EBT BOULDER CO DSS,2084,,12752,,14836,,1217,,6516,,7733,,1876385
0801501 CO EBT CHAFFEE CO DSS,115,,1063,,1178,,89,,588,,677,,139147
0801701 CO EBT CHEYENNE CO DSS,20,,162,,182,,10,,75,,85,,22883
0801901 CO EBT CLEAR CREEK,52,,490,,542,,47,,260,,307,,63671
0802101 CO EBT CONEJOS CO DSS,261,,1418,,1679,,145,,658,,803,,190135
0802301 CO EBT COSTILLA CO DSS,233,,941,,1174,,138,,485,,623,,143213
0802501 CO EBT CROWLEY CO DSS,141,,756,,897,,75,,355,,430,,107505
0802701 CO EBT CUSTER CO DSS,42,,334,,376,,19,,180,,199,,45527
0802901 CO EBT DELTA CO DSS,288,,3860,,4148,,185,,1840,,2025,,512000
0803102 CO EBT DENVER,13276,,66499,,79775,,7718,,32790,,40508,,10492206
0803301 CO EBT DOLORES CO DSS,12,,131,,143,,7,,66,,73,,16927
0803501 CO EBT DOUGLAS,347,,4228,,4575,,236,,2006,,2242,,587401
0803701 CO EBT EAGLE CO DSS,84,,1143,,1227,,51,,567,,618,,166871
0803901 CO EBT ELBERT CO DSS,76,,821,,897,,38,,360,,398,,112547
0804101 CO EBT EL PASO CO DSS,5931,,61480,,67411,,3141,,28712,,31853,,8814761
0804301 CO EBT FREMONT CO DSS,958,,5596,,6554,,473,,2865,,3338,,813647
0804501 CO EBT GARFIELD CO DSS,241,,3387,,3628,,179,,1562,,1741,,451238
0804701 CO EBT GILPIN,31,,316,,347,,23,,170,,193,,46557
0804901 CO EBT GRAND,44,,417,,461,,24,,201,,225,,49316
0805101 CO EBT GUNN HINSDALE CO DSS,110,,826,,936,,56,,464,,520,,122003
0805301 CO EBT HINSDALE,0,,41,,41,,0,,17,,17,,5551
0805501 CO EBT HUERFANO CO DSS,239,,1462,,1701,,148,,814,,962,,218283
0805701 CO EBT JACKSON,8,,78,,86,,6,,33,,39,,8655
0805901 CO EBT JEFFERSON CO DSS,3035,,26526,,29561,,1837,,12863,,14700,,3846578
0806101 CO EBT KIOWA CO DSS,15,,142,,157,,11,,68,,79,,20328
0806301 CO EBT KIT CARSON CO DSS,46,,556,,602,,31,,248,,279,,67371
0806501 CO EBT LAKE CO DSS,54,,439,,493,,28,,224,,252,,67044
0806701 CO EBT LA PLATA CO DSS,452,,3203,,3655,,269,,1581,,1850,,473413
0806901 CO EBT LARIMER CO DSS,2266,,17992,,20258,,1291,,8756,,10047,,2552355
0807101 CO EBT LAS ANIMAS CO DSS,464,,2577,,3041,,256,,1457,,1713,,395540
0807301 CO EBT LINCOLN CO DSS,23,,599,,622,,13,,264,,277,,71160
0807501 CO EBT LOGAN CO DSS,182,,1913,,2095,,114,,911,,1025,,245029
0807701 CO EBT MESA CO DSS,2046,,16889,,18935,,1081,,7939,,9020,,2403343
0807901 CO EBT MINERAL,4,,26,,30,,4,,18,,22,,4166
0808101 CO EBT MOFFAT CO DSS,158,,1203,,1361,,69,,576,,645,,174043
0808301 CO EBT MONTEZUMA CO DSS,287,,3920,,4207,,194,,1708,,1902,,531591
0808501 CO EBT MONTROSE CO DSS,404,,4551,,4955,,287,,2251,,2538,,589863
0808701 CO EBT MORGAN CO DSS,320,,2540,,2860,,150,,1039,,1189,,335314
0808901 CO EBT OTERO CO DSS,496,,3548,,4044,,319,,1615,,1934,,458858
0809101 CO EBT OURAY CO DSS,21,,188,,209,,18,,103,,121,,27226
0809301 CO EBT PARK CO DSS,147,,973,,1120,,81,,513,,594,,149260
0809501 CO EBT PHILLIPS CO DSS,46,,350,,396,,24,,160,,184,,47441
0809701 CO EBT PITKIN,13,,235,,248,,12,,176,,188,,38242
0809901 CO EBT PROWERS CO DSS,392,,2116,,2508,,203,,953,,1156,,293498
0810101 CO EBT PUEBLO CO DSS,5307,,31829,,37136,,2978,,15746,,18724,,4931243
0810301 CO EBT RIO BLANCO CO DSS,57,,465,,522,,32,,199,,231,,63874
0810501 CO EBT RIO GRANDE CO DSS,316,,1849,,2165,,190,,853,,1043,,247903
0810701 CO EBT ROUTT CO DSS,61,,803,,864,,38,,437,,475,,113167
0810901 CO EBT SAGUACHE CO DSS,136,,1096,,1232,,93,,538,,631,,143496
0811101 CO EBT SAN JUAN CO DSS,3,,51,,54,,3,,34,,37,,8395
0811301 CO EBT SAN MIGUEL CO DSS,15,,234,,249,,7,,126,,133,,30939
0811501 CO EBT SEDGWICK CO DSS,41,,287,,328,,22,,122,,144,,34027
0811701 CO EBT SUMMIT CO DSS,38,,550,,588,,20,,292,,312,,72893
0811901 CO EBT TELLER CO DSS,179,,2008,,2187,,113,,1004,,1117,,288832
0812101 CO EBT WASHINGTON CO DSS,44,,388,,432,,24,,151,,175,,45977
0812301 CO EBT WELD CO DSS,2407,,22625,,25032,,1152,,9419,,10571,,3089934
0812501 CO EBT YUMA CO DSS,77,,804,,881,,40,,368,,408,,98599
0812701 CO EBT ADAMS CO DSS,4337,,43879,,48216,,2242,,18431,,20673,,6306056
0812901 CO EBT ARAPAHO CO. DSS,5414,,40752,,46166,,3078,,17968,,21046,,6027356
0813101 CO EBT BROOMFIELD,155,,1576,,1731,,113,,749,,862,,208845
0900002 CT EBT DEPT. OF SOCIAL SERVICES,66739,,351363,,418102,,51463,,187657,,239120,,54636941
1000112 DE EBT KENT,36177,,141,,36318,,17979,,52,,18031,,4101182
1000235 DE EBT NEW CASTLE,82687,,60,,82747,,40564,,23,,40587,,10069456
1000316 DE EBT SUSSEX CO.,30461,,99,,30560,,14051,,36,,14087,,3544874
1100161 DC EBT D.C. Treasury,25271,,102357,,127628,,9375,,64726,,74101,,17494780
1200101 FL EBT ALACHUA CO DFS,3525,,31119,,34644,,2956,,15031,,17987,,4154369
1200301 FL EBT BAKER CO SERVICE CENTE,347,,4378,,4725,,267,,1796,,2063,,561933
