NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,07/30/2021,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,, , ,,,,,
Jan 2019,,,,,,,Data is Subject to Revision.  The data reflected is the latest available data.,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0400501 AZ EBT COCONINO,86,,17144,,17230,,27,,7949,,7976,,3833794
0400701 AZ EBT GILA,126,,10566,,10692,,35,,5125,,5160,,2514846
0400901 AZ EBT GRAHAM,69,,5791,,5860,,23,,2761,,2784,,1301305
0401101 AZ EBT GREENLEE,14,,662,,676,,4,,325,,329,,150502
0401301 AZ EBT MARICOPA,10675,,414465,,425140,,3180,,192201,,195381,,96572170
0401501 AZ EBT MOHAVE,740,,32500,,33240,,224,,18055,,18279,,7110303
0401701 AZ EBT NAVAJO,259,,27476,,27735,,79,,11712,,11791,,6457331
0401901 AZ EBT PIMA,3931,,128501,,132432,,1114,,65097,,66211,,29397289
0402101 AZ EBT PINAL,1317,,45377,,46694,,372,,20126,,20498,,10475418
0402301 AZ EBT SANTA CRUZ,189,,10735,,10924,,50,,4491,,4541,,2118327
0402501 AZ EBT YAVAPAI,309,,18226,,18535,,99,,10014,,10113,,3772552
0402701 AZ EBT YUMA,660,,38262,,38922,,197,,16273,,16470,,7890028
0402901 AZ EBT LA PAZ CO DES,66,,3204,,3270,,18,,1690,,1708,,716932
0500101 AR EBT ARKANSAS COUNTY,26,,2579,,2605,,9,,1256,,1265,,282757
0500301 AR EBT ASHLEY COUNTY,62,,3122,,3184,,22,,1485,,1507,,346220
0500501 AR EBT BAXTER COUNTY,60,,4309,,4369,,18,,2120,,2138,,446207
0500701 AR EBT BENTON COUNTY,93,,12574,,12667,,28,,4927,,4955,,1323587
0500901 AR EBT BOONE COUNTY,129,,4428,,4557,,42,,1974,,2016,,455317
0501101 AR EBT BRADLEY COUNTY,66,,1920,,1986,,20,,920,,940,,212895
0501301 AR EBT CALHOUN COUNTY,8,,488,,496,,3,,250,,253,,53514
0501501 AR EBT CARROLL COUNTY,5,,2451,,2456,,2,,1037,,1039,,255017
0501701 AR EBT CHICOT COUNTY,106,,2516,,2622,,27,,1205,,1232,,265551
0501901 AR EBT CLARK COUNTY,30,,2333,,2363,,12,,1119,,1131,,250041
0502101 AR EBT CLAY COUNTY,44,,1777,,1821,,11,,838,,849,,171923
0502301 AR EBT CLEBURNE COUNTY,36,,2540,,2576,,12,,1183,,1195,,266393
0502501 AR EBT CLEVELAND COUNTY,26,,1051,,1077,,8,,491,,499,,114787
0502701 AR EBT COLUMBIA COUNTY,77,,3545,,3622,,24,,1780,,1804,,392018
0502901 AR EBT CONWAY COUNTY,84,,2896,,2980,,27,,1320,,1347,,314582
0503101 AR EBT CRAIGHEAD COUNTY,390,,13214,,13604,,116,,5321,,5437,,1483267
0503301 AR EBT CRAWFORD COUNTY,76,,7167,,7243,,24,,2932,,2956,,766406
0503501 AR EBT CRITTENDEN COUNTY,266,,11251,,11517,,71,,4817,,4888,,1309724
0503701 AR EBT CROSS COUNTY,54,,2420,,2474,,14,,1095,,1109,,261699
0503901 AR EBT DALLAS COUNTY,26,,969,,995,,9,,469,,478,,99892
0504101 AR EBT DESHA COUNTY,46,,2438,,2484,,15,,1160,,1175,,264224
0504301 AR EBT DREW COUNTY,40,,2623,,2663,,13,,1275,,1288,,290098
0504501 AR EBT FAULKNER COUNTY,181,,9696,,9877,,59,,4307,,4366,,1116110
0504701 AR EBT FRANKLIN COUNTY,25,,1999,,2024,,7,,873,,880,,201830
0504901 AR EBT FULTON COUNTY,33,,1890,,1923,,11,,887,,898,,187292
0505101 AR EBT GARLAND COUNTY,172,,13218,,13390,,53,,6103,,6156,,1486452
0505301 AR EBT GRANT COUNTY,23,,1647,,1670,,7,,694,,701,,186052
0505501 AR EBT GREENE COUNTY,129,,5849,,5978,,39,,2590,,2629,,642751
0505701 AR EBT HEMPSTEAD COUNTY,40,,2965,,3005,,11,,1376,,1387,,306058
0505901 AR EBT HOT SPRING COUNTY,25,,4085,,4110,,9,,1818,,1827,,442907
0506101 AR EBT HOWARD COUNTY,37,,1991,,2028,,11,,831,,842,,219019
0506301 AR EBT INDEPENDENCE COUNTY,73,,4254,,4327,,26,,1831,,1857,,435648
0506501 AR EBT IZARD COUNTY,25,,1569,,1594,,8,,743,,751,,149592
0506701 AR EBT JACKSON COUNTY,66,,2843,,2909,,19,,1360,,1379,,316600
0506901 AR EBT JEFFERSON COUNTY,420,,12893,,13313,,130,,6249,,6379,,1573516
0507101 AR EBT JOHNSON COUNTY,61,,3957,,4018,,20,,1636,,1656,,409594
0507301 AR EBT LAFAYETTE COUNTY,16,,1089,,1105,,5,,553,,558,,111495
0507501 AR EBT LAWRENCE COUNTY,35,,2384,,2419,,12,,1133,,1145,,231660
0507701 AR EBT LEE COUNTY,128,,2004,,2132,,36,,1049,,1085,,236411
0507901 AR EBT LINCOLN COUNTY,50,,1530,,1580,,13,,760,,773,,168714
0508101 AR EBT LITTLE RIVER COUNTY,47,,1761,,1808,,14,,780,,794,,188632
0508301 AR EBT LOGAN COUNTY,35,,2736,,2771,,12,,1236,,1248,,273306
0508501 AR EBT LONOKE COUNTY,77,,6482,,6559,,24,,2792,,2816,,708186
0508701 AR EBT MADISON COUNTY,37,,1899,,1936,,10,,777,,787,,198646
0508901 AR EBT MARION COUNTY,29,,2099,,2128,,9,,929,,938,,217388
0509101 AR EBT MILLER COUNTY,268,,6083,,6351,,79,,2719,,2798,,700090
0509301 AR EBT MISSISSIPPI COUNTY,200,,8013,,8213,,58,,3658,,3716,,886996
0509501 AR EBT MONROE COUNTY,34,,1400,,1434,,12,,704,,716,,148330
0509701 AR EBT MONTGOMERY COUNTY,17,,1105,,1122,,5,,513,,518,,112695
0509901 AR EBT NEVADA COUNTY,39,,1076,,1115,,11,,507,,518,,114626
0510101 AR EBT NEWTON COUNTY,24,,972,,996,,7,,453,,460,,92052
0510301 AR EBT OUACHITA COUNTY,97,,3709,,3806,,30,,1805,,1835,,423254
0510501 AR EBT PERRY COUNTY,28,,1206,,1234,,8,,529,,537,,136342
0510701 AR EBT PHILLIPS COUNTY,319,,5552,,5871,,93,,2601,,2694,,648739
0510901 AR EBT PIKE COUNTY,7,,1426,,1433,,3,,590,,593,,151440
0511101 AR EBT POINSETT COUNTY,130,,4410,,4540,,38,,2033,,2071,,470927
0511301 AR EBT POLK COUNTY,73,,2966,,3039,,22,,1287,,1309,,305479
0511501 AR EBT POPE COUNTY,55,,6161,,6216,,18,,2690,,2708,,655001
0511701 AR EBT PRAIRIE COUNTY,22,,905,,927,,8,,417,,425,,98484
0511901 AR EBT PULASKI COUNTY,1277,,51149,,52426,,389,,23332,,23721,,6215094
0512101 AR EBT RANDOLPH COUNTY,38,,2242,,2280,,11,,1056,,1067,,223106
0512301 AR EBT SAINT FRANCIS COUNTY,196,,5229,,5425,,55,,2433,,2488,,610604
0512501 AR EBT SALINE COUNTY,77,,7358,,7435,,29,,3209,,3238,,849291
0512701 AR EBT SCOTT COUNTY,43,,1675,,1718,,11,,714,,725,,173310
0512901 AR EBT SEARCY COUNTY,33,,752,,785,,9,,404,,413,,72442
0513101 AR EBT SEBASTIAN COUNTY,359,,16234,,16593,,97,,7387,,7484,,1832585
0513301 AR EBT SEVIER COUNTY,70,,2377,,2447,,17,,998,,1015,,260372
0513501 AR EBT SHARP COUNTY,85,,2631,,2716,,22,,1261,,1283,,262535
0513701 AR EBT STONE COUNTY,46,,1764,,1810,,13,,851,,864,,164266
0513901 AR EBT UNION COUNTY,85,,5828,,5913,,25,,2715,,2740,,669708
0514101 AR EBT VAN BUREN COUNTY,38,,2110,,2148,,12,,946,,958,,221648
0514301 AR EBT WASHINGTON COUNTY,276,,16113,,16389,,77,,6874,,6951,,1782040
0514501 AR EBT WHITE COUNTY,290,,9245,,9535,,89,,4120,,4209,,1045673
0514701 AR EBT WOODRUFF COUNTY,21,,1302,,1323,,7,,652,,659,,138480
0514901 AR EBT YELL COUNTY,16,,2312,,2328,,4,,960,,964,,237670
0515992 AR EBT 92-1 Field Operations,  ,,  ,,  ,,  ,,  ,,  ,,0
0515996 AR EBT 96-1 Field Operations,  ,,  ,,  ,,  ,,  ,,  ,,0
0600105 CA EBT ALAMEDA COUNTY DSS,9012,,82250,,91262,,3976,,48619,,52595,,23870825
0600302 CA EBT ALPINE COUNTY DSS,1,,113,,114,,1,,69,,70,,27657
0600501 CA EBT AMADOR COUNTY DSS,203,,2368,,2571,,84,,1377,,1461,,605278
0600702 CA EBT BUTTE COUNTY DSS,3403,,26143,,29546,,1380,,15117,,16497,,7125483
0600901 CA EBT CALAVERAS CO DSW,333,,4220,,4553,,133,,2457,,2590,,1101240
0601101 CA EBT COLUSA COUNTY DSW,166,,1226,,1392,,70,,576,,646,,311882
0601302 CA EBT CONTRA COSTA COUNTY DSS,6656,,48723,,55379,,2899,,26363,,29262,,13998166
0601501 CA EBT DEL NORTE CO DSW,875,,3997,,4872,,307,,2208,,2515,,1185907
0601704 CA EBT EL DORADO COUNTY DSS,1080,,9570,,10650,,450,,5836,,6286,,2550842
0601904 CA EBT FRESNO COUNTY DSW,29269,,172602,,201871,,10741,,77578,,88319,,48950104
0602102 CA EBT GLENN CO WELFARE DEPT,552,,2619,,3171,,192,,1284,,1476,,708959
0602303 CA EBT HUMBOLDT CO DSW,1979,,17771,,19750,,781,,11317,,12098,,4938387
0602501 CA EBT IMPERIAL CO DSW,5760,,35061,,40821,,2069,,15096,,17165,,9247895
0602701 CA EBT INYO COUNTY WELF DEPT,216,,1618,,1834,,74,,929,,1003,,434652
0602902 CA EBT KERN,23703,,123089,,146792,,9034,,55525,,64559,,35743446
0603101 CA EBT KINGS COUNTY DPW,3934,,19016,,22950,,1395,,9026,,10421,,5375710
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1133,,10133,,11266,,455,,5838,,6293,,2743986
0603501 CA EBT LASSEN CO DSW,519,,2355,,2874,,197,,1287,,1484,,710034
0603720 CA EBT LOS ANGELES COUNTY DPSS,164288,,865183,,1029471,,67840,,472456,,540296,,264574869
0603902 CA EBT MADERA CO DSW,4249,,21676,,25925,,1538,,9287,,10825,,6258957
0604102 CA EBT MARIN COUNTY DSW,946,,8097,,9043,,429,,5270,,5699,,2305757
0604301 CA EBT MARIPOSA CO DSW,200,,1678,,1878,,77,,967,,1044,,434440
0604501 CA EBT MENDOCINO CO WELF DEPT,950,,10012,,10962,,382,,5601,,5983,,2697172
0604701 CA EBT MERCED CO DPW,7695,,42608,,50303,,2903,,19478,,22381,,12224038
0604901 CA EBT MODOC COUNTY DSS,174,,1123,,1297,,67,,568,,635,,311501
0605101 CA EBT MONO CO WELFARE DEPT,26,,700,,726,,10,,416,,426,,185007
0605302 CA EBT MONTEREY CO DSW,5303,,36176,,41479,,2023,,16917,,18940,,10154373
0605502 CA EBT NAPA CO WELFARE DEPT,452,,4748,,5200,,194,,2477,,2671,,1136923
0605701 CA EBT NEVADA CO DPSS,552,,6734,,7286,,224,,4110,,4334,,1763140
0605903 CA EBT ORANGE CO DSW,18986,,175041,,194027,,7478,,94760,,102238,,47334270
0606101 CA EBT PLACER CO WELFARE DEPT,1292,,12670,,13962,,541,,7433,,7974,,3159278
0606301 CA EBT PLUMAS COUNTY DSS,164,,1871,,2035,,65,,1083,,1148,,496212
0606503 CA EBT RIVERSIDE COUNTY DSS,32556,,204852,,237408,,12009,,98926,,110935,,56634366
0606703 CA EBT SACRAMENTO CO DSW,28368,,156410,,184778,,10834,,82208,,93042,,47630450
0606902 CA EBT SAN BENITO COUNTY DSS,612,,3755,,4367,,233,,1851,,2084,,1039121
0607105 CA EBT SAN BRNDINO CO DPSS AU,48632,,271694,,320326,,18729,,131031,,149760,,78415168
0607301 CA EBT SAN DIEGO CO DSS,24294,,221582,,245876,,9113,,122477,,131590,,58893303
0607502 CA EBT SAN FRANCISCO COUNTY DSS,3706,,39548,,43254,,1780,,29099,,30879,,11377008
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,12814,,80655,,93469,,5317,,38134,,43451,,22568521
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,1622,,13116,,14738,,655,,8385,,9040,,3641539
0608103 CA EBT SAN MATEO COUNTY DSS,1112,,19591,,20703,,466,,10788,,11254,,4710182
0608304 CA EBT SANTA BARBARA CO DSW,5053,,32180,,37233,,1998,,18926,,20924,,9572350
0608502 CA EBT SANTA CLARA COUNTY DSS,6595,,65940,,72535,,2762,,36388,,39150,,17305903
0608702 CA EBT SANTA CRUZ CO DSW,2048,,21538,,23586,,840,,12949,,13789,,5833499
0608901 CA EBT SHASTA CO DSW,2420,,19184,,21604,,1008,,10800,,11808,,5100974
0609101 CA EBT SIERRA CO HUMAN SVCS,13,,205,,218,,6,,125,,131,,52323
0609301 CA EBT SISKIYOU CO DSW,884,,5605,,6489,,327,,2889,,3216,,1531235
0609502 CA EBT SOLANO CO DSW,4673,,30268,,34941,,1974,,17571,,19545,,8882819
0609701 CA EBT SONOMA CO DSW,2325,,22451,,24776,,988,,14155,,15143,,5960875
0609902 CA EBT STANISLAUS CO. DSS,10450,,61693,,72143,,3938,,31131,,35069,,17274959
0610101 CA EBT SUTTER CO WELF DEPT,1780,,9364,,11144,,622,,4328,,4950,,2663913
0610301 CA EBT TEHAMA CO DSW,1097,,7682,,8779,,416,,3783,,4199,,2014139
0610501 CA EBT TRINITY CO DSW,157,,1511,,1668,,67,,883,,950,,424452
0610704 CA EBT TULARE COUNTY DSS,18126,,89951,,108077,,6632,,42256,,48888,,27087097
0610901 CA EBT TUOLUMNE CO WELF DEPT,477,,4095,,4572,,199,,2508,,2707,,1071260
0611101 CA EBT VENTURA CO.,5396,,54515,,59911,,2174,,30281,,32455,,14544248
0611301 CA EBT YOLO CO DSW,1529,,15085,,16614,,622,,9251,,9873,,4258550
0611501 CA EBT YUBA CO WELFARE DEPT,1970,,10799,,12769,,726,,5370,,6096,,3116621
0800301 CO EBT ALAMOSA CO DSS,623,,3586,,4209,,342,,1999,,2341,,925802
0800701 CO EBT ARCHULETA CO DSS,80,,1132,,1212,,52,,526,,578,,237183
0800901 CO EBT BACA CO DSS,94,,507,,601,,50,,229,,279,,119300
0801101 CO EBT BENT CO DSS,105,,809,,914,,59,,422,,481,,193394
0801301 CO EBT BOULDER CO DSS,1885,,13326,,15211,,1132,,7339,,8471,,3372951
0801501 CO EBT CHAFFEE CO DSS,117,,1165,,1282,,87,,716,,803,,269317
0801701 CO EBT CHEYENNE CO DSS,16,,181,,197,,7,,76,,83,,36720
0801901 CO EBT CLEAR CREEK,36,,426,,462,,28,,267,,295,,100892
0802101 CO EBT CONEJOS CO DSS,277,,1295,,1572,,151,,645,,796,,314720
0802301 CO EBT COSTILLA CO DSS,231,,1001,,1232,,140,,536,,676,,260260
0802501 CO EBT CROWLEY CO DSS,131,,723,,854,,78,,382,,460,,177938
0802701 CO EBT CUSTER CO DSS,57,,339,,396,,24,,204,,228,,88929
0802901 CO EBT DELTA CO DSS,287,,3802,,4089,,195,,1893,,2088,,831773
0803102 CO EBT DENVER,11382,,67808,,79190,,6888,,35089,,41977,,18512252
0803301 CO EBT DOLORES CO DSS,22,,210,,232,,14,,88,,102,,46240
0803501 CO EBT DOUGLAS,368,,4710,,5078,,231,,2221,,2452,,1104435
0803701 CO EBT EAGLE CO DSS,123,,994,,1117,,67,,494,,561,,243569
0803901 CO EBT ELBERT CO DSS,52,,865,,917,,30,,387,,417,,200649
0804101 CO EBT EL PASO CO DSS,6641,,59512,,66153,,3166,,28944,,32110,,14991621
0804301 CO EBT FREMONT CO DSS,769,,6256,,7025,,415,,3266,,3681,,1473019
0804501 CO EBT GARFIELD CO DSS,226,,3178,,3404,,164,,1544,,1708,,697343
0804701 CO EBT GILPIN,21,,397,,418,,13,,209,,222,,92372
0804901 CO EBT GRAND,31,,382,,413,,15,,208,,223,,80388
0805101 CO EBT GUNN HINSDALE CO DSS,102,,779,,881,,57,,456,,513,,207444
0805301 CO EBT HINSDALE,5,,22,,27,,1,,13,,14,,4244
0805501 CO EBT HUERFANO CO DSS,201,,1475,,1676,,111,,888,,999,,373992
0805701 CO EBT JACKSON,4,,81,,85,,3,,45,,48,,16821
0805901 CO EBT JEFFERSON CO DSS,3110,,25771,,28881,,1811,,13030,,14841,,6624108
0806101 CO EBT KIOWA CO DSS,23,,152,,175,,9,,72,,81,,31245
0806301 CO EBT KIT CARSON CO DSS,52,,771,,823,,26,,344,,370,,169665
0806501 CO EBT LAKE CO DSS,28,,445,,473,,16,,247,,263,,113048
0806701 CO EBT LA PLATA CO DSS,476,,3370,,3846,,273,,1700,,1973,,830519
0806901 CO EBT LARIMER CO DSS,2373,,20108,,22481,,1280,,10302,,11582,,4994799
0807101 CO EBT LAS ANIMAS CO DSS,387,,2746,,3133,,241,,1561,,1802,,698752
0807301 CO EBT LINCOLN CO DSS,24,,529,,553,,15,,240,,255,,105355
0807501 CO EBT LOGAN CO DSS,176,,2019,,2195,,117,,1046,,1163,,441881
0807701 CO EBT MESA CO DSS,1875,,16152,,18027,,999,,8182,,9181,,3903245
0807901 CO EBT MINERAL,2,,30,,32,,2,,19,,21,,6940
0808101 CO EBT MOFFAT CO DSS,112,,1377,,1489,,58,,701,,759,,334491
0808301 CO EBT MONTEZUMA CO DSS,330,,4201,,4531,,207,,1928,,2135,,990050
0808501 CO EBT MONTROSE CO DSS,277,,4205,,4482,,213,,2135,,2348,,879995
0808701 CO EBT MORGAN CO DSS,330,,2418,,2748,,152,,1031,,1183,,536450
0808901 CO EBT OTERO CO DSS,418,,3741,,4159,,284,,1766,,2050,,778996
0809101 CO EBT OURAY CO DSS,17,,201,,218,,17,,110,,127,,45524
0809301 CO EBT PARK CO DSS,94,,952,,1046,,66,,509,,575,,235425
0809501 CO EBT PHILLIPS CO DSS,33,,335,,368,,23,,157,,180,,65639
0809701 CO EBT PITKIN,12,,257,,269,,11,,193,,204,,67246
0809901 CO EBT PROWERS CO DSS,398,,1832,,2230,,208,,892,,1100,,451095
0810101 CO EBT PUEBLO CO DSS,4498,,30909,,35407,,2421,,15507,,17928,,8143619
0810301 CO EBT RIO BLANCO CO DSS,52,,539,,591,,29,,250,,279,,116397
0810501 CO EBT RIO GRANDE CO DSS,269,,1817,,2086,,170,,888,,1058,,402652
0810701 CO EBT ROUTT CO DSS,50,,619,,669,,27,,365,,392,,146325
0810901 CO EBT SAGUACHE CO DSS,139,,969,,1108,,95,,527,,622,,217224
0811101 CO EBT SAN JUAN CO DSS,6,,46,,52,,5,,32,,37,,14514
0811301 CO EBT SAN MIGUEL CO DSS,4,,246,,250,,4,,137,,141,,48046
0811501 CO EBT SEDGWICK CO DSS,24,,308,,332,,14,,138,,152,,58326
0811701 CO EBT SUMMIT CO DSS,36,,493,,529,,27,,286,,313,,125226
0811901 CO EBT TELLER CO DSS,201,,1912,,2113,,109,,999,,1108,,472424
0812101 CO EBT WASHINGTON CO DSS,62,,367,,429,,32,,157,,189,,82434
0812301 CO EBT WELD CO DSS,1946,,19959,,21905,,962,,8932,,9894,,4607469
0812501 CO EBT YUMA CO DSS,60,,829,,889,,34,,375,,409,,169568
0812701 CO EBT ADAMS CO DSS,4112,,39225,,43337,,2109,,16891,,19000,,9681968
0812901 CO EBT ARAPAHO CO. DSS,4441,,39767,,44208,,2667,,17815,,20482,,9913363
0813101 CO EBT BROOMFIELD,173,,1702,,1875,,117,,811,,928,,390237
0900002 CT EBT DEPT. OF SOCIAL SERVICES,41094,,330299,,371393,,21708,,193424,,215132,,96027525
1000112 DE EBT KENT,35208,,294,,35502,,17745,,93,,17838,,7330601
1000235 DE EBT NEW CASTLE,80320,,248,,80568,,39238,,94,,39332,,17589484
1000316 DE EBT SUSSEX CO.,22425,,66,,22491,,10485,,32,,10517,,4804334
1100161 DC EBT D.C. Treasury,44718,,64862,,109580,,23878,,41941,,65819,,27064549
1200101 FL EBT ALACHUA CO DFS,3527,,29128,,32655,,2960,,14315,,17275,,6717257
