NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,03/29/2016,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,09:23 AM,,,,,
Jul 2013,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0107701 AL EBT LAUDERDALE CO FS OFF,1614,,11411,,13025,,760,,4980,,5740,,1627600
0107901 AL EBT LAWRENCE CO FS OFF,747,,5672,,6419,,325,,2403,,2728,,813751
0108101 AL EBT LEE CO FOOD STAMP OFF,1768,,15867,,17635,,717,,6723,,7440,,2293632
0108302 AL EBT LIMESTONE CO. FS OFF,1256,,10383,,11639,,579,,4339,,4918,,1514111
0108501 AL EBT LOWNDES CO FS OFF,717,,3435,,4152,,269,,1641,,1910,,551933
0108701 AL EBT MACON CO FS OFF,977,,5988,,6965,,379,,3269,,3648,,1017459
0108902 AL EBT MADISON CO. FS OFF,3942,,35990,,39932,,1714,,16052,,17766,,5429394
0109101 AL EBT MARENGO CO FS OFC,964,,4287,,5251,,422,,1999,,2421,,645547
0109301 AL EBT MARION CO FS OFF,701,,5340,,6041,,323,,2224,,2547,,752479
0109501 AL EBT MARSHALL CO FS OFF,1563,,16553,,18116,,678,,6512,,7190,,2357240
0109701 AL EBT MOBILE CO FS OFF,11723,,80827,,92550,,4854,,35344,,40198,,12644125
0109901 AL EBT MONROE CO FS OFF,702,,4506,,5208,,269,,1825,,2094,,668502
0110101 AL EBT MONTGOMERY CO FS OFF,8264,,45255,,53519,,3096,,20984,,24080,,7488548
0110301 AL EBT MORGAN CO FS OFF,1666,,15261,,16927,,789,,6310,,7099,,2222546
0110501 AL EBT PERRY CO FS OFF,809,,3674,,4483,,335,,1804,,2139,,578882
0110701 AL EBT PICKENS CO FS OFF,665,,3616,,4281,,271,,1572,,1843,,520560
0110901 AL EBT PIKE CO FOOD STAMP OFC,1201,,6390,,7591,,522,,3211,,3733,,1016402
0111101 AL EBT RANDOLPH CO FSO,791,,4943,,5734,,271,,2038,,2309,,737500
0111301 AL EBT RUSSELL CO FS OFF,1566,,12964,,14530,,552,,5532,,6084,,2027584
0111501 AL EBT ST CLAIR CO FS OFF,1390,,10994,,12384,,579,,4456,,5035,,1620543
0111701 AL EBT SHELBY CO FS OFF,1253,,12837,,14090,,522,,5414,,5936,,1891430
0111901 AL EBT SUMTER CO FS OFF,856,,3546,,4402,,362,,1807,,2169,,565496
0112101 AL EBT TALLADEGA CO FS OFF,2661,,14333,,16994,,1195,,6586,,7781,,2206587
0112301 AL EBT TALLAPOOSA CO FS OFF,1179,,7514,,8693,,501,,3300,,3801,,1137192
0112501 AL EBT TUSCALOOSA CO FS OFF,4535,,24451,,28986,,1783,,10766,,12549,,3707544
0112701 AL EBT WALKER CO FS OFF,1580,,11105,,12685,,666,,4649,,5315,,1654726
0112901 AL EBT WASHINGTON CO F S OFC,427,,2715,,3142,,204,,1221,,1425,,399994
0113101 AL EBT WILCOX CO FS OFF,989,,3762,,4751,,390,,1807,,2197,,610127
0113301 AL EBT WINSTON CO FS OFF,521,,3450,,3971,,195,,1356,,1551,,470899
0211005 AK EBT ALASKA,13777,,78512,,92289,,6774,,31613,,38387,,15996450
0400101 AZ EBT APACHE,109,,28273,,28382,,29,,10560,,10589,,3109617
0400301 AZ EBT COCHISE,913,,23085,,23998,,268,,10595,,10863,,3190455
0400501 AZ EBT COCONINO,118,,23281,,23399,,37,,9487,,9524,,2797027
0400701 AZ EBT GILA,1128,,11937,,13065,,286,,5446,,5732,,1683334
0400901 AZ EBT GRAHAM,542,,6782,,7324,,153,,2918,,3071,,902004
0401101 AZ EBT GREENLEE,28,,781,,809,,9,,366,,375,,110206
0401301 AZ EBT MARICOPA,29592,,577087,,606679,,8919,,245030,,253949,,74581095
0401501 AZ EBT MOHAVE,1310,,43312,,44622,,405,,20254,,20659,,6067156
0401701 AZ EBT NAVAJO,704,,35241,,35945,,201,,13675,,13876,,4075303
0401901 AZ EBT PIMA,7125,,165808,,172933,,2114,,77170,,79284,,23284620
0402101 AZ EBT PINAL,2679,,56700,,59379,,740,,22581,,23321,,6849068
0402301 AZ EBT SANTA CRUZ,334,,12575,,12909,,95,,4637,,4732,,1389645
0402501 AZ EBT YAVAPAI,591,,28773,,29364,,190,,14209,,14399,,4228835
0402701 AZ EBT YUMA,1176,,44822,,45998,,340,,16390,,16730,,4913335
0402901 AZ EBT LA PAZ CO DES,150,,4137,,4287,,47,,1991,,2038,,598428
0500101 AR EBT ARKANSAS COUNTY,130,,3376,,3506,,46,,1532,,1578,,434968
0500301 AR EBT ASHLEY COUNTY,123,,4298,,4421,,38,,1941,,1979,,549566
0500501 AR EBT BAXTER COUNTY,126,,5562,,5688,,43,,2393,,2436,,682994
0500701 AR EBT BENTON COUNTY,370,,20544,,20914,,122,,7157,,7279,,2531866
0500901 AR EBT BOONE COUNTY,278,,5735,,6013,,74,,2259,,2333,,730298
0501101 AR EBT BRADLEY COUNTY,139,,2354,,2493,,43,,1125,,1168,,308989
0501301 AR EBT CALHOUN COUNTY,18,,635,,653,,7,,297,,304,,83429
0501501 AR EBT CARROLL COUNTY,40,,3682,,3722,,13,,1360,,1373,,454309
0501701 AR EBT CHICOT COUNTY,141,,3077,,3218,,41,,1462,,1503,,385802
0501901 AR EBT CLARK COUNTY,51,,3116,,3167,,18,,1450,,1468,,395606
0502101 AR EBT CLAY COUNTY,75,,1928,,2003,,23,,759,,782,,227578
0502301 AR EBT CLEBURNE COUNTY,52,,2803,,2855,,18,,1199,,1217,,343978
0502501 AR EBT CLEVELAND COUNTY,89,,1413,,1502,,27,,612,,639,,187174
0502701 AR EBT COLUMBIA COUNTY,210,,4447,,4657,,60,,2165,,2225,,594884
0502901 AR EBT CONWAY COUNTY,142,,3795,,3937,,43,,1676,,1719,,472007
0503101 AR EBT CRAIGHEAD COUNTY,858,,14802,,15660,,261,,5612,,5873,,1946433
0503301 AR EBT CRAWFORD COUNTY,203,,9787,,9990,,56,,3604,,3660,,1196724
0503501 AR EBT CRITTENDEN COUNTY,886,,13531,,14417,,243,,5785,,6028,,1835174
0503701 AR EBT CROSS COUNTY,168,,2896,,3064,,51,,1219,,1270,,362465
0503901 AR EBT DALLAS COUNTY,60,,1309,,1369,,18,,631,,649,,167390
0504101 AR EBT DESHA COUNTY,164,,3402,,3566,,51,,1549,,1600,,449296
0504301 AR EBT DREW COUNTY,112,,3568,,3680,,43,,1660,,1703,,472072
0504501 AR EBT FAULKNER COUNTY,441,,13183,,13624,,153,,5642,,5795,,1703871
0504701 AR EBT FRANKLIN COUNTY,47,,3021,,3068,,15,,1180,,1195,,365526
0504901 AR EBT FULTON COUNTY,54,,1828,,1882,,15,,734,,749,,220300
0505101 AR EBT GARLAND COUNTY,397,,14874,,15271,,121,,6382,,6503,,1926511
0505301 AR EBT GRANT COUNTY,38,,2066,,2104,,13,,797,,810,,268404
0505501 AR EBT GREENE COUNTY,197,,6969,,7166,,65,,2772,,2837,,898685
0505701 AR EBT HEMPSTEAD COUNTY,203,,4236,,4439,,64,,1789,,1853,,524044
0505901 AR EBT HOT SPRING COUNTY,156,,5041,,5197,,46,,2154,,2200,,636698
0506101 AR EBT HOWARD COUNTY,71,,2477,,2548,,23,,1044,,1067,,304671
0506301 AR EBT INDEPENDENCE COUNTY,229,,5363,,5592,,66,,2136,,2202,,654144
0506501 AR EBT IZARD COUNTY,56,,2122,,2178,,19,,851,,870,,245413
0506701 AR EBT JACKSON COUNTY,146,,3409,,3555,,40,,1556,,1596,,444667
0506901 AR EBT JEFFERSON COUNTY,1295,,17223,,18518,,403,,8395,,8798,,2473874
0507101 AR EBT JOHNSON COUNTY,124,,4499,,4623,,39,,1785,,1824,,555172
0507301 AR EBT LAFAYETTE COUNTY,88,,1524,,1612,,27,,741,,768,,191988
0507501 AR EBT LAWRENCE COUNTY,106,,2971,,3077,,32,,1171,,1203,,356491
0507701 AR EBT LEE COUNTY,257,,2477,,2734,,85,,1354,,1439,,354266
0507901 AR EBT LINCOLN COUNTY,96,,2308,,2404,,29,,1046,,1075,,302637
0508101 AR EBT LITTLE RIVER COUNTY,88,,2065,,2153,,28,,877,,905,,265057
0508301 AR EBT LOGAN COUNTY,194,,4297,,4491,,53,,1741,,1794,,545649
0508501 AR EBT LONOKE COUNTY,386,,8069,,8455,,120,,3211,,3331,,1024187
0508701 AR EBT MADISON COUNTY,39,,2225,,2264,,13,,814,,827,,256915
0508901 AR EBT MARION COUNTY,96,,2660,,2756,,29,,1073,,1102,,325659
0509101 AR EBT MILLER COUNTY,540,,7569,,8109,,161,,3296,,3457,,1003950
0509301 AR EBT MISSISSIPPI COUNTY,522,,10571,,11093,,154,,4499,,4653,,1335815
0509501 AR EBT MONROE COUNTY,108,,1813,,1921,,35,,894,,929,,236297
0509701 AR EBT MONTGOMERY COUNTY,22,,1406,,1428,,7,,571,,578,,161606
0509901 AR EBT NEVADA COUNTY,65,,1645,,1710,,19,,670,,689,,208044
0510101 AR EBT NEWTON COUNTY,48,,1220,,1268,,13,,498,,511,,141227
0510301 AR EBT OUACHITA COUNTY,313,,5213,,5526,,103,,2415,,2518,,695266
0510501 AR EBT PERRY COUNTY,49,,1609,,1658,,14,,680,,694,,200937
0510701 AR EBT PHILLIPS COUNTY,897,,6902,,7799,,265,,3280,,3545,,985783
0510901 AR EBT PIKE COUNTY,13,,1852,,1865,,5,,743,,748,,218495
0511101 AR EBT POINSETT COUNTY,258,,5468,,5726,,76,,2275,,2351,,677419
0511301 AR EBT POLK COUNTY,89,,3835,,3924,,27,,1482,,1509,,476516
0511501 AR EBT POPE COUNTY,112,,7713,,7825,,40,,3147,,3187,,933461
0511701 AR EBT PRAIRIE COUNTY,38,,1224,,1262,,13,,547,,560,,148837
0511901 AR EBT PULASKI COUNTY,4035,,60999,,65034,,1257,,28920,,30177,,8617522
0512101 AR EBT RANDOLPH COUNTY,98,,2954,,3052,,29,,1226,,1255,,356721
0512301 AR EBT SAINT FRANCIS COUNTY,643,,6593,,7236,,197,,3068,,3265,,941737
0512501 AR EBT SALINE COUNTY,153,,10454,,10607,,46,,4224,,4270,,1362705
0512701 AR EBT SCOTT COUNTY,42,,2204,,2246,,12,,811,,823,,251143
0512901 AR EBT SEARCY COUNTY,25,,1298,,1323,,7,,515,,522,,141454
0513101 AR EBT SEBASTIAN COUNTY,405,,20036,,20441,,120,,8092,,8212,,2530442
0513301 AR EBT SEVIER COUNTY,86,,3277,,3363,,29,,1302,,1331,,418784
0513501 AR EBT SHARP COUNTY,156,,3263,,3419,,44,,1307,,1351,,405285
0513701 AR EBT STONE COUNTY,69,,2070,,2139,,21,,882,,903,,226652
0513901 AR EBT UNION COUNTY,205,,7642,,7847,,63,,3505,,3568,,1011049
0514101 AR EBT VAN BUREN COUNTY,37,,2687,,2724,,10,,1142,,1152,,327588
0514301 AR EBT WASHINGTON COUNTY,791,,25851,,26642,,236,,10101,,10337,,3370212
0514501 AR EBT WHITE COUNTY,370,,10605,,10975,,114,,4324,,4438,,1362900
0514701 AR EBT WOODRUFF COUNTY,151,,1589,,1740,,49,,814,,863,,209980
0514901 AR EBT YELL COUNTY,40,,3313,,3353,,10,,1277,,1287,,390735
0515992 AR EBT 92-1 Field Operations,529,,28733,,29262,,183,,24777,,24960,,2101035
0515996 AR EBT 96-1 Field Operations,0,,0,,0,,0,,0,,0,,0
0600105 CA EBT ALAMEDA COUNTY DSS,23295,,100358,,123653,,9990,,51994,,61984,,19542959
0600302 CA EBT ALPINE COUNTY DSS,11,,160,,171,,4,,87,,91,,24563
0600501 CA EBT AMADOR COUNTY DSS,407,,2866,,3273,,159,,1523,,1682,,482981
0600702 CA EBT BUTTE COUNTY DSS,5075,,25059,,30134,,2037,,12662,,14699,,4467086
0600901 CA EBT CALAVERAS CO DSW,714,,4247,,4961,,273,,2300,,2573,,744862
0601101 CA EBT COLUSA COUNTY DSW,268,,1432,,1700,,103,,606,,709,,234395
0601302 CA EBT CONTRA COSTA COUNTY DSS,13374,,53894,,67268,,5634,,26904,,32538,,10555359
0601501 CA EBT DEL NORTE CO DSW,1097,,4026,,5123,,421,,2099,,2520,,758488
0601704 CA EBT EL DORADO COUNTY DSS,1424,,10295,,11719,,573,,5802,,6375,,1765291
0601904 CA EBT FRESNO COUNTY DSW,41348,,175563,,216911,,15467,,75027,,90494,,32453615
0602102 CA EBT GLENN CO WELFARE DEPT,640,,2894,,3534,,233,,1195,,1428,,482506
0602303 CA EBT HUMBOLDT CO DSW,2411,,14069,,16480,,988,,7813,,8801,,2503146
0602501 CA EBT IMPERIAL CO DSW,5635,,31078,,36713,,2041,,12360,,14401,,5183929
0602701 CA EBT INYO COUNTY WELF DEPT,314,,1807,,2121,,117,,939,,1056,,299537
0602902 CA EBT KERN,31076,,112953,,144029,,11473,,47886,,59359,,21276128
0603101 CA EBT KINGS COUNTY DPW,4291,,19113,,23404,,1589,,8312,,9901,,3289169
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1586,,8846,,10432,,622,,4595,,5217,,1576567
0603501 CA EBT LASSEN CO DSW,686,,2284,,2970,,252,,1174,,1426,,449987
0603720 CA EBT LOS ANGELES COUNTY DPSS,202064,,933021,,1135085,,89169,,462697,,551866,,180707344
0603902 CA EBT MADERA CO DSW,5360,,21436,,26796,,2049,,8541,,10590,,3879105
0604102 CA EBT MARIN COUNTY DSW,1680,,7850,,9530,,765,,4903,,5668,,1526874
0604301 CA EBT MARIPOSA CO DSW,311,,1543,,1854,,115,,805,,920,,271132
0604501 CA EBT MENDOCINO CO WELF DEPT,2194,,10963,,13157,,870,,6034,,6904,,1993377
0604701 CA EBT MERCED CO DPW,12991,,42450,,55441,,4775,,18142,,22917,,8125308
0604901 CA EBT MODOC COUNTY DSS,190,,742,,932,,71,,343,,414,,131416
0605101 CA EBT MONO CO WELFARE DEPT,52,,603,,655,,21,,379,,400,,96993
0605302 CA EBT MONTEREY CO DSW,8410,,37559,,45969,,3449,,16711,,20160,,6668071
0605502 CA EBT NAPA CO WELFARE DEPT,880,,5756,,6636,,377,,2794,,3171,,969651
0605701 CA EBT NEVADA CO DPSS,1119,,6324,,7443,,436,,3457,,3893,,1118594
0605903 CA EBT ORANGE CO DSW,33050,,196165,,229215,,13130,,91171,,104301,,33883952
0606101 CA EBT PLACER CO WELFARE DEPT,2505,,15079,,17584,,950,,7496,,8446,,2545096
0606301 CA EBT PLUMAS COUNTY DSS,252,,1351,,1603,,93,,679,,772,,231625
0606503 CA EBT RIVERSIDE COUNTY DSS,51866,,224633,,276499,,19150,,96068,,115218,,40497027
0606703 CA EBT SACRAMENTO CO DSW,43055,,164763,,207818,,17085,,76875,,93960,,32089743
0606902 CA EBT SAN BENITO COUNTY DSS,966,,5233,,6199,,371,,2303,,2674,,894278
0607105 CA EBT SAN BRNDINO CO DPSS AU,74213,,297754,,371967,,27613,,131505,,159118,,55450001
0607301 CA EBT SAN DIEGO CO DSS,45628,,211956,,257584,,16845,,104559,,121404,,38887920
0607502 CA EBT SAN FRANCISCO COUNTY DSS,6067,,42447,,48514,,2730,,28559,,31289,,7762808
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,23820,,88590,,112410,,9307,,37372,,46679,,16722120
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,2829,,14428,,17257,,1155,,7727,,8882,,2545170
0608103 CA EBT SAN MATEO COUNTY DSS,3769,,24869,,28638,,1548,,12663,,14211,,4373268
0608304 CA EBT SANTA BARBARA CO DSW,6131,,25973,,32104,,2492,,11808,,14300,,4758922
0608502 CA EBT SANTA CLARA COUNTY DSS,16400,,91987,,108387,,6907,,44343,,51250,,16215208
0608702 CA EBT SANTA CRUZ CO DSW,3093,,19569,,22662,,1274,,10341,,11615,,3382524
0608901 CA EBT SHASTA CO DSW,4237,,19428,,23665,,1668,,10223,,11891,,3488760
0609101 CA EBT SIERRA CO HUMAN SVCS,32,,273,,305,,12,,144,,156,,43933
0609301 CA EBT SISKIYOU CO DSW,1225,,5254,,6479,,440,,2456,,2896,,944488
0609502 CA EBT SOLANO CO DSW,7732,,33323,,41055,,3239,,17453,,20692,,6345126
0609701 CA EBT SONOMA CO DSW,4936,,29206,,34142,,2058,,16508,,18566,,5243410
0609902 CA EBT STANISLAUS CO. DSS,17727,,73130,,90857,,6736,,34736,,41472,,13410852
0610101 CA EBT SUTTER CO WELF DEPT,2116,,10265,,12381,,803,,4394,,5197,,1790347
0610301 CA EBT TEHAMA CO DSW,1986,,7910,,9896,,727,,3585,,4312,,1440138
0610501 CA EBT TRINITY CO DSW,170,,1345,,1515,,74,,688,,762,,232350
0610704 CA EBT TULARE COUNTY DSS,24278,,89666,,113944,,8856,,37287,,46143,,16646097
0610901 CA EBT TUOLUMNE CO WELF DEPT,948,,4198,,5146,,366,,2459,,2825,,771006
0611101 CA EBT VENTURA CO.,8671,,57851,,66522,,3507,,28530,,32037,,9944069
0611301 CA EBT YOLO CO DSW,2528,,13809,,16337,,992,,6736,,7728,,2446712
0611501 CA EBT YUBA CO WELFARE DEPT,2564,,10317,,12881,,960,,4775,,5735,,1913469
0800301 CO EBT ALAMOSA CO DSS,739,,2980,,3719,,382,,1508,,1890,,504023
0800701 CO EBT ARCHULETA CO DSS,106,,1020,,1126,,55,,455,,510,,146307
0800901 CO EBT BACA CO DSS,68,,327,,395,,34,,138,,172,,46250
0801101 CO EBT BENT CO DSS,199,,674,,873,,95,,350,,445,,108173
0801301 CO EBT BOULDER CO DSS,2144,,14390,,16534,,1340,,6949,,8289,,2246116
0801501 CO EBT CHAFFEE CO DSS,174,,1242,,1416,,108,,617,,725,,181453
0801701 CO EBT CHEYENNE CO DSS,25,,135,,160,,15,,57,,72,,18159
0801901 CO EBT CLEAR CREEK,86,,449,,535,,49,,252,,301,,76651
0802101 CO EBT CONEJOS CO DSS,256,,1590,,1846,,153,,691,,844,,234356
0802301 CO EBT COSTILLA CO DSS,201,,831,,1032,,116,,441,,557,,128773
0802501 CO EBT CROWLEY CO DSS,121,,661,,782,,65,,275,,340,,92594
0802701 CO EBT CUSTER CO DSS,30,,308,,338,,18,,150,,168,,45172
0802901 CO EBT DELTA CO DSS,347,,3623,,3970,,226,,1611,,1837,,522581
0803102 CO EBT DENVER,13412,,76559,,89971,,8093,,36162,,44255,,11936710
0803301 CO EBT DOLORES CO DSS,12,,142,,154,,9,,74,,83,,19366
0803501 CO EBT DOUGLAS,368,,5982,,6350,,252,,2436,,2688,,852305
0803701 CO EBT EAGLE CO DSS,99,,1539,,1638,,54,,698,,752,,236208
0803901 CO EBT ELBERT CO DSS,74,,981,,1055,,33,,388,,421,,141792
0804101 CO EBT EL PASO CO DSS,5678,,65233,,70911,,2972,,28652,,31624,,9724196
0804301 CO EBT FREMONT CO DSS,1154,,4526,,5680,,548,,2064,,2612,,739713
0804501 CO EBT GARFIELD CO DSS,481,,4298,,4779,,251,,2031,,2282,,672738
0804701 CO EBT GILPIN,40,,393,,433,,26,,214,,240,,59556
0804901 CO EBT GRAND,41,,520,,561,,27,,243,,270,,71356
0805101 CO EBT GUNN HINSDALE CO DSS,115,,890,,1005,,52,,447,,499,,141129
0805301 CO EBT HINSDALE,0,,19,,19,,0,,13,,13,,2591
0805501 CO EBT HUERFANO CO DSS,196,,1306,,1502,,138,,644,,782,,200885
0805701 CO EBT JACKSON,3,,137,,140,,2,,53,,55,,16639
0805901 CO EBT JEFFERSON CO DSS,3099,,30161,,33260,,1846,,13576,,15422,,4534162
0806101 CO EBT KIOWA CO DSS,8,,104,,112,,6,,50,,56,,14312
0806301 CO EBT KIT CARSON CO DSS,61,,546,,607,,33,,231,,264,,66430
0806501 CO EBT LAKE CO DSS,53,,575,,628,,24,,255,,279,,87569
0806701 CO EBT LA PLATA CO DSS,290,,3505,,3795,,211,,1634,,1845,,513335
0806901 CO EBT LARIMER CO DSS,3140,,19940,,23080,,1639,,9118,,10757,,3176944
0807101 CO EBT LAS ANIMAS CO DSS,468,,2187,,2655,,276,,1154,,1430,,352354
0807301 CO EBT LINCOLN CO DSS,65,,493,,558,,26,,204,,230,,73423
0807501 CO EBT LOGAN CO DSS,300,,1902,,2202,,145,,875,,1020,,274349
0807701 CO EBT MESA CO DSS,1808,,15535,,17343,,933,,7080,,8013,,2344986
0807901 CO EBT MINERAL,0,,18,,18,,0,,9,,9,,2260
0808101 CO EBT MOFFAT CO DSS,78,,1458,,1536,,45,,676,,721,,213701
0808301 CO EBT MONTEZUMA CO DSS,301,,3055,,3356,,163,,1242,,1405,,418541
0808501 CO EBT MONTROSE CO DSS,544,,4693,,5237,,313,,2222,,2535,,672187
0808701 CO EBT MORGAN CO DSS,422,,2588,,3010,,175,,1030,,1205,,382221
0808901 CO EBT OTERO CO DSS,436,,3507,,3943,,292,,1496,,1788,,481232
0809101 CO EBT OURAY CO DSS,28,,222,,250,,16,,113,,129,,32337
0809301 CO EBT PARK CO DSS,83,,1131,,1214,,53,,554,,607,,175145
0809501 CO EBT PHILLIPS CO DSS,53,,354,,407,,28,,157,,185,,48293
0809701 CO EBT PITKIN,13,,261,,274,,13,,179,,192,,39883
0809901 CO EBT PROWERS CO DSS,511,,2145,,2656,,209,,948,,1157,,342017
0810101 CO EBT PUEBLO CO DSS,5173,,30452,,35625,,2824,,14249,,17073,,4938484
0810301 CO EBT RIO BLANCO CO DSS,35,,493,,528,,16,,207,,223,,73990
0810501 CO EBT RIO GRANDE CO DSS,306,,2019,,2325,,185,,903,,1088,,304248
0810701 CO EBT ROUTT CO DSS,67,,872,,939,,29,,484,,513,,134521
0810901 CO EBT SAGUACHE CO DSS,164,,1257,,1421,,99,,577,,676,,194362
0811101 CO EBT SAN JUAN CO DSS,4,,55,,59,,4,,29,,33,,7686
0811301 CO EBT SAN MIGUEL CO DSS,20,,354,,374,,16,,175,,191,,51063
0811501 CO EBT SEDGWICK CO DSS,21,,259,,280,,17,,105,,122,,31825
0811701 CO EBT SUMMIT CO DSS,48,,1056,,1104,,27,,578,,605,,162547
0811901 CO EBT TELLER CO DSS,301,,1871,,2172,,137,,909,,1046,,287034
0812101 CO EBT WASHINGTON CO DSS,26,,288,,314,,16,,127,,143,,32521
0812301 CO EBT WELD CO DSS,2423,,23136,,25559,,1226,,9162,,10388,,3349396
0812501 CO EBT YUMA CO DSS,102,,913,,1015,,63,,383,,446,,126864
0812701 CO EBT ADAMS CO DSS,3594,,52956,,56550,,1874,,21259,,23133,,7808873
0812901 CO EBT ARAPAHO CO. DSS,5569,,47282,,52851,,3089,,19956,,23045,,7325726
0813101 CO EBT BROOMFIELD,160,,1887,,2047,,116,,830,,946,,265084
0900002 CT EBT DEPT. OF SOCIAL SERVICES,68124,,362033,,430157,,48833,,188230,,237063,,58910983
1000112 DE EBT KENT,36000,,25,,36025,,17065,,7,,17072,,4493566
1000235 DE EBT NEW CASTLE,80944,,27,,80971,,38943,,10,,38953,,10556543
1000316 DE EBT SUSSEX CO.,34873,,52,,34925,,15657,,18,,15675,,4383407
1100161 DC EBT D.C. Treasury,39869,,105380,,145249,,20410,,61649,,82059,,19619522
1200101 FL EBT ALACHUA CO DFS,3698,,36640,,40338,,2950,,19749,,22699,,5684441
