NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,11:39 AM,,,,,
Jan 2011,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0105701 AL EBT FAYETTE CO FS OFF,671,,3077,,3748,,333,,1396,,1729,,466255
0105901 AL EBT FRANKLIN CO FS OFF,874,,5700,,6574,,381,,2312,,2693,,845621
0106101 AL EBT GENEVA CO FS OFF,735,,4982,,5717,,317,,1942,,2259,,723752
0106301 AL EBT GREENE CO FS OFF,595,,2776,,3371,,275,,1234,,1509,,419932
0106501 AL EBT HALE CO FS OFF,849,,3234,,4083,,285,,1381,,1666,,478044
0106701 AL EBT HENRY CO FS OFF,479,,2940,,3419,,213,,1255,,1468,,406623
0106901 AL EBT HOUSTON CO FS OFF,2950,,15610,,18560,,1176,,6674,,7850,,2379265
0107101 AL EBT JACKSON CO FS OFF,976,,7973,,8949,,461,,3128,,3589,,1104753
0107301 AL EBT JEFFERSON CO FS OFF,20365,,92704,,113069,,8284,,43894,,52178,,15041302
0107501 AL EBT LAMAR CO FS OFF,499,,2474,,2973,,232,,1086,,1318,,359622
0107701 AL EBT LAUDERDALE CO FS OFF,1636,,11612,,13248,,813,,4871,,5684,,1640306
0107901 AL EBT LAWRENCE CO FS OFF,837,,5452,,6289,,384,,2245,,2629,,772086
0108101 AL EBT LEE CO FOOD STAMP OFF,1910,,15070,,16980,,787,,6287,,7074,,2165990
0108302 AL EBT LIMESTONE CO. FS OFF,1337,,9846,,11183,,648,,3979,,4627,,1469038
0108501 AL EBT LOWNDES CO FS OFF,851,,3574,,4425,,331,,1668,,1999,,574641
0108701 AL EBT MACON CO FS OFF,1208,,6284,,7492,,525,,3399,,3924,,1044102
0108902 AL EBT MADISON CO. FS OFF,4191,,28809,,33000,,1882,,12158,,14040,,4405901
0109101 AL EBT MARENGO CO FS OFC,1066,,4295,,5361,,503,,1936,,2439,,643663
0109301 AL EBT MARION CO FS OFF,856,,5643,,6499,,404,,2294,,2698,,802117
0109501 AL EBT MARSHALL CO FS OFF,1502,,13920,,15422,,699,,5396,,6095,,1967424
0109701 AL EBT MOBILE CO FS OFF,11744,,80818,,92562,,5058,,34179,,39237,,12383203
0109901 AL EBT MONROE CO FS OFF,728,,4687,,5415,,329,,1802,,2131,,676544
0110101 AL EBT MONTGOMERY CO FS OFF,8564,,42436,,51000,,3341,,19336,,22677,,6961463
0110301 AL EBT MORGAN CO FS OFF,1822,,14396,,16218,,872,,5839,,6711,,2098515
0110501 AL EBT PERRY CO FS OFF,918,,3675,,4593,,378,,1756,,2134,,572732
0110701 AL EBT PICKENS CO FS OFF,813,,3436,,4249,,327,,1452,,1779,,509982
0110901 AL EBT PIKE CO FOOD STAMP OFC,1291,,6307,,7598,,564,,2997,,3561,,980271
0111101 AL EBT RANDOLPH CO FSO,753,,5255,,6008,,288,,2099,,2387,,763293
0111301 AL EBT RUSSELL CO FS OFF,1775,,12494,,14269,,702,,5125,,5827,,1952370
0111501 AL EBT ST CLAIR CO FS OFF,1452,,11048,,12500,,570,,4414,,4984,,1601087
0111701 AL EBT SHELBY CO FS OFF,1525,,12032,,13557,,605,,5006,,5611,,1800976
0111901 AL EBT SUMTER CO FS OFF,970,,3650,,4620,,408,,1798,,2206,,572894
0112101 AL EBT TALLADEGA CO FS OFF,2960,,14747,,17707,,1337,,6655,,7992,,2247565
0112301 AL EBT TALLAPOOSA CO FS OFF,1321,,7488,,8809,,528,,3261,,3789,,1109569
0112501 AL EBT TUSCALOOSA CO FS OFF,5024,,22921,,27945,,1943,,10199,,12142,,3561023
0112701 AL EBT WALKER CO FS OFF,1474,,10706,,12180,,588,,4316,,4904,,1574857
0112901 AL EBT WASHINGTON CO F S OFC,498,,3009,,3507,,216,,1277,,1493,,429090
0113101 AL EBT WILCOX CO FS OFF,1192,,3803,,4995,,462,,1829,,2291,,625412
0113301 AL EBT WINSTON CO FS OFF,636,,3604,,4240,,252,,1397,,1649,,500240
0211005 AK EBT ALASKA,14573,,70136,,84709,,6319,,28076,,34395,,14512193
0400101 AZ EBT APACHE,113,,27333,,27446,,34,,9964,,9998,,2944755
0400301 AZ EBT COCHISE,906,,21610,,22516,,288,,10168,,10456,,3079553
0400501 AZ EBT COCONINO,237,,23007,,23244,,76,,9388,,9464,,2787392
0400701 AZ EBT GILA,1501,,11700,,13201,,392,,5717,,6109,,1799263
0400901 AZ EBT GRAHAM,617,,7335,,7952,,184,,3264,,3448,,1015675
0401101 AZ EBT GREENLEE,43,,1020,,1063,,15,,479,,494,,145348
0401301 AZ EBT MARICOPA,34357,,524625,,558982,,10596,,232850,,243446,,71706193
0401501 AZ EBT MOHAVE,1650,,41136,,42786,,528,,19792,,20320,,5985333
0401701 AZ EBT NAVAJO,1005,,32824,,33829,,284,,12766,,13050,,3843800
0401901 AZ EBT PIMA,9409,,160601,,170010,,2877,,77569,,80446,,23694886
0402101 AZ EBT PINAL,2763,,50110,,52873,,789,,20899,,21688,,6387969
0402301 AZ EBT SANTA CRUZ,284,,11473,,11757,,90,,4333,,4423,,1302561
0402501 AZ EBT YAVAPAI,707,,28972,,29679,,235,,14547,,14782,,4353982
0402701 AZ EBT YUMA,1396,,38451,,39847,,391,,15027,,15418,,4541234
0402901 AZ EBT LA PAZ CO DES,237,,3904,,4141,,68,,1985,,2053,,604541
0500101 AR EBT ARKANSAS COUNTY,184,,3690,,3874,,64,,1773,,1837,,471204
0500301 AR EBT ASHLEY COUNTY,198,,4854,,5052,,64,,2217,,2281,,606639
0500501 AR EBT BAXTER COUNTY,177,,5473,,5650,,56,,2460,,2516,,662123
0500701 AR EBT BENTON COUNTY,303,,20432,,20735,,97,,7615,,7712,,2565781
0500901 AR EBT BOONE COUNTY,292,,5679,,5971,,91,,2318,,2409,,689978
0501101 AR EBT BRADLEY COUNTY,197,,2477,,2674,,62,,1242,,1304,,318964
0501301 AR EBT CALHOUN COUNTY,32,,657,,689,,12,,335,,347,,80482
0501501 AR EBT CARROLL COUNTY,80,,3606,,3686,,17,,1454,,1471,,425612
0501701 AR EBT CHICOT COUNTY,224,,3353,,3577,,64,,1693,,1757,,431385
0501901 AR EBT CLARK COUNTY,90,,3217,,3307,,30,,1519,,1549,,391858
0502101 AR EBT CLAY COUNTY,129,,2326,,2455,,43,,867,,910,,278850
0502301 AR EBT CLEBURNE COUNTY,91,,3171,,3262,,31,,1368,,1399,,385019
0502501 AR EBT CLEVELAND COUNTY,101,,1384,,1485,,32,,613,,645,,182704
0502701 AR EBT COLUMBIA COUNTY,371,,5253,,5624,,104,,2644,,2748,,694860
0502901 AR EBT CONWAY COUNTY,146,,4139,,4285,,45,,1859,,1904,,515101
0503101 AR EBT CRAIGHEAD COUNTY,1266,,14240,,15506,,376,,5405,,5781,,1928575
0503301 AR EBT CRAWFORD COUNTY,287,,9905,,10192,,87,,3755,,3842,,1209965
0503501 AR EBT CRITTENDEN COUNTY,1233,,13386,,14619,,340,,5425,,5765,,1871132
0503701 AR EBT CROSS COUNTY,221,,2993,,3214,,61,,1176,,1237,,372592
0503901 AR EBT DALLAS COUNTY,104,,1396,,1500,,32,,730,,762,,179047
0504101 AR EBT DESHA COUNTY,241,,3388,,3629,,72,,1605,,1677,,449065
0504301 AR EBT DREW COUNTY,165,,3730,,3895,,51,,1815,,1866,,491479
0504501 AR EBT FAULKNER COUNTY,472,,11927,,12399,,153,,5108,,5261,,1562983
0504701 AR EBT FRANKLIN COUNTY,73,,3157,,3230,,19,,1324,,1343,,382711
0504901 AR EBT FULTON COUNTY,103,,1907,,2010,,33,,781,,814,,233535
0505101 AR EBT GARLAND COUNTY,509,,15125,,15634,,152,,6812,,6964,,1936750
0505301 AR EBT GRANT COUNTY,56,,2071,,2127,,17,,886,,903,,260680
0505501 AR EBT GREENE COUNTY,291,,6978,,7269,,90,,2670,,2760,,812300
0505701 AR EBT HEMPSTEAD COUNTY,268,,4322,,4590,,87,,1894,,1981,,544369
0505901 AR EBT HOT SPRING COUNTY,166,,5323,,5489,,51,,2318,,2369,,651619
0506101 AR EBT HOWARD COUNTY,117,,2475,,2592,,36,,1051,,1087,,304964
0506301 AR EBT INDEPENDENCE COUNTY,317,,4980,,5297,,99,,1904,,2003,,628627
0506501 AR EBT IZARD COUNTY,95,,1890,,1985,,33,,730,,763,,232695
0506701 AR EBT JACKSON COUNTY,203,,3506,,3709,,61,,1436,,1497,,457020
0506901 AR EBT JEFFERSON COUNTY,1537,,17855,,19392,,479,,8810,,9289,,2538216
0507101 AR EBT JOHNSON COUNTY,180,,4295,,4475,,53,,1782,,1835,,528121
0507301 AR EBT LAFAYETTE COUNTY,113,,1825,,1938,,31,,877,,908,,223777
0507501 AR EBT LAWRENCE COUNTY,139,,2978,,3117,,40,,1178,,1218,,359361
0507701 AR EBT LEE COUNTY,333,,2540,,2873,,108,,1382,,1490,,353816
0507901 AR EBT LINCOLN COUNTY,181,,2399,,2580,,57,,1157,,1214,,319086
0508101 AR EBT LITTLE RIVER COUNTY,112,,2204,,2316,,37,,931,,968,,275709
0508301 AR EBT LOGAN COUNTY,213,,4682,,4895,,59,,1966,,2025,,581068
0508501 AR EBT LONOKE COUNTY,541,,8202,,8743,,164,,3264,,3428,,1057726
0508701 AR EBT MADISON COUNTY,51,,2266,,2317,,15,,856,,871,,269085
0508901 AR EBT MARION COUNTY,100,,2927,,3027,,31,,1262,,1293,,349726
0509101 AR EBT MILLER COUNTY,678,,7656,,8334,,203,,3326,,3529,,1021194
0509301 AR EBT MISSISSIPPI COUNTY,766,,10472,,11238,,231,,4141,,4372,,1345695
0509501 AR EBT MONROE COUNTY,189,,2062,,2251,,58,,1041,,1099,,265733
0509701 AR EBT MONTGOMERY COUNTY,47,,1563,,1610,,14,,659,,673,,185981
0509901 AR EBT NEVADA COUNTY,69,,1805,,1874,,22,,789,,811,,223697
0510101 AR EBT NEWTON COUNTY,37,,1486,,1523,,11,,671,,682,,163992
0510301 AR EBT OUACHITA COUNTY,388,,5525,,5913,,119,,2624,,2743,,729182
0510501 AR EBT PERRY COUNTY,61,,1664,,1725,,19,,699,,718,,214116
0510701 AR EBT PHILLIPS COUNTY,953,,7426,,8379,,283,,3565,,3848,,1046335
0510901 AR EBT PIKE COUNTY,30,,1891,,1921,,7,,751,,758,,219489
0511101 AR EBT POINSETT COUNTY,542,,5496,,6038,,167,,2180,,2347,,732065
0511301 AR EBT POLK COUNTY,103,,3965,,4068,,32,,1615,,1647,,484249
0511501 AR EBT POPE COUNTY,249,,7915,,8164,,85,,3343,,3428,,958042
0511701 AR EBT PRAIRIE COUNTY,45,,1287,,1332,,13,,585,,598,,155724
0511901 AR EBT PULASKI COUNTY,5038,,56303,,61341,,1581,,26346,,27927,,8090817
0512101 AR EBT RANDOLPH COUNTY,142,,3189,,3331,,47,,1271,,1318,,377972
0512301 AR EBT SAINT FRANCIS COUNTY,847,,6897,,7744,,254,,3322,,3576,,978906
0512501 AR EBT SALINE COUNTY,221,,10812,,11033,,64,,4455,,4519,,1372566
0512701 AR EBT SCOTT COUNTY,81,,2480,,2561,,23,,969,,992,,297229
0512901 AR EBT SEARCY COUNTY,41,,1622,,1663,,10,,686,,696,,178340
0513101 AR EBT SEBASTIAN COUNTY,327,,19851,,20178,,100,,8326,,8426,,2474114
0513301 AR EBT SEVIER COUNTY,127,,3067,,3194,,46,,1265,,1311,,384434
0513501 AR EBT SHARP COUNTY,285,,3003,,3288,,72,,1172,,1244,,379054
0513701 AR EBT STONE COUNTY,68,,2177,,2245,,20,,960,,980,,244913
0513901 AR EBT UNION COUNTY,400,,8210,,8610,,124,,3770,,3894,,1071950
0514101 AR EBT VAN BUREN COUNTY,81,,2794,,2875,,25,,1210,,1235,,349080
0514301 AR EBT WASHINGTON COUNTY,877,,25824,,26701,,281,,10388,,10669,,3435007
0514501 AR EBT WHITE COUNTY,315,,10236,,10551,,105,,4161,,4266,,1268406
0514701 AR EBT WOODRUFF COUNTY,146,,1748,,1894,,46,,904,,950,,223314
0514901 AR EBT YELL COUNTY,69,,3400,,3469,,19,,1348,,1367,,386151
0515992 AR EBT 92-1 Field Operations,4,,5697,,5701,,0,,5198,,5198,,442660
0515996 AR EBT 96-1 Field Operations,0,,660,,660,,0,,621,,621,,55632
0600105 CA EBT ALAMEDA COUNTY DSS,29279,,78831,,108110,,12275,,39583,,51858,,16247605
0600302 CA EBT ALPINE COUNTY DSS,10,,152,,162,,5,,82,,87,,22803
0600501 CA EBT AMADOR COUNTY DSS,696,,2021,,2717,,264,,1084,,1348,,404572
0600702 CA EBT BUTTE COUNTY DSS,5686,,19945,,25631,,2209,,9633,,11842,,3736676
0600901 CA EBT CALAVERAS CO DSW,1128,,3359,,4487,,410,,1731,,2141,,650126
0601101 CA EBT COLUSA COUNTY DSW,346,,1291,,1637,,126,,480,,606,,231364
0601302 CA EBT CONTRA COSTA COUNTY DSS,16926,,44698,,61624,,6934,,21588,,28522,,9159937
0601501 CA EBT DEL NORTE CO DSW,1558,,3592,,5150,,569,,1861,,2430,,740569
0601704 CA EBT EL DORADO COUNTY DSS,2146,,8291,,10437,,805,,4309,,5114,,1522228
0601904 CA EBT FRESNO COUNTY DSW,50079,,150193,,200272,,18495,,62484,,80979,,29158150
0602102 CA EBT GLENN CO WELFARE DEPT,851,,2384,,3235,,314,,915,,1229,,429128
0602303 CA EBT HUMBOLDT CO DSW,3094,,10997,,14091,,1256,,6004,,7260,,2073350
0602501 CA EBT IMPERIAL CO DSW,8030,,24946,,32976,,2743,,9717,,12460,,4447591
0602701 CA EBT INYO COUNTY WELF DEPT,435,,1356,,1791,,147,,708,,855,,244110
0602902 CA EBT KERN,36261,,94109,,130370,,13112,,38525,,51637,,18728653
0603101 CA EBT KINGS COUNTY DPW,5308,,16094,,21402,,1931,,6794,,8725,,2957521
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,2235,,6774,,9009,,838,,3471,,4309,,1329455
0603501 CA EBT LASSEN CO DSW,861,,2080,,2941,,321,,1051,,1372,,431928
0603720 CA EBT LOS ANGELES COUNTY DPSS,234443,,735184,,969627,,99920,,348748,,448668,,146470992
0603902 CA EBT MADERA CO DSW,5961,,18136,,24097,,2247,,7028,,9275,,3463154
0604102 CA EBT MARIN COUNTY DSW,2151,,6102,,8253,,973,,3869,,4842,,1265967
0604301 CA EBT MARIPOSA CO DSW,500,,1099,,1599,,173,,571,,744,,227692
0604501 CA EBT MENDOCINO CO WELF DEPT,2522,,9972,,12494,,983,,5253,,6236,,1782688
0604701 CA EBT MERCED CO DPW,14799,,33578,,48377,,5340,,13455,,18795,,6931543
0604901 CA EBT MODOC COUNTY DSS,273,,738,,1011,,104,,310,,414,,135345
0605101 CA EBT MONO CO WELFARE DEPT,55,,499,,554,,24,,305,,329,,85214
0605302 CA EBT MONTEREY CO DSW,11618,,26909,,38527,,4735,,11481,,16216,,5560720
0605502 CA EBT NAPA CO WELFARE DEPT,1546,,5005,,6551,,611,,2405,,3016,,951127
0605701 CA EBT NEVADA CO DPSS,1310,,4377,,5687,,492,,2297,,2789,,850811
0605903 CA EBT ORANGE CO DSW,39339,,139687,,179026,,15285,,61426,,76711,,25107534
0606101 CA EBT PLACER CO WELFARE DEPT,3369,,12866,,16235,,1236,,5720,,6956,,2222737
0606301 CA EBT PLUMAS COUNTY DSS,411,,1004,,1415,,150,,456,,606,,196916
0606503 CA EBT RIVERSIDE COUNTY DSS,58642,,169381,,228023,,21067,,67056,,88123,,31729924
0606703 CA EBT SACRAMENTO CO DSW,53509,,133890,,187399,,20534,,59753,,80287,,28123938
0606902 CA EBT SAN BENITO COUNTY DSS,1625,,4619,,6244,,605,,2015,,2620,,895973
0607105 CA EBT SAN BRNDINO CO DPSS AU,82530,,234122,,316652,,30008,,96143,,126151,,44969927
0607301 CA EBT SAN DIEGO CO DSS,57383,,150862,,208245,,20593,,68770,,89363,,30211902
0607502 CA EBT SAN FRANCISCO COUNTY DSS,7589,,37059,,44648,,3382,,25364,,28746,,6869772
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,27707,,65120,,92827,,10576,,25345,,35921,,13602430
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,3574,,12196,,15770,,1434,,6396,,7830,,2258223
0608103 CA EBT SAN MATEO COUNTY DSS,5526,,15277,,20803,,2198,,7456,,9654,,2946636
0608304 CA EBT SANTA BARBARA CO DSW,8955,,21205,,30160,,3629,,9447,,13076,,4287463
0608502 CA EBT SANTA CLARA COUNTY DSS,25494,,69758,,95252,,10279,,33045,,43324,,13701659
0608702 CA EBT SANTA CRUZ CO DSW,3867,,15578,,19445,,1594,,7490,,9084,,2864573
0608901 CA EBT SHASTA CO DSW,5163,,17397,,22560,,2037,,8611,,10648,,3201479
0609101 CA EBT SIERRA CO HUMAN SVCS,65,,196,,261,,21,,97,,118,,35654
0609301 CA EBT SISKIYOU CO DSW,1456,,3861,,5317,,545,,1782,,2327,,793931
0609502 CA EBT SOLANO CO DSW,10339,,26375,,36714,,4169,,13464,,17633,,5449495
0609701 CA EBT SONOMA CO DSW,6792,,21058,,27850,,2807,,11405,,14212,,4119092
0609902 CA EBT STANISLAUS CO. DSS,21703,,56358,,78061,,8024,,25623,,33647,,11148749
0610101 CA EBT SUTTER CO WELF DEPT,2771,,8050,,10821,,1005,,3269,,4274,,1512140
0610301 CA EBT TEHAMA CO DSW,2508,,6506,,9014,,909,,2818,,3727,,1276924
0610501 CA EBT TRINITY CO DSW,262,,1197,,1459,,101,,560,,661,,220235
0610704 CA EBT TULARE COUNTY DSS,28661,,73714,,102375,,10413,,29847,,40260,,14638774
0610901 CA EBT TUOLUMNE CO WELF DEPT,1157,,3805,,4962,,449,,2099,,2548,,715994
0611101 CA EBT VENTURA CO.,11539,,48489,,60028,,4584,,23552,,28136,,8587088
0611301 CA EBT YOLO CO DSW,3617,,11512,,15129,,1372,,5309,,6681,,2191289
0611501 CA EBT YUBA CO WELFARE DEPT,3450,,9206,,12656,,1253,,4157,,5410,,1841467
0800301 CO EBT ALAMOSA CO DSS,743,,2960,,3703,,376,,1511,,1887,,515528
0800701 CO EBT ARCHULETA CO DSS,91,,993,,1084,,53,,415,,468,,149407
0800901 CO EBT BACA CO DSS,55,,334,,389,,28,,135,,163,,46097
0801101 CO EBT BENT CO DSS,187,,649,,836,,105,,321,,426,,103179
0801301 CO EBT BOULDER CO DSS,2529,,12786,,15315,,1429,,6010,,7439,,2161783
0801501 CO EBT CHAFFEE CO DSS,154,,1023,,1177,,97,,486,,583,,155899
0801701 CO EBT CHEYENNE CO DSS,10,,96,,106,,6,,39,,45,,12077
0801901 CO EBT CLEAR CREEK,79,,528,,607,,61,,257,,318,,87689
0802101 CO EBT CONEJOS CO DSS,310,,1399,,1709,,170,,580,,750,,216412
0802301 CO EBT COSTILLA CO DSS,263,,675,,938,,134,,340,,474,,129754
0802501 CO EBT CROWLEY CO DSS,105,,627,,732,,65,,251,,316,,92879
0802701 CO EBT CUSTER CO DSS,31,,319,,350,,19,,146,,165,,49312
0802901 CO EBT DELTA CO DSS,413,,2906,,3319,,225,,1251,,1476,,439530
0803102 CO EBT DENVER,11393,,65848,,77241,,6711,,30193,,36904,,11302711
0803301 CO EBT DOLORES CO DSS,30,,177,,207,,13,,70,,83,,27895
0803501 CO EBT DOUGLAS,357,,5296,,5653,,245,,2002,,2247,,772584
0803701 CO EBT EAGLE CO DSS,100,,1080,,1180,,54,,479,,533,,177258
0803901 CO EBT ELBERT CO DSS,48,,1039,,1087,,27,,374,,401,,144747
0804101 CO EBT EL PASO CO DSS,6585,,54420,,61005,,2935,,23000,,25935,,8589339
0804301 CO EBT FREMONT CO DSS,990,,3785,,4775,,445,,1648,,2093,,638813
0804501 CO EBT GARFIELD CO DSS,565,,3736,,4301,,253,,1700,,1953,,625631
0804701 CO EBT GILPIN,59,,346,,405,,27,,180,,207,,57059
0804901 CO EBT GRAND,61,,452,,513,,28,,194,,222,,72118
0805101 CO EBT GUNN HINSDALE CO DSS,90,,650,,740,,45,,318,,363,,103979
0805301 CO EBT HINSDALE,4,,25,,29,,2,,9,,11,,3543
0805501 CO EBT HUERFANO CO DSS,174,,1329,,1503,,130,,618,,748,,211972
0805701 CO EBT JACKSON,3,,106,,109,,3,,42,,45,,11638
0805901 CO EBT JEFFERSON CO DSS,2971,,26578,,29549,,1611,,11278,,12889,,4095704
0806101 CO EBT KIOWA CO DSS,17,,102,,119,,7,,38,,45,,14792
0806301 CO EBT KIT CARSON CO DSS,67,,501,,568,,30,,207,,237,,69547
0806501 CO EBT LAKE CO DSS,83,,580,,663,,31,,222,,253,,101524
0806701 CO EBT LA PLATA CO DSS,259,,3196,,3455,,186,,1419,,1605,,479875
0806901 CO EBT LARIMER CO DSS,3487,,17659,,21146,,1598,,7830,,9428,,2991006
0807101 CO EBT LAS ANIMAS CO DSS,345,,2188,,2533,,234,,1055,,1289,,350384
0807301 CO EBT LINCOLN CO DSS,38,,337,,375,,19,,140,,159,,51104
0807501 CO EBT LOGAN CO DSS,323,,1680,,2003,,139,,788,,927,,265947
0807701 CO EBT MESA CO DSS,1452,,13842,,15294,,835,,5951,,6786,,2149685
0807901 CO EBT MINERAL,6,,6,,12,,2,,5,,7,,1797
0808101 CO EBT MOFFAT CO DSS,131,,1378,,1509,,65,,605,,670,,212692
0808301 CO EBT MONTEZUMA CO DSS,389,,2854,,3243,,196,,1077,,1273,,418446
0808501 CO EBT MONTROSE CO DSS,648,,4878,,5526,,346,,2139,,2485,,739949
0808701 CO EBT MORGAN CO DSS,456,,2412,,2868,,191,,922,,1113,,366964
0808901 CO EBT OTERO CO DSS,441,,3102,,3543,,304,,1267,,1571,,441291
0809101 CO EBT OURAY CO DSS,40,,223,,263,,18,,115,,133,,37651
0809301 CO EBT PARK CO DSS,87,,927,,1014,,49,,420,,469,,147711
0809501 CO EBT PHILLIPS CO DSS,32,,307,,339,,18,,134,,152,,41817
0809701 CO EBT PITKIN,22,,165,,187,,16,,113,,129,,28873
0809901 CO EBT PROWERS CO DSS,436,,1938,,2374,,181,,780,,961,,312224
0810101 CO EBT PUEBLO CO DSS,4579,,25591,,30170,,2519,,11373,,13892,,4241418
0810301 CO EBT RIO BLANCO CO DSS,32,,418,,450,,15,,178,,193,,63475
0810501 CO EBT RIO GRANDE CO DSS,337,,2198,,2535,,190,,994,,1184,,333376
0810701 CO EBT ROUTT CO DSS,46,,728,,774,,22,,363,,385,,108028
0810901 CO EBT SAGUACHE CO DSS,142,,991,,1133,,91,,431,,522,,147473
0811101 CO EBT SAN JUAN CO DSS,2,,76,,78,,2,,34,,36,,11695
0811301 CO EBT SAN MIGUEL CO DSS,28,,245,,273,,20,,137,,157,,40299
0811501 CO EBT SEDGWICK CO DSS,13,,165,,178,,10,,78,,88,,19804
0811701 CO EBT SUMMIT CO DSS,48,,869,,917,,31,,481,,512,,137137
0811901 CO EBT TELLER CO DSS,279,,1563,,1842,,132,,719,,851,,257056
0812101 CO EBT WASHINGTON CO DSS,35,,311,,346,,22,,111,,133,,39523
0812301 CO EBT WELD CO DSS,2344,,19845,,22189,,1095,,7382,,8477,,3014865
0812501 CO EBT YUMA CO DSS,114,,827,,941,,72,,342,,414,,117766
0812701 CO EBT ADAMS CO DSS,3982,,44933,,48915,,1828,,17467,,19295,,6879570
0812901 CO EBT ARAPAHO CO. DSS,4979,,40052,,45031,,2752,,16414,,19166,,6445189
0813101 CO EBT BROOMFIELD,204,,1670,,1874,,120,,696,,816,,251042
0900002 CT EBT DEPT. OF SOCIAL SERVICES,67956,,304575,,372531,,46653,,155141,,201794,,51541591
1000112 DE EBT KENT,32807,,28,,32835,,14758,,10,,14768,,4085349
1000235 DE EBT NEW CASTLE,68228,,24,,68252,,31800,,8,,31808,,8707190
1000316 DE EBT SUSSEX CO.,31329,,17,,31346,,13772,,5,,13777,,3952876
1100161 DC EBT D.C. Treasury,33852,,98255,,132107,,17515,,57157,,74672,,18227899
1200101 FL EBT ALACHUA CO DFS,2953,,31010,,33963,,2382,,16496,,18878,,4738479
1200301 FL EBT BAKER CO SERVICE CENTE,438,,4665,,5103,,279,,2001,,2280,,668679
