NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:13 PM,,,,,
Jan 1996,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0510501 AR FSP PERRY COUNTY,50,,722,,772,,17,,316,,333,,46677
0510701 AR FSP PHILLIPS COUNTY,2942,,7038,,9980,,830,,2821,,3651,,669427
0510901 AR FSP PIKE COUNTY,135,,721,,856,,47,,318,,365,,54716
0511101 AR FSP POINSETT COUNTY,757,,3555,,4312,,241,,1607,,1848,,285250
0511301 AR FSP POLK COUNTY,333,,1868,,2201,,105,,713,,818,,150141
0511501 AR FSP POPE COUNTY,647,,3569,,4216,,211,,1446,,1657,,287825
0511701 AR FSP PRAIRIE COUNTY,101,,856,,957,,39,,364,,403,,59357
0511901 AR FSP PULASKI COUNTY,6574,,24571,,31145,,2031,,10163,,12194,,2289762
0512101 AR FSP RANDOLPH COUNTY,268,,2174,,2442,,91,,884,,975,,153896
0512301 AR FSP SAINT FRANCIS COUNTY,1841,,5881,,7722,,570,,2491,,3061,,527430
0512501 AR FSP SALINE COUNTY,740,,2741,,3481,,254,,1103,,1357,,237002
0512701 AR FSP SCOTT COUNTY,124,,1318,,1442,,46,,523,,569,,90730
0512901 AR FSP SEARCY COUNTY,68,,979,,1047,,21,,446,,467,,59142
0513101 AR FSP SEBASTIAN COUNTY,1241,,7012,,8253,,414,,2798,,3212,,603675
0513301 AR FSP SEVIER COUNTY,174,,1256,,1430,,67,,492,,559,,93146
0513501 AR FSP SHARP COUNTY,288,,1598,,1886,,89,,680,,769,,122125
0513701 AR FSP STONE COUNTY,219,,1278,,1497,,64,,552,,616,,95256
0513901 AR FSP UNION COUNTY,1210,,3913,,5123,,388,,1707,,2095,,355058
0514101 AR FSP VAN BUREN COUNTY,245,,1476,,1721,,78,,654,,732,,114236
0514301 AR FSP WASHINGTON COUNTY,1038,,6651,,7689,,365,,2658,,3023,,556314
0514501 AR FSP WHITE COUNTY,557,,5136,,5693,,186,,2063,,2249,,395647
0514701 AR FSP WOODRUFF COUNTY,393,,1870,,2263,,130,,846,,976,,147197
0514901 AR FSP YELL COUNTY,170,,1440,,1610,,53,,615,,668,,90103
0600105 CA FSP ALAMEDA COUNTY DSS,73910,,47328,,121238,,29399,,18825,,48224,,8357781
0600302 CA FSP ALPINE COUNTY DSS,103,,96,,199,,31,,39,,70,,10524
0600501 CA FSP AMADOR COUNTY DSS,753,,622,,1375,,388,,294,,682,,103517
0600702 CA FSP BUTTE COUNTY DSS,20681,,7255,,27936,,6252,,3661,,9913,,1948080
0600901 CA FSP CALAVERAS CO DSW,2054,,1273,,3327,,648,,635,,1283,,224055
0601101 CA FSP COLUSA COUNTY DSW,985,,1187,,2172,,338,,424,,762,,137566
0601302 CA FSP CONTRA COSTA COUNTY DSS,40702,,13064,,53766,,13740,,8172,,21912,,3674476
0601501 CA FSP DEL NORTE CO DSW,3137,,1325,,4462,,945,,640,,1585,,289314
0601704 CA FSP EL DORADO COUNTY DSS,5472,,2293,,7765,,1814,,1306,,3120,,565786
0601904 CA FSP FRESNO COUNTY DSW,89247,,30549,,119796,,25467,,12555,,38022,,8251574
0602102 CA FSP GLENN CO WELFARE DEPT,2119,,1009,,3128,,593,,379,,972,,195160
0602303 CA FSP HUMBOLDT CO DSW,10466,,4512,,14978,,3462,,2773,,6235,,1001434
0602501 CA FSP IMPERIAL CO DSW,17660,,9879,,27539,,5092,,3516,,8608,,1599070
0602701 CA FSP INYO COUNTY WELF DEPT,1136,,811,,1947,,380,,436,,816,,122566
0602902 CA FSP KERN,55636,,30261,,85897,,17279,,12315,,29594,,6350708
0603101 CA FSP KINGS COUNTY DPW,10286,,6729,,17015,,3229,,2576,,5805,,1090355
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,6899,,2266,,9165,,2223,,1295,,3518,,668654
0603501 CA FSP LASSEN CO DSW,2205,,849,,3054,,701,,420,,1121,,197567
0603720 CA FSP LOS ANGELES COUNTY DPSS,737637,,1030083,,1767720,,253649,,159999,,413648,,73085927
0603902 CA FSP MADERA CO DSW,9858,,6673,,16531,,3151,,2519,,5670,,1041448
0604102 CA FSP MARIN COUNTY DSW,3828,,2347,,6175,,1488,,1593,,3081,,465210
0604301 CA FSP MARIPOSA CO DSW,963,,676,,1639,,318,,320,,638,,106881
0604501 CA FSP MENDOCINO CO WELF DEPT,6606,,3642,,10248,,2236,,1993,,4229,,712044
0604701 CA FSP MERCED CO DPW,31958,,14659,,46617,,8682,,5177,,13859,,2826642
0604901 CA FSP MODOC COUNTY DSS,1140,,311,,1451,,364,,172,,536,,84679
0605101 CA FSP MONO CO WELFARE DEPT,192,,187,,379,,57,,84,,141,,27969
0605302 CA FSP MONTEREY CO DSW,20255,,9773,,30028,,6531,,3603,,10134,,2011195
0605502 CA FSP NAPA CO WELFARE DEPT,3061,,1950,,5011,,1055,,1022,,2077,,375503
0605701 CA FSP NEVADA CO DPSS,2842,,1751,,4593,,973,,966,,1939,,309103
0605903 CA FSP ORANGE CO DSW,95712,,52107,,147819,,30994,,23015,,54009,,9541723
0606101 CA FSP PLACER CO WELFARE DEPT,7117,,2922,,10039,,2416,,1655,,4071,,720385
0606301 CA FSP PLUMAS COUNTY DSS,912,,703,,1615,,394,,229,,623,,106490
0606503 CA FSP RIVERSIDE COUNTY DSS,92018,,34342,,126360,,29493,,12914,,42407,,8620829
0606703 CA FSP SACRAMENTO CO DSW,136485,,32264,,168749,,40049,,19378,,59427,,11083476
0606902 CA FSP SAN BENITO COUNTY DSS,2399,,986,,3385,,750,,369,,1119,,211642
0607105 CA FSP SAN BRNDINO CO DPSS AU,163443,,53384,,216827,,50580,,24292,,74872,,14966131
0607301 CA PCO SAN DIEGO CO DSS,159246,,44828,,204074,,52068,,21673,,73741,,13729970
0607502 CA FSP SAN FRANCISCO COUNTY DSS,30555,,24226,,54781,,10676,,18374,,29050,,3995204
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,58713,,17930,,76643,,17535,,7145,,24680,,4983964
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,8321,,4260,,12581,,2814,,2068,,4882,,868415
0608103 CA FSP SAN MATEO COUNTY DSS,13674,,4736,,18410,,4987,,2391,,7378,,1204109
0608304 CA FSP SANTA BARBARA CO DSW,16647,,9313,,25960,,5507,,3997,,9504,,1689865
0608502 CA FSP SANTA CLARA COUNTY DSS,74291,,24503,,98794,,24306,,12820,,37126,,6639546
0608702 CA FSP SANTA CRUZ CO DSW,9697,,6499,,16196,,3436,,3380,,6816,,1091620
0608901 CA FSP SHASTA CO DSW,14618,,6320,,20938,,4721,,3151,,7872,,1502627
0609101 CA FSP SIERRA CO HUMAN SVCS,119,,104,,223,,41,,60,,101,,14343
0609301 CA FSP SISKIYOU CO DSW,4071,,1765,,5836,,1334,,793,,2127,,371165
0609502 CA FSP SOLANO CO DSW,24328,,5224,,29552,,8281,,2938,,11219,,1922889
0609701 CA FSP SONOMA CO DSW,15420,,6668,,22088,,5484,,3491,,8975,,1495904
0609902 CA FSP STANISLAUS CO. DSS,40206,,15078,,55284,,12391,,5680,,18071,,3644179
0610101 CA FSP SUTTER CO WELF DEPT,4607,,3174,,7781,,1490,,1155,,2645,,487320
0610301 CA FSP TEHAMA CO DSW,4749,,2742,,7491,,1533,,1213,,2746,,496591
0610501 CA FSP TRINITY CO DSW,911,,695,,1606,,298,,292,,590,,108836
0610704 CA FSP TULARE COUNTY DSS,48659,,21893,,70552,,14633,,7863,,22496,,4150552
0610901 CA FSP TUOLUMNE CO WELF DEPT,3233,,1438,,4671,,1072,,773,,1845,,308378
0611101 CA FSP VENTURA CO.,25558,,14199,,39757,,8480,,5755,,14235,,2605835
0611301 CA FSP YOLO CO DSW,11944,,3561,,15505,,3649,,1801,,5450,,1001630
0611501 CA FSP YUBA CO WELFARE DEPT,9158,,4223,,13381,,2441,,1785,,4226,,888885
0800001 CO WRI COLORADO SS STORAGE,5829,,799,,6628,,1924,,241,,2165,,542614
0800301 CO FSP ALAMOSA CO DSS,949,,1330,,2279,,419,,547,,966,,160407
0800701 CO FSP ARCHULETA CO DSS,132,,397,,529,,57,,168,,225,,37268
0800901 CO FSP BACA CO DSS,110,,197,,307,,66,,81,,147,,17898
0801101 CO FSP BENT CO DSS,242,,624,,866,,112,,230,,342,,55040
0801301 CO FSP BOULDER CO DSS,3732,,4481,,8213,,1670,,2311,,3981,,598554
0801501 CO FSP CHAFFEE CO DSS,236,,645,,881,,131,,290,,421,,59338
0801701 CO FSP CHEYENNE CO DSS,27,,69,,96,,16,,28,,44,,5809
0802101 CO FSP CONEJOS CO DSS,525,,1231,,1756,,264,,419,,683,,109545
0802301 CO FSP COSTILLA CO DSS,500,,758,,1258,,261,,310,,571,,68455
0802501 CO FSP CROWLEY CO DSS,283,,509,,792,,110,,179,,289,,48722
0802701 CO FSP CUSTER CO DSS,53,,184,,237,,19,,74,,93,,17207
0802901 CO FSP DELTA CO DSS,599,,1825,,2424,,281,,676,,957,,162030
0803102 CO FSP DENVER,27159,,35147,,62306,,11501,,15890,,27391,,4830007
0803301 CO FSP DOLORES CO DSS,27,,63,,90,,15,,26,,41,,5748
0803701 CO FSP EAGLE CO DSS,43,,242,,285,,27,,106,,133,,20913
0803901 CO FSP ELBERT CO DSS,118,,190,,308,,46,,62,,108,,22785
0804101 CO FSP EL PASO CO DSS,9055,,21297,,30352,,3797,,8897,,12694,,2244433
0804301 CO FSP FREMONT CO DSS,1011,,2520,,3531,,443,,947,,1390,,243526
0804501 CO FSP GARFIELD CO DSS,1024,,625,,1649,,431,,264,,695,,122884
0805101 CO FSP GUNN HINSDALE CO DSS,102,,359,,461,,51,,174,,225,,34576
0805501 CO FSP HUERFANO CO DSS,366,,635,,1001,,183,,247,,430,,62907
0805901 CO FSP JEFFERSON CO DSS,4007,,6383,,10390,,1762,,2719,,4481,,781438
0806101 CO FSP KIOWA CO DSS,11,,49,,60,,5,,15,,20,,3862
0806301 CO FSP KIT CARSON CO DSS,119,,269,,388,,51,,92,,143,,20728
0806501 CO FSP LAKE CO DSS,52,,101,,153,,20,,37,,57,,11636
0806701 CO FSP LA PLATA CO DSS,360,,1353,,1713,,183,,591,,774,,120654
0806901 CO FSP LARIMER CO DSS,3147,,5516,,8663,,1313,,2302,,3615,,644030
0807101 CO FSP LAS ANIMAS CO DSS,762,,1429,,2191,,344,,571,,915,,137359
0807301 CO FSP LINCOLN CO DSS,122,,180,,302,,51,,67,,118,,17573
0807501 CO FSP LOGAN CO DSS,329,,861,,1190,,148,,349,,497,,74148
0807701 CO FSP MESA CO DSS,2971,,5369,,8340,,1372,,2317,,3689,,581721
0808101 CO FSP MOFFAT CO DSS,724,,208,,932,,308,,101,,409,,65742
0808301 CO FSP MONTEZUMA CO DSS,575,,1714,,2289,,226,,590,,816,,159780
0808501 CO FSP MONTROSE CO DSS,352,,1397,,1749,,153,,503,,656,,117080
0808701 CO FSP MORGAN CO DSS,660,,1211,,1871,,251,,430,,681,,127198
0808901 CO FSP OTERO CO DSS,1506,,2366,,3872,,648,,896,,1544,,241029
0809101 CO FSP OURAY CO DSS,14,,55,,69,,9,,26,,35,,5741
0809301 CO FSP PARK CO DSS,68,,294,,362,,25,,105,,130,,28150
0809501 CO FSP PHILLIPS CO DSS,48,,125,,173,,26,,42,,68,,8856
0809901 CO FSP PROWERS CO DSS,477,,1391,,1868,,222,,488,,710,,112869
0810101 CO FSP PUEBLO CO DSS,10820,,9033,,19853,,4396,,3994,,8390,,1430674
0810301 CO FSP RIO BLANCO CO DSS,78,,145,,223,,32,,44,,76,,16357
0810501 CO FSP RIO GRANDE CO DSS,708,,1559,,2267,,312,,551,,863,,153972
0810701 CO FSP ROUTT CO DSS,61,,187,,248,,29,,100,,129,,18059
0810901 CO FSP SAGUACHE CO DSS,329,,858,,1187,,128,,315,,443,,75351
0811101 CO FSP SAN JUAN CO DSS,20,,56,,76,,8,,22,,30,,6245
0811301 CO FSP SAN MIGUEL CO DSS,21,,87,,108,,10,,40,,50,,9232
0811501 CO FSP SEDGWICK CO DSS,58,,135,,193,,28,,56,,84,,10437
0811701 CO FSP SUMMIT CO DSS,2,,87,,89,,2,,41,,43,,7082
0811901 CO FSP TELLER CO DSS,185,,720,,905,,78,,272,,350,,70419
0812101 CO FSP WASHINGTON CO DSS,45,,134,,179,,17,,47,,64,,8250
0812301 CO FSP WELD CO DSS,3021,,6851,,9872,,1200,,2334,,3534,,683698
0812501 CO FSP YUMA CO DSS,118,,251,,369,,59,,99,,158,,22839
0812701 CO FSP ADAMS CO DSS,8461,,11458,,19919,,3403,,4174,,7577,,1498843
0812901 CO FSP ARAPAHO CO. DSS,6933,,8878,,15811,,2854,,3575,,6429,,1260479
0990112 CT FSP BRIDGEPORT DIST THREE,32672,,6087,,38759,,13618,,3275,,16893,,2465466
0990317 CT FSP HARTFORD DIST ONE,54143,,7836,,61979,,23695,,4427,,28122,,4106659
0990517 CT FSP MIDDLETOWN (WD),21479,,4550,,26029,,8892,,2543,,11435,,1775822
0990709 CT FSP NEW HAVEN DIST TWO,34714,,6731,,41445,,14956,,3492,,18448,,2696720
0990909 CT FSP NORWICH DIST FOUR,16697,,4158,,20855,,7347,,2137,,9484,,1132134
0991109 CT FSP STAMFORD DIST EIGHT,5358,,1078,,6436,,2408,,634,,3042,,420894
0991315 CT FSP TORRINGTON DIST FIVE,6400,,2075,,8475,,2817,,1099,,3916,,519369
0991508 CT FSP WATERBURY DIST SIX,16340,,2905,,19245,,6889,,1480,,8369,,1254871
1000112 DE FSP KENT,5384,,4554,,9938,,1994,,1687,,3681,,684949
1000235 DE FSP NEW CASTLE,21870,,12944,,34814,,8100,,4794,,12894,,2399367
1000316 DE FSP SUSSEX CO.,6802,,5638,,12440,,2519,,2088,,4607,,857344
1100161 DC FSP D.C. Treasury,58393,,33366,,91759,,23441,,18458,,41899,,7835111
1200101 FL FSP ALACHUA CO DFS,10874,,10811,,21685,,4127,,4933,,9060,,1708278
1200301 FL FSP BAKER CO SERVICE CENTE,1231,,1575,,2806,,461,,578,,1039,,206770
1200501 FL FSP BAY CO DFS,6189,,10285,,16474,,2564,,4265,,6829,,1220437
1200701 FL FSP BRADFORD CO DFS,1514,,2137,,3651,,614,,866,,1480,,270225
1200901 FL FSP BREVARD CO DFS,12873,,19875,,32748,,5381,,8654,,14035,,2530390
