NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:27 PM,,,,,
Jan 1992,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0400901 AZ FSP GRAHAM,2254,,2920,,5174,,637,,1127,,1764,,332603
0401101 AZ FSP GREENLEE,440,,497,,937,,141,,219,,360,,58765
0401301 AZ FSP MARICOPA,106568,,111259,,217827,,33238,,50395,,83633,,15461391
0401501 AZ FSP MOHAVE,4012,,8364,,12376,,1248,,3562,,4810,,879075
0401701 AZ FSP NAVAJO,7966,,11258,,19224,,2010,,3382,,5392,,1254574
0401901 AZ FSP PIMA,34124,,41858,,75982,,10689,,18922,,29611,,5265513
0402101 AZ FSP PINAL,11544,,11893,,23437,,3242,,4842,,8084,,1573342
0402301 AZ FSP SANTA CRUZ,1375,,3287,,4662,,426,,1098,,1524,,285456
0402501 AZ FSP YAVAPAI,3379,,6169,,9548,,1047,,2692,,3739,,652974
0402701 AZ FSP YUMA,6264,,10874,,17138,,1922,,4235,,6157,,1119961
0402901 AZ FSP LA PAZ CO DES,932,,1401,,2333,,269,,679,,948,,167653
0500101 AR FSP ARKANSAS COUNTY,566,,2120,,2686,,177,,820,,997,,166269
0500301 AR FSP ASHLEY COUNTY,838,,2777,,3615,,258,,1053,,1311,,231103
0500501 AR FSP BAXTER COUNTY,253,,2129,,2382,,80,,767,,847,,144178
0500701 AR FSP BENTON COUNTY,542,,3820,,4362,,184,,1339,,1523,,277458
0500901 AR FSP BOONE COUNTY,293,,2139,,2432,,97,,853,,950,,147334
0501101 AR FSP BRADLEY COUNTY,505,,1404,,1909,,169,,586,,755,,119707
0501301 AR FSP CALHOUN COUNTY,87,,606,,693,,26,,227,,253,,40304
0501501 AR FSP CARROLL COUNTY,168,,1026,,1194,,52,,413,,465,,74492
0501701 AR FSP CHICOT COUNTY,1252,,3238,,4490,,346,,1167,,1513,,279410
0501901 AR FSP CLARK COUNTY,478,,1748,,2226,,156,,754,,910,,134754
0502101 AR FSP CLAY COUNTY,393,,1644,,2037,,122,,710,,832,,113322
0502301 AR FSP CLEBURNE COUNTY,268,,1328,,1596,,85,,532,,617,,96818
0502501 AR FSP CLEVELAND COUNTY,157,,887,,1044,,51,,345,,396,,60876
0502701 AR FSP COLUMBIA COUNTY,1362,,2805,,4167,,404,,1282,,1686,,270304
0502901 AR FSP CONWAY COUNTY,447,,2251,,2698,,141,,1000,,1141,,161087
0503101 AR FSP CRAIGHEAD COUNTY,1507,,5165,,6672,,487,,2045,,2532,,419269
0503301 AR FSP CRAWFORD COUNTY,994,,4000,,4994,,311,,1374,,1685,,322878
0503501 AR FSP CRITTENDEN COUNTY,2089,,7585,,9674,,546,,2437,,2983,,591711
0503701 AR FSP CROSS COUNTY,732,,2778,,3510,,320,,787,,1107,,203638
0503901 AR FSP DALLAS COUNTY,213,,1243,,1456,,66,,469,,535,,83749
0504101 AR FSP DESHA COUNTY,1050,,2827,,3877,,303,,1008,,1311,,239373
0504301 AR FSP DREW COUNTY,570,,1724,,2294,,187,,703,,890,,144846
0504501 AR FSP FAULKNER COUNTY,617,,2914,,3531,,203,,1101,,1304,,221560
0504701 AR FSP FRANKLIN COUNTY,185,,1202,,1387,,62,,486,,548,,85719
0504901 AR FSP FULTON COUNTY,113,,1461,,1574,,40,,597,,637,,90472
0505101 AR FSP GARLAND COUNTY,1574,,5588,,7162,,509,,2301,,2810,,482490
0505301 AR FSP GRANT COUNTY,145,,917,,1062,,51,,369,,420,,64247
0505501 AR FSP GREENE COUNTY,332,,2932,,3264,,115,,1158,,1273,,181978
0505701 AR FSP HEMPSTEAD COUNTY,672,,2425,,3097,,194,,1040,,1234,,188134
0505901 AR FSP HOT SPRING COUNTY,575,,2482,,3057,,184,,950,,1134,,192060
0506101 AR FSP HOWARD COUNTY,72,,1006,,1078,,22,,382,,404,,66099
0506301 AR FSP INDEPENDENCE COUNTY,415,,2529,,2944,,130,,1081,,1211,,166194
0506501 AR FSP IZARD COUNTY,144,,1197,,1341,,47,,512,,559,,74978
0506701 AR FSP JACKSON COUNTY,600,,2355,,2955,,187,,932,,1119,,172752
0506901 AR FSP JEFFERSON COUNTY,4777,,11976,,16753,,1446,,4788,,6234,,1136471
0507101 AR FSP JOHNSON COUNTY,286,,1822,,2108,,99,,695,,794,,125317
0507301 AR FSP LAFAYETTE COUNTY,465,,1366,,1831,,129,,538,,667,,117116
0507501 AR FSP LAWRENCE COUNTY,170,,3103,,3273,,89,,1184,,1273,,183503
0507701 AR FSP LEE COUNTY,1264,,3721,,4985,,362,,1377,,1739,,313371
0507901 AR FSP LINCOLN COUNTY,475,,1928,,2403,,132,,682,,814,,142625
0508101 AR FSP LITTLE RIVER COUNTY,208,,1272,,1480,,64,,524,,588,,86624
0508301 AR FSP LOGAN COUNTY,284,,2210,,2494,,98,,819,,917,,146863
0508501 AR FSP LONOKE COUNTY,672,,2674,,3346,,217,,972,,1189,,199941
0508701 AR FSP MADISON COUNTY,84,,1047,,1131,,29,,351,,380,,64360
0508901 AR FSP MARION COUNTY,159,,1312,,1471,,53,,498,,551,,94222
0509101 AR FSP MILLER COUNTY,1713,,3942,,5655,,546,,1514,,2060,,399805
0509301 AR FSP MISSISSIPPI COUNTY,2448,,6942,,9390,,702,,2470,,3172,,573560
0509501 AR FSP MONROE COUNTY,721,,2156,,2877,,190,,818,,1008,,171240
0509701 AR FSP MONTGOMERY COUNTY,2,,1058,,1060,,1,,407,,408,,66312
0509901 AR FSP NEVADA COUNTY,200,,928,,1128,,61,,410,,471,,65236
0510101 AR FSP NEWTON COUNTY,156,,1274,,1430,,58,,460,,518,,83244
0510301 AR FSP OUACHITA COUNTY,1312,,3671,,4983,,406,,1577,,1983,,317323
0510501 AR FSP PERRY COUNTY,105,,850,,955,,34,,312,,346,,52106
0510701 AR FSP PHILLIPS COUNTY,3471,,7342,,10813,,936,,2631,,3567,,682790
0510901 AR FSP PIKE COUNTY,34,,901,,935,,10,,370,,380,,56883
0511101 AR FSP POINSETT COUNTY,1013,,3896,,4909,,306,,1600,,1906,,304166
0511301 AR FSP POLK COUNTY,361,,1721,,2082,,115,,618,,733,,127688
0511501 AR FSP POPE COUNTY,670,,3448,,4118,,221,,1308,,1529,,257582
0511701 AR FSP PRAIRIE COUNTY,88,,1012,,1100,,32,,374,,406,,61496
0511901 AR FSP PULASKI COUNTY,6446,,25315,,31761,,1911,,9234,,11145,,2152300
0512101 AR FSP RANDOLPH COUNTY,395,,2061,,2456,,123,,822,,945,,149253
0512301 AR FSP SAINT FRANCIS COUNTY,2594,,6270,,8864,,745,,2415,,3160,,575448
0512501 AR FSP SALINE COUNTY,528,,2876,,3404,,169,,1088,,1257,,205876
0512701 AR FSP SCOTT COUNTY,14,,1527,,1541,,5,,560,,565,,92072
0512901 AR FSP SEARCY COUNTY,76,,962,,1038,,22,,415,,437,,57371
0513101 AR FSP SEBASTIAN COUNTY,892,,6799,,7691,,302,,2463,,2765,,503167
0513301 AR FSP SEVIER COUNTY,104,,1159,,1263,,33,,437,,470,,72508
0513501 AR FSP SHARP COUNTY,264,,1495,,1759,,80,,621,,701,,105072
0513701 AR FSP STONE COUNTY,114,,1246,,1360,,36,,493,,529,,75576
0513901 AR FSP UNION COUNTY,1468,,3842,,5310,,454,,1570,,2024,,327919
0514101 AR FSP VAN BUREN COUNTY,358,,1462,,1820,,107,,598,,705,,109754
0514301 AR FSP WASHINGTON COUNTY,1301,,5478,,6779,,426,,2072,,2498,,426486
0514501 AR FSP WHITE COUNTY,536,,4508,,5044,,174,,1800,,1974,,309167
0514701 AR FSP WOODRUFF COUNTY,502,,2010,,2512,,148,,801,,949,,146131
0514901 AR FSP YELL COUNTY,249,,1661,,1910,,78,,652,,730,,110936
0600105 CA FSP ALAMEDA COUNTY DSS,71843,,39017,,110860,,27630,,15006,,42636,,6112765
0600302 CA FSP ALPINE COUNTY DSS,105,,63,,168,,29,,23,,52,,8703
0600501 CA FSP AMADOR COUNTY DSS,605,,413,,1018,,199,,176,,375,,58418
0600702 CA FSP BUTTE COUNTY DSS,16814,,5767,,22581,,4992,,2862,,7854,,1280601
0600901 CA FSP CALAVERAS CO DSW,1763,,833,,2596,,566,,383,,949,,145606
0601101 CA FSP COLUSA COUNTY DSW,734,,924,,1658,,235,,327,,562,,91523
0601302 CA FSP CONTRA COSTA COUNTY DSS,36434,,12903,,49337,,12222,,7602,,19824,,2831698
0601501 CA FSP DEL NORTE CO DSW,2572,,1238,,3810,,790,,565,,1355,,204153
0601704 CA FSP EL DORADO COUNTY DSS,4535,,1716,,6251,,1484,,860,,2344,,361143
0601904 CA FSP FRESNO COUNTY DSW,83673,,26938,,110611,,23481,,12014,,35495,,6534626
0602102 CA FSP GLENN CO WELFARE DEPT,2128,,1047,,3175,,585,,359,,944,,160130
0602303 CA FSP HUMBOLDT CO DSW,10898,,3666,,14564,,3484,,2061,,5545,,816804
0602501 CA FSP IMPERIAL CO DSW,13495,,7620,,21115,,3890,,2575,,6465,,1138606
0602701 CA FSP INYO COUNTY WELF DEPT,1017,,592,,1609,,320,,307,,627,,85184
0602902 CA FSP KERN,41695,,22989,,64684,,12844,,8734,,21578,,3555060
0603101 CA FSP KINGS COUNTY DPW,8688,,5346,,14034,,2653,,2005,,4658,,703597
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,5963,,2497,,8460,,1906,,1177,,3083,,454753
0603501 CA FSP LASSEN CO DSW,2028,,779,,2807,,614,,360,,974,,154083
0603720 CA FSP LOS ANGELES COUNTY DPSS,565798,,203942,,769740,,200240,,123407,,323647,,46688317
0603902 CA FSP MADERA CO DSW,6364,,4495,,10859,,1972,,1705,,3677,,604916
0604102 CA FSP MARIN COUNTY DSW,3318,,2089,,5407,,1249,,1440,,2689,,332141
0604301 CA FSP MARIPOSA CO DSW,857,,672,,1529,,285,,275,,560,,76615
0604501 CA FSP MENDOCINO CO WELF DEPT,6044,,2968,,9012,,1974,,1452,,3426,,518691
0604701 CA FSP MERCED CO DPW,22461,,10570,,33031,,7487,,3523,,11010,,1793462
0604901 CA FSP MODOC COUNTY DSS,1031,,584,,1615,,288,,227,,515,,79463
0605101 CA FSP MONO CO WELFARE DEPT,248,,133,,381,,69,,60,,129,,21162
0605302 CA FSP MONTEREY CO DSW,12765,,9696,,22461,,4117,,3234,,7351,,1376955
0605502 CA FSP NAPA CO WELFARE DEPT,2925,,1683,,4608,,999,,819,,1818,,273385
0605701 CA FSP NEVADA CO DPSS,2600,,1313,,3913,,878,,657,,1535,,224900
0605903 CA FSP ORANGE CO DSW,70345,,34498,,104843,,23719,,16246,,39965,,5958451
0606101 CA FSP PLACER CO WELFARE DEPT,6483,,2642,,9125,,2202,,1349,,3551,,563135
0606301 CA FSP PLUMAS COUNTY DSS,885,,457,,1342,,275,,166,,441,,69685
0606503 CA FSP RIVERSIDE COUNTY DSS,48975,,11979,,60954,,15132,,4473,,19605,,4770694
0606703 CA FSP SACRAMENTO CO DSW,111901,,22657,,134558,,34011,,11490,,45501,,7296509
0606902 CA FSP SAN BENITO COUNTY DSS,1821,,1319,,3140,,569,,482,,1051,,187167
0607105 CA FSP SAN BRNDINO CO DPSS AU,138430,,31035,,169465,,42811,,14286,,57097,,9810516
0607301 CA PCO SAN DIEGO CO DSS,141000,,31000,,172000,,48000,,15300,,63300,,9907900
0607502 CA FSP SAN FRANCISCO COUNTY DSS,30479,,16842,,47321,,10481,,13745,,24226,,2975473
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,55543,,12158,,67701,,15640,,5374,,21014,,3681038
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,5534,,3171,,8705,,1903,,1344,,3247,,519614
0608103 CA FSP SAN MATEO COUNTY DSS,10749,,3456,,14205,,3852,,1849,,5701,,824912
0608304 CA FSP SANTA BARBARA CO DSW,11748,,7925,,19673,,3823,,3394,,7217,,1118808
0608502 CA FSP SANTA CLARA COUNTY DSS,68360,,19105,,87465,,22022,,9612,,31634,,4921685
0608702 CA FSP SANTA CRUZ CO DSW,6391,,3917,,10308,,2323,,2118,,4441,,798210
0608901 CA FSP SHASTA CO DSW,14001,,5533,,19534,,4348,,2542,,6890,,1046748
0609101 CA FSP SIERRA CO HUMAN SVCS,150,,147,,297,,49,,67,,116,,17156
0609301 CA FSP SISKIYOU CO DSW,3749,,1577,,5326,,1097,,666,,1763,,273509
0609502 CA FSP SOLANO CO DSW,19181,,3492,,22673,,6288,,1810,,8098,,1281502
0609701 CA FSP SONOMA CO DSW,13618,,4318,,17936,,4674,,2189,,6863,,992891
0609902 CA FSP STANISLAUS CO. DSS,34695,,10212,,44907,,10293,,3787,,14080,,2392491
0610101 CA FSP SUTTER CO WELF DEPT,4280,,2749,,7029,,1325,,1018,,2343,,382581
0610301 CA FSP TEHAMA CO DSW,4199,,2790,,6989,,1322,,1129,,2451,,394997
0610501 CA FSP TRINITY CO DSW,1004,,551,,1555,,304,,247,,551,,89815
0610704 CA FSP TULARE COUNTY DSS,42170,,18996,,61166,,12462,,6499,,18961,,3027300
0610901 CA FSP TUOLUMNE CO WELF DEPT,2402,,991,,3393,,813,,456,,1269,,199763
0611101 CA FSP VENTURA CO.,20115,,11364,,31479,,6706,,4531,,11237,,1842955
0611301 CA FSP YOLO CO DSW,10416,,3106,,13522,,3495,,1587,,5082,,767195
0611501 CA FSP YUBA CO WELFARE DEPT,9291,,3086,,12377,,2346,,1313,,3659,,636886
0800301 CO FSP ALAMOSA CO DSS,1078,,1411,,2489,,424,,520,,944,,166588
0800701 CO FSP ARCHULETA CO DSS,125,,685,,810,,44,,240,,284,,54337
0800901 CO FSP BACA CO DSS,106,,295,,401,,54,,106,,160,,21373
0801101 CO FSP BENT CO DSS,329,,480,,809,,129,,172,,301,,51880
0801301 CO FSP BOULDER CO DSS,3850,,4801,,8651,,1674,,2095,,3769,,572234
0801501 CO FSP CHAFFEE CO DSS,264,,657,,921,,149,,266,,415,,54691
0801701 CO FSP CHEYENNE CO DSS,24,,82,,106,,15,,27,,42,,5265
0802101 CO FSP CONEJOS CO DSS,576,,1347,,1923,,280,,431,,711,,116179
0802301 CO FSP COSTILLA CO DSS,391,,675,,1066,,192,,233,,425,,60791
0802501 CO FSP CROWLEY CO DSS,246,,453,,699,,104,,149,,253,,39719
0802701 CO FSP CUSTER CO DSS,64,,198,,262,,24,,68,,92,,17478
0802901 CO FSP DELTA CO DSS,830,,1573,,2403,,336,,566,,902,,152891
0803102 CO FSP DENVER,29725,,32939,,62664,,12109,,14826,,26935,,4764157
0803301 CO FSP DOLORES CO DSS,20,,83,,103,,13,,32,,45,,6303
0803701 CO FSP EAGLE CO DSS,92,,159,,251,,44,,72,,116,,17429
0803901 CO FSP ELBERT CO DSS,96,,223,,319,,36,,65,,101,,19894
0804101 CO FSP EL PASO CO DSS,13780,,19902,,33682,,5172,,7789,,12961,,2374133
0804301 CO FSP FREMONT CO DSS,1165,,2211,,3376,,471,,840,,1311,,218498
0804501 CO FSP GARFIELD CO DSS,987,,980,,1967,,402,,371,,773,,141413
0805101 CO FSP GUNN HINSDALE CO DSS,105,,411,,516,,49,,183,,232,,31977
0805501 CO FSP HUERFANO CO DSS,477,,771,,1248,,214,,300,,514,,80548
0805901 CO FSP JEFFERSON CO DSS,5764,,6491,,12255,,2147,,2434,,4581,,894654
0806101 CO FSP KIOWA CO DSS,13,,63,,76,,9,,17,,26,,4001
0806301 CO FSP KIT CARSON CO DSS,139,,338,,477,,52,,111,,163,,27429
0806501 CO FSP LAKE CO DSS,41,,149,,190,,17,,48,,65,,10013
0806701 CO FSP LA PLATA CO DSS,551,,1366,,1917,,229,,549,,778,,120309
0806901 CO FSP LARIMER CO DSS,3943,,6265,,10208,,1514,,2474,,3988,,715233
0807101 CO FSP LAS ANIMAS CO DSS,996,,1557,,2553,,425,,581,,1006,,163823
0807301 CO FSP LINCOLN CO DSS,103,,191,,294,,48,,62,,110,,14081
0807501 CO FSP LOGAN CO DSS,451,,1194,,1645,,182,,447,,629,,102382
0807701 CO FSP MESA CO DSS,4178,,5870,,10048,,1667,,2328,,3995,,670332
0808101 CO FSP MOFFAT CO DSS,539,,415,,954,,217,,176,,393,,63058
0808301 CO FSP MONTEZUMA CO DSS,758,,1902,,2660,,278,,580,,858,,175197
0808501 CO FSP MONTROSE CO DSS,514,,1453,,1967,,200,,528,,728,,113353
0808701 CO FSP MORGAN CO DSS,577,,1551,,2128,,230,,470,,700,,131793
0808901 CO FSP OTERO CO DSS,1545,,2413,,3958,,645,,822,,1467,,238932
0809101 CO FSP OURAY CO DSS,14,,86,,100,,6,,34,,40,,6966
0809301 CO FSP PARK CO DSS,65,,289,,354,,31,,84,,115,,22249
0809501 CO FSP PHILLIPS CO DSS,73,,175,,248,,39,,61,,100,,12274
0809901 CO FSP PROWERS CO DSS,746,,1185,,1931,,303,,404,,707,,115705
0810101 CO FSP PUEBLO CO DSS,12853,,7923,,20776,,5073,,3089,,8162,,1416649
0810301 CO FSP RIO BLANCO CO DSS,77,,153,,230,,32,,48,,80,,12574
0810501 CO FSP RIO GRANDE CO DSS,858,,1207,,2065,,313,,415,,728,,132456
0810701 CO FSP ROUTT CO DSS,35,,287,,322,,16,,124,,140,,21765
0810901 CO FSP SAGUACHE CO DSS,317,,768,,1085,,124,,258,,382,,64892
0811101 CO FSP SAN JUAN CO DSS,12,,30,,42,,7,,14,,21,,3608
0811301 CO FSP SAN MIGUEL CO DSS,39,,90,,129,,16,,50,,66,,8830
0811501 CO FSP SEDGWICK CO DSS,72,,105,,177,,33,,43,,76,,9330
0811701 CO FSP SUMMIT CO DSS,1,,72,,73,,1,,30,,31,,4672
0811901 CO FSP TELLER CO DSS,192,,570,,762,,89,,214,,303,,56516
0812101 CO FSP WASHINGTON CO DSS,61,,184,,245,,30,,59,,89,,13303
0812301 CO FSP WELD CO DSS,4155,,7254,,11409,,1511,,2343,,3854,,739822
0812501 CO FSP YUMA CO DSS,71,,308,,379,,40,,99,,139,,22842
0812701 CO FSP ADAMS CO DSS,8825,,10353,,19178,,3366,,3560,,6926,,1318548
0812901 CO FSP ARAPAHO CO. DSS,11537,,12144,,23681,,4306,,4696,,9002,,1705506
0990112 CT FSP BRIDGEPORT DIST THREE,29650,,4775,,34425,,11854,,2064,,13918,,1800898
0990317 CT FSP HARTFORD DIST ONE,49662,,7137,,56799,,20658,,3623,,24281,,3058903
0990517 CT FSP MIDDLETOWN (WD),18121,,4390,,22511,,7078,,2324,,9402,,1285928
0990709 CT FSP NEW HAVEN DIST TWO,31696,,5415,,37111,,12984,,2783,,15767,,1983494
0990909 CT FSP NORWICH DIST FOUR,15437,,4078,,19515,,6374,,1762,,8136,,973462
0991109 CT FSP STAMFORD DIST EIGHT,4309,,929,,5238,,1863,,529,,2392,,339291
0991315 CT FSP TORRINGTON DIST FIVE,4832,,1501,,6333,,2013,,715,,2728,,329507
0991508 CT FSP WATERBURY DIST SIX,14615,,2550,,17165,,6085,,1106,,7191,,991833
1000112 DE FSP KENT,6933,,2322,,9255,,2568,,860,,3428,,644064
1000235 DE FSP NEW CASTLE,25419,,4332,,29751,,9415,,1604,,11019,,2070418
1000316 DE FSP SUSSEX CO.,8497,,1705,,10202,,3147,,631,,3778,,709937
1100161 DC FSP D.C. Treasury,48411,,33315,,81726,,17389,,18818,,36207,,5678326
1200101 FL FSP ALACHUA CO DFS,8319,,10692,,19011,,2643,,4755,,7398,,1402798
1200301 FL FSP BAKER CO SERVICE CENTE,906,,1962,,2868,,292,,650,,942,,186073
1200501 FL FSP BAY CO DFS,5377,,11921,,17298,,1972,,4908,,6880,,1255892
1200701 FL FSP BRADFORD CO DFS,1151,,1550,,2701,,370,,643,,1013,,187238
1200901 FL FSP BREVARD CO DFS,10700,,22569,,33269,,3623,,9349,,12972,,2463502
1201101 FL FSP BROWARD CO SES,31200,,51273,,82473,,10503,,21271,,31774,,7076171
1201301 FL FSP CALHOUN CO DFS,840,,1517,,2357,,313,,616,,929,,164082
