NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:21 PM,,,,,
Jul 1995,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0501701 AR FSP CHICOT COUNTY,914,,3070,,3984,,285,,1229,,1514,,250547
0501901 AR FSP CLARK COUNTY,263,,1913,,2176,,85,,877,,962,,135865
0502101 AR FSP CLAY COUNTY,238,,1388,,1626,,77,,623,,700,,90484
0502301 AR FSP CLEBURNE COUNTY,317,,1499,,1816,,102,,603,,705,,118538
0502501 AR FSP CLEVELAND COUNTY,142,,781,,923,,47,,337,,384,,56369
0502701 AR FSP COLUMBIA COUNTY,1200,,3376,,4576,,367,,1615,,1982,,310748
0502901 AR FSP CONWAY COUNTY,289,,2031,,2320,,91,,971,,1062,,141846
0503101 AR FSP CRAIGHEAD COUNTY,1282,,5340,,6622,,427,,2279,,2706,,442268
0503301 AR FSP CRAWFORD COUNTY,780,,3514,,4294,,253,,1329,,1582,,275194
0503501 AR FSP CRITTENDEN COUNTY,1599,,7556,,9155,,470,,2654,,3124,,587976
0503701 AR FSP CROSS COUNTY,822,,2557,,3379,,362,,846,,1208,,208300
0503901 AR FSP DALLAS COUNTY,173,,1229,,1402,,56,,506,,562,,83872
0504101 AR FSP DESHA COUNTY,930,,2579,,3509,,288,,1011,,1299,,218111
0504301 AR FSP DREW COUNTY,395,,1699,,2094,,130,,710,,840,,134749
0504501 AR FSP FAULKNER COUNTY,393,,3098,,3491,,128,,1221,,1349,,232097
0504701 AR FSP FRANKLIN COUNTY,214,,1223,,1437,,70,,497,,567,,87485
0504901 AR FSP FULTON COUNTY,247,,1431,,1678,,76,,625,,701,,97996
0505101 AR FSP GARLAND COUNTY,1437,,5860,,7297,,488,,2527,,3015,,500374
0505301 AR FSP GRANT COUNTY,129,,880,,1009,,45,,373,,418,,61372
0505501 AR FSP GREENE COUNTY,498,,2609,,3107,,167,,1102,,1269,,188072
0505701 AR FSP HEMPSTEAD COUNTY,479,,2705,,3184,,136,,1214,,1350,,196592
0505901 AR FSP HOT SPRING COUNTY,516,,2432,,2948,,186,,1004,,1190,,195859
0506101 AR FSP HOWARD COUNTY,44,,1245,,1289,,12,,515,,527,,82259
0506301 AR FSP INDEPENDENCE COUNTY,436,,2538,,2974,,143,,1105,,1248,,177410
0506501 AR FSP IZARD COUNTY,180,,1419,,1599,,55,,578,,633,,96474
0506701 AR FSP JACKSON COUNTY,641,,2023,,2664,,199,,863,,1062,,161207
0506901 AR FSP JEFFERSON COUNTY,3881,,11766,,15647,,1215,,5025,,6240,,1105688
0507101 AR FSP JOHNSON COUNTY,266,,1594,,1860,,86,,640,,726,,112633
0507301 AR FSP LAFAYETTE COUNTY,325,,1414,,1739,,94,,615,,709,,108526
0507501 AR FSP LAWRENCE COUNTY,232,,2188,,2420,,72,,972,,1044,,132848
0507701 AR FSP LEE COUNTY,799,,3129,,3928,,236,,1313,,1549,,237408
0507901 AR FSP LINCOLN COUNTY,432,,1618,,2050,,127,,623,,750,,125147
0508101 AR FSP LITTLE RIVER COUNTY,134,,1304,,1438,,47,,536,,583,,88101
0508301 AR FSP LOGAN COUNTY,327,,1850,,2177,,112,,722,,834,,139041
0508501 AR FSP LONOKE COUNTY,549,,2315,,2864,,180,,894,,1074,,183053
0508701 AR FSP MADISON COUNTY,62,,982,,1044,,23,,382,,405,,57194
0508901 AR FSP MARION COUNTY,178,,1497,,1675,,61,,572,,633,,106081
0509101 AR FSP MILLER COUNTY,1593,,4441,,6034,,539,,1912,,2451,,446871
0509301 AR FSP MISSISSIPPI COUNTY,2095,,6656,,8751,,630,,2576,,3206,,549572
0509501 AR FSP MONROE COUNTY,557,,2057,,2614,,153,,847,,1000,,161333
0509701 AR FSP MONTGOMERY COUNTY,90,,720,,810,,30,,310,,340,,49895
0509901 AR FSP NEVADA COUNTY,167,,969,,1136,,58,,446,,504,,68162
0510101 AR FSP NEWTON COUNTY,122,,980,,1102,,50,,425,,475,,65418
0510301 AR FSP OUACHITA COUNTY,1243,,3609,,4852,,409,,1648,,2057,,323949
0510501 AR FSP PERRY COUNTY,23,,695,,718,,8,,313,,321,,40834
0510701 AR FSP PHILLIPS COUNTY,3058,,6847,,9905,,860,,2694,,3554,,629374
0510901 AR FSP PIKE COUNTY,117,,748,,865,,37,,344,,381,,52729
0511101 AR FSP POINSETT COUNTY,871,,3307,,4178,,263,,1524,,1787,,257911
0511301 AR FSP POLK COUNTY,369,,1771,,2140,,113,,662,,775,,141676
0511501 AR FSP POPE COUNTY,644,,3277,,3921,,217,,1346,,1563,,257862
0511701 AR FSP PRAIRIE COUNTY,100,,732,,832,,39,,319,,358,,48032
0511901 AR FSP PULASKI COUNTY,6315,,25498,,31813,,1949,,10142,,12091,,2213327
0512101 AR FSP RANDOLPH COUNTY,222,,1905,,2127,,75,,803,,878,,123768
0512301 AR FSP SAINT FRANCIS COUNTY,1983,,5661,,7644,,601,,2349,,2950,,488655
0512501 AR FSP SALINE COUNTY,748,,2641,,3389,,259,,1079,,1338,,229932
0512701 AR FSP SCOTT COUNTY,105,,1283,,1388,,39,,503,,542,,83155
0512901 AR FSP SEARCY COUNTY,69,,973,,1042,,22,,436,,458,,57596
0513101 AR FSP SEBASTIAN COUNTY,1194,,6508,,7702,,390,,2554,,2944,,529468
0513301 AR FSP SEVIER COUNTY,163,,1195,,1358,,59,,470,,529,,83473
0513501 AR FSP SHARP COUNTY,286,,1377,,1663,,88,,597,,685,,102373
0513701 AR FSP STONE COUNTY,155,,1163,,1318,,49,,489,,538,,75637
0513901 AR FSP UNION COUNTY,1195,,3733,,4928,,375,,1612,,1987,,322134
0514101 AR FSP VAN BUREN COUNTY,286,,1391,,1677,,94,,614,,708,,103510
0514301 AR FSP WASHINGTON COUNTY,940,,6234,,7174,,335,,2523,,2858,,492839
0514501 AR FSP WHITE COUNTY,527,,4673,,5200,,170,,1883,,2053,,341094
0514701 AR FSP WOODRUFF COUNTY,420,,1840,,2260,,130,,825,,955,,136507
0514901 AR FSP YELL COUNTY,209,,1373,,1582,,67,,602,,669,,89379
0600105 CA FSP ALAMEDA COUNTY DSS,74281,,50124,,124405,,29553,,19942,,49495,,8096420
0600302 CA FSP ALPINE COUNTY DSS,90,,82,,172,,27,,35,,62,,8679
0600501 CA FSP AMADOR COUNTY DSS,965,,568,,1533,,325,,271,,596,,100336
0600702 CA FSP BUTTE COUNTY DSS,20788,,6286,,27074,,6280,,3224,,9504,,1692136
0600901 CA FSP CALAVERAS CO DSW,2131,,1168,,3299,,666,,582,,1248,,212610
0601101 CA FSP COLUSA COUNTY DSW,899,,826,,1725,,301,,296,,597,,95748
0601302 CA FSP CONTRA COSTA COUNTY DSS,40383,,14260,,54643,,13638,,8872,,22510,,3536121
0601501 CA FSP DEL NORTE CO DSW,3057,,1325,,4382,,929,,639,,1568,,261083
0601704 CA FSP EL DORADO COUNTY DSS,5035,,2585,,7620,,1681,,1296,,2977,,501760
0601904 CA FSP FRESNO COUNTY DSW,103995,,34852,,138847,,29264,,13311,,42575,,8143328
0602102 CA FSP GLENN CO WELFARE DEPT,2152,,1077,,3229,,580,,399,,979,,185311
0602303 CA FSP HUMBOLDT CO DSW,10596,,4297,,14893,,3485,,2607,,6092,,910397
0602501 CA FSP IMPERIAL CO DSW,16702,,9032,,25734,,4779,,3148,,7927,,1423801
0602701 CA FSP INYO COUNTY WELF DEPT,1069,,758,,1827,,357,,409,,766,,106629
0602902 CA FSP KERN,72833,,19363,,92196,,22331,,6592,,28923,,5591879
0603101 CA FSP KINGS COUNTY DPW,9782,,6359,,16141,,3051,,2364,,5415,,922591
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,6780,,2302,,9082,,2205,,1253,,3458,,565809
0603501 CA FSP LASSEN CO DSW,1930,,648,,2578,,617,,328,,945,,190592
0603720 CA FSP LOS ANGELES COUNTY DPSS,725995,,298641,,1024636,,250205,,157894,,408099,,69790138
0603902 CA FSP MADERA CO DSW,9083,,6322,,15405,,2871,,2260,,5131,,910281
0604102 CA FSP MARIN COUNTY DSW,3587,,3013,,6600,,1317,,2011,,3328,,444501
0604301 CA FSP MARIPOSA CO DSW,1010,,779,,1789,,326,,355,,681,,94914
0604501 CA FSP MENDOCINO CO WELF DEPT,6927,,3710,,10637,,2309,,1953,,4262,,675122
0604701 CA FSP MERCED CO DPW,29993,,14184,,44177,,8273,,5001,,13274,,2559665
0604901 CA FSP MODOC COUNTY DSS,1072,,332,,1404,,334,,178,,512,,79435
0605101 CA FSP MONO CO WELFARE DEPT,207,,183,,390,,62,,81,,143,,24968
0605302 CA FSP MONTEREY CO DSW,20299,,8799,,29098,,8287,,3221,,11508,,1588115
0605502 CA FSP NAPA CO WELFARE DEPT,2849,,1833,,4682,,996,,941,,1937,,348351
0605701 CA FSP NEVADA CO DPSS,3006,,1626,,4632,,1022,,887,,1909,,291297
0605903 CA FSP ORANGE CO DSW,95267,,55087,,150354,,30877,,23558,,54435,,92245800
0606101 CA FSP PLACER CO WELFARE DEPT,7322,,2740,,10062,,2462,,1460,,3922,,648167
0606301 CA FSP PLUMAS COUNTY DSS,956,,648,,1604,,329,,268,,597,,96538
0606503 CA FSP RIVERSIDE COUNTY DSS,84847,,30296,,115143,,27247,,11702,,38949,,7257838
0606703 CA FSP SACRAMENTO CO DSW,130996,,32148,,163144,,37902,,11933,,49835,,10494725
0606902 CA FSP SAN BENITO COUNTY DSS,2421,,1004,,3425,,751,,379,,1130,,198075
0607105 CA FSP SAN BRNDINO CO DPSS AU,166558,,53070,,219628,,51523,,23848,,75371,,14450342
0607301 CA PCO SAN DIEGO CO DSS,159324,,43554,,202878,,52383,,19582,,71965,,13169451
0607502 CA FSP SAN FRANCISCO COUNTY DSS,31152,,24198,,55350,,10845,,18571,,29416,,3876779
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,59030,,17562,,76592,,17529,,6876,,24405,,4707933
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,7817,,4205,,12022,,2656,,1977,,4633,,797539
0608103 CA FSP SAN MATEO COUNTY DSS,14130,,4776,,18906,,5086,,2400,,7486,,1195450
0608304 CA FSP SANTA BARBARA CO DSW,16598,,8523,,25121,,5424,,3689,,9113,,1497532
0608502 CA FSP SANTA CLARA COUNTY DSS,38843,,76641,,115484,,25231,,13612,,38843,,6724482
0608702 CA FSP SANTA CRUZ CO DSW,10075,,6294,,16369,,3536,,3407,,6943,,1028188
0608901 CA FSP SHASTA CO DSW,15207,,6117,,21324,,4983,,2860,,7843,,1324440
0609101 CA FSP SIERRA CO HUMAN SVCS,119,,89,,208,,36,,53,,89,,13577
0609301 CA FSP SISKIYOU CO DSW,4058,,1738,,5796,,1305,,812,,2117,,345663
0609502 CA FSP SOLANO CO DSW,24019,,5155,,29174,,8147,,2848,,10995,,1823185
0609701 CA FSP SONOMA CO DSW,15631,,7048,,22679,,5562,,3671,,9233,,1443263
0609902 CA FSP STANISLAUS CO. DSS,40702,,14728,,55430,,12456,,5424,,17880,,3349062
0610101 CA FSP SUTTER CO WELF DEPT,4667,,2946,,7613,,1479,,1097,,2576,,438312
0610301 CA FSP TEHAMA CO DSW,4560,,2759,,7319,,1419,,1192,,2611,,455212
0610501 CA FSP TRINITY CO DSW,910,,580,,1490,,297,,251,,548,,91327
0610704 CA FSP TULARE COUNTY DSS,47792,,20179,,67971,,14296,,7090,,21386,,3712209
0610901 CA FSP TUOLUMNE CO WELF DEPT,3161,,1112,,4273,,1043,,607,,1650,,268455
0611101 CA FSP VENTURA CO.,26267,,15038,,41305,,8669,,6203,,14872,,2347915
0611301 CA FSP YOLO CO DSW,11339,,3314,,14653,,3546,,1690,,5236,,917798
0611501 CA FSP YUBA CO WELFARE DEPT,9661,,4027,,13688,,2604,,1638,,4242,,848959
0800001 CO WRI COLORADO SS STORAGE,5703,,867,,6570,,1895,,255,,2150,,525701
0800301 CO FSP ALAMOSA CO DSS,981,,1369,,2350,,418,,523,,941,,154715
0800701 CO FSP ARCHULETA CO DSS,103,,297,,400,,48,,123,,171,,23122
0800901 CO FSP BACA CO DSS,111,,197,,308,,63,,80,,143,,16739
0801101 CO FSP BENT CO DSS,295,,554,,849,,135,,194,,329,,52130
0801301 CO FSP BOULDER CO DSS,3888,,4383,,8271,,1735,,2265,,4000,,579696
0801501 CO FSP CHAFFEE CO DSS,274,,662,,936,,143,,286,,429,,57458
0801701 CO FSP CHEYENNE CO DSS,23,,48,,71,,14,,20,,34,,4155
0802101 CO FSP CONEJOS CO DSS,489,,1089,,1578,,258,,370,,628,,94530
0802301 CO FSP COSTILLA CO DSS,473,,737,,1210,,242,,304,,546,,65427
0802501 CO FSP CROWLEY CO DSS,319,,559,,878,,120,,189,,309,,51133
0802701 CO FSP CUSTER CO DSS,58,,159,,217,,21,,61,,82,,15690
0802901 CO FSP DELTA CO DSS,649,,1765,,2414,,294,,708,,1002,,146629
0803102 CO FSP DENVER,27831,,34708,,62539,,11684,,15336,,27020,,4692618
0803301 CO FSP DOLORES CO DSS,36,,39,,75,,17,,16,,33,,4968
0803701 CO FSP EAGLE CO DSS,62,,268,,330,,33,,109,,142,,23721
0803901 CO FSP ELBERT CO DSS,133,,244,,377,,49,,75,,124,,24864
0804101 CO FSP EL PASO CO DSS,9447,,21824,,31271,,3864,,9048,,12912,,2259933
0804301 CO FSP FREMONT CO DSS,997,,2239,,3236,,426,,846,,1272,,217807
0804501 CO FSP GARFIELD CO DSS,955,,555,,1510,,422,,241,,663,,111116
0805101 CO FSP GUNN HINSDALE CO DSS,122,,324,,446,,54,,151,,205,,29827
0805501 CO FSP HUERFANO CO DSS,348,,618,,966,,170,,241,,411,,56919
0805901 CO FSP JEFFERSON CO DSS,4162,,6276,,10438,,1793,,2613,,4406,,767483
0806101 CO FSP KIOWA CO DSS,1,,40,,41,,1,,14,,15,,1786
0806301 CO FSP KIT CARSON CO DSS,119,,240,,359,,48,,84,,132,,19006
0806501 CO FSP LAKE CO DSS,31,,106,,137,,13,,38,,51,,8958
0806701 CO FSP LA PLATA CO DSS,391,,1301,,1692,,190,,547,,737,,115921
0806901 CO FSP LARIMER CO DSS,3341,,5299,,8640,,1374,,2193,,3567,,619494
0807101 CO FSP LAS ANIMAS CO DSS,776,,1402,,2178,,348,,551,,899,,131345
0807301 CO FSP LINCOLN CO DSS,128,,199,,327,,50,,72,,122,,19524
0807501 CO FSP LOGAN CO DSS,320,,1007,,1327,,142,,397,,539,,82205
0807701 CO FSP MESA CO DSS,2948,,4848,,7796,,1341,,2091,,3432,,520123
0808101 CO FSP MOFFAT CO DSS,609,,199,,808,,265,,95,,360,,52680
0808301 CO FSP MONTEZUMA CO DSS,582,,1453,,2035,,225,,479,,704,,132684
0808501 CO FSP MONTROSE CO DSS,371,,1199,,1570,,164,,454,,618,,96965
0808701 CO FSP MORGAN CO DSS,760,,1260,,2020,,273,,432,,705,,126968
0808901 CO FSP OTERO CO DSS,1555,,2342,,3897,,663,,854,,1517,,232603
0809101 CO FSP OURAY CO DSS,14,,51,,65,,11,,23,,34,,4882
0809301 CO FSP PARK CO DSS,77,,232,,309,,35,,83,,118,,21391
0809501 CO FSP PHILLIPS CO DSS,56,,160,,216,,32,,52,,84,,11093
0809901 CO FSP PROWERS CO DSS,528,,1461,,1989,,243,,503,,746,,114228
0810101 CO FSP PUEBLO CO DSS,11464,,8379,,19843,,4603,,3645,,8248,,1388261
0810301 CO FSP RIO BLANCO CO DSS,83,,124,,207,,46,,39,,85,,12952
0810501 CO FSP RIO GRANDE CO DSS,735,,1686,,2421,,313,,678,,991,,166882
0810701 CO FSP ROUTT CO DSS,94,,230,,324,,36,,120,,156,,22039
0810901 CO FSP SAGUACHE CO DSS,355,,942,,1297,,134,,395,,529,,89303
0811101 CO FSP SAN JUAN CO DSS,14,,33,,47,,6,,12,,18,,2977
0811301 CO FSP SAN MIGUEL CO DSS,27,,64,,91,,14,,35,,49,,7304
0811501 CO FSP SEDGWICK CO DSS,54,,138,,192,,27,,57,,84,,10592
0811701 CO FSP SUMMIT CO DSS,2,,66,,68,,2,,37,,39,,5345
0811901 CO FSP TELLER CO DSS,188,,695,,883,,78,,262,,340,,64855
0812101 CO FSP WASHINGTON CO DSS,53,,185,,238,,21,,60,,81,,11336
0812301 CO FSP WELD CO DSS,3404,,6730,,10134,,1300,,2363,,3663,,692543
0812501 CO FSP YUMA CO DSS,136,,316,,452,,66,,106,,172,,25440
0812701 CO FSP ADAMS CO DSS,8742,,11044,,19786,,3426,,4041,,7467,,1454683
0812901 CO FSP ARAPAHO CO. DSS,6917,,8368,,15285,,2823,,3389,,6212,,1170592
0990112 CT FSP BRIDGEPORT DIST THREE,33054,,5741,,38795,,13586,,3141,,16727,,2447948
0990317 CT FSP HARTFORD DIST ONE,56519,,7180,,63699,,24574,,4004,,28578,,4039351
0990517 CT FSP MIDDLETOWN (WD),21747,,4207,,25954,,8956,,2340,,11296,,1702620
0990709 CT FSP NEW HAVEN DIST TWO,35457,,6271,,41728,,15138,,3296,,18434,,2601147
0990909 CT FSP NORWICH DIST FOUR,16434,,3637,,20071,,7145,,1862,,9007,,1067327
0991109 CT FSP STAMFORD DIST EIGHT,5484,,942,,6426,,2453,,545,,2998,,429769
0991315 CT FSP TORRINGTON DIST FIVE,6508,,1742,,8250,,2822,,966,,3788,,482326
0991508 CT FSP WATERBURY DIST SIX,16917,,2707,,19624,,7159,,1394,,8553,,1197991
1000112 DE FSP KENT,4361,,5355,,9716,,1465,,1788,,3253,,580324
1000235 DE FSP NEW CASTLE,21980,,11504,,33484,,8321,,4520,,12841,,2521500
1000316 DE FSP SUSSEX CO.,6950,,5710,,12660,,2545,,2050,,4595,,675425
1100161 DC FSP D.C. Treasury,60263,,34590,,94853,,24110,,19201,,43311,,7889898
1200101 FL FSP ALACHUA CO DFS,10992,,10259,,21251,,4140,,4571,,8711,,1641000
1200301 FL FSP BAKER CO SERVICE CENTE,1227,,1688,,2915,,452,,601,,1053,,207323
1200501 FL FSP BAY CO DFS,6086,,9336,,15422,,2531,,3762,,6293,,1085912
1200701 FL FSP BRADFORD CO DFS,1520,,1960,,3480,,612,,775,,1387,,253951
1200901 FL FSP BREVARD CO DFS,13456,,19406,,32862,,5495,,8362,,13857,,2505962
