NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,11:58 AM,,,,,
Jul 2004,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0508501 AR EBT LONOKE COUNTY,39,,4726,,4765,,15,,1745,,1760,,384727
0508701 AR EBT MADISON COUNTY,21,,1771,,1792,,7,,638,,645,,134624
0508901 AR EBT MARION COUNTY,80,,2285,,2365,,31,,921,,952,,180997
0509101 AR EBT MILLER COUNTY,378,,6441,,6819,,134,,2681,,2815,,598312
0509301 AR EBT MISSISSIPPI COUNTY,543,,10627,,11170,,176,,4031,,4207,,912010
0509501 AR EBT MONROE COUNTY,40,,1984,,2024,,15,,894,,909,,156484
0509701 AR EBT MONTGOMERY COUNTY,11,,937,,948,,4,,385,,389,,79532
0509901 AR EBT NEVADA COUNTY,17,,1433,,1450,,6,,595,,601,,115044
0510101 AR EBT NEWTON COUNTY,22,,1547,,1569,,9,,631,,640,,122684
0510301 AR EBT OUACHITA COUNTY,248,,4433,,4681,,90,,2016,,2106,,388903
0510501 AR EBT PERRY COUNTY,25,,1134,,1159,,11,,417,,428,,89503
0510701 AR EBT PHILLIPS COUNTY,374,,8600,,8974,,126,,3415,,3541,,739611
0510901 AR EBT PIKE COUNTY,11,,1058,,1069,,4,,437,,441,,83318
0511101 AR EBT POINSETT COUNTY,138,,5226,,5364,,48,,2194,,2242,,440613
0511301 AR EBT POLK COUNTY,37,,3000,,3037,,10,,1097,,1107,,248086
0511501 AR EBT POPE COUNTY,56,,6111,,6167,,22,,2361,,2383,,483210
0511701 AR EBT PRAIRIE COUNTY,4,,1051,,1055,,1,,444,,445,,83356
0511901 AR EBT PULASKI COUNTY,2908,,39706,,42614,,1038,,16389,,17427,,3833500
0512101 AR EBT RANDOLPH COUNTY,67,,3069,,3136,,24,,1301,,1325,,233963
0512301 AR EBT SAINT FRANCIS COUNTY,340,,7088,,7428,,125,,2915,,3040,,634264
0512501 AR EBT SALINE COUNTY,127,,5888,,6015,,44,,2283,,2327,,527400
0512701 AR EBT SCOTT COUNTY,79,,1714,,1793,,29,,669,,698,,134540
0512901 AR EBT SEARCY COUNTY,22,,1143,,1165,,8,,481,,489,,82184
0513101 AR EBT SEBASTIAN COUNTY,260,,13653,,13913,,90,,5470,,5560,,1198048
0513301 AR EBT SEVIER COUNTY,68,,2043,,2111,,23,,868,,891,,170682
0513501 AR EBT SHARP COUNTY,91,,2817,,2908,,28,,1127,,1155,,226932
0513701 AR EBT STONE COUNTY,24,,1513,,1537,,10,,629,,639,,113226
0513901 AR EBT UNION COUNTY,379,,7180,,7559,,130,,3074,,3204,,647303
0514101 AR EBT VAN BUREN COUNTY,15,,2373,,2388,,6,,949,,955,,188392
0514301 AR EBT WASHINGTON COUNTY,369,,11435,,11804,,133,,4498,,4631,,1006028
0514501 AR EBT WHITE COUNTY,57,,7198,,7255,,20,,2811,,2831,,608153
0514701 AR EBT WOODRUFF COUNTY,51,,1857,,1908,,22,,864,,886,,146536
0514901 AR EBT YELL COUNTY,17,,2080,,2097,,7,,802,,809,,153768
0600105 CA EBT ALAMEDA COUNTY DSS,40307,,26109,,66416,,15734,,10171,,25905,,5239180
0600302 CA EBT ALPINE COUNTY DSS,31,,64,,95,,10,,27,,37,,6709
0600501 CA EBT AMADOR COUNTY DSS,332,,708,,1040,,132,,340,,472,,100875
0600702 CA EBT BUTTE COUNTY DSS,6499,,10374,,16873,,2362,,4233,,6595,,1466804
0600901 CA EBT CALAVERAS CO DSW,587,,1028,,1615,,244,,584,,828,,155352
0601101 CA EBT COLUSA COUNTY DSW,215,,903,,1118,,77,,341,,418,,87281
0601302 CA EBT CONTRA COSTA COUNTY DSS,18740,,8552,,27292,,6735,,4163,,10898,,2438706
0601501 CA EBT DEL NORTE CO DSW,1570,,2081,,3651,,546,,968,,1514,,311906
0601704 CA EBT EL DORADO COUNTY DSS,1601,,2408,,4009,,597,,1185,,1782,,361595
0601904 CA EBT FRESNO COUNTY DSW,67430,,39824,,107254,,20703,,15453,,36156,,9034176
0602102 CA EBT GLENN CO WELFARE DEPT,598,,1630,,2228,,216,,594,,810,,173444
0602303 CA EBT HUMBOLDT CO DSW,3071,,7063,,10134,,1181,,3478,,4659,,949301
0602501 CA EBT IMPERIAL CO DSW,4702,,12180,,16882,,1557,,4146,,5703,,1407761
0602701 CA EBT INYO COUNTY WELF DEPT,176,,756,,932,,68,,362,,430,,77265
0602902 CA EBT KERN,22150,,52346,,74496,,7639,,18179,,25818,,6195367
0603101 CA EBT KINGS COUNTY DPW,3730,,8676,,12406,,1298,,3346,,4644,,991121
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,2626,,3479,,6105,,1101,,1266,,2367,,488446
0603501 CA EBT LASSEN CO DSW,864,,1123,,1987,,302,,502,,804,,170838
0603720 CA EBT LOS ANGELES COUNTY DPSS,224325,,428727,,653052,,95549,,181162,,276711,,64678090
0603902 CA EBT MADERA CO DSW,3759,,10047,,13806,,1250,,3894,,5144,,1143819
0604102 CA EBT MARIN COUNTY DSW,1190,,2679,,3869,,516,,1635,,2151,,356489
0604301 CA EBT MARIPOSA CO DSW,257,,537,,794,,96,,239,,335,,68960
0604501 CA EBT MENDOCINO CO WELF DEPT,2314,,4890,,7204,,849,,2451,,3300,,643355
0604701 CA EBT MERCED CO DPW,12410,,15995,,28405,,4377,,5180,,9557,,2166929
0604901 CA EBT MODOC COUNTY DSS,332,,385,,717,,121,,176,,297,,56335
0605101 CA EBT MONO CO WELFARE DEPT,106,,181,,287,,36,,104,,140,,25767
0605302 CA EBT MONTEREY CO DSW,5917,,11726,,17643,,2098,,4671,,6769,,1468774
0605502 CA EBT NAPA CO WELFARE DEPT,562,,1803,,2365,,232,,791,,1023,,214573
0605701 CA EBT NEVADA CO DPSS,827,,1250,,2077,,324,,606,,930,,178781
0605903 CA EBT ORANGE CO DSW,27965,,50988,,78953,,10879,,19370,,30249,,6484499
0606101 CA EBT PLACER CO WELFARE DEPT,2336,,3066,,5402,,864,,1339,,2203,,488559
0606301 CA EBT PLUMAS COUNTY DSS,235,,377,,612,,95,,173,,268,,48842
0606503 CA EBT RIVERSIDE COUNTY DSS,48642,,27526,,76168,,16042,,10389,,26431,,6439811
0606703 CA EBT SACRAMENTO CO DSW,77665,,31382,,109047,,24147,,14146,,38293,,9570096
0606902 CA EBT SAN BENITO COUNTY DSS,1044,,1821,,2865,,355,,763,,1118,,241338
0607105 CA EBT SAN BRNDINO CO DPSS AU,65510,,72222,,137732,,23064,,25766,,48830,,12396931
0607301 CA EBT SAN DIEGO CO DSS,40135,,43125,,83260,,14645,,15603,,30248,,7051964
0607502 CA EBT SAN FRANCISCO COUNTY DSS,13882,,17866,,31748,,5327,,13965,,19292,,2913703
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,18410,,30051,,48461,,6382,,10713,,17095,,4182747
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,3060,,3443,,6503,,1424,,1645,,3069,,619338
0608103 CA EBT SAN MATEO COUNTY DSS,3895,,4751,,8646,,1577,,2169,,3746,,853352
0608304 CA EBT SANTA BARBARA CO DSW,7046,,8789,,15835,,3420,,3506,,6926,,1366196
0608502 CA EBT SANTA CLARA COUNTY DSS,26229,,28115,,54344,,9967,,12230,,22197,,4746201
0608702 CA EBT SANTA CRUZ CO DSW,3527,,5590,,9117,,1517,,2596,,4113,,779792
0608901 CA EBT SHASTA CO DSW,4878,,8215,,13093,,1846,,3567,,5413,,1133720
0609101 CA EBT SIERRA CO HUMAN SVCS,37,,70,,107,,14,,31,,45,,8874
0609301 CA EBT SISKIYOU CO DSW,1564,,2256,,3820,,552,,1047,,1599,,330928
0609502 CA EBT SOLANO CO DSW,10377,,5007,,15384,,3643,,2605,,6248,,1332307
0609701 CA EBT SONOMA CO DSW,4127,,7785,,11912,,1747,,3863,,5610,,1088029
0609902 CA EBT STANISLAUS CO. DSS,17126,,19019,,36145,,5844,,6560,,12404,,3185998
0610101 CA EBT SUTTER CO WELF DEPT,1464,,3582,,5046,,504,,1288,,1792,,417220
0610301 CA EBT TEHAMA CO DSW,1838,,3299,,5137,,692,,1302,,1994,,437006
0610501 CA EBT TRINITY CO DSW,280,,548,,828,,104,,239,,343,,73428
0610704 CA EBT TULARE COUNTY DSS,33114,,22513,,55627,,10683,,8956,,19639,,4608859
0610901 CA EBT TUOLUMNE CO WELF DEPT,1070,,1506,,2576,,385,,686,,1071,,206926
0611101 CA EBT VENTURA CO.,10761,,14233,,24994,,3894,,5875,,9769,,2127544
0611301 CA EBT YOLO CO DSW,5154,,3118,,8272,,1784,,1420,,3204,,729527
0611501 CA EBT YUBA CO WELFARE DEPT,3227,,4526,,7753,,1031,,1643,,2674,,632835
0800301 CO EBT ALAMOSA CO DSS,574,,1881,,2455,,272,,846,,1118,,199774
0800701 CO EBT ARCHULETA CO DSS,134,,390,,524,,67,,164,,231,,39705
0800901 CO EBT BACA CO DSS,35,,293,,328,,21,,121,,142,,23009
0801101 CO EBT BENT CO DSS,118,,617,,735,,71,,268,,339,,56812
0801301 CO EBT BOULDER CO DSS,2161,,6722,,8883,,1046,,3183,,4229,,775606
0801501 CO EBT CHAFFEE CO DSS,109,,739,,848,,74,,323,,397,,65269
0801701 CO EBT CHEYENNE CO DSS,37,,105,,142,,19,,43,,62,,11313
0801901 CO EBT CLEAR CREEK,64,,216,,280,,40,,107,,147,,26321
0802101 CO EBT CONEJOS CO DSS,178,,1174,,1352,,134,,429,,563,,90032
0802301 CO EBT COSTILLA CO DSS,219,,566,,785,,139,,243,,382,,54999
0802501 CO EBT CROWLEY CO DSS,169,,526,,695,,97,,184,,281,,46595
0802701 CO EBT CUSTER CO DSS,13,,170,,183,,6,,70,,76,,15900
0802901 CO EBT DELTA CO DSS,744,,1229,,1973,,319,,515,,834,,157352
0803102 CO EBT DENVER,11296,,35536,,46832,,6425,,16213,,22638,,4220124
0803301 CO EBT DOLORES CO DSS,22,,83,,105,,12,,37,,49,,7884
0803501 CO EBT DOUGLAS,261,,110,,371,,147,,47,,194,,30000
0803701 CO EBT EAGLE CO DSS,34,,305,,339,,16,,129,,145,,27347
0803901 CO EBT ELBERT CO DSS,52,,391,,443,,20,,131,,151,,36911
0804101 CO EBT EL PASO CO DSS,7443,,24318,,31761,,3227,,9820,,13047,,2791437
0804301 CO EBT FREMONT CO DSS,662,,2007,,2669,,315,,799,,1114,,210057
0804501 CO EBT GARFIELD CO DSS,917,,740,,1657,,431,,296,,727,,145777
0804701 CO EBT GILPIN,12,,131,,143,,10,,59,,69,,9691
0804901 CO EBT GRAND,75,,203,,278,,28,,78,,106,,22476
0805101 CO EBT GUNN HINSDALE CO DSS,79,,297,,376,,43,,149,,192,,33108
0805301 CO EBT HINSDALE,,,16,,16,,,,7,,7,,1491
0805501 CO EBT HUERFANO CO DSS,313,,818,,1131,,153,,345,,498,,92844
0805701 CO EBT JACKSON,31,,66,,97,,13,,29,,42,,8411
0805901 CO EBT JEFFERSON CO DSS,4567,,10290,,14857,,1677,,4312,,5989,,1330698
0806101 CO EBT KIOWA CO DSS,9,,79,,88,,7,,31,,38,,6620
0806301 CO EBT KIT CARSON CO DSS,74,,380,,454,,38,,153,,191,,31601
0806501 CO EBT LAKE CO DSS,57,,282,,339,,28,,112,,140,,29548
0806701 CO EBT LA PLATA CO DSS,256,,1823,,2079,,126,,749,,875,,172787
0806901 CO EBT LARIMER CO DSS,2242,,8581,,10823,,1008,,3474,,4482,,938930
0807101 CO EBT LAS ANIMAS CO DSS,603,,1079,,1682,,281,,518,,799,,135100
0807301 CO EBT LINCOLN CO DSS,281,,194,,475,,95,,74,,169,,36398
0807501 CO EBT LOGAN CO DSS,407,,1133,,1540,,172,,499,,671,,119251
0807701 CO EBT MESA CO DSS,2382,,7351,,9733,,1137,,3089,,4226,,833331
0807901 CO EBT MINERAL,11,,30,,41,,6,,12,,18,,3719
0808101 CO EBT MOFFAT CO DSS,122,,705,,827,,69,,317,,386,,69111
0808301 CO EBT MONTEZUMA CO DSS,535,,1733,,2268,,213,,642,,855,,170575
0808501 CO EBT MONTROSE CO DSS,463,,1945,,2408,,204,,812,,1016,,189332
0808701 CO EBT MORGAN CO DSS,411,,1416,,1827,,167,,534,,701,,136644
0808901 CO EBT OTERO CO DSS,587,,2411,,2998,,321,,976,,1297,,217701
0809101 CO EBT OURAY CO DSS,15,,82,,97,,10,,44,,54,,7974
0809301 CO EBT PARK CO DSS,71,,504,,575,,31,,197,,228,,54907
0809501 CO EBT PHILLIPS CO DSS,36,,165,,201,,24,,66,,90,,12670
0809701 CO EBT PITKIN,2,,48,,50,,2,,35,,37,,4317
0809901 CO EBT PROWERS CO DSS,359,,1381,,1740,,179,,545,,724,,127863
0810101 CO EBT PUEBLO CO DSS,5351,,16176,,21527,,2836,,6389,,9225,,1928935
0810301 CO EBT RIO BLANCO CO DSS,16,,219,,235,,7,,83,,90,,21296
0810501 CO EBT RIO GRANDE CO DSS,555,,1660,,2215,,276,,680,,956,,181834
0810701 CO EBT ROUTT CO DSS,21,,249,,270,,17,,117,,134,,18829
0810901 CO EBT SAGUACHE CO DSS,187,,765,,952,,89,,326,,415,,67307
0811101 CO EBT SAN JUAN CO DSS,2,,41,,43,,2,,20,,22,,3489
0811301 CO EBT SAN MIGUEL CO DSS,20,,103,,123,,11,,47,,58,,10288
0811501 CO EBT SEDGWICK CO DSS,23,,125,,148,,14,,53,,67,,9270
0811701 CO EBT SUMMIT CO DSS,32,,164,,196,,17,,86,,103,,17615
0811901 CO EBT TELLER CO DSS,533,,404,,937,,223,,171,,394,,76491
0812101 CO EBT WASHINGTON CO DSS,41,,136,,177,,18,,45,,63,,11792
0812301 CO EBT WELD CO DSS,2714,,5540,,8254,,1065,,2019,,3084,,691635
0812501 CO EBT YUMA CO DSS,102,,447,,549,,57,,185,,242,,41835
0812701 CO EBT ADAMS CO DSS,1713,,21943,,23656,,848,,8277,,9125,,2087101
0812901 CO EBT ARAPAHO CO. DSS,5454,,17767,,23221,,2347,,7057,,9404,,2155380
0813101 CO EBT BROOMFIELD,188,,738,,926,,109,,294,,403,,73199
0900001 CT FPK DEPT OF INCOME MAINTEN,61,,72,,133,,59,,72,,131,,2318
0900002 CT EBT DEPT. OF SOCIAL SERVICES,66693,,131761,,198454,,41097,,62953,,104050,,17061207
1000112 DE EBT KENT,13804,,61,,13865,,5879,,22,,5901,,2772827
1000235 DE EBT NEW CASTLE,31433,,46,,31479,,13419,,15,,13434,,1107698
1000316 DE EBT SUSSEX CO.,12971,,11,,12982,,5253,,4,,5257,,1060651
1100161 DC EBT D.C. Treasury,59362,,30285,,89647,,30643,,13540,,44183,,8458234
1200101 FL EBT ALACHUA CO DFS,2831,,15511,,18342,,1635,,6917,,8552,,1612819
1200301 FL EBT BAKER CO SERVICE CENTE,318,,2517,,2835,,182,,985,,1167,,240501
1200501 FL EBT BAY CO DFS,1520,,11653,,13173,,978,,4935,,5913,,1073997
1200701 FL EBT BRADFORD CO DFS,456,,2591,,3047,,257,,1076,,1333,,257181
1200901 FL EBT BREVARD CO DFS,3230,,22682,,25912,,2186,,10133,,12319,,2157996
1201101 FL EBT BROWARD CO SES,17223,,71510,,88733,,11095,,32413,,43508,,7798025
