NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,04/10/2017,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,, , ,,,,,
Jul 2015,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0505701 AR EBT HEMPSTEAD COUNTY,108,,3853,,3961,,39,,1669,,1708,,442813
0505901 AR EBT HOT SPRING COUNTY,69,,5003,,5072,,24,,2287,,2311,,582802
0506101 AR EBT HOWARD COUNTY,50,,2322,,2372,,16,,1000,,1016,,270704
0506301 AR EBT INDEPENDENCE COUNTY,99,,5021,,5120,,30,,2085,,2115,,565410
0506501 AR EBT IZARD COUNTY,47,,2093,,2140,,13,,918,,931,,226644
0506701 AR EBT JACKSON COUNTY,118,,3157,,3275,,32,,1537,,1569,,400726
0506901 AR EBT JEFFERSON COUNTY,794,,15952,,16746,,246,,7877,,8123,,2102718
0507101 AR EBT JOHNSON COUNTY,94,,4385,,4479,,32,,1841,,1873,,504041
0507301 AR EBT LAFAYETTE COUNTY,62,,1397,,1459,,18,,723,,741,,160623
0507501 AR EBT LAWRENCE COUNTY,55,,2781,,2836,,18,,1184,,1202,,300643
0507701 AR EBT LEE COUNTY,155,,2506,,2661,,46,,1382,,1428,,321522
0507901 AR EBT LINCOLN COUNTY,60,,2227,,2287,,19,,1067,,1086,,269430
0508101 AR EBT LITTLE RIVER COUNTY,43,,2013,,2056,,13,,910,,923,,235176
0508301 AR EBT LOGAN COUNTY,100,,3937,,4037,,29,,1674,,1703,,452763
0508501 AR EBT LONOKE COUNTY,269,,7370,,7639,,81,,3166,,3247,,893533
0508701 AR EBT MADISON COUNTY,24,,2141,,2165,,7,,836,,843,,245262
0508901 AR EBT MARION COUNTY,61,,2449,,2510,,19,,1069,,1088,,275851
0509101 AR EBT MILLER COUNTY,301,,7490,,7791,,95,,3246,,3341,,911908
0509301 AR EBT MISSISSIPPI COUNTY,387,,10123,,10510,,121,,4472,,4593,,1236852
0509501 AR EBT MONROE COUNTY,42,,1769,,1811,,15,,913,,928,,205316
0509701 AR EBT MONTGOMERY COUNTY,15,,1353,,1368,,6,,605,,611,,151545
0509901 AR EBT NEVADA COUNTY,33,,1491,,1524,,12,,663,,675,,174650
0510101 AR EBT NEWTON COUNTY,28,,1160,,1188,,7,,504,,511,,121996
0510301 AR EBT OUACHITA COUNTY,234,,4586,,4820,,77,,2200,,2277,,563750
0510501 AR EBT PERRY COUNTY,24,,1460,,1484,,7,,666,,673,,172668
0510701 AR EBT PHILLIPS COUNTY,543,,6718,,7261,,163,,3278,,3441,,894209
0510901 AR EBT PIKE COUNTY,12,,1760,,1772,,4,,736,,740,,206730
0511101 AR EBT POINSETT COUNTY,187,,5457,,5644,,58,,2366,,2424,,634981
0511301 AR EBT POLK COUNTY,95,,3581,,3676,,26,,1492,,1518,,419110
0511501 AR EBT POPE COUNTY,81,,7522,,7603,,25,,3213,,3238,,842139
0511701 AR EBT PRAIRIE COUNTY,31,,1134,,1165,,12,,516,,528,,132276
0511901 AR EBT PULASKI COUNTY,2624,,59625,,62249,,828,,28861,,29689,,7909620
0512101 AR EBT RANDOLPH COUNTY,49,,2755,,2804,,16,,1236,,1252,,301447
0512301 AR EBT SAINT FRANCIS COUNTY,378,,6259,,6637,,111,,2978,,3089,,822613
0512501 AR EBT SALINE COUNTY,118,,10065,,10183,,34,,4431,,4465,,1232920
0512701 AR EBT SCOTT COUNTY,48,,1920,,1968,,16,,764,,780,,213723
0512901 AR EBT SEARCY COUNTY,24,,1051,,1075,,7,,459,,466,,100426
0513101 AR EBT SEBASTIAN COUNTY,402,,19073,,19475,,122,,8140,,8262,,2267491
0513301 AR EBT SEVIER COUNTY,55,,3051,,3106,,16,,1240,,1256,,364446
0513501 AR EBT SHARP COUNTY,67,,3346,,3413,,19,,1454,,1473,,386075
0513701 AR EBT STONE COUNTY,48,,2020,,2068,,15,,906,,921,,211793
0513901 AR EBT UNION COUNTY,162,,7483,,7645,,48,,3482,,3530,,929802
0514101 AR EBT VAN BUREN COUNTY,35,,2690,,2725,,10,,1196,,1206,,311799
0514301 AR EBT WASHINGTON COUNTY,470,,22181,,22651,,144,,8996,,9140,,2636103
0514501 AR EBT WHITE COUNTY,413,,11029,,11442,,122,,4761,,4883,,1353192
0514701 AR EBT WOODRUFF COUNTY,50,,1461,,1511,,18,,741,,759,,175122
0514901 AR EBT YELL COUNTY,0,,3012,,3012,,0,,1167,,1167,,328683
0515992 AR EBT 92-1 Field Operations,258,,18289,,18547,,90,,16027,,16117,,1120031
0515996 AR EBT 96-1 Field Operations,0,,0,,0,,0,,0,,0,,0
0600105 CA EBT ALAMEDA COUNTY DSS,18636,,100189,,118825,,7977,,53513,,61490,,17661771
0600302 CA EBT ALPINE COUNTY DSS,5,,166,,171,,3,,98,,101,,20814
0600501 CA EBT AMADOR COUNTY DSS,459,,2984,,3443,,183,,1639,,1822,,460014
0600702 CA EBT BUTTE COUNTY DSS,4734,,27382,,32116,,1905,,14782,,16687,,4442852
0600901 CA EBT CALAVERAS CO DSW,736,,4748,,5484,,271,,2646,,2917,,729975
0601101 CA EBT COLUSA COUNTY DSW,241,,1318,,1559,,93,,567,,660,,199142
0601302 CA EBT CONTRA COSTA COUNTY DSS,11837,,59770,,71607,,4984,,30784,,35768,,10465645
0601501 CA EBT DEL NORTE CO DSW,1172,,4032,,5204,,417,,2097,,2514,,711822
0601704 CA EBT EL DORADO COUNTY DSS,1440,,11789,,13229,,592,,6793,,7385,,1792914
0601904 CA EBT FRESNO COUNTY DSW,38654,,188723,,227377,,14109,,83396,,97505,,33001227
0602102 CA EBT GLENN CO WELFARE DEPT,641,,2993,,3634,,233,,1293,,1526,,454055
0602303 CA EBT HUMBOLDT CO DSW,2541,,18485,,21026,,1019,,11048,,12067,,2927066
0602501 CA EBT IMPERIAL CO DSW,6953,,36020,,42973,,2416,,14782,,17198,,5559348
0602701 CA EBT INYO COUNTY WELF DEPT,281,,1786,,2067,,102,,944,,1046,,269542
0602902 CA EBT KERN,29948,,129370,,159318,,10965,,56538,,67503,,21484667
0603101 CA EBT KINGS COUNTY DPW,4216,,20564,,24780,,1515,,9213,,10728,,3211802
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1613,,10482,,12095,,630,,5609,,6239,,1659540
0603501 CA EBT LASSEN CO DSW,783,,2420,,3203,,286,,1253,,1539,,439891
0603720 CA EBT LOS ANGELES COUNTY DPSS,177783,,989708,,1167491,,77475,,503712,,581187,,171808793
0603902 CA EBT MADERA CO DSW,5436,,24174,,29610,,1984,,10052,,12036,,3970357
0604102 CA EBT MARIN COUNTY DSW,1381,,8936,,10317,,622,,5739,,6361,,1486619
0604301 CA EBT MARIPOSA CO DSW,422,,1727,,2149,,152,,969,,1121,,288737
0604501 CA EBT MENDOCINO CO WELF DEPT,1915,,11229,,13144,,762,,6289,,7051,,1866521
0604701 CA EBT MERCED CO DPW,12330,,46338,,58668,,4480,,20858,,25338,,7899938
0604901 CA EBT MODOC COUNTY DSS,179,,786,,965,,70,,385,,455,,126290
0605101 CA EBT MONO CO WELFARE DEPT,31,,823,,854,,13,,506,,519,,115249
0605302 CA EBT MONTEREY CO DSW,6987,,43279,,50266,,2736,,19895,,22631,,6631729
0605502 CA EBT NAPA CO WELFARE DEPT,884,,6470,,7354,,361,,3239,,3600,,926745
0605701 CA EBT NEVADA CO DPSS,900,,6858,,7758,,341,,3925,,4266,,1100832
0605903 CA EBT ORANGE CO DSW,32079,,221002,,253081,,12480,,109125,,121605,,34644189
0606101 CA EBT PLACER CO WELFARE DEPT,2216,,15884,,18100,,876,,8493,,9369,,2365481
0606301 CA EBT PLUMAS COUNTY DSS,237,,1753,,1990,,97,,963,,1060,,274202
0606503 CA EBT RIVERSIDE COUNTY DSS,48412,,245345,,293757,,17715,,111282,,128997,,39398650
0606703 CA EBT SACRAMENTO CO DSW,43456,,173652,,217108,,16794,,87045,,103839,,31537359
0606902 CA EBT SAN BENITO COUNTY DSS,783,,5179,,5962,,290,,2402,,2692,,806635
0607105 CA EBT SAN BRNDINO CO DPSS AU,74638,,326720,,401358,,27804,,152832,,180636,,55389091
0607301 CA EBT SAN DIEGO CO DSS,43792,,243984,,287776,,16134,,125838,,141972,,39542647
0607502 CA EBT SAN FRANCISCO COUNTY DSS,5470,,44420,,49890,,2441,,30332,,32773,,7324245
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,22055,,99158,,121213,,8533,,44551,,53084,,16512421
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,2764,,15805,,18569,,1107,,8957,,10064,,2554032
0608103 CA EBT SAN MATEO COUNTY DSS,2729,,28235,,30964,,1121,,14853,,15974,,4116661
0608304 CA EBT SANTA BARBARA CO DSW,5943,,30295,,36238,,2289,,14624,,16913,,4836085
0608502 CA EBT SANTA CLARA COUNTY DSS,13483,,94966,,108449,,5550,,48650,,54200,,14989975
0608702 CA EBT SANTA CRUZ CO DSW,2951,,22990,,25941,,1192,,12674,,13866,,3449765
0608901 CA EBT SHASTA CO DSW,3789,,21455,,25244,,1507,,11585,,13092,,3349067
0609101 CA EBT SIERRA CO HUMAN SVCS,20,,297,,317,,7,,164,,171,,40594
0609301 CA EBT SISKIYOU CO DSW,1185,,5798,,6983,,430,,2815,,3245,,939385
0609502 CA EBT SOLANO CO DSW,7132,,36701,,43833,,2940,,20086,,23026,,6256513
0609701 CA EBT SONOMA CO DSW,4360,,31460,,35820,,1773,,18271,,20044,,4915642
0609902 CA EBT STANISLAUS CO. DSS,16247,,76071,,92318,,6174,,37290,,43464,,12642873
0610101 CA EBT SUTTER CO WELF DEPT,2128,,11024,,13152,,748,,4935,,5683,,1760039
0610301 CA EBT TEHAMA CO DSW,1696,,8810,,10506,,624,,4179,,4803,,1387524
0610501 CA EBT TRINITY CO DSW,186,,1680,,1866,,72,,962,,1034,,271360
0610704 CA EBT TULARE COUNTY DSS,24079,,98838,,122917,,8785,,43703,,52488,,16702971
0610901 CA EBT TUOLUMNE CO WELF DEPT,888,,4699,,5587,,344,,2805,,3149,,777457
0611101 CA EBT VENTURA CO.,8195,,66154,,74349,,3232,,33801,,37033,,10155160
0611301 CA EBT YOLO CO DSW,2737,,17455,,20192,,1043,,9055,,10098,,2749524
0611501 CA EBT YUBA CO WELFARE DEPT,2405,,11172,,13577,,884,,5407,,6291,,1882506
0800301 CO EBT ALAMOSA CO DSS,722,,3383,,4105,,362,,1788,,2150,,530044
0800701 CO EBT ARCHULETA CO DSS,73,,921,,994,,47,,416,,463,,118913
0800901 CO EBT BACA CO DSS,62,,419,,481,,30,,172,,202,,53275
0801101 CO EBT BENT CO DSS,149,,854,,1003,,86,,425,,511,,120297
0801301 CO EBT BOULDER CO DSS,2050,,13283,,15333,,1243,,6644,,7887,,1992011
0801501 CO EBT CHAFFEE CO DSS,142,,1097,,1239,,101,,585,,686,,146723
0801701 CO EBT CHEYENNE CO DSS,20,,153,,173,,10,,64,,74,,21647
0801901 CO EBT CLEAR CREEK,54,,612,,666,,44,,356,,400,,89852
0802101 CO EBT CONEJOS CO DSS,249,,1416,,1665,,136,,686,,822,,204115
0802301 CO EBT COSTILLA CO DSS,233,,1031,,1264,,131,,537,,668,,152422
0802501 CO EBT CROWLEY CO DSS,136,,763,,899,,75,,334,,409,,103511
0802701 CO EBT CUSTER CO DSS,65,,316,,381,,28,,168,,196,,49544
0802901 CO EBT DELTA CO DSS,348,,3639,,3987,,219,,1687,,1906,,489071
0803102 CO EBT DENVER,12997,,73687,,86684,,7894,,35228,,43122,,11549461
0803301 CO EBT DOLORES CO DSS,24,,128,,152,,12,,59,,71,,17864
0803501 CO EBT DOUGLAS,339,,4835,,5174,,243,,2195,,2438,,660694
0803701 CO EBT EAGLE CO DSS,109,,1343,,1452,,67,,630,,697,,202700
0803901 CO EBT ELBERT CO DSS,109,,915,,1024,,48,,400,,448,,133927
0804101 CO EBT EL PASO CO DSS,6134,,64814,,70948,,3183,,29449,,32632,,9422699
0804301 CO EBT FREMONT CO DSS,990,,4929,,5919,,499,,2418,,2917,,713802
0804501 CO EBT GARFIELD CO DSS,416,,4096,,4512,,250,,1996,,2246,,607074
0804701 CO EBT GILPIN,39,,426,,465,,30,,227,,257,,65696
0804901 CO EBT GRAND,69,,499,,568,,36,,259,,295,,69600
0805101 CO EBT GUNN HINSDALE CO DSS,130,,834,,964,,67,,455,,522,,128753
0805301 CO EBT HINSDALE,1,,24,,25,,1,,14,,15,,3104
0805501 CO EBT HUERFANO CO DSS,234,,1434,,1668,,163,,772,,935,,217209
0805701 CO EBT JACKSON,15,,106,,121,,4,,46,,50,,11127
0805901 CO EBT JEFFERSON CO DSS,3273,,29205,,32478,,1939,,13935,,15874,,4286183
0806101 CO EBT KIOWA CO DSS,16,,125,,141,,9,,65,,74,,16801
0806301 CO EBT KIT CARSON CO DSS,52,,537,,589,,32,,227,,259,,63315
0806501 CO EBT LAKE CO DSS,72,,521,,593,,35,,254,,289,,81016
0806701 CO EBT LA PLATA CO DSS,396,,2950,,3346,,241,,1436,,1677,,430920
0806901 CO EBT LARIMER CO DSS,2631,,18599,,21230,,1398,,8944,,10342,,2750297
0807101 CO EBT LAS ANIMAS CO DSS,454,,2500,,2954,,262,,1365,,1627,,375260
0807301 CO EBT LINCOLN CO DSS,25,,447,,472,,16,,209,,225,,55333
0807501 CO EBT LOGAN CO DSS,191,,1770,,1961,,103,,834,,937,,228840
0807701 CO EBT MESA CO DSS,1786,,16581,,18367,,962,,7660,,8622,,2355078
0807901 CO EBT MINERAL,2,,14,,16,,2,,10,,12,,1885
0808101 CO EBT MOFFAT CO DSS,141,,1283,,1424,,69,,639,,708,,189089
0808301 CO EBT MONTEZUMA CO DSS,234,,3470,,3704,,144,,1450,,1594,,447306
0808501 CO EBT MONTROSE CO DSS,368,,4681,,5049,,257,,2296,,2553,,618055
0808701 CO EBT MORGAN CO DSS,345,,2436,,2781,,153,,1009,,1162,,340540
0808901 CO EBT OTERO CO DSS,463,,3701,,4164,,311,,1705,,2016,,494533
0809101 CO EBT OURAY CO DSS,20,,211,,231,,17,,116,,133,,28750
0809301 CO EBT PARK CO DSS,89,,1192,,1281,,63,,601,,664,,165544
0809501 CO EBT PHILLIPS CO DSS,40,,363,,403,,24,,159,,183,,48115
0809701 CO EBT PITKIN,28,,188,,216,,22,,146,,168,,30716
0809901 CO EBT PROWERS CO DSS,486,,1990,,2476,,228,,933,,1161,,300038
0810101 CO EBT PUEBLO CO DSS,5393,,30845,,36238,,2986,,15010,,17996,,4862217
0810301 CO EBT RIO BLANCO CO DSS,42,,432,,474,,22,,200,,222,,57626
0810501 CO EBT RIO GRANDE CO DSS,272,,1932,,2204,,162,,878,,1040,,265438
0810701 CO EBT ROUTT CO DSS,81,,914,,995,,49,,529,,578,,141306
0810901 CO EBT SAGUACHE CO DSS,147,,1276,,1423,,98,,608,,706,,169922
0811101 CO EBT SAN JUAN CO DSS,2,,66,,68,,1,,43,,44,,10107
0811301 CO EBT SAN MIGUEL CO DSS,21,,326,,347,,11,,170,,181,,44021
0811501 CO EBT SEDGWICK CO DSS,44,,306,,350,,27,,122,,149,,35658
0811701 CO EBT SUMMIT CO DSS,82,,840,,922,,38,,536,,574,,130155
0811901 CO EBT TELLER CO DSS,213,,2046,,2259,,115,,1036,,1151,,306092
0812101 CO EBT WASHINGTON CO DSS,50,,317,,367,,26,,148,,174,,37054
0812301 CO EBT WELD CO DSS,2249,,23195,,25444,,1117,,9412,,10529,,3220600
0812501 CO EBT YUMA CO DSS,64,,815,,879,,45,,362,,407,,98671
0812701 CO EBT ADAMS CO DSS,4485,,47253,,51738,,2277,,19385,,21662,,6858708
0812901 CO EBT ARAPAHO CO. DSS,5789,,42555,,48344,,3147,,18615,,21762,,6385726
0813101 CO EBT BROOMFIELD,212,,1669,,1881,,138,,790,,928,,234407
0900002 CT EBT DEPT. OF SOCIAL SERVICES,70387,,368531,,438918,,52128,,194982,,247110,,58624083
1000112 DE EBT KENT,35407,,111,,35518,,17600,,45,,17645,,4318973
1000235 DE EBT NEW CASTLE,79967,,36,,80003,,38733,,14,,38747,,10479849
1000316 DE EBT SUSSEX CO.,32528,,45,,32573,,14821,,18,,14839,,4039412
1100161 DC EBT D.C. Treasury,34966,,106502,,141468,,18941,,60819,,79760,,18493457
1200101 FL EBT ALACHUA CO DFS,4194,,36790,,40984,,3169,,19861,,23030,,5396686
