NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,02/27/2018,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,, , ,,,,,
Jul 2016,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0500101 AR EBT ARKANSAS COUNTY,52,,3028,,3080,,17,,1460,,1477,,352362
0500301 AR EBT ASHLEY COUNTY,88,,3575,,3663,,31,,1671,,1702,,412194
0500501 AR EBT BAXTER COUNTY,61,,4885,,4946,,21,,2358,,2379,,515868
0500701 AR EBT BENTON COUNTY,239,,15320,,15559,,75,,6004,,6079,,1680372
0500901 AR EBT BOONE COUNTY,148,,4772,,4920,,50,,2144,,2194,,509561
0501101 AR EBT BRADLEY COUNTY,70,,2180,,2250,,22,,1044,,1066,,241924
0501301 AR EBT CALHOUN COUNTY,8,,530,,538,,3,,273,,276,,56446
0501501 AR EBT CARROLL COUNTY,29,,2898,,2927,,9,,1229,,1238,,313987
0501701 AR EBT CHICOT COUNTY,128,,2876,,3004,,33,,1344,,1377,,312026
0501901 AR EBT CLARK COUNTY,29,,2510,,2539,,12,,1234,,1246,,282194
0502101 AR EBT CLAY COUNTY,44,,1849,,1893,,15,,854,,869,,192205
0502301 AR EBT CLEBURNE COUNTY,41,,2184,,2225,,12,,1053,,1065,,238355
0502501 AR EBT CLEVELAND COUNTY,63,,1233,,1296,,20,,579,,599,,141679
0502701 AR EBT COLUMBIA COUNTY,127,,3990,,4117,,38,,1970,,2008,,450141
0502901 AR EBT CONWAY COUNTY,86,,3227,,3313,,28,,1452,,1480,,355213
0503101 AR EBT CRAIGHEAD COUNTY,437,,12976,,13413,,130,,5243,,5373,,1494978
0503301 AR EBT CRAWFORD COUNTY,126,,8218,,8344,,35,,3324,,3359,,903578
0503501 AR EBT CRITTENDEN COUNTY,513,,12482,,12995,,139,,5363,,5502,,1509800
0503701 AR EBT CROSS COUNTY,54,,2817,,2871,,18,,1245,,1263,,307831
0503901 AR EBT DALLAS COUNTY,33,,1158,,1191,,11,,565,,576,,122985
0504101 AR EBT DESHA COUNTY,72,,3003,,3075,,22,,1395,,1417,,333651
0504301 AR EBT DREW COUNTY,64,,2902,,2966,,22,,1394,,1416,,332007
0504501 AR EBT FAULKNER COUNTY,240,,11835,,12075,,76,,5137,,5213,,1425135
0504701 AR EBT FRANKLIN COUNTY,57,,2491,,2548,,16,,1051,,1067,,269350
0504901 AR EBT FULTON COUNTY,40,,1862,,1902,,13,,893,,906,,190390
0505101 AR EBT GARLAND COUNTY,197,,13824,,14021,,62,,6380,,6442,,1592383
0505301 AR EBT GRANT COUNTY,21,,1723,,1744,,7,,759,,766,,197231
0505501 AR EBT GREENE COUNTY,113,,6462,,6575,,34,,2837,,2871,,745705
0505701 AR EBT HEMPSTEAD COUNTY,81,,3439,,3520,,27,,1565,,1592,,373266
0505901 AR EBT HOT SPRING COUNTY,45,,4756,,4801,,17,,2203,,2220,,528290
0506101 AR EBT HOWARD COUNTY,45,,2187,,2232,,12,,932,,944,,242002
0506301 AR EBT INDEPENDENCE COUNTY,81,,4605,,4686,,28,,1981,,2009,,484011
0506501 AR EBT IZARD COUNTY,30,,1867,,1897,,8,,854,,862,,184694
0506701 AR EBT JACKSON COUNTY,94,,2944,,3038,,27,,1421,,1448,,340355
0506901 AR EBT JEFFERSON COUNTY,537,,14617,,15154,,167,,6837,,7004,,1786345
0507101 AR EBT JOHNSON COUNTY,63,,4283,,4346,,19,,1755,,1774,,464507
0507301 AR EBT LAFAYETTE COUNTY,44,,1351,,1395,,14,,698,,712,,141849
0507501 AR EBT LAWRENCE COUNTY,78,,2676,,2754,,23,,1174,,1197,,270895
0507701 AR EBT LEE COUNTY,133,,2142,,2275,,45,,1165,,1210,,256768
0507901 AR EBT LINCOLN COUNTY,35,,1973,,2008,,12,,942,,954,,213414
0508101 AR EBT LITTLE RIVER COUNTY,72,,1848,,1920,,21,,851,,872,,203635
0508301 AR EBT LOGAN COUNTY,81,,3486,,3567,,19,,1527,,1546,,381690
0508501 AR EBT LONOKE COUNTY,155,,6866,,7021,,48,,2941,,2989,,778100
0508701 AR EBT MADISON COUNTY,40,,2044,,2084,,11,,831,,842,,230425
0508901 AR EBT MARION COUNTY,69,,2327,,2396,,20,,1058,,1078,,245911
0509101 AR EBT MILLER COUNTY,260,,6652,,6912,,80,,2936,,3016,,778245
0509301 AR EBT MISSISSIPPI COUNTY,336,,9272,,9608,,101,,4057,,4158,,1056870
0509501 AR EBT MONROE COUNTY,46,,1664,,1710,,15,,836,,851,,182142
0509701 AR EBT MONTGOMERY COUNTY,15,,1260,,1275,,4,,595,,599,,135892
0509901 AR EBT NEVADA COUNTY,31,,1446,,1477,,10,,648,,658,,162276
0510101 AR EBT NEWTON COUNTY,23,,1117,,1140,,6,,505,,511,,105497
0510301 AR EBT OUACHITA COUNTY,186,,4146,,4332,,52,,1974,,2026,,484279
0510501 AR EBT PERRY COUNTY,19,,1302,,1321,,5,,581,,586,,144960
0510701 AR EBT PHILLIPS COUNTY,448,,6016,,6464,,136,,2801,,2937,,723780
0510901 AR EBT PIKE COUNTY,21,,1560,,1581,,7,,673,,680,,172231
0511101 AR EBT POINSETT COUNTY,135,,4916,,5051,,39,,2216,,2255,,534415
0511301 AR EBT POLK COUNTY,83,,3465,,3548,,26,,1465,,1491,,381343
0511501 AR EBT POPE COUNTY,50,,7092,,7142,,15,,3035,,3050,,766395
0511701 AR EBT PRAIRIE COUNTY,17,,1060,,1077,,7,,490,,497,,109505
0511901 AR EBT PULASKI COUNTY,1893,,52625,,54518,,596,,23827,,24423,,6498714
0512101 AR EBT RANDOLPH COUNTY,34,,2599,,2633,,11,,1222,,1233,,261615
0512301 AR EBT SAINT FRANCIS COUNTY,319,,5713,,6032,,83,,2685,,2768,,697704
0512501 AR EBT SALINE COUNTY,126,,8871,,8997,,38,,3890,,3928,,1057297
0512701 AR EBT SCOTT COUNTY,24,,1855,,1879,,7,,746,,753,,187311
0512901 AR EBT SEARCY COUNTY,27,,986,,1013,,7,,493,,500,,92493
0513101 AR EBT SEBASTIAN COUNTY,297,,17725,,18022,,89,,7740,,7829,,2021468
0513301 AR EBT SEVIER COUNTY,51,,2781,,2832,,16,,1146,,1162,,315346
0513501 AR EBT SHARP COUNTY,73,,3207,,3280,,20,,1479,,1499,,342636
0513701 AR EBT STONE COUNTY,48,,2058,,2106,,16,,934,,950,,200382
0513901 AR EBT UNION COUNTY,141,,6781,,6922,,43,,3174,,3217,,805637
0514101 AR EBT VAN BUREN COUNTY,40,,2576,,2616,,10,,1168,,1178,,281742
0514301 AR EBT WASHINGTON COUNTY,362,,18032,,18394,,113,,7426,,7539,,2050789
0514501 AR EBT WHITE COUNTY,325,,10455,,10780,,99,,4509,,4608,,1225680
0514701 AR EBT WOODRUFF COUNTY,39,,1386,,1425,,14,,713,,727,,153191
0514901 AR EBT YELL COUNTY,14,,2705,,2719,,2,,1089,,1091,,279868
0515992 AR EBT 92-1 Field Operations,0,,0,,0,,0,,0,,0,,0
0515996 AR EBT 96-1 Field Operations,0,,0,,0,,0,,0,,0,,0
0600105 CA EBT ALAMEDA COUNTY DSS,14927,,97688,,112615,,6414,,52659,,59073,,16064163
0600302 CA EBT ALPINE COUNTY DSS,0,,154,,154,,0,,93,,93,,18770
0600501 CA EBT AMADOR COUNTY DSS,389,,2934,,3323,,148,,1617,,1765,,445710
0600702 CA EBT BUTTE COUNTY DSS,4320,,27757,,32077,,1730,,15198,,16928,,4330354
0600901 CA EBT CALAVERAS CO DSW,554,,4581,,5135,,208,,2570,,2778,,675339
0601101 CA EBT COLUSA COUNTY DSW,201,,1205,,1406,,78,,550,,628,,177011
0601302 CA EBT CONTRA COSTA COUNTY DSS,9689,,57095,,66784,,4157,,29501,,33658,,9497612
0601501 CA EBT DEL NORTE CO DSW,1117,,4182,,5299,,392,,2216,,2608,,714005
0601704 CA EBT EL DORADO COUNTY DSS,1381,,11459,,12840,,565,,6671,,7236,,1726242
0601904 CA EBT FRESNO COUNTY DSW,33905,,183489,,217394,,12527,,81488,,94015,,31599250
0602102 CA EBT GLENN CO WELFARE DEPT,592,,3093,,3685,,224,,1358,,1582,,459601
0602303 CA EBT HUMBOLDT CO DSW,2276,,18831,,21107,,907,,11532,,12439,,2889571
0602501 CA EBT IMPERIAL CO DSW,6458,,35601,,42059,,2280,,14996,,17276,,5393312
0602701 CA EBT INYO COUNTY WELF DEPT,263,,1800,,2063,,96,,970,,1066,,255755
0602902 CA EBT KERN,26650,,136102,,162752,,9940,,60116,,70056,,21652194
0603101 CA EBT KINGS COUNTY DPW,3901,,20356,,24257,,1413,,9257,,10670,,3077498
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1564,,10774,,12338,,605,,5996,,6601,,1670228
0603501 CA EBT LASSEN CO DSW,618,,2525,,3143,,218,,1349,,1567,,434888
0603720 CA EBT LOS ANGELES COUNTY DPSS,205733,,879403,,1085136,,83597,,461424,,545021,,159303295
0603902 CA EBT MADERA CO DSW,4729,,24192,,28921,,1713,,10158,,11871,,3784611
0604102 CA EBT MARIN COUNTY DSW,1275,,8569,,9844,,568,,5490,,6058,,1378914
0604301 CA EBT MARIPOSA CO DSW,310,,1682,,1992,,115,,966,,1081,,265689
0604501 CA EBT MENDOCINO CO WELF DEPT,1522,,10869,,12391,,600,,6043,,6643,,1709645
0604701 CA EBT MERCED CO DPW,10645,,45570,,56215,,3973,,20420,,24393,,7435789
0604901 CA EBT MODOC COUNTY DSS,173,,914,,1087,,71,,449,,520,,145039
0605101 CA EBT MONO CO WELFARE DEPT,41,,740,,781,,15,,432,,447,,103372
0605302 CA EBT MONTEREY CO DSW,5984,,41523,,47507,,2361,,19317,,21678,,6116047
0605502 CA EBT NAPA CO WELFARE DEPT,749,,6429,,7178,,306,,3202,,3508,,880743
0605701 CA EBT NEVADA CO DPSS,678,,6989,,7667,,269,,4098,,4367,,1041072
0605903 CA EBT ORANGE CO DSW,28210,,220330,,248540,,10976,,110603,,121579,,33353674
0606101 CA EBT PLACER CO WELFARE DEPT,1850,,15745,,17595,,715,,8640,,9355,,2240809
0606301 CA EBT PLUMAS COUNTY DSS,187,,1837,,2024,,81,,1020,,1101,,276379
0606503 CA EBT RIVERSIDE COUNTY DSS,41492,,243601,,285093,,15287,,112978,,128265,,37767830
0606703 CA EBT SACRAMENTO CO DSW,37783,,172171,,209954,,14558,,86432,,100990,,29940887
0606902 CA EBT SAN BENITO COUNTY DSS,661,,4841,,5502,,257,,2249,,2506,,696787
0607105 CA EBT SAN BRNDINO CO DPSS AU,66276,,323666,,389942,,24909,,153794,,178703,,53072540
0607301 CA EBT SAN DIEGO CO DSS,37106,,246141,,283247,,13570,,127486,,141056,,37865475
0607502 CA EBT SAN FRANCISCO COUNTY DSS,4803,,46032,,50835,,2177,,31467,,33644,,7321181
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,18437,,96430,,114867,,7294,,43994,,51288,,15385393
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,2225,,15816,,18041,,888,,9054,,9942,,2438769
0608103 CA EBT SAN MATEO COUNTY DSS,2126,,26297,,28423,,896,,13855,,14751,,3685725
0608304 CA EBT SANTA BARBARA CO DSW,5293,,32345,,37638,,2051,,16168,,18219,,4971672
0608502 CA EBT SANTA CLARA COUNTY DSS,10613,,90605,,101218,,4408,,47311,,51719,,13609753
0608702 CA EBT SANTA CRUZ CO DSW,2650,,23616,,26266,,1076,,13397,,14473,,3474047
0608901 CA EBT SHASTA CO DSW,3089,,21080,,24169,,1283,,11651,,12934,,3177528
0609101 CA EBT SIERRA CO HUMAN SVCS,22,,242,,264,,9,,148,,157,,34784
0609301 CA EBT SISKIYOU CO DSW,1028,,5662,,6690,,373,,2795,,3168,,888285
0609502 CA EBT SOLANO CO DSW,6038,,35958,,41996,,2555,,19737,,22292,,5912672
0609701 CA EBT SONOMA CO DSW,3531,,29912,,33443,,1482,,17464,,18946,,4408826
0609902 CA EBT STANISLAUS CO. DSS,14502,,72914,,87416,,5606,,36200,,41806,,11747913
0610101 CA EBT SUTTER CO WELF DEPT,1946,,11084,,13030,,694,,4998,,5692,,1714393
0610301 CA EBT TEHAMA CO DSW,1387,,8546,,9933,,530,,4029,,4559,,1266829
0610501 CA EBT TRINITY CO DSW,156,,1552,,1708,,62,,912,,974,,233670
0610704 CA EBT TULARE COUNTY DSS,20495,,99258,,119753,,7522,,43897,,51419,,16097740
0610901 CA EBT TUOLUMNE CO WELF DEPT,720,,4683,,5403,,283,,2840,,3123,,717359
0611101 CA EBT VENTURA CO.,7290,,66359,,73649,,2805,,33982,,36787,,9865146
0611301 CA EBT YOLO CO DSW,2450,,17989,,20439,,936,,9591,,10527,,2764735
0611501 CA EBT YUBA CO WELFARE DEPT,2086,,11114,,13200,,774,,5351,,6125,,1780508
0800301 CO EBT ALAMOSA CO DSS,645,,3426,,4071,,339,,1814,,2153,,524157
0800701 CO EBT ARCHULETA CO DSS,92,,920,,1012,,54,,405,,459,,117981
0800901 CO EBT BACA CO DSS,57,,470,,527,,32,,179,,211,,60237
0801101 CO EBT BENT CO DSS,110,,795,,905,,71,,373,,444,,103835
0801301 CO EBT BOULDER CO DSS,1979,,12868,,14847,,1227,,6593,,7820,,1876137
0801501 CO EBT CHAFFEE CO DSS,131,,1045,,1176,,90,,567,,657,,143936
0801701 CO EBT CHEYENNE CO DSS,22,,149,,171,,13,,70,,83,,23201
0801901 CO EBT CLEAR CREEK,62,,487,,549,,45,,274,,319,,68667
0802101 CO EBT CONEJOS CO DSS,293,,1412,,1705,,150,,653,,803,,200083
0802301 CO EBT COSTILLA CO DSS,224,,995,,1219,,133,,489,,622,,148710
0802501 CO EBT CROWLEY CO DSS,119,,790,,909,,67,,354,,421,,105485
0802701 CO EBT CUSTER CO DSS,48,,308,,356,,23,,183,,206,,43175
0802901 CO EBT DELTA CO DSS,367,,3632,,3999,,209,,1724,,1933,,490612
0803102 CO EBT DENVER,12791,,68167,,80958,,7675,,33049,,40724,,10594037
0803301 CO EBT DOLORES CO DSS,17,,116,,133,,9,,50,,59,,14936
0803501 CO EBT DOUGLAS,393,,4176,,4569,,250,,1951,,2201,,585472
0803701 CO EBT EAGLE CO DSS,90,,1168,,1258,,58,,560,,618,,163723
0803901 CO EBT ELBERT CO DSS,88,,842,,930,,51,,362,,413,,116275
0804101 CO EBT EL PASO CO DSS,6006,,62044,,68050,,3167,,28646,,31813,,8891679
0804301 CO EBT FREMONT CO DSS,962,,5165,,6127,,493,,2547,,3040,,749896
0804501 CO EBT GARFIELD CO DSS,282,,3494,,3776,,185,,1636,,1821,,469681
0804701 CO EBT GILPIN,26,,307,,333,,23,,164,,187,,43252
0804901 CO EBT GRAND,49,,439,,488,,23,,217,,240,,57047
0805101 CO EBT GUNN HINSDALE CO DSS,101,,792,,893,,53,,431,,484,,120154
0805301 CO EBT HINSDALE,7,,19,,26,,3,,11,,14,,3207
0805501 CO EBT HUERFANO CO DSS,277,,1435,,1712,,165,,788,,953,,221867
0805701 CO EBT JACKSON,18,,89,,107,,8,,37,,45,,11615
0805901 CO EBT JEFFERSON CO DSS,3165,,26745,,29910,,1905,,12795,,14700,,3862099
0806101 CO EBT KIOWA CO DSS,21,,129,,150,,11,,61,,72,,16418
0806301 CO EBT KIT CARSON CO DSS,38,,535,,573,,28,,237,,265,,60003
0806501 CO EBT LAKE CO DSS,54,,386,,440,,28,,187,,215,,52468
0806701 CO EBT LA PLATA CO DSS,413,,2997,,3410,,246,,1447,,1693,,431191
0806901 CO EBT LARIMER CO DSS,2385,,17503,,19888,,1316,,8441,,9757,,2505989
0807101 CO EBT LAS ANIMAS CO DSS,445,,2545,,2990,,245,,1428,,1673,,380195
0807301 CO EBT LINCOLN CO DSS,25,,516,,541,,16,,234,,250,,61831
0807501 CO EBT LOGAN CO DSS,217,,1836,,2053,,122,,867,,989,,239397
0807701 CO EBT MESA CO DSS,1847,,16855,,18702,,1031,,7820,,8851,,2375850
0807901 CO EBT MINERAL,4,,21,,25,,4,,16,,20,,3323
0808101 CO EBT MOFFAT CO DSS,129,,1269,,1398,,64,,596,,660,,169099
0808301 CO EBT MONTEZUMA CO DSS,277,,3568,,3845,,172,,1483,,1655,,466940
0808501 CO EBT MONTROSE CO DSS,413,,4398,,4811,,289,,2193,,2482,,576850
0808701 CO EBT MORGAN CO DSS,322,,2444,,2766,,136,,985,,1121,,323645
0808901 CO EBT OTERO CO DSS,478,,3659,,4137,,320,,1637,,1957,,478721
0809101 CO EBT OURAY CO DSS,16,,181,,197,,16,,99,,115,,23341
0809301 CO EBT PARK CO DSS,101,,1015,,1116,,59,,516,,575,,141897
0809501 CO EBT PHILLIPS CO DSS,38,,356,,394,,22,,158,,180,,40832
0809701 CO EBT PITKIN,29,,226,,255,,20,,166,,186,,36964
0809901 CO EBT PROWERS CO DSS,354,,2124,,2478,,187,,946,,1133,,300178
0810101 CO EBT PUEBLO CO DSS,5453,,30059,,35512,,3038,,14521,,17559,,4661605
0810301 CO EBT RIO BLANCO CO DSS,51,,441,,492,,29,,186,,215,,59616
0810501 CO EBT RIO GRANDE CO DSS,308,,1775,,2083,,181,,790,,971,,235249
0810701 CO EBT ROUTT CO DSS,59,,763,,822,,39,,434,,473,,108420
0810901 CO EBT SAGUACHE CO DSS,131,,1139,,1270,,86,,550,,636,,150283
0811101 CO EBT SAN JUAN CO DSS,0,,51,,51,,0,,33,,33,,7205
0811301 CO EBT SAN MIGUEL CO DSS,11,,265,,276,,9,,138,,147,,34118
0811501 CO EBT SEDGWICK CO DSS,25,,312,,337,,19,,126,,145,,34008
0811701 CO EBT SUMMIT CO DSS,49,,587,,636,,26,,324,,350,,81609
0811901 CO EBT TELLER CO DSS,231,,1937,,2168,,129,,975,,1104,,277651
0812101 CO EBT WASHINGTON CO DSS,41,,348,,389,,24,,146,,170,,40995
0812301 CO EBT WELD CO DSS,2375,,22899,,25274,,1181,,9371,,10552,,3115733
0812501 CO EBT YUMA CO DSS,90,,783,,873,,48,,346,,394,,98050
0812701 CO EBT ADAMS CO DSS,4365,,45356,,49721,,2308,,18759,,21067,,6459151
0812901 CO EBT ARAPAHO CO. DSS,5337,,41224,,46561,,3088,,17901,,20989,,6084847
0813101 CO EBT BROOMFIELD,174,,1566,,1740,,117,,735,,852,,211097
0900002 CT EBT DEPT. OF SOCIAL SERVICES,67861,,357650,,425511,,51849,,190344,,242193,,56132999
1000112 DE EBT KENT,35763,,142,,35905,,17694,,54,,17748,,4230965
1000235 DE EBT NEW CASTLE,80857,,12,,80869,,39395,,5,,39400,,10238599
1000316 DE EBT SUSSEX CO.,30666,,37,,30703,,14086,,17,,14103,,3651950
1100161 DC EBT D.C. Treasury,33581,,97964,,131545,,18409,,55771,,74180,,17257119
1200101 FL EBT ALACHUA CO DFS,3716,,31673,,35389,,3022,,15302,,18324,,4309643
1200301 FL EBT BAKER CO SERVICE CENTE,347,,4454,,4801,,270,,1844,,2114,,584243
