NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,11:47 AM,,,,,
Jan 2009,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0505701 AR EBT HEMPSTEAD COUNTY,285,,3700,,3985,,90,,1587,,1677,,390574
0505901 AR EBT HOT SPRING COUNTY,109,,4284,,4393,,29,,1852,,1881,,448981
0506101 AR EBT HOWARD COUNTY,58,,1664,,1722,,19,,730,,749,,175768
0506301 AR EBT INDEPENDENCE COUNTY,198,,4115,,4313,,61,,1514,,1575,,431191
0506501 AR EBT IZARD COUNTY,33,,1787,,1820,,12,,661,,673,,178021
0506701 AR EBT JACKSON COUNTY,201,,2913,,3114,,60,,1196,,1256,,316341
0506901 AR EBT JEFFERSON COUNTY,1865,,15863,,17728,,566,,7645,,8211,,1978414
0507101 AR EBT JOHNSON COUNTY,132,,3358,,3490,,35,,1382,,1417,,338974
0507301 AR EBT LAFAYETTE COUNTY,152,,1605,,1757,,40,,755,,795,,169546
0507501 AR EBT LAWRENCE COUNTY,108,,2782,,2890,,36,,1040,,1076,,283834
0507701 AR EBT LEE COUNTY,339,,2456,,2795,,106,,1273,,1379,,285023
0507901 AR EBT LINCOLN COUNTY,236,,2094,,2330,,73,,931,,1004,,243219
0508101 AR EBT LITTLE RIVER COUNTY,58,,1772,,1830,,20,,772,,792,,182928
0508301 AR EBT LOGAN COUNTY,233,,3638,,3871,,70,,1491,,1561,,387096
0508501 AR EBT LONOKE COUNTY,293,,6134,,6427,,86,,2321,,2407,,653214
0508701 AR EBT MADISON COUNTY,27,,2053,,2080,,8,,762,,770,,205267
0508901 AR EBT MARION COUNTY,67,,2463,,2530,,21,,1013,,1034,,249318
0509101 AR EBT MILLER COUNTY,479,,6135,,6614,,152,,2666,,2818,,690629
0509301 AR EBT MISSISSIPPI COUNTY,724,,9284,,10008,,206,,3492,,3698,,1027649
0509501 AR EBT MONROE COUNTY,148,,1887,,2035,,46,,927,,973,,203787
0509701 AR EBT MONTGOMERY COUNTY,35,,1140,,1175,,10,,479,,489,,115933
0509901 AR EBT NEVADA COUNTY,87,,1518,,1605,,27,,659,,686,,160931
0510101 AR EBT NEWTON COUNTY,64,,1386,,1450,,20,,615,,635,,127491
0510301 AR EBT OUACHITA COUNTY,458,,4799,,5257,,146,,2259,,2405,,555690
0510501 AR EBT PERRY COUNTY,78,,1255,,1333,,23,,524,,547,,133906
0510701 AR EBT PHILLIPS COUNTY,1013,,7213,,8226,,291,,3292,,3583,,859754
0510901 AR EBT PIKE COUNTY,21,,1370,,1391,,7,,541,,548,,134302
0511101 AR EBT POINSETT COUNTY,409,,5033,,5442,,126,,1923,,2049,,570843
0511301 AR EBT POLK COUNTY,145,,3092,,3237,,42,,1216,,1258,,319536
0511501 AR EBT POPE COUNTY,147,,6422,,6569,,51,,2591,,2642,,666879
0511701 AR EBT PRAIRIE COUNTY,32,,1163,,1195,,9,,507,,516,,118175
0511901 AR EBT PULASKI COUNTY,5116,,43526,,48642,,1581,,19180,,20761,,5523717
0512101 AR EBT RANDOLPH COUNTY,152,,2679,,2831,,45,,1074,,1119,,269863
0512301 AR EBT SAINT FRANCIS COUNTY,1001,,6413,,7414,,289,,2928,,3217,,794807
0512501 AR EBT SALINE COUNTY,190,,8078,,8268,,49,,3216,,3265,,863793
0512701 AR EBT SCOTT COUNTY,90,,1939,,2029,,27,,748,,775,,192158
0512901 AR EBT SEARCY COUNTY,33,,1259,,1292,,9,,544,,553,,111711
0513101 AR EBT SEBASTIAN COUNTY,520,,14752,,15272,,156,,6116,,6272,,1661633
0513301 AR EBT SEVIER COUNTY,93,,2511,,2604,,30,,1009,,1039,,262965
0513501 AR EBT SHARP COUNTY,161,,2475,,2636,,45,,965,,1010,,250927
0513701 AR EBT STONE COUNTY,46,,1708,,1754,,12,,746,,758,,155334
0513901 AR EBT UNION COUNTY,560,,7360,,7920,,175,,3338,,3513,,846159
0514101 AR EBT VAN BUREN COUNTY,30,,2398,,2428,,9,,1022,,1031,,234259
0514301 AR EBT WASHINGTON COUNTY,550,,15817,,16367,,169,,6163,,6332,,1776319
0514501 AR EBT WHITE COUNTY,354,,8380,,8734,,109,,3380,,3489,,911310
0514701 AR EBT WOODRUFF COUNTY,169,,1533,,1702,,48,,796,,844,,166366
0514901 AR EBT YELL COUNTY,53,,2553,,2606,,13,,987,,1000,,244687
0515992 AR EBT 92-1 Field Operations,5,,4804,,4809,,2,,4416,,4418,,242168
0515996 AR EBT 96-1 Field Operations,14,,1177,,1191,,4,,1120,,1124,,75237
0600105 CA EBT ALAMEDA COUNTY DSS,25788,,55120,,80908,,10945,,27208,,38153,,10465271
0600302 CA EBT ALPINE COUNTY DSS,14,,98,,112,,6,,41,,47,,13118
0600501 CA EBT AMADOR COUNTY DSS,457,,1413,,1870,,162,,736,,898,,245791
0600702 CA EBT BUTTE COUNTY DSS,4537,,16435,,20972,,1788,,7625,,9413,,2612040
0600901 CA EBT CALAVERAS CO DSW,816,,2117,,2933,,299,,1020,,1319,,363229
0601101 CA EBT COLUSA COUNTY DSW,230,,1292,,1522,,78,,464,,542,,161045
0601302 CA EBT CONTRA COSTA COUNTY DSS,14348,,27505,,41853,,5866,,12802,,18668,,5406951
0601501 CA EBT DEL NORTE CO DSW,1274,,3178,,4452,,460,,1586,,2046,,548641
0601704 CA EBT EL DORADO COUNTY DSS,1419,,4828,,6247,,528,,2378,,2906,,805502
0601904 CA EBT FRESNO COUNTY DSW,46947,,113284,,160231,,17179,,44124,,61303,,19978126
0602102 CA EBT GLENN CO WELFARE DEPT,636,,1950,,2586,,229,,773,,1002,,302335
0602303 CA EBT HUMBOLDT CO DSW,2524,,8157,,10681,,997,,4295,,5292,,1348162
0602501 CA EBT IMPERIAL CO DSW,5488,,18139,,23627,,1806,,6891,,8697,,2895685
0602701 CA EBT INYO COUNTY WELF DEPT,331,,993,,1324,,109,,500,,609,,148798
0602902 CA EBT KERN,18542,,80598,,99140,,6609,,30425,,37034,,12053589
0603101 CA EBT KINGS COUNTY DPW,3044,,12888,,15932,,1087,,5276,,6363,,1857689
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1739,,5436,,7175,,1007,,2182,,3189,,879346
0603501 CA EBT LASSEN CO DSW,674,,1702,,2376,,235,,755,,990,,305332
0603720 CA EBT LOS ANGELES COUNTY DPSS,178445,,529276,,707721,,77548,,239987,,317535,,93582124
0603902 CA EBT MADERA CO DSW,2849,,14345,,17194,,989,,5543,,6532,,2082181
0604102 CA EBT MARIN COUNTY DSW,1097,,4430,,5527,,472,,2760,,3232,,731792
0604301 CA EBT MARIPOSA CO DSW,275,,759,,1034,,108,,368,,476,,128374
0604501 CA EBT MENDOCINO CO WELF DEPT,1778,,7399,,9177,,701,,4063,,4764,,1167740
0604701 CA EBT MERCED CO DPW,13566,,24122,,37688,,4959,,9105,,14064,,4568395
0604901 CA EBT MODOC COUNTY DSS,238,,662,,900,,80,,296,,376,,101552
0605101 CA EBT MONO CO WELFARE DEPT,36,,301,,337,,14,,180,,194,,45430
0605302 CA EBT MONTEREY CO DSW,5700,,19868,,25568,,2073,,8450,,10523,,3110776
0605502 CA EBT NAPA CO WELFARE DEPT,629,,3086,,3715,,235,,1406,,1641,,462798
0605701 CA EBT NEVADA CO DPSS,1003,,2754,,3757,,375,,1411,,1786,,486971
0605903 CA EBT ORANGE CO DSW,27064,,78162,,105226,,10481,,31378,,41859,,12661924
0606101 CA EBT PLACER CO WELFARE DEPT,3090,,7837,,10927,,1143,,3461,,4604,,1340129
0606301 CA EBT PLUMAS COUNTY DSS,235,,651,,886,,90,,284,,374,,106969
0606503 CA EBT RIVERSIDE COUNTY DSS,45120,,95427,,140547,,16174,,34036,,50210,,16548880
0606703 CA EBT SACRAMENTO CO DSW,49388,,95750,,145138,,18745,,40888,,59633,,18868157
0606902 CA EBT SAN BENITO COUNTY DSS,957,,3327,,4284,,336,,1481,,1817,,550758
0607105 CA EBT SAN BRNDINO CO DPSS AU,66487,,142000,,208487,,24074,,52355,,76429,,25376299
0607301 CA EBT SAN DIEGO CO DSS,45148,,75145,,120293,,16537,,29869,,46406,,15041029
0607502 CA EBT SAN FRANCISCO COUNTY DSS,6916,,25256,,32172,,3039,,17483,,20522,,4265883
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,16382,,51615,,67997,,5961,,19580,,25541,,8527981
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,3035,,7735,,10770,,1254,,3930,,5184,,1327357
0608103 CA EBT SAN MATEO COUNTY DSS,3781,,7724,,11505,,1570,,3761,,5331,,1473912
0608304 CA EBT SANTA BARBARA CO DSW,7356,,14368,,21724,,4014,,5172,,9186,,2676342
0608502 CA EBT SANTA CLARA COUNTY DSS,21589,,47582,,69171,,8777,,21214,,29991,,8501057
0608702 CA EBT SANTA CRUZ CO DSW,3556,,10971,,14527,,1538,,5277,,6815,,1855025
0608901 CA EBT SHASTA CO DSW,4248,,13132,,17380,,1657,,6248,,7905,,2092209
0609101 CA EBT SIERRA CO HUMAN SVCS,39,,89,,128,,10,,54,,64,,14527
0609301 CA EBT SISKIYOU CO DSW,1404,,2983,,4387,,504,,1326,,1830,,543482
0609502 CA EBT SOLANO CO DSW,9503,,18121,,27624,,3796,,8915,,12711,,3640070
0609701 CA EBT SONOMA CO DSW,5516,,12762,,18278,,2309,,6894,,9203,,2358747
0609902 CA EBT STANISLAUS CO. DSS,18027,,37219,,55246,,6970,,15578,,22548,,6822679
0610101 CA EBT SUTTER CO WELF DEPT,2058,,6237,,8295,,702,,2461,,3163,,1008227
0610301 CA EBT TEHAMA CO DSW,1494,,4950,,6444,,581,,2085,,2666,,800781
0610501 CA EBT TRINITY CO DSW,246,,928,,1174,,97,,406,,503,,143599
0610704 CA EBT TULARE COUNTY DSS,24633,,54519,,79152,,8989,,21472,,30461,,9873797
0610901 CA EBT TUOLUMNE CO WELF DEPT,1321,,2718,,4039,,492,,1359,,1851,,470675
0611101 CA EBT VENTURA CO.,10419,,30834,,41253,,4137,,14129,,18266,,5163336
0611301 CA EBT YOLO CO DSW,3404,,8174,,11578,,1287,,3549,,4836,,1467775
0611501 CA EBT YUBA CO WELFARE DEPT,2121,,7817,,9938,,767,,3399,,4166,,1237434
0800301 CO EBT ALAMOSA CO DSS,595,,2326,,2921,,319,,1087,,1406,,331464
0800701 CO EBT ARCHULETA CO DSS,64,,551,,615,,37,,217,,254,,66503
0800901 CO EBT BACA CO DSS,56,,228,,284,,28,,99,,127,,28331
0801101 CO EBT BENT CO DSS,159,,600,,759,,80,,288,,368,,80176
0801301 CO EBT BOULDER CO DSS,1656,,7936,,9592,,908,,3775,,4683,,1149441
0801501 CO EBT CHAFFEE CO DSS,78,,677,,755,,64,,320,,384,,77056
0801701 CO EBT CHEYENNE CO DSS,19,,66,,85,,8,,28,,36,,8978
0801901 CO EBT CLEAR CREEK,42,,330,,372,,40,,160,,200,,43010
0802101 CO EBT CONEJOS CO DSS,293,,1135,,1428,,159,,464,,623,,144634
0802301 CO EBT COSTILLA CO DSS,155,,557,,712,,108,,262,,370,,74599
0802501 CO EBT CROWLEY CO DSS,132,,429,,561,,78,,188,,266,,56275
0802701 CO EBT CUSTER CO DSS,10,,199,,209,,7,,89,,96,,23561
0802901 CO EBT DELTA CO DSS,250,,2132,,2382,,156,,927,,1083,,269718
0803102 CO EBT DENVER,7819,,49177,,56996,,4999,,21869,,26868,,7266143
0803301 CO EBT DOLORES CO DSS,5,,86,,91,,4,,37,,41,,9986
0803501 CO EBT DOUGLAS,259,,2848,,3107,,159,,1063,,1222,,380619
0803701 CO EBT EAGLE CO DSS,29,,559,,588,,20,,245,,265,,68163
0803901 CO EBT ELBERT CO DSS,73,,723,,796,,32,,249,,281,,91893
0804101 CO EBT EL PASO CO DSS,5150,,37749,,42899,,2335,,15344,,17679,,5321394
0804301 CO EBT FREMONT CO DSS,725,,2561,,3286,,359,,1089,,1448,,360906
0804501 CO EBT GARFIELD CO DSS,280,,1617,,1897,,136,,719,,855,,230515
0804701 CO EBT GILPIN,38,,202,,240,,23,,94,,117,,28819
0804901 CO EBT GRAND,28,,265,,293,,19,,106,,125,,32263
0805101 CO EBT GUNN HINSDALE CO DSS,58,,441,,499,,30,,211,,241,,64098
0805301 CO EBT HINSDALE,0,,19,,19,,0,,8,,8,,2552
0805501 CO EBT HUERFANO CO DSS,113,,995,,1108,,95,,442,,537,,123562
0805701 CO EBT JACKSON,6,,71,,77,,4,,25,,29,,7907
0805901 CO EBT JEFFERSON CO DSS,1991,,15334,,17325,,1076,,6296,,7372,,2130446
0806101 CO EBT KIOWA CO DSS,10,,89,,99,,4,,31,,35,,10116
0806301 CO EBT KIT CARSON CO DSS,49,,329,,378,,23,,136,,159,,37416
0806501 CO EBT LAKE CO DSS,25,,299,,324,,14,,108,,122,,37856
0806701 CO EBT LA PLATA CO DSS,156,,2221,,2377,,125,,932,,1057,,263713
0806901 CO EBT LARIMER CO DSS,2429,,12700,,15129,,1142,,5357,,6499,,1825863
0807101 CO EBT LAS ANIMAS CO DSS,222,,1561,,1783,,174,,713,,887,,192964
0807301 CO EBT LINCOLN CO DSS,28,,365,,393,,19,,139,,158,,42744
0807501 CO EBT LOGAN CO DSS,290,,1245,,1535,,125,,591,,716,,15745
0807701 CO EBT MESA CO DSS,790,,8668,,9458,,522,,3703,,4225,,1110640
0807901 CO EBT MINERAL,4,,12,,16,,2,,5,,7,,2206
0808101 CO EBT MOFFAT CO DSS,110,,740,,850,,58,,348,,406,,97411
0808301 CO EBT MONTEZUMA CO DSS,270,,2101,,2371,,145,,782,,927,,257144
0808501 CO EBT MONTROSE CO DSS,501,,3311,,3812,,260,,1378,,1638,,412720
0808701 CO EBT MORGAN CO DSS,335,,1599,,1934,,154,,629,,783,,208195
0808901 CO EBT OTERO CO DSS,397,,2604,,3001,,275,,1034,,1309,,303494
0809101 CO EBT OURAY CO DSS,6,,111,,117,,6,,65,,71,,14393
0809301 CO EBT PARK CO DSS,62,,676,,738,,34,,268,,302,,87220
0809501 CO EBT PHILLIPS CO DSS,24,,197,,221,,14,,86,,100,,21249
0809701 CO EBT PITKIN,5,,61,,66,,4,,45,,49,,8809
0809901 CO EBT PROWERS CO DSS,264,,1538,,1802,,136,,601,,737,,186000
0810101 CO EBT PUEBLO CO DSS,2838,,22189,,25027,,1894,,9184,,11078,,2915539
0810301 CO EBT RIO BLANCO CO DSS,35,,207,,242,,13,,86,,99,,27868
0810501 CO EBT RIO GRANDE CO DSS,331,,1698,,2029,,187,,732,,919,,216251
0810701 CO EBT ROUTT CO DSS,27,,269,,296,,15,,145,,160,,30562
0810901 CO EBT SAGUACHE CO DSS,131,,724,,855,,80,,296,,376,,85194
0811101 CO EBT SAN JUAN CO DSS,1,,43,,44,,1,,22,,23,,5581
0811301 CO EBT SAN MIGUEL CO DSS,19,,104,,123,,9,,48,,57,,12082
0811501 CO EBT SEDGWICK CO DSS,10,,119,,129,,9,,56,,65,,11090
0811701 CO EBT SUMMIT CO DSS,26,,445,,471,,16,,220,,236,,59815
0811901 CO EBT TELLER CO DSS,154,,1231,,1385,,78,,526,,604,,163111
0812101 CO EBT WASHINGTON CO DSS,30,,199,,229,,17,,73,,90,,21585
0812301 CO EBT WELD CO DSS,1398,,13135,,14533,,705,,4704,,5409,,1703858
0812501 CO EBT YUMA CO DSS,75,,469,,544,,44,,209,,253,,56155
0812701 CO EBT ADAMS CO DSS,1938,,24688,,26626,,1047,,9383,,10430,,3368356
0812901 CO EBT ARAPAHO CO. DSS,3225,,24129,,27354,,1853,,9509,,11362,,3380297
0813101 CO EBT BROOMFIELD,144,,1297,,1441,,95,,501,,596,,160303
0900002 CT EBT DEPT. OF SOCIAL SERVICES,62941,,182932,,245873,,42423,,89859,,132282,,29789667
1000112 DE EBT KENT,21404,,17,,21421,,9331,,6,,9337,,2308230
1000235 DE EBT NEW CASTLE,44873,,31,,44904,,20383,,11,,20394,,4947546
1000316 DE EBT SUSSEX CO.,21232,,16,,21248,,8865,,5,,8870,,2315579
1100161 DC EBT D.C. Treasury,28070,,73214,,101284,,13847,,41381,,55228,,11879207
1200101 FL EBT ALACHUA CO DFS,2408,,20017,,22425,,1914,,9304,,11218,,2557176
1200301 FL EBT BAKER CO SERVICE CENTE,346,,3310,,3656,,229,,1340,,1569,,405901
