NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,11:55 AM,,,,,
Jan 2005,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0504701 AR EBT FRANKLIN COUNTY,59,,2463,,2522,,19,,983,,1002,,217678
0504901 AR EBT FULTON COUNTY,109,,1772,,1881,,32,,755,,787,,146962
0505101 AR EBT GARLAND COUNTY,517,,10113,,10630,,161,,4289,,4450,,966504
0505301 AR EBT GRANT COUNTY,47,,1422,,1469,,15,,583,,598,,126110
0505501 AR EBT GREENE COUNTY,311,,4748,,5059,,97,,1997,,2094,,429788
0505701 AR EBT HEMPSTEAD COUNTY,213,,3682,,3895,,63,,1542,,1605,,333599
0505901 AR EBT HOT SPRING COUNTY,84,,4029,,4113,,26,,1650,,1676,,365890
0506101 AR EBT HOWARD COUNTY,42,,1581,,1623,,13,,671,,684,,135688
0506301 AR EBT INDEPENDENCE COUNTY,215,,4603,,4818,,63,,1855,,1918,,408193
0506501 AR EBT IZARD COUNTY,30,,1850,,1880,,9,,776,,785,,151037
0506701 AR EBT JACKSON COUNTY,238,,3284,,3522,,66,,1407,,1473,,302869
0506901 AR EBT JEFFERSON COUNTY,1803,,15908,,17711,,536,,7338,,7874,,1707934
0507101 AR EBT JOHNSON COUNTY,40,,3276,,3316,,12,,1293,,1305,,275521
0507301 AR EBT LAFAYETTE COUNTY,105,,1626,,1731,,32,,728,,760,,143569
0507501 AR EBT LAWRENCE COUNTY,112,,2767,,2879,,33,,1151,,1184,,222223
0507701 AR EBT LEE COUNTY,322,,3059,,3381,,97,,1452,,1549,,295457
0507901 AR EBT LINCOLN COUNTY,200,,2015,,2215,,58,,849,,907,,192828
0508101 AR EBT LITTLE RIVER COUNTY,80,,1720,,1800,,22,,753,,775,,147746
0508301 AR EBT LOGAN COUNTY,280,,3318,,3598,,81,,1369,,1450,,314235
0508501 AR EBT LONOKE COUNTY,140,,5110,,5250,,38,,1904,,1942,,466431
0508701 AR EBT MADISON COUNTY,33,,1830,,1863,,10,,670,,680,,148171
0508901 AR EBT MARION COUNTY,136,,2315,,2451,,43,,959,,1002,,204114
0509101 AR EBT MILLER COUNTY,714,,6457,,7171,,220,,2755,,2975,,666959
0509301 AR EBT MISSISSIPPI COUNTY,1075,,10031,,11106,,301,,3993,,4294,,948826
0509501 AR EBT MONROE COUNTY,86,,2053,,2139,,24,,934,,958,,180667
0509701 AR EBT MONTGOMERY COUNTY,20,,1091,,1111,,5,,430,,435,,96535
0509901 AR EBT NEVADA COUNTY,51,,1498,,1549,,13,,643,,656,,128852
0510101 AR EBT NEWTON COUNTY,52,,1566,,1618,,18,,642,,660,,131443
0510301 AR EBT OUACHITA COUNTY,443,,4373,,4816,,140,,2032,,2172,,426692
0510501 AR EBT PERRY COUNTY,36,,1220,,1256,,12,,462,,474,,107514
0510701 AR EBT PHILLIPS COUNTY,1123,,8002,,9125,,302,,3375,,3677,,814727
0510901 AR EBT PIKE COUNTY,32,,1072,,1104,,9,,436,,445,,94789
0511101 AR EBT POINSETT COUNTY,394,,5174,,5568,,113,,2152,,2265,,483925
0511301 AR EBT POLK COUNTY,55,,2924,,2979,,18,,1072,,1090,,261131
0511501 AR EBT POPE COUNTY,128,,6327,,6455,,39,,2473,,2512,,548094
0511701 AR EBT PRAIRIE COUNTY,16,,1188,,1204,,5,,503,,508,,107061
0511901 AR EBT PULASKI COUNTY,5834,,39226,,45060,,1797,,16880,,18677,,4297368
0512101 AR EBT RANDOLPH COUNTY,138,,3055,,3193,,43,,1286,,1329,,259347
0512301 AR EBT SAINT FRANCIS COUNTY,945,,6314,,7259,,263,,2756,,3019,,659794
0512501 AR EBT SALINE COUNTY,183,,6284,,6467,,60,,2486,,2546,,612091
0512701 AR EBT SCOTT COUNTY,136,,1720,,1856,,45,,666,,711,,148740
0512901 AR EBT SEARCY COUNTY,47,,1209,,1256,,12,,505,,517,,94066
0513101 AR EBT SEBASTIAN COUNTY,472,,14170,,14642,,140,,5738,,5878,,1336075
0513301 AR EBT SEVIER COUNTY,94,,2254,,2348,,28,,952,,980,,208894
0513501 AR EBT SHARP COUNTY,88,,2780,,2868,,27,,1140,,1167,,231113
0513701 AR EBT STONE COUNTY,51,,1681,,1732,,15,,702,,717,,134679
0513901 AR EBT UNION COUNTY,585,,7059,,7644,,168,,3122,,3290,,688346
0514101 AR EBT VAN BUREN COUNTY,65,,2401,,2466,,16,,1001,,1017,,211685
0514301 AR EBT WASHINGTON COUNTY,611,,12744,,13355,,199,,5025,,5224,,1214736
0514501 AR EBT WHITE COUNTY,144,,7503,,7647,,43,,2935,,2978,,697085
0514701 AR EBT WOODRUFF COUNTY,147,,1777,,1924,,43,,867,,910,,165122
0514901 AR EBT YELL COUNTY,31,,2089,,2120,,11,,810,,821,,164781
0600105 CA EBT ALAMEDA COUNTY DSS,40536,,27554,,68090,,15815,,10735,,26550,,5661200
0600302 CA EBT ALPINE COUNTY DSS,46,,25,,71,,8,,23,,31,,6597
0600501 CA EBT AMADOR COUNTY DSS,414,,726,,1140,,160,,349,,509,,109614
0600702 CA EBT BUTTE COUNTY DSS,6499,,10374,,16873,,2362,,4233,,6595,,1466804
0600901 CA EBT CALAVERAS CO DSW,510,,1147,,1657,,195,,567,,762,,160740
0601101 CA EBT COLUSA COUNTY DSW,260,,988,,1248,,90,,379,,469,,107163
0601302 CA EBT CONTRA COSTA COUNTY DSS,19849,,9276,,29125,,7112,,4407,,11519,,2739398
0601501 CA EBT DEL NORTE CO DSW,1577,,2279,,3856,,544,,1090,,1634,,357469
0601704 CA EBT EL DORADO COUNTY DSS,1581,,2597,,4178,,594,,1265,,1859,,404139
0601904 CA EBT FRESNO COUNTY DSW,69964,,48160,,118124,,21624,,19325,,40949,,10802648
0602102 CA EBT GLENN CO WELFARE DEPT,639,,1694,,2333,,228,,619,,847,,199117
0602303 CA EBT HUMBOLDT CO DSW,3068,,7706,,10774,,1199,,3812,,5011,,1079158
0602501 CA EBT IMPERIAL CO DSW,4443,,12834,,17277,,1464,,4471,,5935,,1584067
0602701 CA EBT INYO COUNTY WELF DEPT,320,,666,,986,,106,,352,,458,,88297
0602902 CA EBT KERN,20801,,57252,,78053,,7290,,19958,,27248,,7060048
0603101 CA EBT KINGS COUNTY DPW,3698,,9811,,13509,,1305,,3792,,5097,,1181817
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,2399,,3685,,6084,,1027,,1435,,2462,,552359
0603501 CA EBT LASSEN CO DSW,950,,1213,,2163,,332,,550,,882,,195221
0603720 CA EBT LOS ANGELES COUNTY DPSS,217386,,442008,,659394,,93183,,187572,,280755,,70193216
0603902 CA EBT MADERA CO DSW,3748,,10740,,14488,,1279,,4158,,5437,,1296613
0604102 CA EBT MARIN COUNTY DSW,1190,,2867,,4057,,506,,1741,,2247,,399644
0604301 CA EBT MARIPOSA CO DSW,280,,538,,818,,101,,247,,348,,75295
0604501 CA EBT MENDOCINO CO WELF DEPT,2342,,5399,,7741,,885,,2674,,3559,,740293
0604701 CA EBT MERCED CO DPW,12410,,15995,,28405,,4377,,5180,,9557,,2166929
0604901 CA EBT MODOC COUNTY DSS,320,,447,,767,,115,,182,,297,,65380
0605101 CA EBT MONO CO WELFARE DEPT,88,,180,,268,,30,,100,,130,,25699
0605302 CA EBT MONTEREY CO DSW,5775,,13233,,19008,,2100,,5262,,7362,,1781897
0605502 CA EBT NAPA CO WELFARE DEPT,570,,1972,,2542,,225,,858,,1083,,243194
0605701 CA EBT NEVADA CO DPSS,848,,1429,,2277,,333,,668,,1001,,218083
0605903 CA EBT ORANGE CO DSW,26834,,52291,,79125,,10526,,20095,,30621,,6970653
0606101 CA EBT PLACER CO WELFARE DEPT,2355,,3248,,5603,,885,,1410,,2295,,538676
0606301 CA EBT PLUMAS COUNTY DSS,218,,453,,671,,92,,193,,285,,59260
0606503 CA EBT RIVERSIDE COUNTY DSS,48642,,27526,,76168,,16042,,10389,,26431,,6439811
0606703 CA EBT SACRAMENTO CO DSW,77470,,32787,,110257,,24341,,14643,,38984,,10368411
0606902 CA EBT SAN BENITO COUNTY DSS,1054,,1955,,3009,,362,,806,,1168,,279923
0607105 CA EBT SAN BRNDINO CO DPSS AU,65053,,73011,,138064,,22943,,26088,,49031,,12349005
0607301 CA EBT SAN DIEGO CO DSS,39831,,43546,,83377,,14650,,15784,,30434,,7500898
0607502 CA EBT SAN FRANCISCO COUNTY DSS,9756,,21523,,31279,,4117,,14774,,18891,,3067513
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,18410,,30051,,48461,,6382,,10713,,17095,,4182747
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,3497,,3177,,6674,,1575,,1767,,3342,,690430
0608103 CA EBT SAN MATEO COUNTY DSS,3613,,4862,,8475,,1455,,2154,,3609,,916323
0608304 CA EBT SANTA BARBARA CO DSW,7342,,10686,,18028,,3594,,4388,,7982,,1763209
0608502 CA EBT SANTA CLARA COUNTY DSS,25807,,29802,,55609,,9864,,12899,,22763,,5185903
0608702 CA EBT SANTA CRUZ CO DSW,3806,,6525,,10331,,1610,,3085,,4695,,988577
0608901 CA EBT SHASTA CO DSW,4800,,8777,,13577,,1838,,3741,,5579,,1252586
0609101 CA EBT SIERRA CO HUMAN SVCS,73,,81,,154,,24,,41,,65,,12102
0609301 CA EBT SISKIYOU CO DSW,1657,,2452,,4109,,601,,1120,,1721,,382697
0609502 CA EBT SOLANO CO DSW,8258,,7894,,16152,,3064,,3475,,6539,,1480596
0609701 CA EBT SONOMA CO DSW,4241,,8229,,12470,,1797,,3991,,5788,,1214051
0609902 CA EBT STANISLAUS CO. DSS,17126,,19019,,36145,,5844,,6560,,12404,,3185998
0610101 CA EBT SUTTER CO WELF DEPT,1587,,3813,,5400,,550,,1446,,1996,,487258
0610301 CA EBT TEHAMA CO DSW,1913,,3431,,5344,,700,,1379,,2079,,491226
0610501 CA EBT TRINITY CO DSW,348,,576,,924,,126,,249,,375,,85717
0610704 CA EBT TULARE COUNTY DSS,32953,,25248,,58201,,10690,,9997,,20687,,5192998
0610901 CA EBT TUOLUMNE CO WELF DEPT,1000,,1751,,2751,,378,,796,,1174,,239195
0611101 CA EBT VENTURA CO.,10867,,15294,,26161,,3938,,6345,,10283,,2380174
0611301 CA EBT YOLO CO DSW,3643,,5063,,8706,,1367,,1999,,3366,,814348
0611501 CA EBT YUBA CO WELFARE DEPT,3215,,5013,,8228,,1033,,1850,,2883,,724188
0800301 CO EBT ALAMOSA CO DSS,592,,1817,,2409,,247,,757,,1004,,237018
0800701 CO EBT ARCHULETA CO DSS,142,,338,,480,,59,,141,,200,,47203
0800901 CO EBT BACA CO DSS,53,,269,,322,,22,,112,,134,,31722
0801101 CO EBT BENT CO DSS,147,,529,,676,,61,,220,,281,,66454
0801301 CO EBT BOULDER CO DSS,2225,,6813,,9038,,927,,2839,,3766,,889159
0801501 CO EBT CHAFFEE CO DSS,149,,631,,780,,62,,263,,325,,76751
0801701 CO EBT CHEYENNE CO DSS,35,,76,,111,,14,,32,,46,,10873
0801901 CO EBT CLEAR CREEK,74,,239,,313,,31,,99,,130,,30765
0802101 CO EBT CONEJOS CO DSS,252,,752,,1004,,105,,313,,418,,98790
0802301 CO EBT COSTILLA CO DSS,234,,400,,634,,97,,167,,264,,62383
0802501 CO EBT CROWLEY CO DSS,187,,358,,545,,78,,149,,227,,53589
0802701 CO EBT CUSTER CO DSS,13,,152,,165,,6,,63,,69,,16281
0802901 CO EBT DELTA CO DSS,724,,1113,,1837,,302,,463,,765,,180708
0803102 CO EBT DENVER,14138,,35409,,49547,,5891,,14754,,20645,,4874319
0803301 CO EBT DOLORES CO DSS,23,,67,,90,,10,,28,,38,,8902
0803501 CO EBT DOUGLAS,380,,844,,1224,,158,,352,,510,,120372
0803701 CO EBT EAGLE CO DSS,32,,275,,307,,13,,115,,128,,30213
0803901 CO EBT ELBERT CO DSS,66,,410,,476,,28,,170,,198,,46813
0804101 CO EBT EL PASO CO DSS,8047,,24333,,32380,,3353,,10139,,13492,,3185472
0804301 CO EBT FREMONT CO DSS,673,,1770,,2443,,280,,738,,1018,,240385
0804501 CO EBT GARFIELD CO DSS,1007,,711,,1718,,420,,296,,716,,169031
0804701 CO EBT GILPIN,19,,89,,108,,8,,37,,45,,10618
0804901 CO EBT GRAND,77,,187,,264,,32,,78,,110,,25945
0805101 CO EBT GUNN HINSDALE CO DSS,87,,301,,388,,36,,126,,162,,38156
0805301 CO EBT HINSDALE,1,,15,,16,,1,,5,,6,,1532
0805501 CO EBT HUERFANO CO DSS,325,,738,,1063,,135,,306,,441,,104533
0805701 CO EBT JACKSON,25,,53,,78,,11,,22,,33,,7674
0805901 CO EBT JEFFERSON CO DSS,4420,,11303,,15723,,1842,,4709,,6551,,1546797
0806101 CO EBT KIOWA CO DSS,15,,75,,90,,6,,31,,37,,8818
0806301 CO EBT KIT CARSON CO DSS,71,,312,,383,,30,,129,,159,,37632
0806501 CO EBT LAKE CO DSS,57,,283,,340,,24,,118,,142,,33479
0806701 CO EBT LA PLATA CO DSS,297,,1761,,2058,,124,,733,,857,,202419
0806901 CO EBT LARIMER CO DSS,2428,,8592,,11020,,1012,,3580,,4592,,1084100
0807101 CO EBT LAS ANIMAS CO DSS,557,,974,,1531,,232,,406,,638,,150618
0807301 CO EBT LINCOLN CO DSS,216,,167,,383,,90,,70,,160,,37724
0807501 CO EBT LOGAN CO DSS,356,,1020,,1376,,148,,425,,573,,135359
0807701 CO EBT MESA CO DSS,2656,,7190,,9846,,1107,,2995,,4102,,968622
0807901 CO EBT MINERAL,19,,23,,42,,8,,9,,17,,4111
0808101 CO EBT MOFFAT CO DSS,139,,697,,836,,58,,290,,348,,82201
0808301 CO EBT MONTEZUMA CO DSS,475,,1504,,1979,,198,,627,,825,,194735
0808501 CO EBT MONTROSE CO DSS,455,,1765,,2220,,190,,735,,925,,218445
0808701 CO EBT MORGAN CO DSS,388,,1226,,1614,,161,,511,,672,,158750
0808901 CO EBT OTERO CO DSS,591,,1849,,2440,,247,,770,,1017,,240082
0809101 CO EBT OURAY CO DSS,16,,70,,86,,7,,29,,36,,8480
0809301 CO EBT PARK CO DSS,79,,546,,625,,33,,228,,261,,61553
0809501 CO EBT PHILLIPS CO DSS,37,,99,,136,,15,,42,,57,,13348
0809701 CO EBT PITKIN,4,,43,,47,,2,,17,,19,,4582
0809901 CO EBT PROWERS CO DSS,356,,1267,,1623,,149,,527,,676,,159707
0810101 CO EBT PUEBLO CO DSS,6870,,15575,,22445,,2862,,6490,,9352,,2208100
0810301 CO EBT RIO BLANCO CO DSS,21,,220,,241,,8,,92,,100,,23673
0810501 CO EBT RIO GRANDE CO DSS,632,,1451,,2083,,263,,605,,868,,204961
0810701 CO EBT ROUTT CO DSS,29,,177,,206,,12,,74,,86,,20282
0810901 CO EBT SAGUACHE CO DSS,169,,588,,757,,71,,245,,316,,74494
0811101 CO EBT SAN JUAN CO DSS,8,,33,,41,,3,,14,,17,,4003
0811301 CO EBT SAN MIGUEL CO DSS,22,,88,,110,,9,,37,,46,,10775
0811501 CO EBT SEDGWICK CO DSS,27,,76,,103,,11,,32,,43,,10123
0811701 CO EBT SUMMIT CO DSS,36,,162,,198,,15,,68,,83,,19517
0811901 CO EBT TELLER CO DSS,488,,359,,847,,203,,150,,353,,83322
0812101 CO EBT WASHINGTON CO DSS,47,,102,,149,,20,,42,,62,,14697
0812301 CO EBT WELD CO DSS,3164,,5206,,8370,,1318,,2169,,3487,,823408
0812501 CO EBT YUMA CO DSS,126,,372,,498,,52,,155,,207,,48975
0812701 CO EBT ADAMS CO DSS,2183,,22086,,24269,,910,,9202,,10112,,2387503
0812901 CO EBT ARAPAHO CO. DSS,6414,,19193,,25607,,2672,,7998,,10670,,2519168
0813101 CO EBT BROOMFIELD,222,,631,,853,,92,,264,,356,,83954
0900002 CT EBT DEPT. OF SOCIAL SERVICES,66419,,136282,,202701,,40996,,65188,,106184,,18087609
1000112 DE EBT KENT,14429,,103,,14532,,6107,,35,,6142,,1181687
1000235 DE EBT NEW CASTLE,32556,,32,,32588,,13969,,13,,13982,,2925921
1000316 DE EBT SUSSEX CO.,13580,,16,,13596,,5467,,8,,5475,,1139003
1100161 DC EBT D.C. Treasury,27083,,58849,,85932,,12248,,30752,,43000,,8120195
1200101 FL EBT ALACHUA CO DFS,2764,,16966,,19730,,1619,,7698,,9317,,1833820
1200301 FL EBT BAKER CO SERVICE CENTE,384,,2605,,2989,,200,,1027,,1227,,261909
1200501 FL EBT BAY CO DFS,1789,,12244,,14033,,1091,,5314,,6405,,1208892
1200701 FL EBT BRADFORD CO DFS,412,,3019,,3431,,237,,1244,,1481,,306967
1200901 FL EBT BREVARD CO DFS,3290,,24307,,27597,,2250,,10917,,13167,,2453904
