NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:31 PM,,,,,
Jan 1991,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0109101 AL FSP MARENGO CO FS OFC,2657,,2318,,4975,,634,,1069,,1703,,285681
0109301 AL FSP MARION CO FS OFF,1798,,1737,,3535,,605,,908,,1513,,196324
0109501 AL FSP MARSHALL CO FS OFF,3626,,3258,,6884,,1171,,1676,,2847,,398548
0109701 AL FSP MOBILE CO FS OFF,25575,,34143,,59718,,6809,,14597,,21406,,4227280
0109901 AL FSP MONROE CO FS OFF,1727,,2348,,4075,,386,,900,,1286,,238939
0110101 AL FSP MONTGOMERY CO FS OFF,15080,,15920,,31000,,3802,,7224,,11026,,2122714
0110301 AL FSP MORGAN CO FS OFF,3082,,4152,,7234,,922,,1755,,2677,,448472
0110501 AL FSP PERRY CO FS OFF,2782,,2068,,4850,,661,,995,,1656,,298861
0110701 AL FSP PICKENS CO FS OFF,2001,,1751,,3752,,474,,725,,1199,,201327
0110901 AL FSP PIKE CO FOOD STAMP OFC,3029,,2207,,5236,,869,,1187,,2056,,304264
0111101 AL FSP RANDOLPH CO FSO,1189,,1108,,2297,,322,,515,,837,,133214
0111301 AL FSP RUSSELL CO FS OFF,2981,,3820,,6801,,834,,1590,,2424,,439217
0111501 AL FSP ST CLAIR CO FS OFF,1526,,2934,,4460,,410,,1152,,1562,,278762
0111701 AL FSP SHELBY CO FS OFF,1600,,2698,,4298,,462,,1112,,1574,,273825
0111901 AL FSP SUMTER CO FS OFF,2962,,1936,,4898,,755,,1005,,1760,,304351
0112101 AL FSP TALLADEGA CO FS OFF,5523,,5405,,10928,,1511,,2468,,3979,,687997
0112301 AL FSP TALLAPOOSA CO FS OFF,2205,,2382,,4587,,627,,1139,,1766,,278726
0112501 AL FSP TUSCALOOSA CO FS OFF,7708,,8562,,16270,,2114,,3946,,6060,,1053595
0112701 AL FSP WALKER CO FS OFF,3268,,3367,,6635,,888,,1550,,2438,,412981
0112901 AL FSP WASHINGTON CO F S OFC,1494,,1311,,2805,,400,,647,,1047,,176566
0113101 AL FSP WILCOX CO FS OFF,3322,,2189,,5511,,683,,1131,,1814,,328685
0113301 AL FSP WINSTON CO FS OFF,859,,1361,,2220,,286,,607,,893,,118548
0211005 AK FSP ALASKA,11116,,9116,,20232,,3934,,3423,,7357,,1794789
0400101 AZ FSP APACHE,8034,,13017,,21051,,1914,,3460,,5374,,1308881
0400301 AZ FSP COCHISE,5283,,7366,,12649,,1651,,2854,,4505,,798680
0400501 AZ FSP COCONINO,4485,,7507,,11992,,1257,,2320,,3577,,734378
0400701 AZ FSP GILA,3011,,4394,,7405,,823,,1657,,2480,,465412
0400901 AZ FSP GRAHAM,1905,,2871,,4776,,535,,1067,,1602,,291565
0401101 AZ FSP GREENLEE,383,,517,,900,,123,,226,,349,,53547
0401301 AZ FSP MARICOPA,84636,,89328,,173964,,26061,,38750,,64811,,11846450
0401501 AZ FSP MOHAVE,2725,,5965,,8690,,855,,2431,,3286,,605014
0401701 AZ FSP NAVAJO,6652,,10134,,16786,,1637,,2889,,4526,,1094252
0401901 AZ FSP PIMA,28518,,38915,,67433,,8813,,16780,,25593,,4469722
0402101 AZ FSP PINAL,9635,,10353,,19988,,2676,,3992,,6668,,1298108
0402301 AZ FSP SANTA CRUZ,1185,,3309,,4494,,332,,1086,,1418,,257197
0402501 AZ FSP YAVAPAI,2901,,5058,,7959,,903,,2182,,3085,,510806
0402701 AZ FSP YUMA,4734,,9265,,13999,,1417,,3429,,4846,,881962
0402901 AZ FSP LA PAZ CO DES,686,,1039,,1725,,198,,450,,648,,116685
0500101 AR FSP ARKANSAS COUNTY,448,,2124,,2572,,146,,799,,945,,155390
0500301 AR FSP ASHLEY COUNTY,619,,2673,,3292,,195,,977,,1172,,199043
0500501 AR FSP BAXTER COUNTY,194,,1953,,2147,,62,,712,,774,,127360
0500701 AR FSP BENTON COUNTY,475,,3621,,4096,,158,,1240,,1398,,229809
0500901 AR FSP BOONE COUNTY,322,,1938,,2260,,104,,781,,885,,126581
0501101 AR FSP BRADLEY COUNTY,446,,1302,,1748,,147,,531,,678,,109284
0501301 AR FSP CALHOUN COUNTY,109,,593,,702,,35,,220,,255,,40763
0501501 AR FSP CARROLL COUNTY,132,,932,,1064,,39,,398,,437,,64156
0501701 AR FSP CHICOT COUNTY,1180,,3119,,4299,,325,,1096,,1421,,252359
0501901 AR FSP CLARK COUNTY,442,,1610,,2052,,146,,709,,855,,124810
0502101 AR FSP CLAY COUNTY,284,,1591,,1875,,87,,689,,776,,98495
0502301 AR FSP CLEBURNE COUNTY,181,,1197,,1378,,51,,486,,537,,82403
0502501 AR FSP CLEVELAND COUNTY,138,,782,,920,,44,,321,,365,,50896
0502701 AR FSP COLUMBIA COUNTY,1133,,2978,,4111,,332,,1282,,1614,,255745
0502901 AR FSP CONWAY COUNTY,456,,2098,,2554,,137,,942,,1079,,145138
0503101 AR FSP CRAIGHEAD COUNTY,1338,,5035,,6373,,438,,1973,,2411,,389633
0503301 AR FSP CRAWFORD COUNTY,955,,3114,,4069,,305,,1057,,1362,,246623
0503501 AR FSP CRITTENDEN COUNTY,1867,,7158,,9025,,497,,2256,,2753,,535766
0503701 AR FSP CROSS COUNTY,653,,2585,,3238,,306,,713,,1019,,180122
0503901 AR FSP DALLAS COUNTY,217,,1013,,1230,,65,,383,,448,,69327
0504101 AR FSP DESHA COUNTY,1040,,2848,,3888,,289,,1010,,1299,,223463
0504301 AR FSP DREW COUNTY,507,,1566,,2073,,163,,637,,800,,124360
0504501 AR FSP FAULKNER COUNTY,629,,2330,,2959,,197,,941,,1138,,188555
0504701 AR FSP FRANKLIN COUNTY,134,,1147,,1281,,50,,441,,491,,74668
0504901 AR FSP FULTON COUNTY,126,,1478,,1604,,39,,577,,616,,88496
0505101 AR FSP GARLAND COUNTY,1253,,4837,,6090,,393,,1973,,2366,,398443
0505301 AR FSP GRANT COUNTY,96,,758,,854,,28,,301,,329,,50291
0505501 AR FSP GREENE COUNTY,321,,2683,,3004,,109,,1067,,1176,,171250
0505701 AR FSP HEMPSTEAD COUNTY,659,,2447,,3106,,186,,1002,,1188,,181425
0505901 AR FSP HOT SPRING COUNTY,555,,2239,,2794,,178,,875,,1053,,170719
0506101 AR FSP HOWARD COUNTY,64,,1190,,1254,,19,,429,,448,,75332
0506301 AR FSP INDEPENDENCE COUNTY,417,,2413,,2830,,135,,1004,,1139,,154995
0506501 AR FSP IZARD COUNTY,161,,1217,,1378,,53,,511,,564,,78492
0506701 AR FSP JACKSON COUNTY,568,,2236,,2804,,176,,907,,1083,,160950
0506901 AR FSP JEFFERSON COUNTY,5023,,11116,,16139,,1508,,4431,,5939,,1052018
0507101 AR FSP JOHNSON COUNTY,226,,1532,,1758,,81,,586,,667,,100511
0507301 AR FSP LAFAYETTE COUNTY,445,,1351,,1796,,122,,519,,641,,108365
0507501 AR FSP LAWRENCE COUNTY,194,,2838,,3032,,111,,1093,,1204,,160039
0507701 AR FSP LEE COUNTY,1128,,3818,,4946,,314,,1362,,1676,,294148
0507901 AR FSP LINCOLN COUNTY,442,,1943,,2385,,121,,674,,795,,132552
0508101 AR FSP LITTLE RIVER COUNTY,155,,1130,,1285,,43,,466,,509,,71849
0508301 AR FSP LOGAN COUNTY,265,,2035,,2300,,86,,741,,827,,133295
0508501 AR FSP LONOKE COUNTY,602,,2391,,2993,,192,,877,,1069,,171433
0508701 AR FSP MADISON COUNTY,113,,939,,1052,,38,,326,,364,,57826
0508901 AR FSP MARION COUNTY,134,,1206,,1340,,47,,435,,482,,79241
0509101 AR FSP MILLER COUNTY,1525,,3591,,5116,,510,,1340,,1850,,334367
0509301 AR FSP MISSISSIPPI COUNTY,2282,,6744,,9026,,658,,2408,,3066,,525199
0509501 AR FSP MONROE COUNTY,665,,2064,,2729,,180,,775,,955,,156365
0509701 AR FSP MONTGOMERY COUNTY,28,,1066,,1094,,8,,406,,414,,66941
0509901 AR FSP NEVADA COUNTY,238,,812,,1050,,106,,304,,410,,57211
0510101 AR FSP NEWTON COUNTY,154,,1280,,1434,,66,,425,,491,,83104
0510301 AR FSP OUACHITA COUNTY,1370,,3420,,4790,,406,,1435,,1841,,290884
0510501 AR FSP PERRY COUNTY,65,,830,,895,,15,,300,,315,,47724
0510701 AR FSP PHILLIPS COUNTY,3416,,7140,,10556,,911,,2534,,3445,,644833
0510901 AR FSP PIKE COUNTY,77,,857,,934,,24,,344,,368,,52383
0511101 AR FSP POINSETT COUNTY,874,,3574,,4448,,260,,1467,,1727,,264596
0511301 AR FSP POLK COUNTY,289,,1565,,1854,,87,,573,,660,,109087
0511501 AR FSP POPE COUNTY,510,,3048,,3558,,170,,1196,,1366,,206095
0511701 AR FSP PRAIRIE COUNTY,77,,865,,942,,26,,321,,347,,49852
0511901 AR FSP PULASKI COUNTY,4970,,24133,,29103,,1419,,8617,,10036,,1877013
0512101 AR FSP RANDOLPH COUNTY,298,,1837,,2135,,92,,741,,833,,123678
0512301 AR FSP SAINT FRANCIS COUNTY,2420,,6359,,8779,,688,,2373,,3061,,538629
0512501 AR FSP SALINE COUNTY,569,,2562,,3131,,181,,950,,1131,,182386
0512701 AR FSP SCOTT COUNTY,40,,1296,,1336,,12,,490,,502,,76780
0512901 AR FSP SEARCY COUNTY,60,,960,,1020,,18,,402,,420,,54574
0513101 AR FSP SEBASTIAN COUNTY,945,,6033,,6978,,309,,2187,,2496,,434884
0513301 AR FSP SEVIER COUNTY,85,,1121,,1206,,28,,410,,438,,65480
0513501 AR FSP SHARP COUNTY,262,,1360,,1622,,81,,569,,650,,95318
0513701 AR FSP STONE COUNTY,54,,1222,,1276,,19,,481,,500,,68372
0513901 AR FSP UNION COUNTY,1338,,3777,,5115,,411,,1551,,1962,,308155
0514101 AR FSP VAN BUREN COUNTY,354,,1632,,1986,,113,,627,,740,,117012
0514301 AR FSP WASHINGTON COUNTY,1159,,4897,,6056,,373,,1848,,2221,,358209
0514501 AR FSP WHITE COUNTY,460,,4280,,4740,,151,,1729,,1880,,269699
0514701 AR FSP WOODRUFF COUNTY,431,,1938,,2369,,117,,757,,874,,132509
0514901 AR FSP YELL COUNTY,242,,1499,,1741,,76,,609,,685,,98999
0600105 CA FSP ALAMEDA COUNTY DSS,66982,,34077,,101059,,24819,,12627,,37446,,4641293
0600302 CA FSP ALPINE COUNTY DSS,126,,72,,198,,32,,27,,59,,9236
0600501 CA FSP AMADOR COUNTY DSS,512,,390,,902,,172,,160,,332,,44179
0600702 CA FSP BUTTE COUNTY DSS,15266,,4615,,19881,,4575,,2464,,7039,,997140
0600901 CA FSP CALAVERAS CO DSW,1824,,700,,2524,,577,,336,,913,,116100
0601101 CA FSP COLUSA COUNTY DSW,770,,873,,1643,,237,,297,,534,,81167
0601302 CA FSP CONTRA COSTA COUNTY DSS,33805,,9577,,43382,,11269,,5800,,17069,,2067745
0601501 CA FSP DEL NORTE CO DSW,2315,,932,,3247,,684,,426,,1110,,151836
0601704 CA FSP EL DORADO COUNTY DSS,3963,,1154,,5117,,1319,,578,,1897,,254585
0601904 CA FSP FRESNO COUNTY DSW,75346,,21222,,96568,,20954,,10057,,31011,,5155245
0602102 CA FSP GLENN CO WELFARE DEPT,1793,,753,,2546,,494,,247,,741,,108975
0602303 CA FSP HUMBOLDT CO DSW,10442,,3083,,13525,,3333,,1705,,5038,,590354
0602501 CA FSP IMPERIAL CO DSW,10809,,6635,,17444,,3028,,2109,,5137,,789570
0602701 CA FSP INYO COUNTY WELF DEPT,885,,542,,1427,,284,,262,,546,,64345
0602902 CA FSP KERN,35790,,18372,,54162,,10977,,6753,,17730,,2562091
0603101 CA FSP KINGS COUNTY DPW,7460,,4013,,11473,,2269,,1473,,3742,,533933
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,5769,,2083,,7852,,1857,,983,,2840,,360052
0603501 CA FSP LASSEN CO DSW,1841,,683,,2524,,617,,323,,940,,128679
0603720 CA FSP LOS ANGELES COUNTY DPSS,487027,,162308,,649335,,165932,,95419,,261351,,33811093
0603902 CA FSP MADERA CO DSW,5519,,2970,,8489,,1738,,1097,,2835,,397887
0604102 CA FSP MARIN COUNTY DSW,3104,,1840,,4944,,1156,,1323,,2479,,263841
0604301 CA FSP MARIPOSA CO DSW,934,,528,,1462,,300,,216,,516,,59434
0604501 CA FSP MENDOCINO CO WELF DEPT,5441,,2603,,8044,,1787,,1333,,3120,,401471
0604701 CA FSP MERCED CO DPW,21686,,6432,,28118,,5872,,2313,,8185,,1341405
0604901 CA FSP MODOC COUNTY DSS,902,,425,,1327,,256,,188,,444,,54822
0605101 CA FSP MONO CO WELFARE DEPT,179,,101,,280,,53,,58,,111,,13723
0605302 CA FSP MONTEREY CO DSW,11567,,8548,,20115,,3685,,2899,,6584,,1031572
0605502 CA FSP NAPA CO WELFARE DEPT,2838,,860,,3698,,971,,474,,1445,,183447
0605701 CA FSP NEVADA CO DPSS,2154,,694,,2848,,743,,371,,1114,,144899
0605903 CA FSP ORANGE CO DSW,55254,,21824,,77078,,17831,,10773,,28604,,3750712
0606101 CA FSP PLACER CO WELFARE DEPT,5176,,2043,,7219,,1773,,982,,2755,,390334
0606301 CA FSP PLUMAS COUNTY DSS,841,,434,,1275,,270,,169,,439,,54945
0606503 CA FSP RIVERSIDE COUNTY DSS,51322,,8814,,60136,,15734,,4320,,20054,,3083398
0606703 CA FSP SACRAMENTO CO DSW,101475,,16823,,118298,,30890,,8237,,39127,,5348500
0606902 CA FSP SAN BENITO COUNTY DSS,1639,,1178,,2817,,472,,387,,859,,136590
0607105 CA FSP SAN BRNDINO CO DPSS AU,112394,,25007,,137401,,34604,,10102,,44706,,6740215
0607301 CA PCO SAN DIEGO CO DSS,128171,,16528,,144699,,42558,,9706,,52264,,7133071
0607502 CA FSP SAN FRANCISCO COUNTY DSS,29448,,13583,,43031,,9922,,10950,,20872,,2270350
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,52585,,9349,,61934,,14579,,4033,,18612,,2758136
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,4971,,2313,,7284,,1701,,928,,2629,,378662
0608103 CA FSP SAN MATEO COUNTY DSS,9442,,2629,,12071,,3290,,1423,,4713,,582574
0608304 CA FSP SANTA BARBARA CO DSW,10454,,6458,,16912,,3333,,2750,,6083,,872559
0608502 CA FSP SANTA CLARA COUNTY DSS,59345,,13121,,72466,,18750,,6939,,25689,,3429192
0608702 CA FSP SANTA CRUZ CO DSW,6764,,3740,,10504,,2438,,2023,,4461,,565810
0608901 CA FSP SHASTA CO DSW,14744,,5028,,19772,,4604,,2263,,6867,,831214
0609101 CA FSP SIERRA CO HUMAN SVCS,138,,81,,219,,44,,49,,93,,10762
0609301 CA FSP SISKIYOU CO DSW,3505,,1412,,4917,,1059,,625,,1684,,226128
0609502 CA FSP SOLANO CO DSW,16947,,2760,,19707,,5557,,1366,,6923,,946848
0609701 CA FSP SONOMA CO DSW,12006,,3216,,15222,,4135,,1625,,5760,,715385
0609902 CA FSP STANISLAUS CO. DSS,31281,,7958,,39239,,9149,,2930,,12079,,1760795
0610101 CA FSP SUTTER CO WELF DEPT,3988,,2248,,6236,,1238,,859,,2097,,283584
0610301 CA FSP TEHAMA CO DSW,3614,,2564,,6178,,1146,,977,,2123,,299721
0610501 CA FSP TRINITY CO DSW,975,,436,,1411,,299,,201,,500,,66225
0610704 CA FSP TULARE COUNTY DSS,37229,,15878,,53107,,10848,,5421,,16269,,2285207
0610901 CA FSP TUOLUMNE CO WELF DEPT,2264,,848,,3112,,763,,391,,1154,,153850
0611101 CA FSP VENTURA CO.,17173,,8836,,26009,,5722,,3455,,9177,,1301848
0611301 CA FSP YOLO CO DSW,10176,,2285,,12461,,3449,,1135,,4584,,549950
0611501 CA FSP YUBA CO WELFARE DEPT,8362,,2540,,10902,,2242,,1083,,3325,,499830
0800301 CO FSP ALAMOSA CO DSS,893,,1343,,2236,,376,,476,,852,,138668
0800701 CO FSP ARCHULETA CO DSS,83,,644,,727,,35,,206,,241,,47340
0800901 CO FSP BACA CO DSS,79,,295,,374,,41,,97,,138,,20327
0801101 CO FSP BENT CO DSS,253,,519,,772,,111,,165,,276,,44742
0801301 CO FSP BOULDER CO DSS,3522,,4428,,7950,,1322,,1366,,2688,,493288
0801501 CO FSP CHAFFEE CO DSS,279,,574,,853,,153,,228,,381,,48100
0801701 CO FSP CHEYENNE CO DSS,14,,76,,90,,10,,25,,35,,4789
0802101 CO FSP CONEJOS CO DSS,540,,1266,,1806,,260,,399,,659,,100497
0802301 CO FSP COSTILLA CO DSS,326,,575,,901,,165,,194,,359,,46827
0802501 CO FSP CROWLEY CO DSS,231,,414,,645,,102,,132,,234,,35315
0802701 CO FSP CUSTER CO DSS,48,,199,,247,,21,,65,,86,,15060
0802901 CO FSP DELTA CO DSS,710,,1561,,2271,,308,,520,,828,,135909
0803102 CO FSP DENVER,49692,,52475,,102167,,20487,,21239,,41726,,6580385
0803301 CO FSP DOLORES CO DSS,30,,77,,107,,19,,26,,45,,6046
0803701 CO FSP EAGLE CO DSS,80,,149,,229,,40,,82,,122,,13178
0803901 CO FSP ELBERT CO DSS,83,,211,,294,,34,,63,,97,,18238
0804301 CO FSP FREMONT CO DSS,1076,,2099,,3175,,463,,723,,1186,,190589
0804501 CO FSP GARFIELD CO DSS,693,,565,,1258,,329,,216,,545,,84760
0805101 CO FSP GUNN HINSDALE CO DSS,158,,348,,506,,67,,149,,216,,32543
0805501 CO FSP HUERFANO CO DSS,416,,813,,1229,,203,,300,,503,,73963
0805702 CO FSP MOUNTAIN DISTRICT 4,180,,498,,678,,82,,187,,269,,44854
0805901 CO FSP JEFFERSON CO DSS,5589,,5264,,10853,,2159,,1948,,4107,,736823
0806101 CO FSP KIOWA CO DSS,24,,36,,60,,10,,10,,20,,2989
0806301 CO FSP KIT CARSON CO DSS,95,,329,,424,,50,,78,,128,,24475
0806501 CO FSP LAKE CO DSS,40,,106,,146,,21,,35,,56,,7177
0806701 CO FSP LA PLATA CO DSS,414,,1247,,1661,,196,,461,,657,,98241
0806901 CO FSP LARIMER CO DSS,3341,,5210,,8551,,1429,,1917,,3346,,562495
0807101 CO FSP LAS ANIMAS CO DSS,957,,1534,,2491,,424,,527,,951,,141725
0807301 CO FSP LINCOLN CO DSS,97,,225,,322,,50,,78,,128,,16205
0807501 CO FSP LOGAN CO DSS,447,,1054,,1501,,189,,362,,551,,84905
0807701 CO FSP MESA CO DSS,3726,,5331,,9057,,1551,,2111,,3662,,568329
0808101 CO FSP MOFFAT CO DSS,250,,416,,666,,131,,173,,304,,39540
0808301 CO FSP MONTEZUMA CO DSS,476,,1867,,2343,,210,,563,,773,,143978
0808501 CO FSP MONTROSE CO DSS,467,,1198,,1665,,212,,479,,691,,104200
0808701 CO FSP MORGAN CO DSS,646,,1434,,2080,,256,,429,,685,,120099
0808901 CO FSP OTERO CO DSS,1487,,2199,,3686,,638,,734,,1372,,206877
0809101 CO FSP OURAY CO DSS,4,,51,,55,,3,,21,,24,,3839
0809301 CO FSP PARK CO DSS,34,,104,,138,,18,,33,,51,,8763
0809501 CO FSP PHILLIPS CO DSS,67,,141,,208,,38,,48,,86,,10156
0809901 CO FSP PROWERS CO DSS,747,,1005,,1752,,308,,346,,654,,94676
0810101 CO FSP PUEBLO CO DSS,11903,,7306,,19209,,4676,,2679,,7355,,1219487
0810301 CO FSP RIO BLANCO CO DSS,71,,89,,160,,35,,37,,72,,11354
0810501 CO FSP RIO GRANDE CO DSS,795,,1009,,1804,,318,,317,,635,,102208
0810701 CO FSP ROUTT CO DSS,49,,202,,251,,21,,101,,122,,14821
0810901 CO FSP SAGUACHE CO DSS,255,,673,,928,,100,,188,,288,,50557
0811101 CO FSP SAN JUAN CO DSS,11,,21,,32,,4,,10,,14,,2196
0811301 CO FSP SAN MIGUEL CO DSS,36,,61,,97,,17,,26,,43,,5509
0811501 CO FSP SEDGWICK CO DSS,84,,89,,173,,34,,40,,74,,8982
0811701 CO FSP SUMMIT CO DSS,29,,133,,162,,12,,74,,86,,10950
0811901 CO FSP TELLER CO DSS,242,,661,,903,,111,,255,,366,,58813
0812101 CO FSP WASHINGTON CO DSS,72,,124,,196,,28,,40,,68,,12086
0812301 CO FSP WELD CO DSS,3873,,7320,,11193,,1461,,2272,,3733,,675862
0812501 CO FSP YUMA CO DSS,69,,331,,400,,41,,105,,146,,20930
0990112 CT FSP BRIDGEPORT DIST THREE,23999,,4128,,28127,,8854,,1865,,10719,,1315084
0990317 CT FSP HARTFORD DIST ONE,40651,,6164,,46815,,15577,,3429,,19006,,2274971
0990517 CT FSP MIDDLETOWN (WD),14558,,2921,,17479,,5496,,1502,,6998,,879181
0990709 CT FSP NEW HAVEN DIST TWO,27179,,4605,,31784,,10613,,2470,,13083,,1513053
0990909 CT FSP NORWICH DIST FOUR,12825,,3468,,16293,,5094,,1517,,6611,,751217
0991109 CT FSP STAMFORD DIST EIGHT,3198,,644,,3842,,1303,,348,,1651,,232626
0991315 CT FSP TORRINGTON DIST FIVE,3645,,1070,,4715,,1493,,500,,1993,,225390
0991508 CT FSP WATERBURY DIST SIX,12217,,2164,,14381,,4872,,1020,,5892,,721130
1000112 DE FSP KENT,5816,,1621,,7437,,2154,,600,,2754,,485886
1000235 DE FSP NEW CASTLE,19924,,3233,,23157,,7380,,1197,,8577,,1512845
1000316 DE FSP SUSSEX CO.,6979,,1154,,8133,,2585,,427,,3012,,531295
1100161 DC FSP D.C. Treasury,40096,,27699,,67795,,16238,,13489,,29727,,4227457
1200101 FL FSP ALACHUA CO DFS,7573,,7154,,14727,,2426,,3144,,5570,,1022284
1200301 FL FSP BAKER CO SERVICE CENTE,761,,1261,,2022,,233,,425,,658,,125871
1200501 FL FSP BAY CO DFS,3428,,9491,,12919,,1136,,3616,,4752,,880715
1200701 FL FSP BRADFORD CO DFS,1110,,1226,,2336,,354,,456,,810,,157817
1200901 FL FSP BREVARD CO DFS,7622,,8064,,15686,,2718,,4904,,7622,,1461277
1201101 FL FSP BROWARD CO SES,17641,,34516,,52157,,5329,,13166,,18495,,3746704
1201301 FL FSP CALHOUN CO DFS,692,,1179,,1871,,232,,490,,722,,119240
1201501 FL FSP CHARLOTTE CO DFS,755,,2199,,2954,,267,,759,,1026,,197293
1201701 FL FSP CITRUS CO DFS,1681,,5331,,7012,,578,,2041,,2619,,481978
1201901 FL FSP CLAY CO DFS,1218,,3287,,4505,,418,,1130,,1548,,306629
