NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:36 PM,,,,,
Jul 1989,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0506101 AR FSP HOWARD COUNTY,17,,892,,909,,4,,352,,356,,40650
0506301 AR FSP INDEPENDENCE COUNTY,388,,1964,,2352,,129,,883,,1012,,92768
0506501 AR FSP IZARD COUNTY,111,,1010,,1121,,35,,464,,499,,47444
0506701 AR FSP JACKSON COUNTY,572,,1877,,2449,,174,,815,,989,,104310
0506901 AR FSP JEFFERSON COUNTY,4465,,9664,,14129,,1329,,3799,,5128,,733115
0507101 AR FSP JOHNSON COUNTY,211,,1248,,1459,,70,,530,,600,,61781
0507301 AR FSP LAFAYETTE COUNTY,427,,1344,,1771,,113,,490,,603,,85661
0507501 AR FSP LAWRENCE COUNTY,3,,2579,,2582,,1,,1083,,1084,,105187
0507701 AR FSP LEE COUNTY,1088,,3587,,4675,,308,,1229,,1537,,210282
0507901 AR FSP LINCOLN COUNTY,423,,1591,,2014,,105,,561,,666,,86808
0508101 AR FSP LITTLE RIVER COUNTY,181,,1096,,1277,,71,,423,,494,,56423
0508301 AR FSP LOGAN COUNTY,259,,1495,,1754,,86,,581,,667,,77339
0508501 AR FSP LONOKE COUNTY,346,,1693,,2039,,108,,659,,767,,88972
0508701 AR FSP MADISON COUNTY,72,,830,,902,,26,,297,,323,,37775
0508901 AR FSP MARION COUNTY,133,,812,,945,,47,,307,,354,,45136
0509101 AR FSP MILLER COUNTY,1513,,2825,,4338,,545,,998,,1543,,236929
0509301 AR FSP MISSISSIPPI COUNTY,2304,,6615,,8919,,643,,2313,,2956,,411084
0509501 AR FSP MONROE COUNTY,566,,1838,,2404,,156,,699,,855,,106363
0509701 AR FSP MONTGOMERY COUNTY,12,,874,,886,,3,,339,,342,,42558
0509901 AR FSP NEVADA COUNTY,267,,766,,1033,,142,,267,,409,,44319
0510101 AR FSP NEWTON COUNTY,159,,880,,1039,,91,,310,,401,,43930
0510301 AR FSP OUACHITA COUNTY,1085,,2855,,3940,,316,,1226,,1542,,182154
0510501 AR FSP PERRY COUNTY,64,,663,,727,,15,,259,,274,,26691
0510701 AR FSP PHILLIPS COUNTY,3413,,6881,,10294,,901,,2347,,3248,,489642
0510901 AR FSP PIKE COUNTY,56,,627,,683,,18,,292,,310,,29910
0511101 AR FSP POINSETT COUNTY,747,,3043,,3790,,226,,1273,,1499,,166105
0511301 AR FSP POLK COUNTY,224,,1212,,1436,,66,,477,,543,,65366
0511501 AR FSP POPE COUNTY,541,,2664,,3205,,165,,1083,,1248,,147857
0511701 AR FSP PRAIRIE COUNTY,63,,705,,768,,20,,279,,299,,29823
0511901 AR FSP PULASKI COUNTY,6146,,17387,,23533,,1766,,6417,,8183,,1240147
0512101 AR FSP RANDOLPH COUNTY,153,,1300,,1453,,51,,581,,632,,63319
0512301 AR FSP SAINT FRANCIS COUNTY,2225,,5674,,7899,,642,,1949,,2591,,374819
0512501 AR FSP SALINE COUNTY,318,,1941,,2259,,101,,764,,865,,100954
0512701 AR FSP SCOTT COUNTY,51,,1203,,1254,,19,,472,,491,,55446
0512901 AR FSP SEARCY COUNTY,32,,852,,884,,11,,376,,387,,35108
0513101 AR FSP SEBASTIAN COUNTY,785,,3893,,4678,,260,,1500,,1760,,232725
0513301 AR FSP SEVIER COUNTY,59,,934,,993,,20,,360,,380,,44551
0513501 AR FSP SHARP COUNTY,244,,1231,,1475,,73,,525,,598,,65552
0513701 AR FSP STONE COUNTY,54,,990,,1044,,19,,407,,426,,45398
0513901 AR FSP UNION COUNTY,1415,,3495,,4910,,429,,1435,,1864,,238651
0514101 AR FSP VAN BUREN COUNTY,144,,1396,,1540,,54,,573,,627,,69842
0514301 AR FSP WASHINGTON COUNTY,1118,,3895,,5013,,349,,1542,,1891,,232074
0514501 AR FSP WHITE COUNTY,624,,3192,,3816,,203,,1385,,1588,,169201
0514701 AR FSP WOODRUFF COUNTY,407,,1560,,1967,,114,,621,,735,,83289
0514901 AR FSP YELL COUNTY,188,,1098,,1286,,55,,481,,536,,53908
0600105 CA FSP ALAMEDA COUNTY DSS,57104,,27083,,84187,,20991,,9956,,30947,,2841127
0600302 CA FSP ALPINE COUNTY DSS,101,,31,,132,,31,,16,,47,,4554
0600501 CA FSP AMADOR COUNTY DSS,554,,312,,866,,185,,136,,321,,31690
0600702 CA FSP BUTTE COUNTY DSS,13732,,4223,,17955,,4160,,2093,,6253,,642939
0600901 CA FSP CALAVERAS CO DSW,1413,,708,,2121,,459,,311,,770,,78919
0601101 CA FSP COLUSA COUNTY DSW,569,,550,,1119,,189,,187,,376,,38040
0601302 CA FSP CONTRA COSTA COUNTY DSS,28043,,8381,,36424,,9346,,4492,,13838,,1272680
0601501 CA FSP DEL NORTE CO DSW,2298,,669,,2967,,640,,301,,941,,101030
0601704 CA FSP EL DORADO COUNTY DSS,3877,,1208,,5085,,1295,,618,,1913,,191585
0601904 CA FSP FRESNO COUNTY DSW,78519,,26004,,104523,,21196,,9179,,30375,,3130931
0602102 CA FSP GLENN CO WELFARE DEPT,1508,,835,,2343,,420,,270,,690,,75095
0602303 CA FSP HUMBOLDT CO DSW,9147,,3491,,12638,,2916,,1943,,4859,,389993
0602501 CA FSP IMPERIAL CO DSW,7914,,4721,,12635,,2191,,1382,,3573,,444977
0602701 CA FSP INYO COUNTY WELF DEPT,789,,322,,1111,,248,,142,,390,,35402
0602902 CA FSP KERN,28598,,14789,,43387,,8756,,5257,,14013,,1532864
0603101 CA FSP KINGS COUNTY DPW,6333,,3699,,10032,,1915,,1252,,3167,,337798
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,4455,,1668,,6123,,1448,,756,,2204,,237970
0603501 CA FSP LASSEN CO DSW,1602,,476,,2078,,520,,229,,749,,73832
0603720 CA FSP LOS ANGELES COUNTY DPSS,394104,,151678,,545782,,130810,,80925,,211735,,20791760
0603902 CA FSP MADERA CO DSW,4988,,2590,,7578,,1527,,923,,2450,,253068
0604102 CA FSP MARIN COUNTY DSW,2812,,1571,,4383,,1048,,1108,,2156,,174513
0604301 CA FSP MARIPOSA CO DSW,760,,390,,1150,,239,,167,,406,,37169
0604501 CA FSP MENDOCINO CO WELF DEPT,4704,,2489,,7193,,1509,,1171,,2680,,255939
0604701 CA FSP MERCED CO DPW,18261,,7097,,25358,,4841,,2229,,7070,,846398
0604901 CA FSP MODOC COUNTY DSS,623,,473,,1096,,180,,185,,365,,36856
0605101 CA FSP MONO CO WELFARE DEPT,136,,79,,215,,34,,32,,66,,6992
0605302 CA FSP MONTEREY CO DSW,10525,,5219,,15744,,3223,,1873,,5096,,554762
0605502 CA FSP NAPA CO WELFARE DEPT,2514,,852,,3366,,901,,450,,1351,,115439
0605701 CA FSP NEVADA CO DPSS,1896,,786,,2682,,650,,406,,1056,,99157
0605903 CA FSP ORANGE CO DSW,38248,,17468,,55716,,11731,,7950,,19681,,1939851
0606101 CA FSP PLACER CO WELFARE DEPT,4480,,1590,,6070,,1525,,761,,2286,,203263
0606301 CA FSP PLUMAS COUNTY DSS,750,,220,,970,,235,,92,,327,,27578
0606503 CA FSP RIVERSIDE COUNTY DSS,36933,,6224,,43157,,11514,,3064,,14578,,1716244
0606703 CA FSP SACRAMENTO CO DSW,85235,,17948,,103183,,26024,,8364,,34388,,3512294
0606902 CA FSP SAN BENITO COUNTY DSS,1370,,941,,2311,,425,,283,,708,,84680
0607105 CA FSP SAN BRNDINO CO DPSS AU,91037,,18606,,109643,,27989,,7071,,35060,,3876157
0607301 CA FSP SAN DIEGO CO DSS,93738,,24928,,118666,,30944,,11102,,42046,,4335842
0607502 CA FSP SAN FRANCISCO COUNTY DSS,25533,,13361,,38894,,8480,,9952,,18432,,1559226
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,46925,,11022,,57947,,12850,,4065,,16915,,1817226
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,4822,,1895,,6717,,1627,,787,,2414,,245851
0608103 CA FSP SAN MATEO COUNTY DSS,7240,,2791,,10031,,2509,,1554,,4063,,364076
0608304 CA FSP SANTA BARBARA CO DSW,8248,,4825,,13073,,2632,,2102,,4734,,501480
0608502 CA FSP SANTA CLARA COUNTY DSS,47887,,13642,,61529,,15283,,6650,,21933,,1992623
0608702 CA FSP SANTA CRUZ CO DSW,5727,,2607,,8334,,2054,,1385,,3439,,325401
0608901 CA FSP SHASTA CO DSW,11716,,4643,,16359,,3645,,1993,,5638,,567696
0609101 CA FSP SIERRA CO HUMAN SVCS,143,,74,,217,,43,,48,,91,,8418
0609301 CA FSP SISKIYOU CO DSW,2832,,1391,,4223,,867,,564,,1431,,140656
0609502 CA FSP SOLANO CO DSW,13215,,2373,,15588,,4369,,1208,,5577,,552540
0609701 CA FSP SONOMA CO DSW,10785,,3081,,13866,,3679,,1470,,5149,,485392
0609902 CA FSP STANISLAUS CO. DSS,26444,,8227,,34671,,7687,,2720,,10407,,1117070
0610101 CA FSP SUTTER CO WELF DEPT,3671,,1900,,5571,,1130,,722,,1852,,191828
0610301 CA FSP TEHAMA CO DSW,3198,,1669,,4867,,1006,,683,,1689,,170315
0610501 CA FSP TRINITY CO DSW,762,,334,,1096,,222,,149,,371,,38585
0610704 CA FSP TULARE COUNTY DSS,31279,,12660,,43939,,8904,,4207,,13111,,1419336
0610901 CA FSP TUOLUMNE CO WELF DEPT,1932,,930,,2862,,652,,404,,1056,,105795
0611101 CA FSP VENTURA CO.,13757,,6580,,20337,,4453,,2370,,6823,,724765
0611301 CA FSP YOLO CO DSW,8888,,1207,,10095,,2837,,690,,3527,,306585
0611501 CA FSP YUBA CO WELFARE DEPT,7767,,2504,,10271,,2066,,1026,,3092,,333088
0800301 CO FSP ALAMOSA CO DSS,950,,1303,,2253,,399,,455,,854,,112353
0800701 CO FSP ARCHULETA CO DSS,67,,543,,610,,31,,174,,205,,34185
0800901 CO FSP BACA CO DSS,85,,240,,325,,44,,78,,122,,14958
0801101 CO FSP BENT CO DSS,279,,502,,781,,115,,175,,290,,36115
0801301 CO FSP BOULDER CO DSS,3032,,3736,,6768,,1400,,1597,,2997,,338624
0801501 CO FSP CHAFFEE CO DSS,326,,415,,741,,172,,156,,328,,34218
0801701 CO FSP CHEYENNE CO DSS,25,,79,,104,,15,,23,,38,,4087
0802101 CO FSP CONEJOS CO DSS,526,,1220,,1746,,289,,348,,637,,74387
0802301 CO FSP COSTILLA CO DSS,299,,569,,868,,139,,180,,319,,38710
0802501 CO FSP CROWLEY CO DSS,241,,339,,580,,106,,109,,215,,27115
0802701 CO FSP CUSTER CO DSS,75,,155,,230,,25,,53,,78,,11387
0802901 CO FSP DELTA CO DSS,615,,1313,,1928,,272,,437,,709,,89279
0803102 CO FSP DENVER,51409,,54816,,106225,,21091,,21294,,42385,,5712580
0803301 CO FSP DOLORES CO DSS,38,,54,,92,,20,,18,,38,,4440
0803701 CO FSP EAGLE CO DSS,99,,130,,229,,45,,48,,93,,11940
0803901 CO FSP ELBERT CO DSS,53,,128,,181,,25,,40,,65,,7978
0804301 CO FSP FREMONT CO DSS,1135,,1837,,2972,,483,,629,,1112,,150013
0804501 CO FSP GARFIELD CO DSS,585,,513,,1098,,229,,189,,418,,58142
0805101 CO FSP GUNN HINSDALE CO DSS,144,,250,,394,,66,,115,,181,,19415
0805501 CO FSP HUERFANO CO DSS,371,,720,,1091,,189,,251,,440,,52707
0805702 CO FSP MOUNTAIN DISTRICT 4,183,,442,,625,,88,,159,,247,,33690
0805901 CO FSP JEFFERSON CO DSS,5175,,4766,,9941,,2031,,1781,,3812,,540249
0806101 CO FSP KIOWA CO DSS,16,,27,,43,,8,,8,,16,,1764
0806301 CO FSP KIT CARSON CO DSS,117,,258,,375,,59,,80,,139,,15629
0806501 CO FSP LAKE CO DSS,39,,124,,163,,20,,40,,60,,8946
0806701 CO FSP LA PLATA CO DSS,510,,1043,,1553,,239,,359,,598,,77792
0806901 CO FSP LARIMER CO DSS,3228,,4138,,7366,,1381,,1556,,2937,,375436
0807101 CO FSP LAS ANIMAS CO DSS,925,,1539,,2464,,434,,503,,937,,111851
0807301 CO FSP LINCOLN CO DSS,112,,187,,299,,57,,61,,118,,12757
0807501 CO FSP LOGAN CO DSS,379,,797,,1176,,179,,276,,455,,52016
0807701 CO FSP MESA CO DSS,4020,,4750,,8770,,1688,,1905,,3593,,455546
0808101 CO FSP MOFFAT CO DSS,199,,307,,506,,99,,127,,226,,26846
0808301 CO FSP MONTEZUMA CO DSS,676,,1570,,2246,,274,,444,,718,,101190
0808501 CO FSP MONTROSE CO DSS,371,,991,,1362,,171,,355,,526,,68563
0808701 CO FSP MORGAN CO DSS,717,,1345,,2062,,285,,354,,639,,93898
0808901 CO FSP OTERO CO DSS,1557,,2423,,3980,,613,,712,,1325,,179585
0809101 CO FSP OURAY CO DSS,11,,52,,63,,6,,14,,20,,2877
0809301 CO FSP PARK CO DSS,56,,91,,147,,25,,29,,54,,7461
0809501 CO FSP PHILLIPS CO DSS,70,,140,,210,,44,,46,,90,,7501
0809901 CO FSP PROWERS CO DSS,751,,1031,,1782,,325,,349,,674,,76683
0810101 CO FSP PUEBLO CO DSS,10478,,6974,,17452,,4135,,2408,,6543,,918766
0810301 CO FSP RIO BLANCO CO DSS,76,,90,,166,,36,,30,,66,,8168
0810501 CO FSP RIO GRANDE CO DSS,583,,1027,,1610,,242,,307,,549,,71509
0810701 CO FSP ROUTT CO DSS,44,,273,,317,,20,,101,,121,,15187
0810901 CO FSP SAGUACHE CO DSS,220,,808,,1028,,98,,313,,411,,48338
0811101 CO FSP SAN JUAN CO DSS,11,,18,,29,,3,,7,,10,,1844
0811301 CO FSP SAN MIGUEL CO DSS,54,,64,,118,,23,,30,,53,,6188
0811501 CO FSP SEDGWICK CO DSS,83,,111,,194,,37,,28,,65,,7563
0811701 CO FSP SUMMIT CO DSS,64,,133,,197,,23,,72,,95,,10571
0811901 CO FSP TELLER CO DSS,210,,617,,827,,74,,230,,304,,43412
0812101 CO FSP WASHINGTON CO DSS,75,,145,,220,,37,,51,,88,,9764
0812301 CO FSP WELD CO DSS,3118,,6647,,9765,,1245,,2043,,3288,,450960
0812501 CO FSP YUMA CO DSS,102,,271,,373,,44,,84,,128,,15434
0990112 CT FSP BRIDGEPORT DIST THREE,17308,,1612,,18920,,5907,,858,,6765,,675090
0990317 CT FSP HARTFORD DIST ONE,32779,,2313,,35092,,12011,,1010,,13021,,1280457
0990517 CT FSP MIDDLETOWN (WD),10319,,1388,,11707,,3801,,704,,4505,,454428
0990709 CT FSP NEW HAVEN DIST TWO,20823,,2188,,23011,,7866,,1156,,9022,,838975
0990909 CT FSP NORWICH DIST FOUR,9206,,1848,,11054,,3496,,855,,4351,,389568
0991109 CT FSP STAMFORD DIST EIGHT,2441,,227,,2668,,892,,148,,1040,,132983
0991315 CT FSP TORRINGTON DIST FIVE,2130,,386,,2516,,856,,217,,1073,,93451
0991508 CT FSP WATERBURY DIST SIX,9152,,1264,,10416,,3459,,546,,4005,,407881
1000112 DE FSP KENT,3076,,3440,,6516,,1139,,1274,,2413,,336991
1000235 DE FSP NEW CASTLE,9139,,8425,,17564,,3385,,3120,,6505,,908397
1000316 DE FSP SUSSEX CO.,2175,,3186,,5361,,806,,1180,,1986,,277300
1100161 DC FSP D.C. Treasury,35657,,22326,,57983,,13671,,11503,,25174,,2902800
1200101 FL FSP ALACHUA CO DFS,6354,,6040,,12394,,2034,,2489,,4523,,712517
1200301 FL FSP BAKER CO SERVICE CENTE,468,,980,,1448,,141,,310,,451,,75114
1200501 FL FSP BAY CO DFS,2447,,7220,,9667,,811,,2766,,3577,,514382
1200701 FL FSP BRADFORD CO DFS,870,,1027,,1897,,271,,424,,695,,99835
1200901 FL FSP BREVARD CO DFS,6202,,9039,,15241,,2065,,3596,,5661,,868080
1201101 FL FSP BROWARD CO SES,11909,,20389,,32298,,3422,,8082,,11504,,1860903
1201301 FL FSP CALHOUN CO DFS,590,,965,,1555,,191,,411,,602,,80024
1201501 FL FSP CHARLOTTE CO DFS,618,,1575,,2193,,203,,627,,830,,121103
1201701 FL FSP CITRUS CO DFS,1179,,3749,,4928,,406,,1450,,1856,,287558
1201901 FL FSP CLAY CO DFS,716,,1973,,2689,,237,,712,,949,,150672
1202101 FL FSP COLLIER CO DFS,1173,,4771,,5944,,350,,1667,,2017,,328329
1202301 FL FSP COLUMBIA CO DFS,1253,,2653,,3906,,393,,1024,,1417,,208467
