NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,09/06/2019,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,, , ,,,,,
Jan 2018,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0510901 AR EBT PIKE COUNTY,14,,1410,,1424,,4,,597,,601,,150865
0511101 AR EBT POINSETT COUNTY,151,,4773,,4924,,42,,2153,,2195,,510995
0511301 AR EBT POLK COUNTY,84,,3217,,3301,,28,,1382,,1410,,341823
0511501 AR EBT POPE COUNTY,38,,6576,,6614,,12,,2831,,2843,,698873
0511701 AR EBT PRAIRIE COUNTY,17,,989,,1006,,7,,463,,470,,105754
0511901 AR EBT PULASKI COUNTY,1705,,51517,,53222,,510,,23216,,23726,,6260196
0512101 AR EBT RANDOLPH COUNTY,26,,2185,,2211,,7,,1026,,1033,,212913
0512301 AR EBT SAINT FRANCIS COUNTY,248,,5272,,5520,,74,,2460,,2534,,611774
0512501 AR EBT SALINE COUNTY,96,,7904,,8000,,30,,3422,,3452,,923479
0512701 AR EBT SCOTT COUNTY,43,,1737,,1780,,14,,704,,718,,185121
0512901 AR EBT SEARCY COUNTY,15,,872,,887,,5,,443,,448,,82788
0513101 AR EBT SEBASTIAN COUNTY,386,,17086,,17472,,113,,7615,,7728,,1911863
0513301 AR EBT SEVIER COUNTY,72,,2610,,2682,,19,,1075,,1094,,282630
0513501 AR EBT SHARP COUNTY,85,,3055,,3140,,22,,1373,,1395,,309345
0513701 AR EBT STONE COUNTY,38,,1882,,1920,,11,,880,,891,,175475
0513901 AR EBT UNION COUNTY,112,,6334,,6446,,34,,2925,,2959,,715726
0514101 AR EBT VAN BUREN COUNTY,31,,2207,,2238,,9,,993,,1002,,231737
0514301 AR EBT WASHINGTON COUNTY,356,,16730,,17086,,99,,7016,,7115,,1843419
0514501 AR EBT WHITE COUNTY,313,,9757,,10070,,94,,4296,,4390,,1084151
0514701 AR EBT WOODRUFF COUNTY,42,,1295,,1337,,12,,636,,648,,141049
0514901 AR EBT YELL COUNTY,7,,2529,,2536,,3,,1026,,1029,,253861
0515992 AR EBT 92-1 Field Operations,  ,,  ,,  ,,  ,,  ,,  ,,0
0515996 AR EBT 96-1 Field Operations,  ,,  ,,  ,,  ,,  ,,  ,,0
0600105 CA EBT ALAMEDA COUNTY DSS,11422,,90612,,102034,,4904,,50362,,55266,,14232669
0600302 CA EBT ALPINE COUNTY DSS,2,,137,,139,,2,,77,,79,,16010
0600501 CA EBT AMADOR COUNTY DSS,313,,2602,,2915,,120,,1489,,1609,,376758
0600702 CA EBT BUTTE COUNTY DSS,3750,,27224,,30974,,1507,,15466,,16973,,4161424
0600901 CA EBT CALAVERAS CO DSW,556,,4430,,4986,,208,,2559,,2767,,643519
0601101 CA EBT COLUSA COUNTY DSW,140,,1341,,1481,,60,,620,,680,,187619
0601302 CA EBT CONTRA COSTA COUNTY DSS,8259,,53061,,61320,,3515,,27622,,31137,,8393239
0601501 CA EBT DEL NORTE CO DSW,971,,4224,,5195,,355,,2247,,2602,,677876
0601704 CA EBT EL DORADO COUNTY DSS,1132,,10173,,11305,,488,,6027,,6515,,1476224
0601904 CA EBT FRESNO COUNTY DSW,30974,,173632,,204606,,11447,,77530,,88977,,28527812
0602102 CA EBT GLENN CO WELFARE DEPT,504,,2914,,3418,,193,,1298,,1491,,407717
0602303 CA EBT HUMBOLDT CO DSW,1986,,18044,,20030,,804,,11206,,12010,,2727419
0602501 CA EBT IMPERIAL CO DSW,6225,,34438,,40663,,2210,,14793,,17003,,5029062
0602701 CA EBT INYO COUNTY WELF DEPT,230,,1766,,1996,,81,,949,,1030,,246769
0602902 CA EBT KERN,25270,,131016,,156286,,9482,,58415,,67897,,20500319
0603101 CA EBT KINGS COUNTY DPW,3933,,19845,,23778,,1459,,9237,,10696,,2987273
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1330,,10321,,11651,,523,,5861,,6384,,1548021
0603501 CA EBT LASSEN CO DSW,574,,2468,,3042,,206,,1308,,1514,,401203
0603720 CA EBT LOS ANGELES COUNTY DPSS,189006,,893785,,1082791,,77181,,472117,,549298,,148680422
0603902 CA EBT MADERA CO DSW,4603,,22717,,27320,,1654,,9682,,11336,,3535270
0604102 CA EBT MARIN COUNTY DSW,1189,,8294,,9483,,518,,5328,,5846,,1306479
0604301 CA EBT MARIPOSA CO DSW,272,,1649,,1921,,104,,932,,1036,,247242
0604501 CA EBT MENDOCINO CO WELF DEPT,1146,,10340,,11486,,456,,5801,,6257,,1572888
0604701 CA EBT MERCED CO DPW,9039,,43975,,53014,,3320,,19793,,23113,,6854585
0604901 CA EBT MODOC COUNTY DSS,220,,1024,,1244,,81,,513,,594,,161775
0605101 CA EBT MONO CO WELFARE DEPT,24,,670,,694,,8,,392,,400,,96700
0605302 CA EBT MONTEREY CO DSW,6209,,40683,,46892,,2378,,18719,,21097,,6432877
0605502 CA EBT NAPA CO WELFARE DEPT,626,,5421,,6047,,258,,2783,,3041,,746358
0605701 CA EBT NEVADA CO DPSS,580,,6306,,6886,,238,,3774,,4012,,927817
0605903 CA EBT ORANGE CO DSW,23354,,199467,,222821,,9047,,102736,,111783,,29276844
0606101 CA EBT PLACER CO WELFARE DEPT,1535,,14163,,15698,,583,,7949,,8532,,1949721
0606301 CA EBT PLUMAS COUNTY DSS,165,,2036,,2201,,69,,1150,,1219,,287397
0606503 CA EBT RIVERSIDE COUNTY DSS,37888,,224137,,262025,,13894,,105781,,119675,,33874434
0606703 CA EBT SACRAMENTO CO DSW,35528,,162149,,197677,,13109,,82136,,95245,,27305059
0606902 CA EBT SAN BENITO COUNTY DSS,699,,3938,,4637,,254,,1866,,2120,,591035
0607105 CA EBT SAN BRNDINO CO DPSS AU,56198,,290819,,347017,,21383,,139035,,160418,,46033745
0607301 CA EBT SAN DIEGO CO DSS,29998,,229951,,259949,,10847,,120769,,131616,,33463588
0607502 CA EBT SAN FRANCISCO COUNTY DSS,4100,,43699,,47799,,1901,,30273,,32174,,6613841
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,15127,,86738,,101865,,6188,,40210,,46398,,13122178
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,2025,,14339,,16364,,806,,8642,,9448,,2162518
0608103 CA EBT SAN MATEO COUNTY DSS,1434,,22844,,24278,,605,,12219,,12824,,3022597
0608304 CA EBT SANTA BARBARA CO DSW,5648,,33239,,38887,,2189,,17594,,19783,,5239567
0608502 CA EBT SANTA CLARA COUNTY DSS,8373,,76935,,85308,,3415,,41164,,44579,,11042532
0608702 CA EBT SANTA CRUZ CO DSW,2451,,23489,,25940,,982,,13572,,14554,,3494876
0608901 CA EBT SHASTA CO DSW,2681,,20334,,23015,,1116,,11226,,12342,,2968356
0609101 CA EBT SIERRA CO HUMAN SVCS,18,,241,,259,,8,,145,,153,,36971
0609301 CA EBT SISKIYOU CO DSW,942,,5463,,6405,,357,,2764,,3121,,826420
0609502 CA EBT SOLANO CO DSW,5169,,32704,,37873,,2179,,18462,,20641,,5178221
0609701 CA EBT SONOMA CO DSW,2880,,26054,,28934,,1181,,15467,,16648,,3724923
0609902 CA EBT STANISLAUS CO. DSS,12339,,67426,,79765,,4600,,33627,,38227,,10470123
0610101 CA EBT SUTTER CO WELF DEPT,1899,,10267,,12166,,674,,4666,,5340,,1571077
0610301 CA EBT TEHAMA CO DSW,1080,,7897,,8977,,424,,3758,,4182,,1124430
0610501 CA EBT TRINITY CO DSW,178,,1494,,1672,,72,,918,,990,,232774
0610704 CA EBT TULARE COUNTY DSS,19911,,96262,,116173,,7214,,43749,,50963,,15470157
0610901 CA EBT TUOLUMNE CO WELF DEPT,597,,4099,,4696,,247,,2430,,2677,,607349
0611101 CA EBT VENTURA CO.,6690,,60125,,66815,,2626,,31597,,34223,,8727564
0611301 CA EBT YOLO CO DSW,1950,,16240,,18190,,741,,9284,,10025,,2466272
0611501 CA EBT YUBA CO WELFARE DEPT,2093,,10730,,12823,,755,,5281,,6036,,1681007
0800301 CO EBT ALAMOSA CO DSS,622,,3479,,4101,,339,,1903,,2242,,523031
0800701 CO EBT ARCHULETA CO DSS,97,,1080,,1177,,58,,494,,552,,132406
0800901 CO EBT BACA CO DSS,80,,522,,602,,38,,217,,255,,68675
0801101 CO EBT BENT CO DSS,155,,849,,1004,,78,,405,,483,,112309
0801301 CO EBT BOULDER CO DSS,2047,,12860,,14907,,1192,,6975,,8167,,1888838
0801501 CO EBT CHAFFEE CO DSS,123,,1168,,1291,,87,,667,,754,,160652
0801701 CO EBT CHEYENNE CO DSS,6,,176,,182,,3,,76,,79,,18989
0801901 CO EBT CLEAR CREEK,45,,417,,462,,37,,256,,293,,55601
0802101 CO EBT CONEJOS CO DSS,254,,1304,,1558,,133,,649,,782,,181188
0802301 CO EBT COSTILLA CO DSS,243,,930,,1173,,141,,476,,617,,136948
0802501 CO EBT CROWLEY CO DSS,129,,795,,924,,69,,387,,456,,106511
0802701 CO EBT CUSTER CO DSS,47,,364,,411,,22,,197,,219,,49295
0802901 CO EBT DELTA CO DSS,304,,3893,,4197,,194,,1900,,2094,,507291
0803102 CO EBT DENVER,11800,,67320,,79120,,7081,,34324,,41405,,10364931
0803301 CO EBT DOLORES CO DSS,17,,153,,170,,10,,77,,87,,18782
0803501 CO EBT DOUGLAS,330,,4354,,4684,,226,,2085,,2311,,597797
0803701 CO EBT EAGLE CO DSS,115,,1052,,1167,,62,,527,,589,,146999
0803901 CO EBT ELBERT CO DSS,71,,831,,902,,35,,363,,398,,113414
0804101 CO EBT EL PASO CO DSS,6548,,60605,,67153,,3262,,29499,,32761,,8693045
0804301 CO EBT FREMONT CO DSS,825,,6134,,6959,,441,,3188,,3629,,852047
0804501 CO EBT GARFIELD CO DSS,214,,3163,,3377,,152,,1512,,1664,,401036
0804701 CO EBT GILPIN,29,,364,,393,,19,,187,,206,,51088
0804901 CO EBT GRAND,26,,375,,401,,16,,194,,210,,46884
0805101 CO EBT GUNN HINSDALE CO DSS,112,,717,,829,,57,,425,,482,,109870
0805301 CO EBT HINSDALE,5,,23,,28,,1,,15,,16,,4730
0805501 CO EBT HUERFANO CO DSS,231,,1467,,1698,,128,,860,,988,,208267
0805701 CO EBT JACKSON,16,,87,,103,,6,,45,,51,,11899
0805901 CO EBT JEFFERSON CO DSS,3044,,24892,,27936,,1832,,12458,,14290,,3603328
0806101 CO EBT KIOWA CO DSS,12,,132,,144,,9,,64,,73,,14863
0806301 CO EBT KIT CARSON CO DSS,89,,591,,680,,41,,261,,302,,80371
0806501 CO EBT LAKE CO DSS,40,,428,,468,,18,,213,,231,,59510
0806701 CO EBT LA PLATA CO DSS,473,,3216,,3689,,266,,1652,,1918,,469884
0806901 CO EBT LARIMER CO DSS,2430,,18630,,21060,,1332,,9353,,10685,,2659899
0807101 CO EBT LAS ANIMAS CO DSS,445,,2590,,3035,,259,,1472,,1731,,385544
0807301 CO EBT LINCOLN CO DSS,24,,531,,555,,17,,234,,251,,57728
0807501 CO EBT LOGAN CO DSS,189,,1964,,2153,,117,,962,,1079,,249233
0807701 CO EBT MESA CO DSS,1960,,16270,,18230,,1046,,8019,,9065,,2263076
0807901 CO EBT MINERAL,7,,29,,36,,5,,19,,24,,4121
0808101 CO EBT MOFFAT CO DSS,132,,1311,,1443,,63,,638,,701,,182237
0808301 CO EBT MONTEZUMA CO DSS,302,,4151,,4453,,187,,1856,,2043,,555283
0808501 CO EBT MONTROSE CO DSS,346,,4332,,4678,,251,,2159,,2410,,535664
0808701 CO EBT MORGAN CO DSS,364,,2393,,2757,,165,,983,,1148,,313937
0808901 CO EBT OTERO CO DSS,513,,3593,,4106,,315,,1676,,1991,,443502
0809101 CO EBT OURAY CO DSS,17,,140,,157,,17,,81,,98,,21133
0809301 CO EBT PARK CO DSS,112,,1005,,1117,,68,,518,,586,,144962
0809501 CO EBT PHILLIPS CO DSS,29,,328,,357,,16,,150,,166,,37296
0809701 CO EBT PITKIN,19,,289,,308,,15,,209,,224,,45848
0809901 CO EBT PROWERS CO DSS,374,,1901,,2275,,192,,876,,1068,,265807
0810101 CO EBT PUEBLO CO DSS,4966,,32009,,36975,,2665,,16117,,18782,,4827740
0810301 CO EBT RIO BLANCO CO DSS,48,,488,,536,,29,,222,,251,,68047
0810501 CO EBT RIO GRANDE CO DSS,262,,1785,,2047,,161,,838,,999,,223580
0810701 CO EBT ROUTT CO DSS,85,,726,,811,,39,,408,,447,,107286
0810901 CO EBT SAGUACHE CO DSS,134,,993,,1127,,95,,509,,604,,128398
0811101 CO EBT SAN JUAN CO DSS,7,,48,,55,,5,,31,,36,,9006
0811301 CO EBT SAN MIGUEL CO DSS,11,,258,,269,,6,,136,,142,,32067
0811501 CO EBT SEDGWICK CO DSS,23,,268,,291,,14,,125,,139,,29173
0811701 CO EBT SUMMIT CO DSS,36,,504,,540,,27,,290,,317,,69654
0811901 CO EBT TELLER CO DSS,161,,1835,,1996,,103,,970,,1073,,253327
0812101 CO EBT WASHINGTON CO DSS,30,,374,,404,,20,,149,,169,,43973
0812301 CO EBT WELD CO DSS,2180,,20624,,22804,,1034,,8968,,10002,,2734699
0812501 CO EBT YUMA CO DSS,66,,806,,872,,42,,365,,407,,100316
0812701 CO EBT ADAMS CO DSS,3970,,38494,,42464,,2117,,16394,,18511,,5456726
0812901 CO EBT ARAPAHO CO. DSS,5080,,38179,,43259,,2949,,17127,,20076,,5560683
0813101 CO EBT BROOMFIELD,174,,1639,,1813,,109,,785,,894,,217388
0900002 CT EBT DEPT. OF SOCIAL SERVICES,80952,,315055,,396007,,55733,,171197,,226930,,51815140
1000112 DE EBT KENT,35749,,188,,35937,,17932,,74,,18006,,4026835
1000235 DE EBT NEW CASTLE,83700,,254,,83954,,40963,,90,,41053,,10025527
1000316 DE EBT SUSSEX CO.,23836,,126,,23962,,11130,,42,,11172,,2754094
1100161 DC EBT D.C. Treasury,37530,,76278,,113808,,21918,,47950,,69868,,15773177
1200101 FL EBT ALACHUA CO DFS,3623,,31467,,35090,,3086,,15493,,18579,,4179541
1200301 FL EBT BAKER CO SERVICE CENTE,339,,4361,,4700,,283,,1815,,2098,,552344
