NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,02/27/2018,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,, , ,,,,,
Jul 2017,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0105701 AL EBT FAYETTE CO FS OFF,573,,3023,,3596,,373,,1433,,1806,,421304
0105901 AL EBT FRANKLIN CO FS OFF,694,,4699,,5393,,447,,1951,,2398,,639089
0106101 AL EBT GENEVA CO FS OFF,696,,4379,,5075,,411,,1868,,2279,,581843
0106301 AL EBT GREENE CO FS OFF,538,,2425,,2963,,333,,1101,,1434,,349786
0106501 AL EBT HALE CO FS OFF,720,,3277,,3997,,399,,1572,,1971,,440957
0106701 AL EBT HENRY CO FS OFF,398,,2581,,2979,,242,,1234,,1476,,341082
0106901 AL EBT HOUSTON CO FS OFF,2800,,16227,,19027,,1580,,7237,,8817,,2262256
0107101 AL EBT JACKSON CO FS OFF,921,,6416,,7337,,556,,2778,,3334,,831258
0107301 AL EBT JEFFERSON CO FS OFF,16537,,93489,,110026,,10002,,43544,,53546,,13692959
0107501 AL EBT LAMAR CO FS OFF,456,,2260,,2716,,286,,1022,,1308,,312122
0107701 AL EBT LAUDERDALE CO FS OFF,1617,,9466,,11083,,1062,,4336,,5398,,1278285
0107901 AL EBT LAWRENCE CO FS OFF,853,,5154,,6007,,510,,2206,,2716,,698049
0108101 AL EBT LEE CO FOOD STAMP OFF,1886,,15070,,16956,,1146,,6483,,7629,,2034471
0108302 AL EBT LIMESTONE CO. FS OFF,1286,,8565,,9851,,834,,3638,,4472,,1129286
0108501 AL EBT LOWNDES CO FS OFF,668,,3063,,3731,,399,,1476,,1875,,456286
0108701 AL EBT MACON CO FS OFF,884,,4490,,5374,,536,,2417,,2953,,691283
0108902 AL EBT MADISON CO. FS OFF,4305,,35043,,39348,,2650,,15892,,18542,,4911809
0109101 AL EBT MARENGO CO FS OFC,1026,,3998,,5024,,694,,1892,,2586,,557297
0109301 AL EBT MARION CO FS OFF,740,,4533,,5273,,490,,2043,,2533,,596673
0109501 AL EBT MARSHALL CO FS OFF,1700,,13794,,15494,,1084,,5583,,6667,,1839474
0109701 AL EBT MOBILE CO FS OFF,11176,,76457,,87633,,6638,,33624,,40262,,10963321
0109901 AL EBT MONROE CO FS OFF,660,,3602,,4262,,395,,1554,,1949,,483774
0110101 AL EBT MONTGOMERY CO FS OFF,8232,,44137,,52369,,4220,,20109,,24329,,6788623
0110301 AL EBT MORGAN CO FS OFF,2041,,14108,,16149,,1274,,6047,,7321,,1955255
0110501 AL EBT PERRY CO FS OFF,825,,2956,,3781,,490,,1398,,1888,,423661
0110701 AL EBT PICKENS CO FS OFF,699,,3156,,3855,,446,,1380,,1826,,424774
0110901 AL EBT PIKE CO FOOD STAMP OFC,1180,,5781,,6961,,745,,2826,,3571,,850973
0111101 AL EBT RANDOLPH CO FSO,632,,4332,,4964,,362,,1860,,2222,,588030
0111301 AL EBT RUSSELL CO FS OFF,1526,,11551,,13077,,794,,4895,,5689,,1640090
0111501 AL EBT ST CLAIR CO FS OFF,1366,,9371,,10737,,778,,3979,,4757,,1283124
0111701 AL EBT SHELBY CO FS OFF,1341,,11336,,12677,,755,,4975,,5730,,1571629
0111901 AL EBT SUMTER CO FS OFF,843,,2963,,3806,,521,,1479,,2000,,441551
0112101 AL EBT TALLADEGA CO FS OFF,2475,,11443,,13918,,1591,,5257,,6848,,1597925
0112301 AL EBT TALLAPOOSA CO FS OFF,1146,,6587,,7733,,729,,2947,,3676,,903265
0112501 AL EBT TUSCALOOSA CO FS OFF,4127,,22767,,26894,,2256,,10009,,12265,,3172282
0112701 AL EBT WALKER CO FS OFF,1662,,9354,,11016,,981,,4141,,5122,,1307167
0112901 AL EBT WASHINGTON CO F S OFC,441,,2629,,3070,,298,,1196,,1494,,359707
0113101 AL EBT WILCOX CO FS OFF,988,,3391,,4379,,609,,1559,,2168,,505616
0113301 AL EBT WINSTON CO FS OFF,516,,2913,,3429,,315,,1215,,1530,,377804
0211005 AK EBT ALASKA,13388,,83454,,96842,,6709,,35060,,41769,,17636493
0400101 AZ EBT APACHE,26,,24443,,24469,,7,,10041,,10048,,3117738
0400301 AZ EBT COCHISE,519,,22078,,22597,,157,,10917,,11074,,2559347
0400501 AZ EBT COCONINO,117,,19123,,19240,,36,,8511,,8547,,2346297
0400701 AZ EBT GILA,111,,11736,,11847,,31,,5513,,5544,,1486614
0400901 AZ EBT GRAHAM,112,,6191,,6303,,32,,2829,,2861,,765568
0401101 AZ EBT GREENLEE,2,,773,,775,,1,,386,,387,,100926
0401301 AZ EBT MARICOPA,13974,,459302,,473276,,4135,,205758,,209893,,58336209
0401501 AZ EBT MOHAVE,728,,35746,,36474,,238,,18886,,19124,,4236534
0401701 AZ EBT NAVAJO,391,,29516,,29907,,109,,12234,,12343,,3731192
0401901 AZ EBT PIMA,4519,,138217,,142736,,1301,,67887,,69188,,17375942
0402101 AZ EBT PINAL,1608,,49933,,51541,,442,,21419,,21861,,6240445
0402301 AZ EBT SANTA CRUZ,193,,11917,,12110,,58,,4871,,4929,,1338888
0402501 AZ EBT YAVAPAI,306,,20097,,20403,,97,,10812,,10909,,2301294
0402701 AZ EBT YUMA,775,,42237,,43012,,213,,17092,,17305,,4941187
0402901 AZ EBT LA PAZ CO DES,87,,3361,,3448,,18,,1715,,1733,,418599
0500101 AR EBT ARKANSAS COUNTY,39,,2932,,2971,,16,,1382,,1398,,334395
0500301 AR EBT ASHLEY COUNTY,101,,3299,,3400,,31,,1542,,1573,,383178
0500501 AR EBT BAXTER COUNTY,50,,4671,,4721,,15,,2267,,2282,,494240
0500701 AR EBT BENTON COUNTY,168,,13892,,14060,,51,,5489,,5540,,1512642
0500901 AR EBT BOONE COUNTY,180,,4659,,4839,,47,,2061,,2108,,504774
0501101 AR EBT BRADLEY COUNTY,43,,2145,,2188,,14,,1030,,1044,,238452
0501301 AR EBT CALHOUN COUNTY,4,,529,,533,,1,,269,,270,,56830
0501501 AR EBT CARROLL COUNTY,12,,2691,,2703,,5,,1129,,1134,,287446
0501701 AR EBT CHICOT COUNTY,87,,2654,,2741,,25,,1232,,1257,,285102
0501901 AR EBT CLARK COUNTY,24,,2333,,2357,,7,,1162,,1169,,257821
0502101 AR EBT CLAY COUNTY,25,,1762,,1787,,8,,808,,816,,177523
0502301 AR EBT CLEBURNE COUNTY,50,,2404,,2454,,16,,1112,,1128,,265478
0502501 AR EBT CLEVELAND COUNTY,38,,1275,,1313,,12,,577,,589,,145666
0502701 AR EBT COLUMBIA COUNTY,86,,3625,,3711,,25,,1779,,1804,,408778
0502901 AR EBT CONWAY COUNTY,94,,3110,,3204,,25,,1410,,1435,,333718
0503101 AR EBT CRAIGHEAD COUNTY,366,,12444,,12810,,110,,4986,,5096,,1448080
0503301 AR EBT CRAWFORD COUNTY,132,,7549,,7681,,36,,3062,,3098,,825906
0503501 AR EBT CRITTENDEN COUNTY,406,,11950,,12356,,117,,5152,,5269,,1466378
0503701 AR EBT CROSS COUNTY,37,,2605,,2642,,11,,1133,,1144,,280645
0503901 AR EBT DALLAS COUNTY,54,,1009,,1063,,13,,507,,520,,112228
0504101 AR EBT DESHA COUNTY,63,,2709,,2772,,18,,1280,,1298,,302378
0504301 AR EBT DREW COUNTY,44,,2896,,2940,,14,,1369,,1383,,339943
0504501 AR EBT FAULKNER COUNTY,162,,10769,,10931,,52,,4665,,4717,,1286370
0504701 AR EBT FRANKLIN COUNTY,29,,2217,,2246,,7,,957,,964,,236650
0504901 AR EBT FULTON COUNTY,25,,1900,,1925,,7,,904,,911,,193817
0505101 AR EBT GARLAND COUNTY,201,,13551,,13752,,67,,6163,,6230,,1562334
0505301 AR EBT GRANT COUNTY,27,,1624,,1651,,9,,699,,708,,184031
0505501 AR EBT GREENE COUNTY,87,,5963,,6050,,28,,2632,,2660,,666872
0505701 AR EBT HEMPSTEAD COUNTY,46,,3169,,3215,,16,,1461,,1477,,340307
0505901 AR EBT HOT SPRING COUNTY,23,,4265,,4288,,10,,1943,,1953,,477137
0506101 AR EBT HOWARD COUNTY,33,,2142,,2175,,10,,865,,875,,237076
0506301 AR EBT INDEPENDENCE COUNTY,95,,4486,,4581,,34,,1907,,1941,,480664
0506501 AR EBT IZARD COUNTY,17,,1592,,1609,,5,,752,,757,,157195
0506701 AR EBT JACKSON COUNTY,93,,2813,,2906,,28,,1369,,1397,,332680
0506901 AR EBT JEFFERSON COUNTY,432,,13699,,14131,,136,,6430,,6566,,1684676
0507101 AR EBT JOHNSON COUNTY,84,,4038,,4122,,26,,1703,,1729,,449527
0507301 AR EBT LAFAYETTE COUNTY,28,,1172,,1200,,7,,588,,595,,116543
0507501 AR EBT LAWRENCE COUNTY,42,,2408,,2450,,13,,1085,,1098,,239837
0507701 AR EBT LEE COUNTY,123,,2115,,2238,,41,,1113,,1154,,254181
0507901 AR EBT LINCOLN COUNTY,37,,1720,,1757,,12,,823,,835,,188115
0508101 AR EBT LITTLE RIVER COUNTY,54,,1721,,1775,,16,,792,,808,,191813
0508301 AR EBT LOGAN COUNTY,40,,3111,,3151,,12,,1356,,1368,,325700
0508501 AR EBT LONOKE COUNTY,114,,6498,,6612,,35,,2793,,2828,,736840
0508701 AR EBT MADISON COUNTY,24,,2005,,2029,,7,,802,,809,,220825
0508901 AR EBT MARION COUNTY,52,,2105,,2157,,14,,962,,976,,220040
0509101 AR EBT MILLER COUNTY,317,,6674,,6991,,95,,2901,,2996,,796328
0509301 AR EBT MISSISSIPPI COUNTY,277,,8886,,9163,,87,,3766,,3853,,1009366
0509501 AR EBT MONROE COUNTY,38,,1547,,1585,,13,,765,,778,,163853
0509701 AR EBT MONTGOMERY COUNTY,19,,1138,,1157,,5,,528,,533,,118812
0509901 AR EBT NEVADA COUNTY,27,,1413,,1440,,7,,621,,628,,152317
0510101 AR EBT NEWTON COUNTY,7,,978,,985,,3,,449,,452,,90373
0510301 AR EBT OUACHITA COUNTY,145,,4048,,4193,,41,,1883,,1924,,469180
0510501 AR EBT PERRY COUNTY,12,,1276,,1288,,3,,556,,559,,141507
0510701 AR EBT PHILLIPS COUNTY,439,,5831,,6270,,131,,2667,,2798,,695458
0510901 AR EBT PIKE COUNTY,14,,1390,,1404,,4,,601,,605,,154275
0511101 AR EBT POINSETT COUNTY,136,,4637,,4773,,40,,2125,,2165,,507950
0511301 AR EBT POLK COUNTY,77,,3264,,3341,,22,,1403,,1425,,363824
0511501 AR EBT POPE COUNTY,33,,6443,,6476,,10,,2741,,2751,,701574
0511701 AR EBT PRAIRIE COUNTY,22,,906,,928,,8,,450,,458,,99141
0511901 AR EBT PULASKI COUNTY,1802,,50590,,52392,,549,,22727,,23276,,6323287
0512101 AR EBT RANDOLPH COUNTY,20,,2242,,2262,,6,,1046,,1052,,228814
0512301 AR EBT SAINT FRANCIS COUNTY,248,,5444,,5692,,76,,2486,,2562,,656662
0512501 AR EBT SALINE COUNTY,62,,7841,,7903,,22,,3373,,3395,,930681
0512701 AR EBT SCOTT COUNTY,23,,1675,,1698,,8,,700,,708,,176413
0512901 AR EBT SEARCY COUNTY,19,,955,,974,,8,,469,,477,,86247
0513101 AR EBT SEBASTIAN COUNTY,336,,16830,,17166,,97,,7466,,7563,,1942414
0513301 AR EBT SEVIER COUNTY,48,,2596,,2644,,15,,1070,,1085,,286941
0513501 AR EBT SHARP COUNTY,89,,3062,,3151,,23,,1386,,1409,,328046
0513701 AR EBT STONE COUNTY,36,,1919,,1955,,12,,877,,889,,188359
0513901 AR EBT UNION COUNTY,90,,6256,,6346,,28,,2924,,2952,,740551
0514101 AR EBT VAN BUREN COUNTY,20,,2360,,2380,,5,,1061,,1066,,261254
0514301 AR EBT WASHINGTON COUNTY,272,,16846,,17118,,78,,6983,,7061,,1885099
0514501 AR EBT WHITE COUNTY,272,,9734,,10006,,80,,4255,,4335,,1126222
0514701 AR EBT WOODRUFF COUNTY,36,,1320,,1356,,13,,658,,671,,145480
0514901 AR EBT YELL COUNTY,0,,2534,,2534,,0,,1020,,1020,,266283
0515992 AR EBT 92-1 Field Operations,0,,0,,0,,0,,0,,0,,0
0515996 AR EBT 96-1 Field Operations,0,,0,,0,,0,,0,,0,,0
0600105 CA EBT ALAMEDA COUNTY DSS,11719,,92429,,104148,,5038,,50537,,55575,,14790381
0600302 CA EBT ALPINE COUNTY DSS,1,,137,,138,,1,,75,,76,,16862
0600501 CA EBT AMADOR COUNTY DSS,300,,2697,,2997,,118,,1531,,1649,,389592
0600702 CA EBT BUTTE COUNTY DSS,3805,,27050,,30855,,1531,,15082,,16613,,4138288
0600901 CA EBT CALAVERAS CO DSW,511,,4459,,4970,,192,,2587,,2779,,658867
0601101 CA EBT COLUSA COUNTY DSW,196,,1326,,1522,,80,,605,,685,,185279
0601302 CA EBT CONTRA COSTA COUNTY DSS,8638,,52901,,61539,,3669,,27268,,30937,,8545164
0601501 CA EBT DEL NORTE CO DSW,1023,,4220,,5243,,358,,2204,,2562,,683062
0601704 CA EBT EL DORADO COUNTY DSS,1200,,10805,,12005,,503,,6298,,6801,,1582554
0601904 CA EBT FRESNO COUNTY DSW,31046,,171673,,202719,,11423,,76082,,87505,,29389273
0602102 CA EBT GLENN CO WELFARE DEPT,491,,2860,,3351,,191,,1276,,1467,,402901
0602303 CA EBT HUMBOLDT CO DSW,2063,,18208,,20271,,831,,11163,,11994,,2767622
0602501 CA EBT IMPERIAL CO DSW,6264,,34967,,41231,,2205,,14827,,17032,,5160142
0602701 CA EBT INYO COUNTY WELF DEPT,201,,1726,,1927,,77,,931,,1008,,246090
0602902 CA EBT KERN,24972,,133691,,158663,,9350,,58950,,68300,,20779685
0603101 CA EBT KINGS COUNTY DPW,3908,,19665,,23573,,1416,,9018,,10434,,2963708
0603301 CA EBT LAKE CO DEPT OF SOC SVCS,1388,,10345,,11733,,540,,5801,,6341,,1562282
0603501 CA EBT LASSEN CO DSW,618,,2545,,3163,,222,,1362,,1584,,434649
0603720 CA EBT LOS ANGELES COUNTY DPSS,197340,,855014,,1052354,,80448,,444426,,524874,,148482879
0603902 CA EBT MADERA CO DSW,4389,,23217,,27606,,1602,,9779,,11381,,3615514
0604102 CA EBT MARIN COUNTY DSW,1188,,8244,,9432,,526,,5240,,5766,,1315560
0604301 CA EBT MARIPOSA CO DSW,205,,1618,,1823,,79,,934,,1013,,235696
0604501 CA EBT MENDOCINO CO WELF DEPT,1304,,10352,,11656,,522,,5714,,6236,,1594738
0604701 CA EBT MERCED CO DPW,9358,,44963,,54321,,3440,,20022,,23462,,7052210
0604901 CA EBT MODOC COUNTY DSS,207,,942,,1149,,78,,461,,539,,153150
0605101 CA EBT MONO CO WELFARE DEPT,30,,643,,673,,9,,383,,392,,92347
0605302 CA EBT MONTEREY CO DSW,5344,,38372,,43716,,2087,,17962,,20049,,5567734
0605502 CA EBT NAPA CO WELFARE DEPT,616,,5480,,6096,,262,,2836,,3098,,744338
0605701 CA EBT NEVADA CO DPSS,611,,6477,,7088,,242,,3865,,4107,,956674
0605903 CA EBT ORANGE CO DSW,24484,,204272,,228756,,9500,,103740,,113240,,30319975
0606101 CA EBT PLACER CO WELFARE DEPT,1590,,14433,,16023,,628,,7998,,8626,,2027859
0606301 CA EBT PLUMAS COUNTY DSS,164,,1786,,1950,,67,,1041,,1108,,268641
0606503 CA EBT RIVERSIDE COUNTY DSS,38261,,229295,,267556,,14066,,107285,,121351,,34947540
0606703 CA EBT SACRAMENTO CO DSW,36636,,164983,,201619,,13700,,83083,,96783,,28730770
0606902 CA EBT SAN BENITO COUNTY DSS,617,,4212,,4829,,230,,1943,,2173,,605172
0607105 CA EBT SAN BRNDINO CO DPSS AU,59632,,299874,,359506,,22576,,142404,,164980,,48286846
0607301 CA EBT SAN DIEGO CO DSS,32421,,230841,,263262,,11766,,119570,,131336,,34596995
0607502 CA EBT SAN FRANCISCO COUNTY DSS,4253,,44368,,48621,,1969,,30631,,32600,,6809449
0607702 CA EBT SAN JOAQUIN CO HUMAN SVCS AGCY,15906,,89945,,105851,,6444,,41386,,47830,,13858577
0607901 CA EBT SAN LUIS OBISPO COUNTY DSS,1986,,14808,,16794,,798,,8669,,9467,,2237329
0608103 CA EBT SAN MATEO COUNTY DSS,1611,,23673,,25284,,667,,12575,,13242,,3225379
0608304 CA EBT SANTA BARBARA CO DSW,4956,,31747,,36703,,1872,,16179,,18051,,4855890
0608502 CA EBT SANTA CLARA COUNTY DSS,9030,,79794,,88824,,3711,,41981,,45692,,11717736
0608702 CA EBT SANTA CRUZ CO DSW,2459,,22829,,25288,,989,,13236,,14225,,3332141
0608901 CA EBT SHASTA CO DSW,2816,,20268,,23084,,1162,,11146,,12308,,3013936
0609101 CA EBT SIERRA CO HUMAN SVCS,27,,232,,259,,11,,144,,155,,36843
0609301 CA EBT SISKIYOU CO DSW,910,,5403,,6313,,345,,2722,,3067,,829275
0609502 CA EBT SOLANO CO DSW,5530,,33474,,39004,,2309,,18489,,20798,,5381760
0609701 CA EBT SONOMA CO DSW,2997,,26678,,29675,,1219,,15771,,16990,,3858944
0609902 CA EBT STANISLAUS CO. DSS,13196,,69166,,82362,,5072,,34483,,39555,,10898718
0610101 CA EBT SUTTER CO WELF DEPT,1937,,10514,,12451,,683,,4741,,5424,,1621524
0610301 CA EBT TEHAMA CO DSW,1145,,8071,,9216,,439,,3826,,4265,,1163025
0610501 CA EBT TRINITY CO DSW,147,,1496,,1643,,62,,874,,936,,225747
0610704 CA EBT TULARE COUNTY DSS,19168,,96752,,115920,,7026,,43154,,50180,,15594875
0610901 CA EBT TUOLUMNE CO WELF DEPT,618,,4331,,4949,,246,,2559,,2805,,631882
0611101 CA EBT VENTURA CO.,6509,,61384,,67893,,2589,,31788,,34377,,8940958
0611301 CA EBT YOLO CO DSW,2067,,16477,,18544,,794,,8962,,9756,,2486666
0611501 CA EBT YUBA CO WELFARE DEPT,2157,,10868,,13025,,800,,5213,,6013,,1729175
0800301 CO EBT ALAMOSA CO DSS,645,,3320,,3965,,336,,1769,,2105,,506947
0800701 CO EBT ARCHULETA CO DSS,73,,1015,,1088,,54,,452,,506,,126911
0800901 CO EBT BACA CO DSS,85,,500,,585,,39,,209,,248,,67604
0801101 CO EBT BENT CO DSS,124,,824,,948,,72,,393,,465,,107311
0801301 CO EBT BOULDER CO DSS,2053,,12403,,14456,,1224,,6553,,7777,,1835386
0801501 CO EBT CHAFFEE CO DSS,112,,1068,,1180,,80,,616,,696,,144005
0801701 CO EBT CHEYENNE CO DSS,9,,157,,166,,5,,73,,78,,20678
0801901 CO EBT CLEAR CREEK,52,,435,,487,,43,,247,,290,,55631
0802101 CO EBT CONEJOS CO DSS,242,,1319,,1561,,133,,635,,768,,181417
0802301 CO EBT COSTILLA CO DSS,222,,887,,1109,,130,,462,,592,,136087
0802501 CO EBT CROWLEY CO DSS,128,,694,,822,,68,,344,,412,,96239
0802701 CO EBT CUSTER CO DSS,35,,337,,372,,18,,185,,203,,45891
0802901 CO EBT DELTA CO DSS,305,,3691,,3996,,197,,1806,,2003,,487051
0803102 CO EBT DENVER,12655,,64193,,76848,,7507,,31756,,39263,,10097782
0803301 CO EBT DOLORES CO DSS,13,,164,,177,,9,,74,,83,,21425
0803501 CO EBT DOUGLAS,342,,4059,,4401,,243,,1959,,2202,,564639
0803701 CO EBT EAGLE CO DSS,105,,1125,,1230,,61,,544,,605,,163919
0803901 CO EBT ELBERT CO DSS,80,,778,,858,,39,,338,,377,,109575
0804101 CO EBT EL PASO CO DSS,6357,,58072,,64429,,3242,,27573,,30815,,8371736
0804301 CO EBT FREMONT CO DSS,905,,5699,,6604,,456,,2933,,3389,,820580
0804501 CO EBT GARFIELD CO DSS,236,,3018,,3254,,173,,1447,,1620,,391056
0804701 CO EBT GILPIN,30,,346,,376,,22,,183,,205,,50026
0804901 CO EBT GRAND,37,,387,,424,,19,,189,,208,,45946
0805101 CO EBT GUNN HINSDALE CO DSS,84,,703,,787,,46,,393,,439,,103852
0805301 CO EBT HINSDALE,5,,18,,23,,1,,11,,12,,2645
0805501 CO EBT HUERFANO CO DSS,220,,1420,,1640,,135,,805,,940,,212766
0805701 CO EBT JACKSON,13,,69,,82,,6,,36,,42,,8275
0805901 CO EBT JEFFERSON CO DSS,3069,,25094,,28163,,1872,,12405,,14277,,3660416
0806101 CO EBT KIOWA CO DSS,11,,146,,157,,9,,67,,76,,18043
0806301 CO EBT KIT CARSON CO DSS,60,,502,,562,,29,,224,,253,,63829
0806501 CO EBT LAKE CO DSS,46,,406,,452,,24,,214,,238,,62140
0806701 CO EBT LA PLATA CO DSS,474,,2997,,3471,,284,,1487,,1771,,438665
0806901 CO EBT LARIMER CO DSS,2364,,17323,,19687,,1293,,8601,,9894,,2502145
0807101 CO EBT LAS ANIMAS CO DSS,422,,2586,,3008,,248,,1456,,1704,,379535
0807301 CO EBT LINCOLN CO DSS,18,,507,,525,,15,,231,,246,,57831
0807501 CO EBT LOGAN CO DSS,151,,1895,,2046,,99,,914,,1013,,236462
0807701 CO EBT MESA CO DSS,1937,,15781,,17718,,1019,,7649,,8668,,2251359
0807901 CO EBT MINERAL,7,,18,,25,,5,,14,,19,,3230
0808101 CO EBT MOFFAT CO DSS,137,,1321,,1458,,66,,633,,699,,187884
0808301 CO EBT MONTEZUMA CO DSS,290,,3957,,4247,,187,,1728,,1915,,534990
0808501 CO EBT MONTROSE CO DSS,378,,4223,,4601,,266,,2082,,2348,,543557
0808701 CO EBT MORGAN CO DSS,323,,2322,,2645,,157,,971,,1128,,319796
0808901 CO EBT OTERO CO DSS,518,,3589,,4107,,319,,1642,,1961,,465149
0809101 CO EBT OURAY CO DSS,15,,153,,168,,13,,83,,96,,20693
0809301 CO EBT PARK CO DSS,122,,890,,1012,,75,,476,,551,,135469
0809501 CO EBT PHILLIPS CO DSS,38,,328,,366,,22,,147,,169,,36639
0809701 CO EBT PITKIN,19,,255,,274,,16,,179,,195,,38845
0809901 CO EBT PROWERS CO DSS,424,,1975,,2399,,209,,902,,1111,,278805
0810101 CO EBT PUEBLO CO DSS,5136,,32080,,37216,,2811,,16170,,18981,,4983475
0810301 CO EBT RIO BLANCO CO DSS,47,,432,,479,,31,,190,,221,,59388
0810501 CO EBT RIO GRANDE CO DSS,280,,1804,,2084,,174,,831,,1005,,234419
0810701 CO EBT ROUTT CO DSS,56,,771,,827,,33,,438,,471,,111640
0810901 CO EBT SAGUACHE CO DSS,126,,1039,,1165,,87,,514,,601,,136706
0811101 CO EBT SAN JUAN CO DSS,5,,48,,53,,5,,29,,34,,8282
0811301 CO EBT SAN MIGUEL CO DSS,10,,262,,272,,5,,135,,140,,33562
0811501 CO EBT SEDGWICK CO DSS,25,,267,,292,,14,,119,,133,,31259
0811701 CO EBT SUMMIT CO DSS,50,,473,,523,,27,,276,,303,,69754
0811901 CO EBT TELLER CO DSS,176,,1792,,1968,,105,,931,,1036,,255281
0812101 CO EBT WASHINGTON CO DSS,39,,384,,423,,26,,151,,177,,48011
0812301 CO EBT WELD CO DSS,2275,,20828,,23103,,1085,,8754,,9839,,2834975
0812501 CO EBT YUMA CO DSS,79,,775,,854,,44,,362,,406,,95835
0812701 CO EBT ADAMS CO DSS,4288,,40487,,44775,,2233,,17250,,19483,,5868003
0812901 CO EBT ARAPAHO CO. DSS,5138,,38243,,43381,,2998,,17017,,20015,,5660215
0813101 CO EBT BROOMFIELD,187,,1568,,1755,,118,,763,,881,,216241
0900002 CT EBT DEPT. OF SOCIAL SERVICES,63925,,338832,,402757,,49672,,181682,,231354,,53490690
1000112 DE EBT KENT,35643,,191,,35834,,17817,,67,,17884,,4044043
1000235 DE EBT NEW CASTLE,79116,,181,,79297,,38932,,66,,38998,,9609854
1000316 DE EBT SUSSEX CO.,28432,,132,,28564,,13095,,49,,13144,,3308545
1100161 DC EBT D.C. Treasury,24426,,96749,,121175,,9146,,60247,,69393,,16158736
1200101 FL EBT ALACHUA CO DFS,3670,,30486,,34156,,3016,,14781,,17797,,4113676
1200301 FL EBT BAKER CO SERVICE CENTE,350,,4212,,4562,,287,,1730,,2017,,547749
