NATIONAL DATA BANK VERSION 8.2 - PUBLIC USE,,,,,,,,06/21/2012,,,,,
SS7 - CHOOSE UP TO 99 VARIABLES - SUBSTATES ASCENDING ,,,,,,,,12:23 PM,,,,,
Jan 1994,,,,,,,,,,,,,
Substate/Region,SNAP All Persons Public Assistance Participation,,SNAP All Persons Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA People,,SNAP All Households Public Assistance Participation,,SNAP All Households Non-Public Assistance Participation,,Calc: SNAP Total PA and Non-PA Households,,SNAP All Total Actual PA & Non-PA Issuance
0103901 AL FSP COVINGTON CO FS OFF,2313,,3673,,5986,,721,,1735,,2456,,378337
0104101 AL FSP CRENSHAW CO FSO,1317,,985,,2302,,387,,576,,963,,142907
0104301 AL FSP CULLMAN CO FS OFF,2540,,3725,,6265,,833,,1739,,2572,,380406
0104501 AL FSP DALE CO FS OFF,2875,,4383,,7258,,748,,1920,,2668,,484204
0104701 AL FSP DALLAS CO FS OFF,9398,,5945,,15343,,2233,,3562,,5795,,1023187
0104901 AL FSP DEKALB CO FS OFF,2411,,3100,,5511,,778,,1466,,2244,,348184
0105101 AL FSP ELMORE CO FS OFF,2263,,2981,,5244,,552,,1213,,1765,,326715
0105301 AL FSP ESCAMBIA CO FS OFF,2419,,3963,,6382,,693,,1755,,2448,,425651
0105501 AL FSP ETOWQH CO FS OFF,5147,,7260,,12407,,1566,,3612,,5178,,827388
0105701 AL FSP FAYETTE CO FS OFF,1386,,1216,,2602,,435,,762,,1197,,169110
0105901 AL FSP FRANKLIN CO FS OFF,1840,,1768,,3608,,593,,983,,1576,,214015
0106101 AL FSP GENEVA CO FS OFF,1655,,1867,,3522,,509,,916,,1425,,219840
0106301 AL FSP GREENE CO FS OFF,1892,,1731,,3623,,518,,828,,1346,,229839
0106501 AL FSP HALE CO FS OFF,1652,,2740,,4392,,431,,1094,,1525,,274765
0106701 AL FSP HENRY CO FS OFF,1614,,1076,,2690,,499,,698,,1197,,164340
0106901 AL FSP HOUSTON CO FS OFF,4975,,5789,,10764,,1415,,2721,,4136,,706399
0107101 AL FSP JACKSON CO FS OFF,2170,,3213,,5383,,681,,1564,,2245,,328546
0107301 AL FSP JEFFERSON CO FS OFF,39807,,39038,,78845,,10773,,20413,,31186,,5720596
0107501 AL FSP LAMAR CO FS OFF,875,,1040,,1915,,321,,534,,855,,113694
0107701 AL FSP LAUDERDALE CO FS OFF,2963,,3913,,6876,,914,,1842,,2756,,452898
0107901 AL FSP LAWRENCE CO FS OFF,1745,,2255,,4000,,494,,1022,,1516,,251157
0108101 AL FSP LEE CO FOOD STAMP OFF,3327,,4944,,8271,,936,,2218,,3154,,566961
0108301 AL WRI LIMESTONE CO FS OFF,1936,,3639,,5575,,936,,1432,,2368,,366277
0108501 AL FSP LOWNDES CO FS OFF,2352,,2014,,4366,,502,,950,,1452,,270077
0108701 AL FSP MACON CO FS OFF,3587,,3977,,7564,,1006,,2181,,3187,,568410
0108901 AL WRI MADISON CO FS OFF,10429,,14085,,24514,,4150,,6697,,10847,,1874154
0109101 AL FSP MARENGO CO FS OFC,2717,,2579,,5296,,740,,1255,,1995,,332716
0109301 AL FSP MARION CO FS OFF,1671,,1828,,3499,,564,,939,,1503,,208004
0109501 AL FSP MARSHALL CO FS OFF,3719,,3396,,7115,,1231,,1724,,2955,,460412
0109701 AL FSP MOBILE CO FS OFF,31704,,40951,,72655,,7809,,19810,,27619,,5395917
0109901 AL FSP MONROE CO FS OFF,1756,,2308,,4064,,398,,958,,1356,,259600
0110101 AL FSP MONTGOMERY CO FS OFF,18455,,17179,,35634,,4309,,9044,,13353,,2526159
0110301 AL FSP MORGAN CO FS OFF,3173,,4677,,7850,,915,,2044,,2959,,533731
0110501 AL FSP PERRY CO FS OFF,2834,,2246,,5080,,720,,1264,,1984,,333406
0110701 AL FSP PICKENS CO FS OFF,2390,,2075,,4465,,607,,961,,1568,,276501
0110901 AL FSP PIKE CO FOOD STAMP OFC,3137,,2436,,5573,,896,,1360,,2256,,346774
0111101 AL FSP RANDOLPH CO FSO,1252,,1427,,2679,,357,,664,,1021,,167469
0111301 AL FSP RUSSELL CO FS OFF,3363,,4967,,8330,,912,,2190,,3102,,586722
0111501 AL FSP ST CLAIR CO FS OFF,2167,,4081,,6248,,580,,1709,,2289,,430704
0111701 AL FSP SHELBY CO FS OFF,1900,,3452,,5352,,544,,1479,,2023,,358492
0111901 AL FSP SUMTER CO FS OFF,2929,,2054,,4983,,792,,1172,,1964,,332000
0112101 AL FSP TALLADEGA CO FS OFF,6054,,6313,,12367,,1645,,3168,,4813,,816715
0112301 AL FSP TALLAPOOSA CO FS OFF,2424,,3352,,5776,,678,,1598,,2276,,382656
0112501 AL FSP TUSCALOOSA CO FS OFF,8631,,10319,,18950,,2264,,5049,,7313,,1307650
0112701 AL FSP WALKER CO FS OFF,3280,,3883,,7163,,929,,1864,,2793,,496305
0112901 AL FSP WASHINGTON CO F S OFC,1696,,1552,,3248,,463,,755,,1218,,215686
0113101 AL FSP WILCOX CO FS OFF,3664,,1839,,5503,,834,,1236,,2070,,336829
0113301 AL FSP WINSTON CO FS OFF,983,,1014,,1997,,321,,513,,834,,114135
0211005 AK FSP ALASKA,15608,,11919,,27527,,5377,,5038,,10415,,2357899
0400101 AZ FSP APACHE,10350,,13966,,24316,,2491,,4034,,6525,,1543613
0400301 AZ FSP COCHISE,7387,,9468,,16855,,2334,,3991,,6325,,1144169
0400501 AZ FSP COCONINO,6343,,9427,,15770,,1708,,3104,,4812,,1049776
0400701 AZ FSP GILA,3806,,5060,,8866,,1080,,2021,,3101,,589358
0400901 AZ FSP GRAHAM,2481,,3081,,5562,,696,,1220,,1916,,365915
0401101 AZ FSP GREENLEE,502,,567,,1069,,161,,270,,431,,71387
0401301 AZ FSP MARICOPA,127010,,126408,,253418,,39909,,56977,,96886,,17945322
0401501 AZ FSP MOHAVE,5836,,10552,,16388,,1808,,4654,,6462,,1196209
0401701 AZ FSP NAVAJO,9251,,12120,,21371,,2336,,3797,,6133,,1371650
0401901 AZ FSP PIMA,38342,,46714,,85056,,11961,,20977,,32938,,5979174
0402101 AZ FSP PINAL,12432,,12769,,25201,,3453,,5218,,8671,,1709926
0402301 AZ FSP SANTA CRUZ,1860,,4072,,5932,,555,,1347,,1902,,386545
0402501 AZ FSP YAVAPAI,3776,,7030,,10806,,1199,,3226,,4425,,751986
0402701 AZ FSP YUMA,7892,,13960,,21852,,2425,,5162,,7587,,1432814
0402901 AZ FSP LA PAZ CO DES,1178,,1735,,2913,,346,,836,,1182,,207256
0500101 AR FSP ARKANSAS COUNTY,590,,2352,,2942,,187,,938,,1125,,187724
0500301 AR FSP ASHLEY COUNTY,832,,3171,,4003,,267,,1264,,1531,,248092
0500501 AR FSP BAXTER COUNTY,337,,2323,,2660,,111,,881,,992,,168078
0500701 AR FSP BENTON COUNTY,651,,4149,,4800,,229,,1513,,1742,,296992
0500901 AR FSP BOONE COUNTY,346,,2173,,2519,,112,,873,,985,,150827
0501101 AR FSP BRADLEY COUNTY,381,,1632,,2013,,130,,700,,830,,126359
0501301 AR FSP CALHOUN COUNTY,89,,649,,738,,30,,259,,289,,40673
0501501 AR FSP CARROLL COUNTY,182,,1063,,1245,,56,,439,,495,,75861
0501701 AR FSP CHICOT COUNTY,1210,,3319,,4529,,361,,1257,,1618,,277137
0501901 AR FSP CLARK COUNTY,332,,2078,,2410,,114,,913,,1027,,152986
0502101 AR FSP CLAY COUNTY,293,,1576,,1869,,95,,695,,790,,103177
0502301 AR FSP CLEBURNE COUNTY,323,,1628,,1951,,99,,658,,757,,123690
0502501 AR FSP CLEVELAND COUNTY,146,,817,,963,,46,,346,,392,,58409
0502701 AR FSP COLUMBIA COUNTY,1397,,3371,,4768,,416,,1594,,2010,,310849
0502901 AR FSP CONWAY COUNTY,413,,2083,,2496,,129,,985,,1114,,143537
0503101 AR FSP CRAIGHEAD COUNTY,1390,,5521,,6911,,468,,2301,,2769,,433554
0503301 AR FSP CRAWFORD COUNTY,1098,,3775,,4873,,354,,1377,,1731,,301959
0503501 AR FSP CRITTENDEN COUNTY,2086,,7924,,10010,,593,,2665,,3258,,614605
0503701 AR FSP CROSS COUNTY,861,,2837,,3698,,356,,914,,1270,,219871
0503901 AR FSP DALLAS COUNTY,168,,1285,,1453,,54,,503,,557,,82740
0504101 AR FSP DESHA COUNTY,1024,,2721,,3745,,304,,1024,,1328,,223543
0504301 AR FSP DREW COUNTY,546,,1725,,2271,,182,,718,,900,,147384
0504501 AR FSP FAULKNER COUNTY,576,,3132,,3708,,186,,1187,,1373,,233261
0504701 AR FSP FRANKLIN COUNTY,199,,1282,,1481,,64,,521,,585,,91068
0504901 AR FSP FULTON COUNTY,232,,1629,,1861,,76,,663,,739,,107464
0505101 AR FSP GARLAND COUNTY,1525,,5808,,7333,,501,,2494,,2995,,489185
0505301 AR FSP GRANT COUNTY,134,,1016,,1150,,48,,395,,443,,66051
0505501 AR FSP GREENE COUNTY,495,,2696,,3191,,153,,1148,,1301,,182131
0505701 AR FSP HEMPSTEAD COUNTY,587,,3007,,3594,,176,,1291,,1467,,221678
0505901 AR FSP HOT SPRING COUNTY,578,,2623,,3201,,192,,1070,,1262,,204731
0506101 AR FSP HOWARD COUNTY,44,,1338,,1382,,14,,528,,542,,82341
0506301 AR FSP INDEPENDENCE COUNTY,492,,2618,,3110,,155,,1104,,1259,,172344
0506501 AR FSP IZARD COUNTY,183,,1356,,1539,,58,,548,,606,,88311
0506701 AR FSP JACKSON COUNTY,531,,2439,,2970,,166,,987,,1153,,170739
0506901 AR FSP JEFFERSON COUNTY,4623,,11982,,16605,,1417,,5038,,6455,,1120181
0507101 AR FSP JOHNSON COUNTY,263,,1584,,1847,,92,,654,,746,,107015
0507301 AR FSP LAFAYETTE COUNTY,428,,1508,,1936,,122,,624,,746,,117840
0507501 AR FSP LAWRENCE COUNTY,50,,2895,,2945,,19,,1188,,1207,,163084
0507701 AR FSP LEE COUNTY,995,,3589,,4584,,283,,1421,,1704,,278790
0507901 AR FSP LINCOLN COUNTY,428,,1704,,2132,,131,,648,,779,,125872
0508101 AR FSP LITTLE RIVER COUNTY,178,,1387,,1565,,56,,553,,609,,93565
0508301 AR FSP LOGAN COUNTY,405,,1871,,2276,,147,,730,,877,,140724
0508501 AR FSP LONOKE COUNTY,588,,3033,,3621,,198,,1106,,1304,,220603
0508701 AR FSP MADISON COUNTY,87,,1077,,1164,,28,,386,,414,,63777
0508901 AR FSP MARION COUNTY,190,,1559,,1749,,67,,581,,648,,106972
0509101 AR FSP MILLER COUNTY,1822,,4867,,6689,,591,,1960,,2551,,474692
0509301 AR FSP MISSISSIPPI COUNTY,2133,,6950,,9083,,614,,2649,,3263,,527854
0509501 AR FSP MONROE COUNTY,696,,2019,,2715,,191,,835,,1026,,162074
0509701 AR FSP MONTGOMERY COUNTY,74,,914,,988,,26,,366,,392,,60827
0509901 AR FSP NEVADA COUNTY,189,,1009,,1198,,58,,454,,512,,69404
0510101 AR FSP NEWTON COUNTY,144,,1187,,1331,,57,,473,,530,,76143
0510301 AR FSP OUACHITA COUNTY,1389,,3774,,5163,,450,,1675,,2125,,331165
0510501 AR FSP PERRY COUNTY,32,,780,,812,,11,,323,,334,,43843
0510701 AR FSP PHILLIPS COUNTY,3232,,7736,,10968,,897,,2914,,3811,,675472
0510901 AR FSP PIKE COUNTY,92,,835,,927,,31,,362,,393,,53527
0511101 AR FSP POINSETT COUNTY,1052,,4075,,5127,,313,,1740,,2053,,312706
0511301 AR FSP POLK COUNTY,363,,1949,,2312,,110,,704,,814,,138536
0511501 AR FSP POPE COUNTY,653,,3598,,4251,,220,,1423,,1643,,260499
0511701 AR FSP PRAIRIE COUNTY,106,,977,,1083,,41,,394,,435,,64029
0511901 AR FSP PULASKI COUNTY,6408,,28599,,35007,,1937,,10939,,12876,,2334918
0512101 AR FSP RANDOLPH COUNTY,327,,2352,,2679,,105,,912,,1017,,153734
0512301 AR FSP SAINT FRANCIS COUNTY,2320,,6294,,8614,,684,,2522,,3206,,540565
0512501 AR FSP SALINE COUNTY,857,,2859,,3716,,290,,1089,,1379,,229867
0512701 AR FSP SCOTT COUNTY,81,,1158,,1239,,28,,451,,479,,68853
0512901 AR FSP SEARCY COUNTY,78,,1003,,1081,,29,,430,,459,,58545
0513101 AR FSP SEBASTIAN COUNTY,1331,,7167,,8498,,437,,2701,,3138,,556108
0513301 AR FSP SEVIER COUNTY,131,,1202,,1333,,46,,461,,507,,78882
0513501 AR FSP SHARP COUNTY,331,,1594,,1925,,96,,662,,758,,111795
0513701 AR FSP STONE COUNTY,142,,1228,,1370,,44,,522,,566,,76664
0513901 AR FSP UNION COUNTY,1399,,3773,,5172,,448,,1532,,1980,,320490
0514101 AR FSP VAN BUREN COUNTY,283,,1720,,2003,,87,,700,,787,,118079
0514301 AR FSP WASHINGTON COUNTY,1129,,6450,,7579,,375,,2470,,2845,,477903
0514501 AR FSP WHITE COUNTY,628,,4945,,5573,,201,,1962,,2163,,353327
0514701 AR FSP WOODRUFF COUNTY,620,,2018,,2638,,179,,861,,1040,,161003
0514901 AR FSP YELL COUNTY,222,,1420,,1642,,73,,617,,690,,88947
0600105 CA FSP ALAMEDA COUNTY DSS,77205,,45611,,122816,,30164,,17821,,47985,,7584877
0600302 CA FSP ALPINE COUNTY DSS,93,,61,,154,,25,,22,,47,,7228
0600501 CA FSP AMADOR COUNTY DSS,873,,620,,1493,,288,,260,,548,,89194
0600702 CA FSP BUTTE COUNTY DSS,20229,,6031,,26260,,6089,,3005,,9094,,1590099
0600901 CA FSP CALAVERAS CO DSW,2102,,1200,,3302,,657,,578,,1235,,204271
0601101 CA FSP COLUSA COUNTY DSW,969,,855,,1824,,312,,312,,624,,97846
0601302 CA FSP CONTRA COSTA COUNTY DSS,40260,,14015,,54275,,13519,,8470,,21989,,3375157
0601501 CA FSP DEL NORTE CO DSW,2862,,1306,,4168,,881,,585,,1466,,247564
0601704 CA FSP EL DORADO COUNTY DSS,4759,,2424,,7183,,1561,,1226,,2787,,453062
0601904 CA FSP FRESNO COUNTY DSW,90606,,33157,,123763,,25457,,13893,,39350,,7780400
0602102 CA FSP GLENN CO WELFARE DEPT,2322,,1148,,3470,,624,,401,,1025,,191043
0602303 CA FSP HUMBOLDT CO DSW,10955,,4159,,15114,,3557,,2515,,6072,,909539
0602501 CA FSP IMPERIAL CO DSW,15386,,8966,,24352,,4376,,3008,,7384,,1375671
0602701 CA FSP INYO COUNTY WELF DEPT,1093,,761,,1854,,350,,392,,742,,106096
0602902 CA FSP KERN,60298,,38284,,98582,,15962,,12073,,28035,,4986270
0603101 CA FSP KINGS COUNTY DPW,9397,,6336,,15733,,2846,,2306,,5152,,866063
0603301 CA FSP LAKE CO DEPT OF SOC SVCS,6537,,2442,,8979,,2122,,1258,,3380,,556540
0603501 CA FSP LASSEN CO DSW,2142,,810,,2952,,689,,395,,1084,,172776
0603720 CA FSP LOS ANGELES COUNTY DPSS,696209,,304981,,1001190,,242362,,169049,,411411,,66468110
0603902 CA FSP MADERA CO DSW,8359,,5740,,14099,,2576,,2093,,4669,,788860
0604102 CA FSP MARIN COUNTY DSW,3615,,2895,,6510,,1328,,1909,,3237,,420018
0604301 CA FSP MARIPOSA CO DSW,1077,,632,,1709,,346,,266,,612,,92499
0604501 CA FSP MENDOCINO CO WELF DEPT,6081,,3326,,9407,,2019,,1651,,3670,,600130
0604701 CA FSP MERCED CO DPW,29036,,13114,,42150,,8540,,5464,,14004,,2422920
0604901 CA FSP MODOC COUNTY DSS,1036,,492,,1528,,320,,211,,531,,84351
0605101 CA FSP MONO CO WELFARE DEPT,249,,172,,421,,74,,78,,152,,27547
0605302 CA FSP MONTEREY CO DSW,18212,,9915,,28127,,5756,,3596,,9352,,1807504
0605502 CA FSP NAPA CO WELFARE DEPT,3439,,2053,,5492,,1204,,1027,,2231,,346176
0605701 CA FSP NEVADA CO DPSS,2865,,1560,,4425,,960,,838,,1798,,267630
0605903 CA FSP ORANGE CO DSW,93452,,57362,,150814,,30845,,23973,,54818,,9074006
0606101 CA FSP PLACER CO WELFARE DEPT,7376,,3008,,10384,,2512,,1526,,4038,,596378
0606301 CA FSP PLUMAS COUNTY DSS,852,,451,,1303,,264,,175,,439,,75372
0606503 CA FSP RIVERSIDE COUNTY DSS,80141,,30481,,110622,,25841,,11097,,36938,,6854222
0606703 CA FSP SACRAMENTO CO DSW,126126,,31921,,158047,,38348,,17755,,56103,,9661649
0606902 CA FSP SAN BENITO COUNTY DSS,2272,,1073,,3345,,712,,377,,1089,,204480
0607105 CA FSP SAN BRNDINO CO DPSS AU,165049,,48408,,213457,,50798,,22773,,73571,,13504510
0607301 CA PCO SAN DIEGO CO DSS,158849,,40912,,199761,,52764,,18296,,71060,,12508699
0607502 CA FSP SAN FRANCISCO COUNTY DSS,32632,,23537,,56169,,11273,,18047,,29320,,3743145
0607702 CA FSP SAN JOAQUIN CO HUMAN SVCS AGCY,59340,,15267,,74607,,17057,,6410,,23467,,4415252
0607901 CA FSP SAN LUIS OBISPO COUNTY DSS,7019,,4403,,11422,,2390,,2025,,4415,,721961
0608103 CA FSP SAN MATEO COUNTY DSS,13310,,4920,,18230,,4750,,2370,,7120,,1105059
0608304 CA FSP SANTA BARBARA CO DSW,15910,,9373,,25283,,5173,,3987,,9160,,1466370
0608502 CA FSP SANTA CLARA COUNTY DSS,79878,,25420,,105298,,26031,,12586,,38617,,6556994
0608702 CA FSP SANTA CRUZ CO DSW,9513,,7543,,17056,,3388,,4013,,7401,,1064132
0608901 CA FSP SHASTA CO DSW,15158,,5926,,21084,,4908,,2736,,7644,,1222742
0609101 CA FSP SIERRA CO HUMAN SVCS,129,,126,,255,,44,,62,,106,,15617
0609301 CA FSP SISKIYOU CO DSW,3830,,1820,,5650,,1291,,818,,2109,,331585
0609502 CA FSP SOLANO CO DSW,20052,,4582,,24634,,6727,,2364,,9091,,1692773
0609701 CA FSP SONOMA CO DSW,15167,,6630,,21797,,5308,,3314,,8622,,1323343
0609902 CA FSP STANISLAUS CO. DSS,39453,,13212,,52665,,11856,,4744,,16600,,3096014
0610101 CA FSP SUTTER CO WELF DEPT,4710,,3023,,7733,,1482,,1103,,2585,,447503
0610301 CA FSP TEHAMA CO DSW,4716,,2800,,7516,,1523,,1171,,2694,,445066
0610501 CA FSP TRINITY CO DSW,966,,636,,1602,,305,,266,,571,,92056
0610704 CA FSP TULARE COUNTY DSS,49328,,20429,,69757,,14586,,6822,,21408,,3727174
0610901 CA FSP TUOLUMNE CO WELF DEPT,2875,,1308,,4183,,952,,653,,1605,,251755
0611101 CA FSP VENTURA CO.,25586,,16839,,42425,,8339,,6796,,15135,,2488998
0611301 CA FSP YOLO CO DSW,11945,,3559,,15504,,3778,,1746,,5524,,912197
0611501 CA FSP YUBA CO WELFARE DEPT,9426,,3457,,12883,,2445,,1423,,3868,,750458
0800301 CO FSP ALAMOSA CO DSS,1105,,1445,,2550,,457,,535,,992,,163329
0800701 CO FSP ARCHULETA CO DSS,140,,593,,733,,52,,203,,255,,45830
0800901 CO FSP BACA CO DSS,75,,256,,331,,42,,95,,137,,16334
0801101 CO FSP BENT CO DSS,336,,506,,842,,139,,202,,341,,52415
0801301 CO FSP BOULDER CO DSS,3959,,4905,,8864,,1712,,2344,,4056,,594621
0801501 CO FSP CHAFFEE CO DSS,284,,688,,972,,143,,289,,432,,59133
0801701 CO FSP CHEYENNE CO DSS,22,,110,,132,,12,,33,,45,,6698
0802101 CO FSP CONEJOS CO DSS,507,,1270,,1777,,260,,416,,676,,101387
0802301 CO FSP COSTILLA CO DSS,450,,713,,1163,,227,,282,,509,,61744
0802501 CO FSP CROWLEY CO DSS,306,,452,,758,,122,,164,,286,,44403
0802701 CO FSP CUSTER CO DSS,41,,212,,253,,19,,80,,99,,17427
0802901 CO FSP DELTA CO DSS,690,,1706,,2396,,283,,596,,879,,146374
0803102 CO FSP DENVER,31165,,37596,,68761,,12491,,16672,,29163,,5017239
0803301 CO FSP DOLORES CO DSS,34,,44,,78,,18,,13,,31,,5250
0803701 CO FSP EAGLE CO DSS,74,,230,,304,,40,,99,,139,,19659
0803901 CO FSP ELBERT CO DSS,149,,257,,406,,53,,79,,132,,26763
0804101 CO FSP EL PASO CO DSS,13194,,24575,,37769,,5015,,9646,,14661,,2635791
0804301 CO FSP FREMONT CO DSS,1177,,2315,,3492,,478,,868,,1346,,229988
0804501 CO FSP GARFIELD CO DSS,1222,,840,,2062,,484,,337,,821,,144080
0805101 CO FSP GUNN HINSDALE CO DSS,82,,451,,533,,39,,212,,251,,37589
0805501 CO FSP HUERFANO CO DSS,536,,690,,1226,,231,,260,,491,,74997
0805901 CO FSP JEFFERSON CO DSS,5825,,7348,,13173,,2292,,2916,,5208,,951687
0806101 CO FSP KIOWA CO DSS,11,,70,,81,,5,,21,,26,,4720
0806301 CO FSP KIT CARSON CO DSS,117,,349,,466,,52,,116,,168,,26243
0806501 CO FSP LAKE CO DSS,45,,77,,122,,21,,30,,51,,8033
0806701 CO FSP LA PLATA CO DSS,461,,1431,,1892,,202,,605,,807,,125970
0806901 CO FSP LARIMER CO DSS,3965,,6903,,10868,,1545,,2799,,4344,,758999
0807101 CO FSP LAS ANIMAS CO DSS,903,,1606,,2509,,396,,609,,1005,,151687
0807301 CO FSP LINCOLN CO DSS,84,,225,,309,,39,,74,,113,,16156
0807501 CO FSP LOGAN CO DSS,455,,1308,,1763,,184,,457,,641,,111100
0807701 CO FSP MESA CO DSS,4377,,5877,,10254,,1806,,2433,,4239,,687203
0808101 CO FSP MOFFAT CO DSS,642,,323,,965,,262,,145,,407,,62462
0808301 CO FSP MONTEZUMA CO DSS,530,,1636,,2166,,198,,518,,716,,141128
0808501 CO FSP MONTROSE CO DSS,441,,1381,,1822,,180,,503,,683,,105260
0808701 CO FSP MORGAN CO DSS,684,,1423,,2107,,237,,451,,688,,125347
0808901 CO FSP OTERO CO DSS,1562,,2375,,3937,,652,,850,,1502,,235445
0809101 CO FSP OURAY CO DSS,24,,64,,88,,9,,29,,38,,6825
0809301 CO FSP PARK CO DSS,76,,202,,278,,29,,75,,104,,18174
0809501 CO FSP PHILLIPS CO DSS,64,,190,,254,,29,,61,,90,,13511
0809901 CO FSP PROWERS CO DSS,817,,1421,,2238,,303,,486,,789,,132346
0810101 CO FSP PUEBLO CO DSS,12592,,8770,,21362,,4840,,3767,,8607,,1473763
0810301 CO FSP RIO BLANCO CO DSS,105,,179,,284,,41,,56,,97,,18101
0810501 CO FSP RIO GRANDE CO DSS,830,,1429,,2259,,324,,495,,819,,143587
0810701 CO FSP ROUTT CO DSS,82,,232,,314,,35,,116,,151,,21184
0810901 CO FSP SAGUACHE CO DSS,351,,837,,1188,,134,,292,,426,,69238
0811101 CO FSP SAN JUAN CO DSS,28,,49,,77,,8,,24,,32,,6214
0811301 CO FSP SAN MIGUEL CO DSS,27,,122,,149,,11,,67,,78,,10192
0811501 CO FSP SEDGWICK CO DSS,100,,108,,208,,41,,42,,83,,10477
0811701 CO FSP SUMMIT CO DSS,6,,32,,38,,2,,15,,17,,2232
0811901 CO FSP TELLER CO DSS,393,,705,,1098,,156,,281,,437,,81412
0812101 CO FSP WASHINGTON CO DSS,70,,189,,259,,27,,59,,86,,14819
0812301 CO FSP WELD CO DSS,4192,,7319,,11511,,1511,,2445,,3956,,749917
0812501 CO FSP YUMA CO DSS,134,,296,,430,,64,,97,,161,,24918
0812701 CO FSP ADAMS CO DSS,12333,,12825,,25158,,4525,,4583,,9108,,1798909
0812901 CO FSP ARAPAHO CO. DSS,7451,,9747,,17198,,2922,,3798,,6720,,1260123
0813301 CO FSP CLEAR CREEK,63,,226,,289,,33,,64,,97,,17472
0813501 CO FSP GRANDE,36,,146,,182,,22,,34,,56,,12004
0813701 CO FSP GILPIN,32,,90,,122,,16,,60,,76,,7834
0813901 CO FSP JACKSON,8,,24,,32,,3,,8,,11,,4416
0990112 CT FSP BRIDGEPORT DIST THREE,32039,,5847,,37886,,13189,,2736,,15925,,2103678
0990317 CT FSP HARTFORD DIST ONE,55399,,7686,,63085,,24110,,3637,,27747,,3571769
0990517 CT FSP MIDDLETOWN (WD),21546,,4753,,26299,,8956,,2377,,11333,,1510454
0990709 CT FSP NEW HAVEN DIST TWO,34451,,6365,,40816,,14540,,3151,,17691,,2232517
0990909 CT FSP NORWICH DIST FOUR,15897,,4203,,20100,,6849,,1918,,8767,,998915
0991109 CT FSP STAMFORD DIST EIGHT,5205,,1078,,6283,,2321,,541,,2862,,353856
0991315 CT FSP TORRINGTON DIST FIVE,5696,,1849,,7545,,2424,,912,,3336,,405877
0991508 CT FSP WATERBURY DIST SIX,16517,,2929,,19446,,7024,,1332,,8356,,1139239
1000112 DE FSP KENT,5742,,4856,,10598,,2127,,1798,,3925,,717057
1000235 DE FSP NEW CASTLE,22970,,13594,,36564,,8507,,5035,,13542,,2473896
1000316 DE FSP SUSSEX CO.,7025,,5822,,12847,,2602,,2156,,4758,,869229
1100161 DC FSP D.C. Treasury,57649,,28825,,86474,,23717,,15769,,39486,,6923010
1200101 FL FSP ALACHUA CO DFS,10388,,12700,,23088,,3884,,5475,,9359,,1686311
1200301 FL FSP BAKER CO SERVICE CENTE,1281,,2474,,3755,,478,,828,,1306,,250201
1200501 FL FSP BAY CO DFS,6134,,12340,,18474,,2549,,4919,,7468,,1267086
